financial_quarter,sending_location,age_group,stay_type,measure,value
2019/20 Q4,East Renfrewshire,65-74 years,All Stays,"Rate per 1,000 People",8
2019/20 Q4,East Renfrewshire,65-74 years,All Stays,Number of People,80
2019/20 Q4,East Renfrewshire,65-74 years,Short Stay / Respite,"Rate per 1,000 People",0.5
2019/20 Q4,East Renfrewshire,65-74 years,Short Stay / Respite,Number of People,5
2019/20 Q4,East Renfrewshire,65-74 years,Long Stay,"Rate per 1,000 People",7.5
2019/20 Q4,East Renfrewshire,65-74 years,Long Stay,Number of People,75
2019/20 Q4,East Renfrewshire,75-84 years,All Stays,"Rate per 1,000 People",32.7
2019/20 Q4,East Renfrewshire,75-84 years,All Stays,Number of People,210
2019/20 Q4,East Renfrewshire,75-84 years,Short Stay / Respite,"Rate per 1,000 People",2.3
2019/20 Q4,East Renfrewshire,75-84 years,Short Stay / Respite,Number of People,15
2019/20 Q4,East Renfrewshire,75-84 years,Long Stay,"Rate per 1,000 People",30.4
2019/20 Q4,East Renfrewshire,75-84 years,Long Stay,Number of People,195
2019/20 Q4,East Renfrewshire,85+ years,All Stays,"Rate per 1,000 People",164.6
2019/20 Q4,East Renfrewshire,85+ years,All Stays,Number of People,460
2019/20 Q4,East Renfrewshire,85+ years,Short Stay / Respite,"Rate per 1,000 People",12.5
2019/20 Q4,East Renfrewshire,85+ years,Short Stay / Respite,Number of People,35
2019/20 Q4,East Renfrewshire,85+ years,Long Stay,"Rate per 1,000 People",159.3
2019/20 Q4,East Renfrewshire,85+ years,Long Stay,Number of People,445
2019/20 Q4,East Renfrewshire,Unknown,All Stays,"Rate per 1,000 People",0
2019/20 Q4,East Renfrewshire,Unknown,All Stays,Number of People,0
2019/20 Q4,East Renfrewshire,Unknown,Short Stay / Respite,"Rate per 1,000 People",0
2019/20 Q4,East Renfrewshire,Unknown,Short Stay / Respite,Number of People,0
2019/20 Q4,East Renfrewshire,Unknown,Long Stay,"Rate per 1,000 People",0
2019/20 Q4,East Renfrewshire,Unknown,Long Stay,Number of People,0
2020/21 Q1,East Renfrewshire,All Ages,All Stays,"Rate per 1,000 People",8
2020/21 Q1,East Renfrewshire,All Ages,All Stays,Number of People,765
2020/21 Q1,East Renfrewshire,All Ages,Short Stay / Respite,"Rate per 1,000 People",0.6
2020/21 Q1,East Renfrewshire,All Ages,Short Stay / Respite,Number of People,55
2020/21 Q1,East Renfrewshire,All Ages,Long Stay,"Rate per 1,000 People",7.7
2020/21 Q1,East Renfrewshire,All Ages,Long Stay,Number of People,735
2020/21 Q1,East Renfrewshire,0-17 years,All Stays,"Rate per 1,000 People",0
2020/21 Q1,East Renfrewshire,0-17 years,All Stays,Number of People,0
2020/21 Q1,East Renfrewshire,0-17 years,Short Stay / Respite,"Rate per 1,000 People",0
2020/21 Q1,East Renfrewshire,0-17 years,Short Stay / Respite,Number of People,0
2020/21 Q1,East Renfrewshire,0-17 years,Long Stay,"Rate per 1,000 People",0
2020/21 Q1,East Renfrewshire,0-17 years,Long Stay,Number of People,0
2020/21 Q1,East Renfrewshire,18-64 years,All Stays,"Rate per 1,000 People",1
2020/21 Q1,East Renfrewshire,18-64 years,All Stays,Number of People,55
2020/21 Q1,East Renfrewshire,18-64 years,Short Stay / Respite,"Rate per 1,000 People",0.3
2020/21 Q1,East Renfrewshire,18-64 years,Short Stay / Respite,Number of People,15
2020/21 Q1,East Renfrewshire,18-64 years,Long Stay,"Rate per 1,000 People",0.8
2020/21 Q1,East Renfrewshire,18-64 years,Long Stay,Number of People,45
2020/21 Q1,East Renfrewshire,65-74 years,All Stays,"Rate per 1,000 People",5.9
2020/21 Q1,East Renfrewshire,65-74 years,All Stays,Number of People,60
2020/21 Q1,East Renfrewshire,65-74 years,Short Stay / Respite,"Rate per 1,000 People",0.5
2020/21 Q1,East Renfrewshire,65-74 years,Short Stay / Respite,Number of People,5
2020/21 Q1,East Renfrewshire,65-74 years,Long Stay,"Rate per 1,000 People",5.9
2020/21 Q1,East Renfrewshire,65-74 years,Long Stay,Number of People,60
2020/21 Q1,East Renfrewshire,75-84 years,All Stays,"Rate per 1,000 People",29.2
2020/21 Q1,East Renfrewshire,75-84 years,All Stays,Number of People,190
2020/21 Q1,East Renfrewshire,75-84 years,Short Stay / Respite,"Rate per 1,000 People",2.3
2020/21 Q1,East Renfrewshire,75-84 years,Short Stay / Respite,Number of People,15
2020/21 Q1,East Renfrewshire,75-84 years,Long Stay,"Rate per 1,000 People",27.7
2020/21 Q1,East Renfrewshire,75-84 years,Long Stay,Number of People,180
2020/21 Q1,East Renfrewshire,85+ years,All Stays,"Rate per 1,000 People",165.1
2020/21 Q1,East Renfrewshire,85+ years,All Stays,Number of People,460
2020/21 Q1,East Renfrewshire,85+ years,Short Stay / Respite,"Rate per 1,000 People",7.2
2020/21 Q1,East Renfrewshire,85+ years,Short Stay / Respite,Number of People,20
2020/21 Q1,East Renfrewshire,85+ years,Long Stay,"Rate per 1,000 People",161.5
2020/21 Q1,East Renfrewshire,85+ years,Long Stay,Number of People,450
2020/21 Q1,East Renfrewshire,Unknown,All Stays,"Rate per 1,000 People",0
2020/21 Q1,East Renfrewshire,Unknown,All Stays,Number of People,0
2020/21 Q1,East Renfrewshire,Unknown,Short Stay / Respite,"Rate per 1,000 People",0
2020/21 Q1,East Renfrewshire,Unknown,Short Stay / Respite,Number of People,0
2020/21 Q1,East Renfrewshire,Unknown,Long Stay,"Rate per 1,000 People",0
2020/21 Q1,East Renfrewshire,Unknown,Long Stay,Number of People,0
2020/21 Q2,East Renfrewshire,All Ages,All Stays,"Rate per 1,000 People",7
2020/21 Q2,East Renfrewshire,All Ages,All Stays,Number of People,675
2020/21 Q2,East Renfrewshire,All Ages,Short Stay / Respite,"Rate per 1,000 People",0.5
2020/21 Q2,East Renfrewshire,All Ages,Short Stay / Respite,Number of People,50
2020/21 Q2,East Renfrewshire,All Ages,Long Stay,"Rate per 1,000 People",6.8
2020/21 Q2,East Renfrewshire,All Ages,Long Stay,Number of People,650
2020/21 Q2,East Renfrewshire,0-17 years,All Stays,"Rate per 1,000 People",0
2020/21 Q2,East Renfrewshire,0-17 years,All Stays,Number of People,0
2020/21 Q2,East Renfrewshire,0-17 years,Short Stay / Respite,"Rate per 1,000 People",0
2020/21 Q2,East Renfrewshire,0-17 years,Short Stay / Respite,Number of People,0
2020/21 Q2,East Renfrewshire,0-17 years,Long Stay,"Rate per 1,000 People",0
2020/21 Q2,East Renfrewshire,0-17 years,Long Stay,Number of People,0
2020/21 Q2,East Renfrewshire,18-64 years,All Stays,"Rate per 1,000 People",0.6
2020/21 Q2,East Renfrewshire,18-64 years,All Stays,Number of People,35
2020/21 Q2,East Renfrewshire,18-64 years,Short Stay / Respite,"Rate per 1,000 People",0.1
2020/21 Q2,East Renfrewshire,18-64 years,Short Stay / Respite,Number of People,5
2020/21 Q2,East Renfrewshire,18-64 years,Long Stay,"Rate per 1,000 People",0.5
2020/21 Q2,East Renfrewshire,18-64 years,Long Stay,Number of People,30
2020/21 Q2,East Renfrewshire,65-74 years,All Stays,"Rate per 1,000 People",5.9
2020/21 Q2,East Renfrewshire,65-74 years,All Stays,Number of People,60
2020/21 Q2,East Renfrewshire,65-74 years,Short Stay / Respite,"Rate per 1,000 People",0.5
2020/21 Q2,East Renfrewshire,65-74 years,Short Stay / Respite,Number of People,5
2020/21 Q2,East Renfrewshire,65-74 years,Long Stay,"Rate per 1,000 People",5.4
2020/21 Q2,East Renfrewshire,65-74 years,Long Stay,Number of People,55
2020/21 Q2,East Renfrewshire,75-84 years,All Stays,"Rate per 1,000 People",27.7
2020/21 Q2,East Renfrewshire,75-84 years,All Stays,Number of People,180
2020/21 Q2,East Renfrewshire,75-84 years,Short Stay / Respite,"Rate per 1,000 People",2.3
2020/21 Q2,East Renfrewshire,75-84 years,Short Stay / Respite,Number of People,15
2020/21 Q2,East Renfrewshire,75-84 years,Long Stay,"Rate per 1,000 People",26.2
2020/21 Q2,East Renfrewshire,75-84 years,Long Stay,Number of People,170
2020/21 Q2,East Renfrewshire,85+ years,All Stays,"Rate per 1,000 People",143.5
2020/21 Q2,East Renfrewshire,85+ years,All Stays,Number of People,400
2020/21 Q2,East Renfrewshire,85+ years,Short Stay / Respite,"Rate per 1,000 People",9
2020/21 Q2,East Renfrewshire,85+ years,Short Stay / Respite,Number of People,25
2020/21 Q2,East Renfrewshire,85+ years,Long Stay,"Rate per 1,000 People",139.9
2020/21 Q2,East Renfrewshire,85+ years,Long Stay,Number of People,390
2020/21 Q2,East Renfrewshire,Unknown,All Stays,"Rate per 1,000 People",0
2020/21 Q2,East Renfrewshire,Unknown,All Stays,Number of People,0
2020/21 Q2,East Renfrewshire,Unknown,Short Stay / Respite,"Rate per 1,000 People",0
2020/21 Q2,East Renfrewshire,Unknown,Short Stay / Respite,Number of People,0
2020/21 Q2,East Renfrewshire,Unknown,Long Stay,"Rate per 1,000 People",0
2020/21 Q2,East Renfrewshire,Unknown,Long Stay,Number of People,0
2020/21 Q3,East Renfrewshire,All Ages,All Stays,"Rate per 1,000 People",7
2020/21 Q3,East Renfrewshire,All Ages,All Stays,Number of People,675
2020/21 Q3,East Renfrewshire,All Ages,Short Stay / Respite,"Rate per 1,000 People",0.3
2020/21 Q3,East Renfrewshire,All Ages,Short Stay / Respite,Number of People,30
2020/21 Q3,East Renfrewshire,All Ages,Long Stay,"Rate per 1,000 People",6.8
2020/21 Q3,East Renfrewshire,All Ages,Long Stay,Number of People,655
2020/21 Q3,East Renfrewshire,0-17 years,All Stays,"Rate per 1,000 People",0.2
2020/21 Q3,East Renfrewshire,0-17 years,All Stays,Number of People,5
2020/21 Q3,East Renfrewshire,0-17 years,Short Stay / Respite,"Rate per 1,000 People",0
2020/21 Q3,East Renfrewshire,0-17 years,Short Stay / Respite,Number of People,0
2020/21 Q3,East Renfrewshire,0-17 years,Long Stay,"Rate per 1,000 People",0.2
2020/21 Q3,East Renfrewshire,0-17 years,Long Stay,Number of People,5
2020/21 Q3,East Renfrewshire,18-64 years,All Stays,"Rate per 1,000 People",0.6
2020/21 Q3,East Renfrewshire,18-64 years,All Stays,Number of People,35
2020/21 Q3,East Renfrewshire,18-64 years,Short Stay / Respite,"Rate per 1,000 People",0
2020/21 Q3,East Renfrewshire,18-64 years,Short Stay / Respite,Number of People,0
2020/21 Q3,East Renfrewshire,18-64 years,Long Stay,"Rate per 1,000 People",0.5
2020/21 Q3,East Renfrewshire,18-64 years,Long Stay,Number of People,30
2020/21 Q3,East Renfrewshire,65-74 years,All Stays,"Rate per 1,000 People",5.9
2020/21 Q3,East Renfrewshire,65-74 years,All Stays,Number of People,60
2020/21 Q3,East Renfrewshire,65-74 years,Short Stay / Respite,"Rate per 1,000 People",0.5
2020/21 Q3,East Renfrewshire,65-74 years,Short Stay / Respite,Number of People,5
2020/21 Q3,East Renfrewshire,65-74 years,Long Stay,"Rate per 1,000 People",5.9
2020/21 Q3,East Renfrewshire,65-74 years,Long Stay,Number of People,60
2020/21 Q3,East Renfrewshire,75-84 years,All Stays,"Rate per 1,000 People",28.5
2020/21 Q3,East Renfrewshire,75-84 years,All Stays,Number of People,185
2020/21 Q3,East Renfrewshire,75-84 years,Short Stay / Respite,"Rate per 1,000 People",2.3
2020/21 Q3,East Renfrewshire,75-84 years,Short Stay / Respite,Number of People,15
2020/21 Q3,East Renfrewshire,75-84 years,Long Stay,"Rate per 1,000 People",26.9
2020/21 Q3,East Renfrewshire,75-84 years,Long Stay,Number of People,175
2020/21 Q3,East Renfrewshire,85+ years,All Stays,"Rate per 1,000 People",139.9
2020/21 Q3,East Renfrewshire,85+ years,All Stays,Number of People,390
2020/21 Q3,East Renfrewshire,85+ years,Short Stay / Respite,"Rate per 1,000 People",3.6
2020/21 Q3,East Renfrewshire,85+ years,Short Stay / Respite,Number of People,10
2020/21 Q3,East Renfrewshire,85+ years,Long Stay,"Rate per 1,000 People",138.1
2020/21 Q3,East Renfrewshire,85+ years,Long Stay,Number of People,385
2020/21 Q3,East Renfrewshire,Unknown,All Stays,"Rate per 1,000 People",0
2020/21 Q3,East Renfrewshire,Unknown,All Stays,Number of People,0
2020/21 Q3,East Renfrewshire,Unknown,Short Stay / Respite,"Rate per 1,000 People",0
2020/21 Q3,East Renfrewshire,Unknown,Short Stay / Respite,Number of People,0
2020/21 Q3,East Renfrewshire,Unknown,Long Stay,"Rate per 1,000 People",0
2020/21 Q3,East Renfrewshire,Unknown,Long Stay,Number of People,0
2020/21 Q4,East Renfrewshire,All Ages,All Stays,"Rate per 1,000 People",6.9
2020/21 Q4,East Renfrewshire,All Ages,All Stays,Number of People,660
2020/21 Q4,East Renfrewshire,All Ages,Short Stay / Respite,"Rate per 1,000 People",0.7
2020/21 Q4,East Renfrewshire,All Ages,Short Stay / Respite,Number of People,65
2020/21 Q4,East Renfrewshire,All Ages,Long Stay,"Rate per 1,000 People",6.5
2020/21 Q4,East Renfrewshire,All Ages,Long Stay,Number of People,625
2020/21 Q4,East Renfrewshire,0-17 years,All Stays,"Rate per 1,000 People",0.2
2020/21 Q4,East Renfrewshire,0-17 years,All Stays,Number of People,5
2020/21 Q4,East Renfrewshire,0-17 years,Short Stay / Respite,"Rate per 1,000 People",0
2020/21 Q4,East Renfrewshire,0-17 years,Short Stay / Respite,Number of People,0
2020/21 Q4,East Renfrewshire,0-17 years,Long Stay,"Rate per 1,000 People",0.2
2020/21 Q4,East Renfrewshire,0-17 years,Long Stay,Number of People,5
2020/21 Q4,East Renfrewshire,18-64 years,All Stays,"Rate per 1,000 People",0.5
2020/21 Q4,East Renfrewshire,18-64 years,All Stays,Number of People,30
2020/21 Q4,East Renfrewshire,18-64 years,Short Stay / Respite,"Rate per 1,000 People",0.1
2020/21 Q4,East Renfrewshire,18-64 years,Short Stay / Respite,Number of People,5
2020/21 Q4,East Renfrewshire,18-64 years,Long Stay,"Rate per 1,000 People",0.5
2020/21 Q4,East Renfrewshire,18-64 years,Long Stay,Number of People,30
2020/21 Q4,East Renfrewshire,65-74 years,All Stays,"Rate per 1,000 People",5.9
2020/21 Q4,East Renfrewshire,65-74 years,All Stays,Number of People,60
2020/21 Q4,East Renfrewshire,65-74 years,Short Stay / Respite,"Rate per 1,000 People",0.5
2020/21 Q4,East Renfrewshire,65-74 years,Short Stay / Respite,Number of People,5
2020/21 Q4,East Renfrewshire,65-74 years,Long Stay,"Rate per 1,000 People",5.4
2020/21 Q4,East Renfrewshire,65-74 years,Long Stay,Number of People,55
2020/21 Q4,East Renfrewshire,75-84 years,All Stays,"Rate per 1,000 People",29.2
2020/21 Q4,East Renfrewshire,75-84 years,All Stays,Number of People,190
2020/21 Q4,East Renfrewshire,75-84 years,Short Stay / Respite,"Rate per 1,000 People",3.8
2020/21 Q4,East Renfrewshire,75-84 years,Short Stay / Respite,Number of People,25
2020/21 Q4,East Renfrewshire,75-84 years,Long Stay,"Rate per 1,000 People",26.9
2020/21 Q4,East Renfrewshire,75-84 years,Long Stay,Number of People,175
2020/21 Q4,East Renfrewshire,85+ years,All Stays,"Rate per 1,000 People",134.6
2020/21 Q4,East Renfrewshire,85+ years,All Stays,Number of People,375
2020/21 Q4,East Renfrewshire,85+ years,Short Stay / Respite,"Rate per 1,000 People",12.6
2020/21 Q4,East Renfrewshire,85+ years,Short Stay / Respite,Number of People,35
2020/21 Q4,East Renfrewshire,85+ years,Long Stay,"Rate per 1,000 People",127.4
2020/21 Q4,East Renfrewshire,85+ years,Long Stay,Number of People,355
2020/21 Q4,East Renfrewshire,Unknown,All Stays,"Rate per 1,000 People",0
2020/21 Q4,East Renfrewshire,Unknown,All Stays,Number of People,0
2020/21 Q4,East Renfrewshire,Unknown,Short Stay / Respite,"Rate per 1,000 People",0
2020/21 Q4,East Renfrewshire,Unknown,Short Stay / Respite,Number of People,0
2020/21 Q4,East Renfrewshire,Unknown,Long Stay,"Rate per 1,000 People",0
2020/21 Q4,East Renfrewshire,Unknown,Long Stay,Number of People,0
2017/18 Q4,Falkirk,All Ages,All Stays,"Rate per 1,000 People",8.1
2017/18 Q4,Falkirk,All Ages,All Stays,Number of People,1295
2017/18 Q4,Falkirk,All Ages,Short Stay / Respite,"Rate per 1,000 People",1.1
2017/18 Q4,Falkirk,All Ages,Short Stay / Respite,Number of People,175
2017/18 Q4,Falkirk,All Ages,Long Stay,"Rate per 1,000 People",7.2
2017/18 Q4,Falkirk,All Ages,Long Stay,Number of People,1155
2017/18 Q4,Falkirk,0-17 years,All Stays,"Rate per 1,000 People",0
2017/18 Q4,Falkirk,0-17 years,All Stays,Number of People,0
2017/18 Q4,Falkirk,0-17 years,Short Stay / Respite,"Rate per 1,000 People",0
2017/18 Q4,Falkirk,0-17 years,Short Stay / Respite,Number of People,0
2017/18 Q4,Falkirk,0-17 years,Long Stay,"Rate per 1,000 People",0
2017/18 Q4,Falkirk,0-17 years,Long Stay,Number of People,0
2017/18 Q4,Falkirk,18-64 years,All Stays,"Rate per 1,000 People",2.4
2017/18 Q4,Falkirk,18-64 years,All Stays,Number of People,240
2017/18 Q4,Falkirk,18-64 years,Short Stay / Respite,"Rate per 1,000 People",0.7
2017/18 Q4,Falkirk,18-64 years,Short Stay / Respite,Number of People,65
2017/18 Q4,Falkirk,18-64 years,Long Stay,"Rate per 1,000 People",1.8
2017/18 Q4,Falkirk,18-64 years,Long Stay,Number of People,180
2017/18 Q4,Falkirk,65-74 years,All Stays,"Rate per 1,000 People",10.4
2017/18 Q4,Falkirk,65-74 years,All Stays,Number of People,175
2017/18 Q4,Falkirk,65-74 years,Short Stay / Respite,"Rate per 1,000 People",1.2
2017/18 Q4,Falkirk,65-74 years,Short Stay / Respite,Number of People,20
2017/18 Q4,Falkirk,65-74 years,Long Stay,"Rate per 1,000 People",9.5
2017/18 Q4,Falkirk,65-74 years,Long Stay,Number of People,160
2017/18 Q4,Falkirk,75-84 years,All Stays,"Rate per 1,000 People",41.1
2017/18 Q4,Falkirk,75-84 years,All Stays,Number of People,390
2017/18 Q4,Falkirk,75-84 years,Short Stay / Respite,"Rate per 1,000 People",4.7
2017/18 Q4,Falkirk,75-84 years,Short Stay / Respite,Number of People,45
2017/18 Q4,Falkirk,75-84 years,Long Stay,"Rate per 1,000 People",37.4
2017/18 Q4,Falkirk,75-84 years,Long Stay,Number of People,355
2017/18 Q4,Falkirk,85+ years,All Stays,"Rate per 1,000 People",152.8
2017/18 Q4,Falkirk,85+ years,All Stays,Number of People,490
2017/18 Q4,Falkirk,85+ years,Short Stay / Respite,"Rate per 1,000 People",12.5
2017/18 Q4,Falkirk,85+ years,Short Stay / Respite,Number of People,40
2017/18 Q4,Falkirk,85+ years,Long Stay,"Rate per 1,000 People",143.5
2017/18 Q4,Falkirk,85+ years,Long Stay,Number of People,460
2017/18 Q4,Falkirk,Unknown,All Stays,"Rate per 1,000 People",0
2017/18 Q4,Falkirk,Unknown,All Stays,Number of People,0
2017/18 Q4,Falkirk,Unknown,Short Stay / Respite,"Rate per 1,000 People",0
2017/18 Q4,Falkirk,Unknown,Short Stay / Respite,Number of People,0
2017/18 Q4,Falkirk,Unknown,Long Stay,"Rate per 1,000 People",0
2017/18 Q4,Falkirk,Unknown,Long Stay,Number of People,0
2018/19 Q1,Falkirk,All Ages,All Stays,"Rate per 1,000 People",8
2018/19 Q1,Falkirk,All Ages,All Stays,Number of People,1280
2018/19 Q1,Falkirk,All Ages,Short Stay / Respite,"Rate per 1,000 People",1.1
2018/19 Q1,Falkirk,All Ages,Short Stay / Respite,Number of People,180
2018/19 Q1,Falkirk,All Ages,Long Stay,"Rate per 1,000 People",7
2018/19 Q1,Falkirk,All Ages,Long Stay,Number of People,1125
2018/19 Q1,Falkirk,0-17 years,All Stays,"Rate per 1,000 People",0
2018/19 Q1,Falkirk,0-17 years,All Stays,Number of People,0
2018/19 Q1,Falkirk,0-17 years,Short Stay / Respite,"Rate per 1,000 People",0
2018/19 Q1,Falkirk,0-17 years,Short Stay / Respite,Number of People,0
2018/19 Q1,Falkirk,0-17 years,Long Stay,"Rate per 1,000 People",0
2018/19 Q1,Falkirk,0-17 years,Long Stay,Number of People,0
2018/19 Q1,Falkirk,18-64 years,All Stays,"Rate per 1,000 People",2.4
2018/19 Q1,Falkirk,18-64 years,All Stays,Number of People,235
2018/19 Q1,Falkirk,18-64 years,Short Stay / Respite,"Rate per 1,000 People",0.7
2018/19 Q1,Falkirk,18-64 years,Short Stay / Respite,Number of People,70
2018/19 Q1,Falkirk,18-64 years,Long Stay,"Rate per 1,000 People",1.7
2018/19 Q1,Falkirk,18-64 years,Long Stay,Number of People,170
2018/19 Q1,Falkirk,65-74 years,All Stays,"Rate per 1,000 People",9.4
2018/19 Q1,Falkirk,65-74 years,All Stays,Number of People,160
2018/19 Q1,Falkirk,65-74 years,Short Stay / Respite,"Rate per 1,000 People",0.9
2018/19 Q1,Falkirk,65-74 years,Short Stay / Respite,Number of People,15
2018/19 Q1,Falkirk,65-74 years,Long Stay,"Rate per 1,000 People",8.5
2018/19 Q1,Falkirk,65-74 years,Long Stay,Number of People,145
