financial_year,financial_quarter,sending_location,age_group,value,value_scotland,measure
2018/19,2018/19 Q3,Shetland Islands,18+ years,7.4,8.4,"Rate per 1,000 People"
2018/19,2018/19 Q3,Shetland Islands,18-64 years,0.4,1.1,"Rate per 1,000 People"
2018/19,2018/19 Q3,Shetland Islands,65+ years,28.5,32.6,"Rate per 1,000 People"
2018/19,2018/19 Q3,South Ayrshire,18+ years,11.8,8.4,"Rate per 1,000 People"
2018/19,2018/19 Q3,South Ayrshire,18-64 years,1.1,1.1,"Rate per 1,000 People"
2018/19,2018/19 Q3,South Ayrshire,65+ years,36.2,32.6,"Rate per 1,000 People"
2018/19,2018/19 Q3,South Lanarkshire,18+ years,8.4,8.4,"Rate per 1,000 People"
2018/19,2018/19 Q3,South Lanarkshire,18-64 years,1.2,1.1,"Rate per 1,000 People"
2018/19,2018/19 Q3,South Lanarkshire,65+ years,31.6,32.6,"Rate per 1,000 People"
2018/19,2018/19 Q3,Stirling,18+ years,8.1,8.4,"Rate per 1,000 People"
2018/19,2018/19 Q3,Stirling,18-64 years,1.4,1.1,"Rate per 1,000 People"
2018/19,2018/19 Q3,Stirling,65+ years,30,32.6,"Rate per 1,000 People"
2018/19,2018/19 Q3,West Dunbartonshire,18+ years,9.7,8.4,"Rate per 1,000 People"
2018/19,2018/19 Q3,West Dunbartonshire,18-64 years,1.1,1.1,"Rate per 1,000 People"
2018/19,2018/19 Q3,West Dunbartonshire,65+ years,38.7,32.6,"Rate per 1,000 People"
2018/19,2018/19 Q3,West Lothian,18+ years,6.6,8.4,"Rate per 1,000 People"
2018/19,2018/19 Q3,West Lothian,18-64 years,1.1,1.1,"Rate per 1,000 People"
2018/19,2018/19 Q3,West Lothian,65+ years,27.5,32.6,"Rate per 1,000 People"
2018/19,2018/19 Q4,Scotland (All Areas Submitted),18+ years,8.4,8.4,"Rate per 1,000 People"
2018/19,2018/19 Q4,Scotland (All Areas Submitted),18-64 years,1.1,1.1,"Rate per 1,000 People"
2018/19,2018/19 Q4,Scotland (All Areas Submitted),65+ years,32.3,32.3,"Rate per 1,000 People"
2018/19,2018/19 Q4,Aberdeen City,18+ years,9.1,8.4,"Rate per 1,000 People"
2018/19,2018/19 Q4,Aberdeen City,18-64 years,1.7,1.1,"Rate per 1,000 People"
2018/19,2018/19 Q4,Aberdeen City,65+ years,40.8,32.3,"Rate per 1,000 People"
2018/19,2018/19 Q4,Aberdeenshire,18+ years,9.1,8.4,"Rate per 1,000 People"
2018/19,2018/19 Q4,Aberdeenshire,18-64 years,1.4,1.1,"Rate per 1,000 People"
2018/19,2018/19 Q4,Aberdeenshire,65+ years,33.6,32.3,"Rate per 1,000 People"
2018/19,2018/19 Q4,Angus,18+ years,10.9,8.4,"Rate per 1,000 People"
2018/19,2018/19 Q4,Angus,18-64 years,1.3,1.1,"Rate per 1,000 People"
2018/19,2018/19 Q4,Angus,65+ years,34.4,32.3,"Rate per 1,000 People"
2018/19,2018/19 Q4,Argyll and Bute,18+ years,9,8.4,"Rate per 1,000 People"
2018/19,2018/19 Q4,Argyll and Bute,18-64 years,1.1,1.1,"Rate per 1,000 People"
2018/19,2018/19 Q4,Argyll and Bute,65+ years,26.9,32.3,"Rate per 1,000 People"
2018/19,2018/19 Q4,City of Edinburgh,18+ years,6.5,8.4,"Rate per 1,000 People"
2018/19,2018/19 Q4,City of Edinburgh,18-64 years,0.7,1.1,"Rate per 1,000 People"
2018/19,2018/19 Q4,City of Edinburgh,65+ years,32.7,32.3,"Rate per 1,000 People"
2018/19,2018/19 Q4,Clackmannanshire,18+ years,7.5,8.4,"Rate per 1,000 People"
2018/19,2018/19 Q4,Clackmannanshire,18-64 years,2.1,1.1,"Rate per 1,000 People"
2018/19,2018/19 Q4,Clackmannanshire,65+ years,24,32.3,"Rate per 1,000 People"
2018/19,2018/19 Q4,Dumfries and Galloway,18+ years,9.4,8.4,"Rate per 1,000 People"
2018/19,2018/19 Q4,Dumfries and Galloway,18-64 years,0.7,1.1,"Rate per 1,000 People"
2018/19,2018/19 Q4,Dumfries and Galloway,65+ years,28.8,32.3,"Rate per 1,000 People"
2018/19,2018/19 Q4,Dundee City,18+ years,9.8,8.4,"Rate per 1,000 People"
2018/19,2018/19 Q4,Dundee City,18-64 years,1.1,1.1,"Rate per 1,000 People"
2018/19,2018/19 Q4,Dundee City,65+ years,41.9,32.3,"Rate per 1,000 People"
2018/19,2018/19 Q4,East Ayrshire,18+ years,8.1,8.4,"Rate per 1,000 People"
2018/19,2018/19 Q4,East Ayrshire,18-64 years,1,1.1,"Rate per 1,000 People"
2018/19,2018/19 Q4,East Ayrshire,65+ years,29.5,32.3,"Rate per 1,000 People"
2018/19,2018/19 Q4,East Dunbartonshire,18+ years,10.4,8.4,"Rate per 1,000 People"
2018/19,2018/19 Q4,East Dunbartonshire,18-64 years,0.6,1.1,"Rate per 1,000 People"
2018/19,2018/19 Q4,East Dunbartonshire,65+ years,35.7,32.3,"Rate per 1,000 People"
2018/19,2018/19 Q4,East Lothian,18+ years,8.6,8.4,"Rate per 1,000 People"
2018/19,2018/19 Q4,East Lothian,18-64 years,0.9,1.1,"Rate per 1,000 People"
2018/19,2018/19 Q4,East Lothian,65+ years,31.9,32.3,"Rate per 1,000 People"
2018/19,2018/19 Q4,East Renfrewshire,18+ years,10.1,8.4,"Rate per 1,000 People"
2018/19,2018/19 Q4,East Renfrewshire,18-64 years,0.6,1.1,"Rate per 1,000 People"
2018/19,2018/19 Q4,East Renfrewshire,65+ years,37.3,32.3,"Rate per 1,000 People"
2018/19,2018/19 Q4,Falkirk,18+ years,9,8.4,"Rate per 1,000 People"
2018/19,2018/19 Q4,Falkirk,18-64 years,1.8,1.1,"Rate per 1,000 People"
2018/19,2018/19 Q4,Falkirk,65+ years,32.7,32.3,"Rate per 1,000 People"
2018/19,2018/19 Q4,Fife,18+ years,9.4,8.4,"Rate per 1,000 People"
2018/19,2018/19 Q4,Fife,18-64 years,0.9,1.1,"Rate per 1,000 People"
2018/19,2018/19 Q4,Fife,65+ years,34.6,32.3,"Rate per 1,000 People"
2018/19,2018/19 Q4,Glasgow City,18+ years,7.8,8.4,"Rate per 1,000 People"
2018/19,2018/19 Q4,Glasgow City,18-64 years,1.4,1.1,"Rate per 1,000 People"
2018/19,2018/19 Q4,Glasgow City,65+ years,40.5,32.3,"Rate per 1,000 People"
2018/19,2018/19 Q4,Highland,18+ years,9.5,8.4,"Rate per 1,000 People"
2018/19,2018/19 Q4,Highland,18-64 years,1.4,1.1,"Rate per 1,000 People"
2018/19,2018/19 Q4,Highland,65+ years,31.5,32.3,"Rate per 1,000 People"
2018/19,2018/19 Q4,Inverclyde,18+ years,10.4,8.4,"Rate per 1,000 People"
2018/19,2018/19 Q4,Inverclyde,18-64 years,1.2,1.1,"Rate per 1,000 People"
2018/19,2018/19 Q4,Inverclyde,65+ years,37.5,32.3,"Rate per 1,000 People"
2018/19,2018/19 Q4,Midlothian,18+ years,6.8,8.4,"Rate per 1,000 People"
2018/19,2018/19 Q4,Midlothian,18-64 years,0.8,1.1,"Rate per 1,000 People"
2018/19,2018/19 Q4,Midlothian,65+ years,25.8,32.3,"Rate per 1,000 People"
2018/19,2018/19 Q4,Moray,18+ years,8,8.4,"Rate per 1,000 People"
2018/19,2018/19 Q4,Moray,18-64 years,1.5,1.1,"Rate per 1,000 People"
2018/19,2018/19 Q4,Moray,65+ years,26.2,32.3,"Rate per 1,000 People"
2018/19,2018/19 Q4,North Ayrshire,18+ years,7.8,8.4,"Rate per 1,000 People"
2018/19,2018/19 Q4,North Ayrshire,18-64 years,1.2,1.1,"Rate per 1,000 People"
2018/19,2018/19 Q4,North Ayrshire,65+ years,25.4,32.3,"Rate per 1,000 People"
2018/19,2018/19 Q4,North Lanarkshire,18+ years,6,8.4,"Rate per 1,000 People"
2018/19,2018/19 Q4,North Lanarkshire,18-64 years,0.4,1.1,"Rate per 1,000 People"
2018/19,2018/19 Q4,North Lanarkshire,65+ years,26.3,32.3,"Rate per 1,000 People"
2018/19,2018/19 Q4,Perth and Kinross,18+ years,10.4,8.4,"Rate per 1,000 People"
2018/19,2018/19 Q4,Perth and Kinross,18-64 years,1.4,1.1,"Rate per 1,000 People"
2018/19,2018/19 Q4,Perth and Kinross,65+ years,32.8,32.3,"Rate per 1,000 People"
2018/19,2018/19 Q4,Renfrewshire,18+ years,8.7,8.4,"Rate per 1,000 People"
2018/19,2018/19 Q4,Renfrewshire,18-64 years,1,1.1,"Rate per 1,000 People"
2018/19,2018/19 Q4,Renfrewshire,65+ years,34.1,32.3,"Rate per 1,000 People"
2018/19,2018/19 Q4,Scottish Borders,18+ years,8.4,8.4,"Rate per 1,000 People"
2018/19,2018/19 Q4,Scottish Borders,18-64 years,0.5,1.1,"Rate per 1,000 People"
2018/19,2018/19 Q4,Scottish Borders,65+ years,26.5,32.3,"Rate per 1,000 People"
2018/19,2018/19 Q4,Shetland Islands,18+ years,7.6,8.4,"Rate per 1,000 People"
2018/19,2018/19 Q4,Shetland Islands,18-64 years,0.7,1.1,"Rate per 1,000 People"
2018/19,2018/19 Q4,Shetland Islands,65+ years,28.5,32.3,"Rate per 1,000 People"
2018/19,2018/19 Q4,South Ayrshire,18+ years,11.5,8.4,"Rate per 1,000 People"
2018/19,2018/19 Q4,South Ayrshire,18-64 years,1.1,1.1,"Rate per 1,000 People"
2018/19,2018/19 Q4,South Ayrshire,65+ years,35.3,32.3,"Rate per 1,000 People"
2018/19,2018/19 Q4,South Lanarkshire,18+ years,8.3,8.4,"Rate per 1,000 People"
2018/19,2018/19 Q4,South Lanarkshire,18-64 years,1.2,1.1,"Rate per 1,000 People"
2018/19,2018/19 Q4,South Lanarkshire,65+ years,31.2,32.3,"Rate per 1,000 People"
2018/19,2018/19 Q4,Stirling,18+ years,7.9,8.4,"Rate per 1,000 People"
2018/19,2018/19 Q4,Stirling,18-64 years,1.4,1.1,"Rate per 1,000 People"
2018/19,2018/19 Q4,Stirling,65+ years,29.2,32.3,"Rate per 1,000 People"
2018/19,2018/19 Q4,West Dunbartonshire,18+ years,9.5,8.4,"Rate per 1,000 People"
2018/19,2018/19 Q4,West Dunbartonshire,18-64 years,1.1,1.1,"Rate per 1,000 People"
2018/19,2018/19 Q4,West Dunbartonshire,65+ years,37.7,32.3,"Rate per 1,000 People"
2018/19,2018/19 Q4,West Lothian,18+ years,6.7,8.4,"Rate per 1,000 People"
2018/19,2018/19 Q4,West Lothian,18-64 years,1.2,1.1,"Rate per 1,000 People"
2018/19,2018/19 Q4,West Lothian,65+ years,27.5,32.3,"Rate per 1,000 People"
2019/20,2019/20 Q1,Scotland (All Areas Submitted),18+ years,9.96,9.96,"Rate per 1,000 People"
2019/20,2019/20 Q1,Scotland (All Areas Submitted),18-64 years,1.32,1.32,"Rate per 1,000 People"
2019/20,2019/20 Q1,Scotland (All Areas Submitted),65+ years,38.64,38.64,"Rate per 1,000 People"
2019/20,2019/20 Q1,Aberdeen City,18+ years,10.68,9.96,"Rate per 1,000 People"
2019/20,2019/20 Q1,Aberdeen City,18-64 years,2.16,1.32,"Rate per 1,000 People"
2019/20,2019/20 Q1,Aberdeen City,65+ years,47.28,38.64,"Rate per 1,000 People"
2019/20,2019/20 Q1,Aberdeenshire,18+ years,10.56,9.96,"Rate per 1,000 People"
2019/20,2019/20 Q1,Aberdeenshire,18-64 years,1.56,1.32,"Rate per 1,000 People"
2019/20,2019/20 Q1,Aberdeenshire,65+ years,38.88,38.64,"Rate per 1,000 People"
2019/20,2019/20 Q1,Angus,18+ years,13.2,9.96,"Rate per 1,000 People"
2019/20,2019/20 Q1,Angus,18-64 years,1.68,1.32,"Rate per 1,000 People"
2019/20,2019/20 Q1,Angus,65+ years,41.52,38.64,"Rate per 1,000 People"
2019/20,2019/20 Q1,Argyll and Bute,18+ years,10.92,9.96,"Rate per 1,000 People"
2019/20,2019/20 Q1,Argyll and Bute,18-64 years,1.2,1.32,"Rate per 1,000 People"
2019/20,2019/20 Q1,Argyll and Bute,65+ years,32.76,38.64,"Rate per 1,000 People"
2019/20,2019/20 Q1,City of Edinburgh,18+ years,8.28,9.96,"Rate per 1,000 People"
2019/20,2019/20 Q1,City of Edinburgh,18-64 years,0.84,1.32,"Rate per 1,000 People"
2019/20,2019/20 Q1,City of Edinburgh,65+ years,41.88,38.64,"Rate per 1,000 People"
2019/20,2019/20 Q1,Clackmannanshire,18+ years,8.76,9.96,"Rate per 1,000 People"
2019/20,2019/20 Q1,Clackmannanshire,18-64 years,2.52,1.32,"Rate per 1,000 People"
2019/20,2019/20 Q1,Clackmannanshire,65+ years,28.2,38.64,"Rate per 1,000 People"
2019/20,2019/20 Q1,Dumfries and Galloway,18+ years,11.28,9.96,"Rate per 1,000 People"
2019/20,2019/20 Q1,Dumfries and Galloway,18-64 years,0.96,1.32,"Rate per 1,000 People"
2019/20,2019/20 Q1,Dumfries and Galloway,65+ years,34.32,38.64,"Rate per 1,000 People"
2019/20,2019/20 Q1,Dundee City,18+ years,12,9.96,"Rate per 1,000 People"
2019/20,2019/20 Q1,Dundee City,18-64 years,1.32,1.32,"Rate per 1,000 People"
2019/20,2019/20 Q1,Dundee City,65+ years,51.48,38.64,"Rate per 1,000 People"
2019/20,2019/20 Q1,East Ayrshire,18+ years,9.72,9.96,"Rate per 1,000 People"
2019/20,2019/20 Q1,East Ayrshire,18-64 years,1.08,1.32,"Rate per 1,000 People"
2019/20,2019/20 Q1,East Ayrshire,65+ years,35.64,38.64,"Rate per 1,000 People"
2019/20,2019/20 Q1,East Dunbartonshire,18+ years,12.12,9.96,"Rate per 1,000 People"
2019/20,2019/20 Q1,East Dunbartonshire,18-64 years,0.84,1.32,"Rate per 1,000 People"
2019/20,2019/20 Q1,East Dunbartonshire,65+ years,41.64,38.64,"Rate per 1,000 People"
2019/20,2019/20 Q1,East Lothian,18+ years,10.08,9.96,"Rate per 1,000 People"
2019/20,2019/20 Q1,East Lothian,18-64 years,0.96,1.32,"Rate per 1,000 People"
2019/20,2019/20 Q1,East Lothian,65+ years,37.08,38.64,"Rate per 1,000 People"
2019/20,2019/20 Q1,East Renfrewshire,18+ years,9.84,9.96,"Rate per 1,000 People"
2019/20,2019/20 Q1,East Renfrewshire,18-64 years,0.6,1.32,"Rate per 1,000 People"
2019/20,2019/20 Q1,East Renfrewshire,65+ years,36.24,38.64,"Rate per 1,000 People"
2019/20,2019/20 Q1,Falkirk,18+ years,10.68,9.96,"Rate per 1,000 People"
2019/20,2019/20 Q1,Falkirk,18-64 years,2.16,1.32,"Rate per 1,000 People"
2019/20,2019/20 Q1,Falkirk,65+ years,38.64,38.64,"Rate per 1,000 People"
2019/20,2019/20 Q1,Fife,18+ years,10.92,9.96,"Rate per 1,000 People"
2019/20,2019/20 Q1,Fife,18-64 years,1.08,1.32,"Rate per 1,000 People"
2019/20,2019/20 Q1,Fife,65+ years,39.96,38.64,"Rate per 1,000 People"
2019/20,2019/20 Q1,Glasgow City,18+ years,9.24,9.96,"Rate per 1,000 People"
2019/20,2019/20 Q1,Glasgow City,18-64 years,1.68,1.32,"Rate per 1,000 People"
2019/20,2019/20 Q1,Glasgow City,65+ years,47.88,38.64,"Rate per 1,000 People"
2019/20,2019/20 Q1,Highland,18+ years,12,9.96,"Rate per 1,000 People"
2019/20,2019/20 Q1,Highland,18-64 years,1.56,1.32,"Rate per 1,000 People"
2019/20,2019/20 Q1,Highland,65+ years,39.84,38.64,"Rate per 1,000 People"
2019/20,2019/20 Q1,Inverclyde,18+ years,12.6,9.96,"Rate per 1,000 People"
2019/20,2019/20 Q1,Inverclyde,18-64 years,1.8,1.32,"Rate per 1,000 People"
2019/20,2019/20 Q1,Inverclyde,65+ years,43.92,38.64,"Rate per 1,000 People"
2019/20,2019/20 Q1,Midlothian,18+ years,7.8,9.96,"Rate per 1,000 People"
2019/20,2019/20 Q1,Midlothian,18-64 years,0.72,1.32,"Rate per 1,000 People"
2019/20,2019/20 Q1,Midlothian,65+ years,30.36,38.64,"Rate per 1,000 People"
2019/20,2019/20 Q1,Moray,18+ years,9.48,9.96,"Rate per 1,000 People"
2019/20,2019/20 Q1,Moray,18-64 years,1.8,1.32,"Rate per 1,000 People"
2019/20,2019/20 Q1,Moray,65+ years,30.84,38.64,"Rate per 1,000 People"
2019/20,2019/20 Q1,North Ayrshire,18+ years,10.68,9.96,"Rate per 1,000 People"
2019/20,2019/20 Q1,North Ayrshire,18-64 years,1.44,1.32,"Rate per 1,000 People"
2019/20,2019/20 Q1,North Ayrshire,65+ years,34.92,38.64,"Rate per 1,000 People"
2019/20,2019/20 Q1,North Lanarkshire,18+ years,7.08,9.96,"Rate per 1,000 People"
2019/20,2019/20 Q1,North Lanarkshire,18-64 years,0.48,1.32,"Rate per 1,000 People"
2019/20,2019/20 Q1,North Lanarkshire,65+ years,31.08,38.64,"Rate per 1,000 People"
2019/20,2019/20 Q1,Perth and Kinross,18+ years,12.36,9.96,"Rate per 1,000 People"
2019/20,2019/20 Q1,Perth and Kinross,18-64 years,1.8,1.32,"Rate per 1,000 People"
2019/20,2019/20 Q1,Perth and Kinross,65+ years,39,38.64,"Rate per 1,000 People"
2019/20,2019/20 Q1,Renfrewshire,18+ years,10.2,9.96,"Rate per 1,000 People"
2019/20,2019/20 Q1,Renfrewshire,18-64 years,1.2,1.32,"Rate per 1,000 People"
2019/20,2019/20 Q1,Renfrewshire,65+ years,39.84,38.64,"Rate per 1,000 People"
2019/20,2019/20 Q1,Scottish Borders,18+ years,9.6,9.96,"Rate per 1,000 People"
2019/20,2019/20 Q1,Scottish Borders,18-64 years,0.6,1.32,"Rate per 1,000 People"
2019/20,2019/20 Q1,Scottish Borders,65+ years,30.72,38.64,"Rate per 1,000 People"
2019/20,2019/20 Q1,Shetland Islands,18+ years,9.84,9.96,"Rate per 1,000 People"
2019/20,2019/20 Q1,Shetland Islands,18-64 years,0.84,1.32,"Rate per 1,000 People"
2019/20,2019/20 Q1,Shetland Islands,65+ years,36.84,38.64,"Rate per 1,000 People"
2019/20,2019/20 Q1,South Ayrshire,18+ years,14.16,9.96,"Rate per 1,000 People"
2019/20,2019/20 Q1,South Ayrshire,18-64 years,1.2,1.32,"Rate per 1,000 People"
2019/20,2019/20 Q1,South Ayrshire,65+ years,43.8,38.64,"Rate per 1,000 People"
2019/20,2019/20 Q1,South Lanarkshire,18+ years,9.84,9.96,"Rate per 1,000 People"
2019/20,2019/20 Q1,South Lanarkshire,18-64 years,1.32,1.32,"Rate per 1,000 People"
2019/20,2019/20 Q1,South Lanarkshire,65+ years,36.96,38.64,"Rate per 1,000 People"
2019/20,2019/20 Q1,Stirling,18+ years,9.6,9.96,"Rate per 1,000 People"
2019/20,2019/20 Q1,Stirling,18-64 years,1.68,1.32,"Rate per 1,000 People"
2019/20,2019/20 Q1,Stirling,65+ years,35.28,38.64,"Rate per 1,000 People"
2019/20,2019/20 Q1,West Dunbartonshire,18+ years,11.52,9.96,"Rate per 1,000 People"
2019/20,2019/20 Q1,West Dunbartonshire,18-64 years,1.2,1.32,"Rate per 1,000 People"
2019/20,2019/20 Q1,West Dunbartonshire,65+ years,46.08,38.64,"Rate per 1,000 People"
2019/20,2019/20 Q1,West Lothian,18+ years,7.68,9.96,"Rate per 1,000 People"
2019/20,2019/20 Q1,West Lothian,18-64 years,1.32,1.32,"Rate per 1,000 People"
2019/20,2019/20 Q1,West Lothian,65+ years,31.8,38.64,"Rate per 1,000 People"
2019/20,2019/20 Q2,Scotland (All Areas Submitted),18+ years,9.96,9.96,"Rate per 1,000 People"
2019/20,2019/20 Q2,Scotland (All Areas Submitted),18-64 years,1.32,1.32,"Rate per 1,000 People"
2019/20,2019/20 Q2,Scotland (All Areas Submitted),65+ years,38.64,38.64,"Rate per 1,000 People"
2019/20,2019/20 Q2,Aberdeen City,18+ years,10.68,9.96,"Rate per 1,000 People"
2019/20,2019/20 Q2,Aberdeen City,18-64 years,2.16,1.32,"Rate per 1,000 People"
2019/20,2019/20 Q2,Aberdeen City,65+ years,47.76,38.64,"Rate per 1,000 People"
2019/20,2019/20 Q2,Aberdeenshire,18+ years,10.68,9.96,"Rate per 1,000 People"
2019/20,2019/20 Q2,Aberdeenshire,18-64 years,1.56,1.32,"Rate per 1,000 People"
2019/20,2019/20 Q2,Aberdeenshire,65+ years,39.48,38.64,"Rate per 1,000 People"
2019/20,2019/20 Q2,Angus,18+ years,13.2,9.96,"Rate per 1,000 People"
2019/20,2019/20 Q2,Angus,18-64 years,1.56,1.32,"Rate per 1,000 People"
2019/20,2019/20 Q2,Angus,65+ years,41.52,38.64,"Rate per 1,000 People"
2019/20,2019/20 Q2,Argyll and Bute,18+ years,10.8,9.96,"Rate per 1,000 People"
2019/20,2019/20 Q2,Argyll and Bute,18-64 years,1.44,1.32,"Rate per 1,000 People"
2019/20,2019/20 Q2,Argyll and Bute,65+ years,31.92,38.64,"Rate per 1,000 People"
2019/20,2019/20 Q2,City of Edinburgh,18+ years,8.16,9.96,"Rate per 1,000 People"
2019/20,2019/20 Q2,City of Edinburgh,18-64 years,0.84,1.32,"Rate per 1,000 People"
2019/20,2019/20 Q2,City of Edinburgh,65+ years,41.76,38.64,"Rate per 1,000 People"
2019/20,2019/20 Q2,Clackmannanshire,18+ years,9,9.96,"Rate per 1,000 People"
2019/20,2019/20 Q2,Clackmannanshire,18-64 years,2.52,1.32,"Rate per 1,000 People"
2019/20,2019/20 Q2,Clackmannanshire,65+ years,28.8,38.64,"Rate per 1,000 People"
2019/20,2019/20 Q2,Dumfries and Galloway,18+ years,11.4,9.96,"Rate per 1,000 People"
2019/20,2019/20 Q2,Dumfries and Galloway,18-64 years,0.96,1.32,"Rate per 1,000 People"
2019/20,2019/20 Q2,Dumfries and Galloway,65+ years,34.68,38.64,"Rate per 1,000 People"
2019/20,2019/20 Q2,Dundee City,18+ years,11.64,9.96,"Rate per 1,000 People"
2019/20,2019/20 Q2,Dundee City,18-64 years,1.2,1.32,"Rate per 1,000 People"
2019/20,2019/20 Q2,Dundee City,65+ years,49.92,38.64,"Rate per 1,000 People"
2019/20,2019/20 Q2,East Ayrshire,18+ years,9.72,9.96,"Rate per 1,000 People"
2019/20,2019/20 Q2,East Ayrshire,18-64 years,1.2,1.32,"Rate per 1,000 People"
2019/20,2019/20 Q2,East Ayrshire,65+ years,35.64,38.64,"Rate per 1,000 People"
2019/20,2019/20 Q2,East Dunbartonshire,18+ years,12,9.96,"Rate per 1,000 People"
2019/20,2019/20 Q2,East Dunbartonshire,18-64 years,0.84,1.32,"Rate per 1,000 People"
2019/20,2019/20 Q2,East Dunbartonshire,65+ years,41.16,38.64,"Rate per 1,000 People"
2019/20,2019/20 Q2,East Lothian,18+ years,10.08,9.96,"Rate per 1,000 People"
2019/20,2019/20 Q2,East Lothian,18-64 years,0.96,1.32,"Rate per 1,000 People"
2019/20,2019/20 Q2,East Lothian,65+ years,37.44,38.64,"Rate per 1,000 People"
2019/20,2019/20 Q2,East Renfrewshire,18+ years,9.72,9.96,"Rate per 1,000 People"
2019/20,2019/20 Q2,East Renfrewshire,18-64 years,0.6,1.32,"Rate per 1,000 People"
2019/20,2019/20 Q2,East Renfrewshire,65+ years,35.88,38.64,"Rate per 1,000 People"
2019/20,2019/20 Q2,Falkirk,18+ years,10.68,9.96,"Rate per 1,000 People"
2019/20,2019/20 Q2,Falkirk,18-64 years,2.16,1.32,"Rate per 1,000 People"
2019/20,2019/20 Q2,Falkirk,65+ years,39,38.64,"Rate per 1,000 People"
2019/20,2019/20 Q2,Fife,18+ years,11.28,9.96,"Rate per 1,000 People"
2019/20,2019/20 Q2,Fife,18-64 years,1.08,1.32,"Rate per 1,000 People"
2019/20,2019/20 Q2,Fife,65+ years,41.52,38.64,"Rate per 1,000 People"
2019/20,2019/20 Q2,Glasgow City,18+ years,9.36,9.96,"Rate per 1,000 People"
2019/20,2019/20 Q2,Glasgow City,18-64 years,1.8,1.32,"Rate per 1,000 People"
2019/20,2019/20 Q2,Glasgow City,65+ years,48.24,38.64,"Rate per 1,000 People"
2019/20,2019/20 Q2,Highland,18+ years,11.88,9.96,"Rate per 1,000 People"
2019/20,2019/20 Q2,Highland,18-64 years,1.56,1.32,"Rate per 1,000 People"
2019/20,2019/20 Q2,Highland,65+ years,39.6,38.64,"Rate per 1,000 People"
2019/20,2019/20 Q2,Inverclyde,18+ years,12.24,9.96,"Rate per 1,000 People"
2019/20,2019/20 Q2,Inverclyde,18-64 years,1.56,1.32,"Rate per 1,000 People"
2019/20,2019/20 Q2,Inverclyde,65+ years,43.2,38.64,"Rate per 1,000 People"
2019/20,2019/20 Q2,Midlothian,18+ years,8.64,9.96,"Rate per 1,000 People"
2019/20,2019/20 Q2,Midlothian,18-64 years,0.84,1.32,"Rate per 1,000 People"
2019/20,2019/20 Q2,Midlothian,65+ years,33.48,38.64,"Rate per 1,000 People"
2019/20,2019/20 Q2,Moray,18+ years,9.48,9.96,"Rate per 1,000 People"
2019/20,2019/20 Q2,Moray,18-64 years,1.92,1.32,"Rate per 1,000 People"
2019/20,2019/20 Q2,Moray,65+ years,30.6,38.64,"Rate per 1,000 People"
2019/20,2019/20 Q2,North Ayrshire,18+ years,10.2,9.96,"Rate per 1,000 People"
2019/20,2019/20 Q2,North Ayrshire,18-64 years,1.44,1.32,"Rate per 1,000 People"
2019/20,2019/20 Q2,North Ayrshire,65+ years,33.48,38.64,"Rate per 1,000 People"
2019/20,2019/20 Q2,North Lanarkshire,18+ years,6.84,9.96,"Rate per 1,000 People"
2019/20,2019/20 Q2,North Lanarkshire,18-64 years,0.48,1.32,"Rate per 1,000 People"
2019/20,2019/20 Q2,North Lanarkshire,65+ years,30.36,38.64,"Rate per 1,000 People"
2019/20,2019/20 Q2,Perth and Kinross,18+ years,12.48,9.96,"Rate per 1,000 People"
2019/20,2019/20 Q2,Perth and Kinross,18-64 years,1.8,1.32,"Rate per 1,000 People"
2019/20,2019/20 Q2,Perth and Kinross,65+ years,39,38.64,"Rate per 1,000 People"
2019/20,2019/20 Q2,Renfrewshire,18+ years,10.2,9.96,"Rate per 1,000 People"
2019/20,2019/20 Q2,Renfrewshire,18-64 years,1.32,1.32,"Rate per 1,000 People"
2019/20,2019/20 Q2,Renfrewshire,65+ years,39.96,38.64,"Rate per 1,000 People"
2019/20,2019/20 Q2,Scottish Borders,18+ years,9.96,9.96,"Rate per 1,000 People"
2019/20,2019/20 Q2,Scottish Borders,18-64 years,0.6,1.32,"Rate per 1,000 People"
2019/20,2019/20 Q2,Scottish Borders,65+ years,31.56,38.64,"Rate per 1,000 People"
2019/20,2019/20 Q2,Shetland Islands,18+ years,9.12,9.96,"Rate per 1,000 People"
2019/20,2019/20 Q2,Shetland Islands,18-64 years,0.84,1.32,"Rate per 1,000 People"
2019/20,2019/20 Q2,Shetland Islands,65+ years,34.2,38.64,"Rate per 1,000 People"
2019/20,2019/20 Q2,South Ayrshire,18+ years,14.16,9.96,"Rate per 1,000 People"
