financial_quarter,sending_location,age_group,measure,value,scotland_value,rate,scotland_rate
2019/20 Q3,South Ayrshire,65-74 years,Emergency Admissions,10,400,142.9,103.8
2019/20 Q3,South Ayrshire,65-74 years,Emergency Admissions Bed Days,60,6880,857.1,1794
2019/20 Q3,South Ayrshire,75-84 years,A&E Attendances,35,1240,152.2,118
2019/20 Q3,South Ayrshire,75-84 years,Emergency Admissions,30,1090,130.4,103.4
2019/20 Q3,South Ayrshire,75-84 years,Emergency Admissions Bed Days,385,13825,1673.9,1316
2019/20 Q3,South Ayrshire,85+ years,A&E Attendances,50,1865,107.5,108.4
2019/20 Q3,South Ayrshire,85+ years,Emergency Admissions,50,1555,107.5,90
2019/20 Q3,South Ayrshire,85+ years,Emergency Admissions Bed Days,600,15830,1290.3,920.3
2019/20 Q3,South Ayrshire,Unknown,A&E Attendances,0,0,NA,NA
2019/20 Q3,South Ayrshire,Unknown,Emergency Admissions,0,0,NA,NA
2019/20 Q3,South Ayrshire,Unknown,Emergency Admissions Bed Days,0,0,NA,NA
2019/20 Q3,South Lanarkshire,All Ages,A&E Attendances,280,3910,138.6,112.4
2019/20 Q3,South Lanarkshire,All Ages,Emergency Admissions,185,3350,87.5,95.9
2019/20 Q3,South Lanarkshire,All Ages,Emergency Admissions Bed Days,1965,42310,972.8,1216.5
2019/20 Q3,South Lanarkshire,0-17 years,A&E Attendances,0,0,NA,NA
2019/20 Q3,South Lanarkshire,0-17 years,Emergency Admissions,0,0,NA,NA
2019/20 Q3,South Lanarkshire,0-17 years,Emergency Admissions Bed Days,0,0,NA,NA
2019/20 Q3,South Lanarkshire,18-64 years,A&E Attendances,30,365,136.4,113.2
2019/20 Q3,South Lanarkshire,18-64 years,Emergency Admissions,15,300,65.2,92.6
2019/20 Q3,South Lanarkshire,18-64 years,Emergency Admissions Bed Days,200,5775,909.1,1790.7
2019/20 Q3,South Lanarkshire,65-74 years,A&E Attendances,25,430,116.3,112.1
2019/20 Q3,South Lanarkshire,65-74 years,Emergency Admissions,25,400,108.7,103.8
2019/20 Q3,South Lanarkshire,65-74 years,Emergency Admissions Bed Days,295,6880,1372.1,1794
2019/20 Q3,South Lanarkshire,75-84 years,A&E Attendances,90,1240,151.3,118
2019/20 Q3,South Lanarkshire,75-84 years,Emergency Admissions,60,1090,96,103.4
2019/20 Q3,South Lanarkshire,75-84 years,Emergency Admissions Bed Days,735,13825,1235.3,1316
2019/20 Q3,South Lanarkshire,85+ years,A&E Attendances,135,1865,136.4,108.4
2019/20 Q3,South Lanarkshire,85+ years,Emergency Admissions,85,1555,82.1,90
2019/20 Q3,South Lanarkshire,85+ years,Emergency Admissions Bed Days,735,15830,742.4,920.3
2019/20 Q3,South Lanarkshire,Unknown,A&E Attendances,0,0,NA,NA
2019/20 Q3,South Lanarkshire,Unknown,Emergency Admissions,0,0,NA,NA
2019/20 Q3,South Lanarkshire,Unknown,Emergency Admissions Bed Days,0,0,NA,NA
2019/20 Q3,Stirling,All Ages,A&E Attendances,55,3910,94.8,112.4
2019/20 Q3,Stirling,All Ages,Emergency Admissions,45,3350,77.6,95.9
2019/20 Q3,Stirling,All Ages,Emergency Admissions Bed Days,625,42310,1077.6,1216.5
2019/20 Q3,Stirling,0-17 years,A&E Attendances,0,0,NA,NA
2019/20 Q3,Stirling,0-17 years,Emergency Admissions,0,0,NA,NA
2019/20 Q3,Stirling,0-17 years,Emergency Admissions Bed Days,0,0,NA,NA
2019/20 Q3,Stirling,18-64 years,A&E Attendances,15,365,166.7,113.2
2019/20 Q3,Stirling,18-64 years,Emergency Admissions,10,300,111.1,92.6
2019/20 Q3,Stirling,18-64 years,Emergency Admissions Bed Days,390,5775,4333.3,1790.7
2019/20 Q3,Stirling,65-74 years,A&E Attendances,5,430,100,112.1
2019/20 Q3,Stirling,65-74 years,Emergency Admissions,5,400,100,103.8
2019/20 Q3,Stirling,65-74 years,Emergency Admissions Bed Days,15,6880,300,1794
2019/20 Q3,Stirling,75-84 years,A&E Attendances,20,1240,117.6,118
2019/20 Q3,Stirling,75-84 years,Emergency Admissions,15,1090,88.2,103.4
2019/20 Q3,Stirling,75-84 years,Emergency Admissions Bed Days,100,13825,588.2,1316
2019/20 Q3,Stirling,85+ years,A&E Attendances,20,1865,74.1,108.4
2019/20 Q3,Stirling,85+ years,Emergency Admissions,15,1555,55.6,90
2019/20 Q3,Stirling,85+ years,Emergency Admissions Bed Days,115,15830,425.9,920.3
2019/20 Q3,Stirling,Unknown,A&E Attendances,0,0,NA,NA
2019/20 Q3,Stirling,Unknown,Emergency Admissions,0,0,NA,NA
2019/20 Q3,Stirling,Unknown,Emergency Admissions Bed Days,0,0,NA,NA
2019/20 Q3,West Dunbartonshire,All Ages,A&E Attendances,85,3910,137.1,112.4
2019/20 Q3,West Dunbartonshire,All Ages,Emergency Admissions,75,3350,121,95.9
2019/20 Q3,West Dunbartonshire,All Ages,Emergency Admissions Bed Days,965,42310,1556.5,1216.5
2019/20 Q3,West Dunbartonshire,0-17 years,A&E Attendances,0,0,NA,NA
2019/20 Q3,West Dunbartonshire,0-17 years,Emergency Admissions,0,0,NA,NA
2019/20 Q3,West Dunbartonshire,0-17 years,Emergency Admissions Bed Days,0,0,NA,NA
2019/20 Q3,West Dunbartonshire,18-64 years,A&E Attendances,0,365,0,113.2
2019/20 Q3,West Dunbartonshire,18-64 years,Emergency Admissions,0,300,0,92.6
2019/20 Q3,West Dunbartonshire,18-64 years,Emergency Admissions Bed Days,0,5775,0,1790.7
2019/20 Q3,West Dunbartonshire,65-74 years,A&E Attendances,10,430,133.3,112.1
2019/20 Q3,West Dunbartonshire,65-74 years,Emergency Admissions,10,400,133.3,103.8
2019/20 Q3,West Dunbartonshire,65-74 years,Emergency Admissions Bed Days,60,6880,800,1794
2019/20 Q3,West Dunbartonshire,75-84 years,A&E Attendances,30,1240,130.4,118
2019/20 Q3,West Dunbartonshire,75-84 years,Emergency Admissions,25,1090,108.7,103.4
2019/20 Q3,West Dunbartonshire,75-84 years,Emergency Admissions Bed Days,380,13825,1652.2,1316
2019/20 Q3,West Dunbartonshire,85+ years,A&E Attendances,40,1865,131.1,108.4
2019/20 Q3,West Dunbartonshire,85+ years,Emergency Admissions,40,1555,131.1,90
2019/20 Q3,West Dunbartonshire,85+ years,Emergency Admissions Bed Days,525,15830,1721.3,920.3
2019/20 Q3,West Dunbartonshire,Unknown,A&E Attendances,0,0,NA,NA
2019/20 Q3,West Dunbartonshire,Unknown,Emergency Admissions,0,0,NA,NA
2019/20 Q3,West Dunbartonshire,Unknown,Emergency Admissions Bed Days,0,0,NA,NA
2019/20 Q3,West Lothian,All Ages,A&E Attendances,120,3910,129,112.4
2019/20 Q3,West Lothian,All Ages,Emergency Admissions,95,3350,102.2,95.9
2019/20 Q3,West Lothian,All Ages,Emergency Admissions Bed Days,1365,42310,1467.7,1216.5
2019/20 Q3,West Lothian,0-17 years,A&E Attendances,0,0,NA,NA
2019/20 Q3,West Lothian,0-17 years,Emergency Admissions,0,0,NA,NA
2019/20 Q3,West Lothian,0-17 years,Emergency Admissions Bed Days,0,0,NA,NA
2019/20 Q3,West Lothian,18-64 years,A&E Attendances,15,365,125,113.2
2019/20 Q3,West Lothian,18-64 years,Emergency Admissions,15,300,125,92.6
2019/20 Q3,West Lothian,18-64 years,Emergency Admissions Bed Days,180,5775,1500,1790.7
2019/20 Q3,West Lothian,65-74 years,A&E Attendances,15,430,136.4,112.1
2019/20 Q3,West Lothian,65-74 years,Emergency Admissions,15,400,136.4,103.8
2019/20 Q3,West Lothian,65-74 years,Emergency Admissions Bed Days,650,6880,5909.1,1794
2019/20 Q3,West Lothian,75-84 years,A&E Attendances,25,1240,80.6,118
2019/20 Q3,West Lothian,75-84 years,Emergency Admissions,20,1090,64.5,103.4
2019/20 Q3,West Lothian,75-84 years,Emergency Admissions Bed Days,145,13825,467.7,1316
2019/20 Q3,West Lothian,85+ years,A&E Attendances,65,1865,164.6,108.4
2019/20 Q3,West Lothian,85+ years,Emergency Admissions,45,1555,113.9,90
2019/20 Q3,West Lothian,85+ years,Emergency Admissions Bed Days,390,15830,987.3,920.3
2019/20 Q3,West Lothian,Unknown,A&E Attendances,0,0,NA,NA
2019/20 Q3,West Lothian,Unknown,Emergency Admissions,0,0,NA,NA
2019/20 Q3,West Lothian,Unknown,Emergency Admissions Bed Days,0,0,NA,NA
2019/20 Q4,Scotland (All Areas Submitted),All Ages,A&E Attendances,3425,3425,98.7,98.7
2019/20 Q4,Scotland (All Areas Submitted),All Ages,Emergency Admissions,3090,3090,88.6,88.6
2019/20 Q4,Scotland (All Areas Submitted),All Ages,Emergency Admissions Bed Days,37705,37705,1086.6,1086.6
2019/20 Q4,Scotland (All Areas Submitted),0-17 years,A&E Attendances,0,0,NA,NA
2019/20 Q4,Scotland (All Areas Submitted),0-17 years,Emergency Admissions,0,0,NA,NA
2019/20 Q4,Scotland (All Areas Submitted),0-17 years,Emergency Admissions Bed Days,0,0,NA,NA
2019/20 Q4,Scotland (All Areas Submitted),18-64 years,A&E Attendances,315,315,96.5,96.5
2019/20 Q4,Scotland (All Areas Submitted),18-64 years,Emergency Admissions,285,285,86.9,86.9
2019/20 Q4,Scotland (All Areas Submitted),18-64 years,Emergency Admissions Bed Days,5920,5920,1813.2,1813.2
2019/20 Q4,Scotland (All Areas Submitted),65-74 years,A&E Attendances,405,405,102.7,102.7
2019/20 Q4,Scotland (All Areas Submitted),65-74 years,Emergency Admissions,395,395,99.6,99.6
2019/20 Q4,Scotland (All Areas Submitted),65-74 years,Emergency Admissions Bed Days,6090,6090,1543.7,1543.7
2019/20 Q4,Scotland (All Areas Submitted),75-84 years,A&E Attendances,1110,1110,103.2,103.2
2019/20 Q4,Scotland (All Areas Submitted),75-84 years,Emergency Admissions,1030,1030,95.2,95.2
2019/20 Q4,Scotland (All Areas Submitted),75-84 years,Emergency Admissions Bed Days,12565,12565,1167.8,1167.8
2019/20 Q4,Scotland (All Areas Submitted),85+ years,A&E Attendances,1595,1595,95.4,95.4
2019/20 Q4,Scotland (All Areas Submitted),85+ years,Emergency Admissions,1380,1380,82.2,82.2
2019/20 Q4,Scotland (All Areas Submitted),85+ years,Emergency Admissions Bed Days,13130,13130,785.5,785.5
2019/20 Q4,Scotland (All Areas Submitted),Unknown,A&E Attendances,0,0,NA,NA
2019/20 Q4,Scotland (All Areas Submitted),Unknown,Emergency Admissions,0,0,NA,NA
2019/20 Q4,Scotland (All Areas Submitted),Unknown,Emergency Admissions Bed Days,0,0,NA,NA
2019/20 Q4,Aberdeenshire,All Ages,A&E Attendances,90,3425,48,98.7
2019/20 Q4,Aberdeenshire,All Ages,Emergency Admissions,140,3090,74.3,88.6
2019/20 Q4,Aberdeenshire,All Ages,Emergency Admissions Bed Days,1325,37705,706.7,1086.6
2019/20 Q4,Aberdeenshire,0-17 years,A&E Attendances,0,0,NA,NA
2019/20 Q4,Aberdeenshire,0-17 years,Emergency Admissions,0,0,NA,NA
2019/20 Q4,Aberdeenshire,0-17 years,Emergency Admissions Bed Days,0,0,NA,NA
2019/20 Q4,Aberdeenshire,18-64 years,A&E Attendances,10,315,44.4,96.5
2019/20 Q4,Aberdeenshire,18-64 years,Emergency Admissions,15,285,66.7,86.9
2019/20 Q4,Aberdeenshire,18-64 years,Emergency Admissions Bed Days,235,5920,1044.4,1813.2
2019/20 Q4,Aberdeenshire,65-74 years,A&E Attendances,5,405,25,102.7
2019/20 Q4,Aberdeenshire,65-74 years,Emergency Admissions,20,395,100,99.6
2019/20 Q4,Aberdeenshire,65-74 years,Emergency Admissions Bed Days,185,6090,925,1543.7
2019/20 Q4,Aberdeenshire,75-84 years,A&E Attendances,30,1110,52.6,103.2
2019/20 Q4,Aberdeenshire,75-84 years,Emergency Admissions,45,1030,78.3,95.2
2019/20 Q4,Aberdeenshire,75-84 years,Emergency Admissions Bed Days,500,12565,877.2,1167.8
2019/20 Q4,Aberdeenshire,85+ years,A&E Attendances,45,1595,51.1,95.4
2019/20 Q4,Aberdeenshire,85+ years,Emergency Admissions,60,1380,68.2,82.2
2019/20 Q4,Aberdeenshire,85+ years,Emergency Admissions Bed Days,405,13130,460.2,785.5
2019/20 Q4,Aberdeenshire,Unknown,A&E Attendances,0,0,NA,NA
2019/20 Q4,Aberdeenshire,Unknown,Emergency Admissions,0,0,NA,NA
2019/20 Q4,Aberdeenshire,Unknown,Emergency Admissions Bed Days,0,0,NA,NA
2019/20 Q4,Angus,All Ages,A&E Attendances,75,3425,77.3,98.7
2019/20 Q4,Angus,All Ages,Emergency Admissions,85,3090,87.2,88.6
2019/20 Q4,Angus,All Ages,Emergency Admissions Bed Days,985,37705,1015.5,1086.6
2019/20 Q4,Angus,0-17 years,A&E Attendances,0,0,NA,NA
2019/20 Q4,Angus,0-17 years,Emergency Admissions,0,0,NA,NA
2019/20 Q4,Angus,0-17 years,Emergency Admissions Bed Days,0,0,NA,NA
2019/20 Q4,Angus,18-64 years,A&E Attendances,5,315,58.8,96.5
2019/20 Q4,Angus,18-64 years,Emergency Admissions,5,285,58.8,86.9
2019/20 Q4,Angus,18-64 years,Emergency Admissions Bed Days,295,5920,3470.6,1813.2
2019/20 Q4,Angus,65-74 years,A&E Attendances,5,405,55.6,102.7
2019/20 Q4,Angus,65-74 years,Emergency Admissions,10,395,111.1,99.6
2019/20 Q4,Angus,65-74 years,Emergency Admissions Bed Days,70,6090,777.8,1543.7
2019/20 Q4,Angus,75-84 years,A&E Attendances,20,1110,70.2,103.2
2019/20 Q4,Angus,75-84 years,Emergency Admissions,30,1030,105.3,95.2
2019/20 Q4,Angus,75-84 years,Emergency Admissions Bed Days,200,12565,701.8,1167.8
2019/20 Q4,Angus,85+ years,A&E Attendances,45,1595,88.2,95.4
2019/20 Q4,Angus,85+ years,Emergency Admissions,45,1380,87.4,82.2
2019/20 Q4,Angus,85+ years,Emergency Admissions Bed Days,420,13130,823.5,785.5
2019/20 Q4,Angus,Unknown,A&E Attendances,0,0,NA,NA
2019/20 Q4,Angus,Unknown,Emergency Admissions,0,0,NA,NA
2019/20 Q4,Angus,Unknown,Emergency Admissions Bed Days,0,0,NA,NA
2019/20 Q4,Argyll and Bute,All Ages,A&E Attendances,60,3425,93.8,98.7
2019/20 Q4,Argyll and Bute,All Ages,Emergency Admissions,65,3090,101.6,88.6
2019/20 Q4,Argyll and Bute,All Ages,Emergency Admissions Bed Days,980,37705,1531.2,1086.6
2019/20 Q4,Argyll and Bute,0-17 years,A&E Attendances,0,0,NA,NA
2019/20 Q4,Argyll and Bute,0-17 years,Emergency Admissions,0,0,NA,NA
2019/20 Q4,Argyll and Bute,0-17 years,Emergency Admissions Bed Days,0,0,NA,NA
2019/20 Q4,Argyll and Bute,18-64 years,A&E Attendances,5,315,90.9,96.5
2019/20 Q4,Argyll and Bute,18-64 years,Emergency Admissions,0,285,0,86.9
2019/20 Q4,Argyll and Bute,18-64 years,Emergency Admissions Bed Days,15,5920,272.7,1813.2
2019/20 Q4,Argyll and Bute,65-74 years,A&E Attendances,10,405,153.8,102.7
2019/20 Q4,Argyll and Bute,65-74 years,Emergency Admissions,10,395,153.8,99.6
2019/20 Q4,Argyll and Bute,65-74 years,Emergency Admissions Bed Days,105,6090,1615.4,1543.7
2019/20 Q4,Argyll and Bute,75-84 years,A&E Attendances,20,1110,97.6,103.2
2019/20 Q4,Argyll and Bute,75-84 years,Emergency Admissions,25,1030,122,95.2
2019/20 Q4,Argyll and Bute,75-84 years,Emergency Admissions Bed Days,660,12565,3219.5,1167.8
2019/20 Q4,Argyll and Bute,85+ years,A&E Attendances,25,1595,79.4,95.4
2019/20 Q4,Argyll and Bute,85+ years,Emergency Admissions,30,1380,95.2,82.2
2019/20 Q4,Argyll and Bute,85+ years,Emergency Admissions Bed Days,205,13130,650.8,785.5
2019/20 Q4,Argyll and Bute,Unknown,A&E Attendances,0,0,NA,NA
2019/20 Q4,Argyll and Bute,Unknown,Emergency Admissions,0,0,NA,NA
2019/20 Q4,Argyll and Bute,Unknown,Emergency Admissions Bed Days,0,0,NA,NA
2019/20 Q4,City of Edinburgh,All Ages,A&E Attendances,280,3425,98.4,98.7
2019/20 Q4,City of Edinburgh,All Ages,Emergency Admissions,205,3090,72.1,88.6
2019/20 Q4,City of Edinburgh,All Ages,Emergency Admissions Bed Days,2900,37705,1019.3,1086.6
2019/20 Q4,City of Edinburgh,0-17 years,A&E Attendances,0,0,NA,NA
2019/20 Q4,City of Edinburgh,0-17 years,Emergency Admissions,0,0,NA,NA
2019/20 Q4,City of Edinburgh,0-17 years,Emergency Admissions Bed Days,0,0,NA,NA
2019/20 Q4,City of Edinburgh,18-64 years,A&E Attendances,30,315,142.9,96.5
2019/20 Q4,City of Edinburgh,18-64 years,Emergency Admissions,25,285,119,86.9
2019/20 Q4,City of Edinburgh,18-64 years,Emergency Admissions Bed Days,700,5920,3333.3,1813.2
2019/20 Q4,City of Edinburgh,65-74 years,A&E Attendances,30,405,105.3,102.7
2019/20 Q4,City of Edinburgh,65-74 years,Emergency Admissions,25,395,87.7,99.6
2019/20 Q4,City of Edinburgh,65-74 years,Emergency Admissions Bed Days,470,6090,1649.1,1543.7
2019/20 Q4,City of Edinburgh,75-84 years,A&E Attendances,75,1110,95.5,103.2
2019/20 Q4,City of Edinburgh,75-84 years,Emergency Admissions,60,1030,76.4,95.2
2019/20 Q4,City of Edinburgh,75-84 years,Emergency Admissions Bed Days,1020,12565,1299.4,1167.8
2019/20 Q4,City of Edinburgh,85+ years,A&E Attendances,145,1595,92.4,95.4
2019/20 Q4,City of Edinburgh,85+ years,Emergency Admissions,100,1380,63.7,82.2
2019/20 Q4,City of Edinburgh,85+ years,Emergency Admissions Bed Days,710,13130,452.2,785.5
2019/20 Q4,City of Edinburgh,Unknown,A&E Attendances,0,0,NA,NA
2019/20 Q4,City of Edinburgh,Unknown,Emergency Admissions,0,0,NA,NA
2019/20 Q4,City of Edinburgh,Unknown,Emergency Admissions Bed Days,0,0,NA,NA
2019/20 Q4,Clackmannanshire,All Ages,A&E Attendances,25,3425,80.6,98.7
2019/20 Q4,Clackmannanshire,All Ages,Emergency Admissions,25,3090,80.6,88.6
2019/20 Q4,Clackmannanshire,All Ages,Emergency Admissions Bed Days,810,37705,2612.9,1086.6
2019/20 Q4,Clackmannanshire,0-17 years,A&E Attendances,0,0,NA,NA
2019/20 Q4,Clackmannanshire,0-17 years,Emergency Admissions,0,0,NA,NA
2019/20 Q4,Clackmannanshire,0-17 years,Emergency Admissions Bed Days,0,0,NA,NA
2019/20 Q4,Clackmannanshire,18-64 years,A&E Attendances,5,315,83.3,96.5
2019/20 Q4,Clackmannanshire,18-64 years,Emergency Admissions,5,285,83.3,86.9
2019/20 Q4,Clackmannanshire,18-64 years,Emergency Admissions Bed Days,35,5920,583.3,1813.2
2019/20 Q4,Clackmannanshire,65-74 years,A&E Attendances,5,405,125,102.7
2019/20 Q4,Clackmannanshire,65-74 years,Emergency Admissions,5,395,125,99.6
2019/20 Q4,Clackmannanshire,65-74 years,Emergency Admissions Bed Days,550,6090,13750,1543.7
2019/20 Q4,Clackmannanshire,75-84 years,A&E Attendances,10,1110,95.2,103.2
2019/20 Q4,Clackmannanshire,75-84 years,Emergency Admissions,10,1030,95.2,95.2
2019/20 Q4,Clackmannanshire,75-84 years,Emergency Admissions Bed Days,165,12565,1571.4,1167.8
2019/20 Q4,Clackmannanshire,85+ years,A&E Attendances,10,1595,90.9,95.4
2019/20 Q4,Clackmannanshire,85+ years,Emergency Admissions,5,1380,45.5,82.2
2019/20 Q4,Clackmannanshire,85+ years,Emergency Admissions Bed Days,55,13130,500,785.5
2019/20 Q4,Clackmannanshire,Unknown,A&E Attendances,0,0,NA,NA
2019/20 Q4,Clackmannanshire,Unknown,Emergency Admissions,0,0,NA,NA
2019/20 Q4,Clackmannanshire,Unknown,Emergency Admissions Bed Days,0,0,NA,NA
2019/20 Q4,Dumfries and Galloway,All Ages,A&E Attendances,125,3425,105,98.7
2019/20 Q4,Dumfries and Galloway,All Ages,Emergency Admissions,135,3090,113.4,88.6
2019/20 Q4,Dumfries and Galloway,All Ages,Emergency Admissions Bed Days,1220,37705,1025.2,1086.6
2019/20 Q4,Dumfries and Galloway,0-17 years,A&E Attendances,0,0,NA,NA
2019/20 Q4,Dumfries and Galloway,0-17 years,Emergency Admissions,0,0,NA,NA
2019/20 Q4,Dumfries and Galloway,0-17 years,Emergency Admissions Bed Days,0,0,NA,NA
2019/20 Q4,Dumfries and Galloway,18-64 years,A&E Attendances,0,315,0,96.5
2019/20 Q4,Dumfries and Galloway,18-64 years,Emergency Admissions,5,285,76.9,86.9
2019/20 Q4,Dumfries and Galloway,18-64 years,Emergency Admissions Bed Days,10,5920,153.8,1813.2
2019/20 Q4,Dumfries and Galloway,65-74 years,A&E Attendances,15,405,107.1,102.7
2019/20 Q4,Dumfries and Galloway,65-74 years,Emergency Admissions,20,395,142.9,99.6
2019/20 Q4,Dumfries and Galloway,65-74 years,Emergency Admissions Bed Days,260,6090,1857.1,1543.7
2019/20 Q4,Dumfries and Galloway,75-84 years,A&E Attendances,40,1110,105.3,103.2
2019/20 Q4,Dumfries and Galloway,75-84 years,Emergency Admissions,40,1030,105.3,95.2
2019/20 Q4,Dumfries and Galloway,75-84 years,Emergency Admissions Bed Days,285,12565,750,1167.8
2019/20 Q4,Dumfries and Galloway,85+ years,A&E Attendances,70,1595,115.7,95.4
2019/20 Q4,Dumfries and Galloway,85+ years,Emergency Admissions,70,1380,115.7,82.2
2019/20 Q4,Dumfries and Galloway,85+ years,Emergency Admissions Bed Days,670,13130,1107.4,785.5
2019/20 Q4,Dumfries and Galloway,Unknown,A&E Attendances,0,0,NA,NA
2019/20 Q4,Dumfries and Galloway,Unknown,Emergency Admissions,0,0,NA,NA
2019/20 Q4,Dumfries and Galloway,Unknown,Emergency Admissions Bed Days,0,0,NA,NA
2019/20 Q4,Dundee City,All Ages,A&E Attendances,80,3425,66.4,98.7
2019/20 Q4,Dundee City,All Ages,Emergency Admissions,95,3090,78.8,88.6
2019/20 Q4,Dundee City,All Ages,Emergency Admissions Bed Days,1530,37705,1269.7,1086.6
2019/20 Q4,Dundee City,0-17 years,A&E Attendances,0,0,NA,NA
2019/20 Q4,Dundee City,0-17 years,Emergency Admissions,0,0,NA,NA
2019/20 Q4,Dundee City,0-17 years,Emergency Admissions Bed Days,0,0,NA,NA
2019/20 Q4,Dundee City,18-64 years,A&E Attendances,0,315,0,96.5
2019/20 Q4,Dundee City,18-64 years,Emergency Admissions,5,285,52.6,86.9
2019/20 Q4,Dundee City,18-64 years,Emergency Admissions Bed Days,80,5920,842.1,1813.2
2019/20 Q4,Dundee City,65-74 years,A&E Attendances,10,405,71.4,102.7
2019/20 Q4,Dundee City,65-74 years,Emergency Admissions,10,395,71.4,99.6
2019/20 Q4,Dundee City,65-74 years,Emergency Admissions Bed Days,75,6090,535.7,1543.7
2019/20 Q4,Dundee City,75-84 years,A&E Attendances,15,1110,44.1,103.2
2019/20 Q4,Dundee City,75-84 years,Emergency Admissions,20,1030,58.8,95.2
2019/20 Q4,Dundee City,75-84 years,Emergency Admissions Bed Days,200,12565,588.2,1167.8
2019/20 Q4,Dundee City,85+ years,A&E Attendances,50,1595,80,95.4
2019/20 Q4,Dundee City,85+ years,Emergency Admissions,60,1380,96,82.2
2019/20 Q4,Dundee City,85+ years,Emergency Admissions Bed Days,1180,13130,1888,785.5
2019/20 Q4,Dundee City,Unknown,A&E Attendances,0,0,NA,NA
2019/20 Q4,Dundee City,Unknown,Emergency Admissions,0,0,NA,NA
2019/20 Q4,Dundee City,Unknown,Emergency Admissions Bed Days,0,0,NA,NA
2019/20 Q4,East Ayrshire,All Ages,A&E Attendances,70,3425,87.5,98.7
2019/20 Q4,East Ayrshire,All Ages,Emergency Admissions,75,3090,93.8,88.6
2019/20 Q4,East Ayrshire,All Ages,Emergency Admissions Bed Days,615,37705,768.8,1086.6
2019/20 Q4,East Ayrshire,0-17 years,A&E Attendances,0,0,NA,NA
2019/20 Q4,East Ayrshire,0-17 years,Emergency Admissions,0,0,NA,NA
2019/20 Q4,East Ayrshire,0-17 years,Emergency Admissions Bed Days,0,0,NA,NA
2019/20 Q4,East Ayrshire,18-64 years,A&E Attendances,5,315,66.7,96.5
2019/20 Q4,East Ayrshire,18-64 years,Emergency Admissions,5,285,66.7,86.9
2019/20 Q4,East Ayrshire,18-64 years,Emergency Admissions Bed Days,35,5920,466.7,1813.2
2019/20 Q4,East Ayrshire,65-74 years,A&E Attendances,5,405,52.6,102.7
2019/20 Q4,East Ayrshire,65-74 years,Emergency Admissions,5,395,52.6,99.6
2019/20 Q4,East Ayrshire,65-74 years,Emergency Admissions Bed Days,30,6090,315.8,1543.7
2019/20 Q4,East Ayrshire,75-84 years,A&E Attendances,25,1110,90.9,103.2
2019/20 Q4,East Ayrshire,75-84 years,Emergency Admissions,30,1030,109.1,95.2
2019/20 Q4,East Ayrshire,75-84 years,Emergency Admissions Bed Days,250,12565,909.1,1167.8
2019/20 Q4,East Ayrshire,85+ years,A&E Attendances,35,1595,98.6,95.4
2019/20 Q4,East Ayrshire,85+ years,Emergency Admissions,35,1380,98.6,82.2
2019/20 Q4,East Ayrshire,85+ years,Emergency Admissions Bed Days,305,13130,859.2,785.5
