financial_year,sending_location,age_group,stay_type,measure,value,value_scotland
2019/20,East Renfrewshire,0-17 years,Short Stay / Respite,"Rate per 1,000 People",0.2,0.1
2019/20,East Renfrewshire,0-17 years,Short Stay / Respite,Number of People,5,65
2019/20,East Renfrewshire,0-17 years,Long Stay,"Rate per 1,000 People",0.2,0
2019/20,East Renfrewshire,0-17 years,Long Stay,Number of People,5,20
2019/20,East Renfrewshire,18-64 years,All Stays,"Rate per 1,000 People",1.4,1.5
2019/20,East Renfrewshire,18-64 years,All Stays,Number of People,75,5245
2019/20,East Renfrewshire,18-64 years,Short Stay / Respite,"Rate per 1,000 People",0.6,0.5
2019/20,East Renfrewshire,18-64 years,Short Stay / Respite,Number of People,30,1660
2019/20,East Renfrewshire,18-64 years,Long Stay,"Rate per 1,000 People",0.9,1.1
2019/20,East Renfrewshire,18-64 years,Long Stay,Number of People,50,3860
2019/20,East Renfrewshire,65-74 years,All Stays,"Rate per 1,000 People",10,9.3
2019/20,East Renfrewshire,65-74 years,All Stays,Number of People,100,5365
2019/20,East Renfrewshire,65-74 years,Short Stay / Respite,"Rate per 1,000 People",2.5,1.9
2019/20,East Renfrewshire,65-74 years,Short Stay / Respite,Number of People,25,1075
2019/20,East Renfrewshire,65-74 years,Long Stay,"Rate per 1,000 People",8.5,8.1
2019/20,East Renfrewshire,65-74 years,Long Stay,Number of People,85,4665
2019/20,East Renfrewshire,75-84 years,All Stays,"Rate per 1,000 People",44.4,44.8
2019/20,East Renfrewshire,75-84 years,All Stays,Number of People,285,15185
2019/20,East Renfrewshire,75-84 years,Short Stay / Respite,"Rate per 1,000 People",10.1,9.2
2019/20,East Renfrewshire,75-84 years,Short Stay / Respite,Number of People,65,3110
2019/20,East Renfrewshire,75-84 years,Long Stay,"Rate per 1,000 People",38.2,39.3
2019/20,East Renfrewshire,75-84 years,Long Stay,Number of People,245,13320
2019/20,East Renfrewshire,85+ years,All Stays,"Rate per 1,000 People",229.1,194.4
2019/20,East Renfrewshire,85+ years,All Stays,Number of People,640,24705
2019/20,East Renfrewshire,85+ years,Short Stay / Respite,"Rate per 1,000 People",37.6,31
2019/20,East Renfrewshire,85+ years,Short Stay / Respite,Number of People,105,3935
2019/20,East Renfrewshire,85+ years,Long Stay,"Rate per 1,000 People",211.2,176.6
2019/20,East Renfrewshire,85+ years,Long Stay,Number of People,590,22445
2019/20,Falkirk,All Ages,All Stays,"Rate per 1,000 People",10.5,9.3
2019/20,Falkirk,All Ages,All Stays,Number of People,1685,50600
2019/20,Falkirk,All Ages,Short Stay / Respite,"Rate per 1,000 People",2.3,1.8
2019/20,Falkirk,All Ages,Short Stay / Respite,Number of People,365,9850
2019/20,Falkirk,All Ages,Long Stay,"Rate per 1,000 People",8.9,8.1
2019/20,Falkirk,All Ages,Long Stay,Number of People,1430,44320
2019/20,Falkirk,0-17 years,All Stays,"Rate per 1,000 People",0,0.1
2019/20,Falkirk,0-17 years,All Stays,Number of People,0,80
2019/20,Falkirk,0-17 years,Short Stay / Respite,"Rate per 1,000 People",0,0.1
2019/20,Falkirk,0-17 years,Short Stay / Respite,Number of People,0,65
2019/20,Falkirk,0-17 years,Long Stay,"Rate per 1,000 People",0,0
2019/20,Falkirk,0-17 years,Long Stay,Number of People,0,20
2019/20,Falkirk,18-64 years,All Stays,"Rate per 1,000 People",2.7,1.5
2019/20,Falkirk,18-64 years,All Stays,Number of People,270,5245
2019/20,Falkirk,18-64 years,Short Stay / Respite,"Rate per 1,000 People",0.9,0.5
2019/20,Falkirk,18-64 years,Short Stay / Respite,Number of People,90,1660
2019/20,Falkirk,18-64 years,Long Stay,"Rate per 1,000 People",2.1,1.1
2019/20,Falkirk,18-64 years,Long Stay,Number of People,205,3860
2019/20,Falkirk,65-74 years,All Stays,"Rate per 1,000 People",11.6,9.3
2019/20,Falkirk,65-74 years,All Stays,Number of People,200,5365
2019/20,Falkirk,65-74 years,Short Stay / Respite,"Rate per 1,000 People",2,1.9
2019/20,Falkirk,65-74 years,Short Stay / Respite,Number of People,35,1075
2019/20,Falkirk,65-74 years,Long Stay,"Rate per 1,000 People",9.9,8.1
2019/20,Falkirk,65-74 years,Long Stay,Number of People,170,4665
2019/20,Falkirk,75-84 years,All Stays,"Rate per 1,000 People",52.9,44.8
2019/20,Falkirk,75-84 years,All Stays,Number of People,520,15185
2019/20,Falkirk,75-84 years,Short Stay / Respite,"Rate per 1,000 People",11.2,9.2
2019/20,Falkirk,75-84 years,Short Stay / Respite,Number of People,110,3110
2019/20,Falkirk,75-84 years,Long Stay,"Rate per 1,000 People",45.2,39.3
2019/20,Falkirk,75-84 years,Long Stay,Number of People,445,13320
2019/20,Falkirk,85+ years,All Stays,"Rate per 1,000 People",203.2,194.4
2019/20,Falkirk,85+ years,All Stays,Number of People,695,24705
2019/20,Falkirk,85+ years,Short Stay / Respite,"Rate per 1,000 People",38,31
2019/20,Falkirk,85+ years,Short Stay / Respite,Number of People,130,3935
2019/20,Falkirk,85+ years,Long Stay,"Rate per 1,000 People",176.8,176.6
2019/20,Falkirk,85+ years,Long Stay,Number of People,605,22445
2019/20,Fife,All Ages,All Stays,"Rate per 1,000 People",11.4,9.3
2019/20,Fife,All Ages,All Stays,Number of People,4260,50600
2019/20,Fife,All Ages,Short Stay / Respite,"Rate per 1,000 People",3.2,1.8
2019/20,Fife,All Ages,Short Stay / Respite,Number of People,1205,9850
2019/20,Fife,All Ages,Long Stay,"Rate per 1,000 People",9,8.1
2019/20,Fife,All Ages,Long Stay,Number of People,3370,44320
2019/20,Fife,0-17 years,All Stays,"Rate per 1,000 People",0.6,0.1
2019/20,Fife,0-17 years,All Stays,Number of People,45,80
2019/20,Fife,0-17 years,Short Stay / Respite,"Rate per 1,000 People",0.6,0.1
2019/20,Fife,0-17 years,Short Stay / Respite,Number of People,45,65
2019/20,Fife,0-17 years,Long Stay,"Rate per 1,000 People",0,0
2019/20,Fife,0-17 years,Long Stay,Number of People,0,20
2019/20,Fife,18-64 years,All Stays,"Rate per 1,000 People",1.9,1.5
2019/20,Fife,18-64 years,All Stays,Number of People,430,5245
2019/20,Fife,18-64 years,Short Stay / Respite,"Rate per 1,000 People",1,0.5
2019/20,Fife,18-64 years,Short Stay / Respite,Number of People,220,1660
2019/20,Fife,18-64 years,Long Stay,"Rate per 1,000 People",1,1.1
2019/20,Fife,18-64 years,Long Stay,Number of People,225,3860
2019/20,Fife,65-74 years,All Stays,"Rate per 1,000 People",10.8,9.3
2019/20,Fife,65-74 years,All Stays,Number of People,465,5365
2019/20,Fife,65-74 years,Short Stay / Respite,"Rate per 1,000 People",3.1,1.9
2019/20,Fife,65-74 years,Short Stay / Respite,Number of People,135,1075
2019/20,Fife,65-74 years,Long Stay,"Rate per 1,000 People",8.4,8.1
2019/20,Fife,65-74 years,Long Stay,Number of People,365,4665
2019/20,Fife,75-84 years,All Stays,"Rate per 1,000 People",52,44.8
2019/20,Fife,75-84 years,All Stays,Number of People,1290,15185
2019/20,Fife,75-84 years,Short Stay / Respite,"Rate per 1,000 People",15.3,9.2
2019/20,Fife,75-84 years,Short Stay / Respite,Number of People,380,3110
2019/20,Fife,75-84 years,Long Stay,"Rate per 1,000 People",41.5,39.3
2019/20,Fife,75-84 years,Long Stay,Number of People,1030,13320
2019/20,Fife,85+ years,All Stays,"Rate per 1,000 People",226.2,194.4
2019/20,Fife,85+ years,All Stays,Number of People,2030,24705
2019/20,Fife,85+ years,Short Stay / Respite,"Rate per 1,000 People",46.8,31
2019/20,Fife,85+ years,Short Stay / Respite,Number of People,420,3935
2019/20,Fife,85+ years,Long Stay,"Rate per 1,000 People",195,176.6
2019/20,Fife,85+ years,Long Stay,Number of People,1750,22445
2019/20,Fife,Unknown,All Stays,"Rate per 1,000 People",0,NA
2019/20,Fife,Unknown,All Stays,Number of People,0,15
2019/20,Fife,Unknown,Short Stay / Respite,"Rate per 1,000 People",0,0
2019/20,Fife,Unknown,Short Stay / Respite,Number of People,0,0
2019/20,Fife,Unknown,Long Stay,"Rate per 1,000 People",0,NA
2019/20,Fife,Unknown,Long Stay,Number of People,0,10
2019/20,Glasgow City,All Ages,All Stays,"Rate per 1,000 People",9.5,9.3
2019/20,Glasgow City,All Ages,All Stays,Number of People,6015,50600
2019/20,Glasgow City,All Ages,Short Stay / Respite,"Rate per 1,000 People",2.5,1.8
2019/20,Glasgow City,All Ages,Short Stay / Respite,Number of People,1580,9850
2019/20,Glasgow City,All Ages,Long Stay,"Rate per 1,000 People",8.3,8.1
2019/20,Glasgow City,All Ages,Long Stay,Number of People,5240,44320
2019/20,Glasgow City,0-17 years,All Stays,"Rate per 1,000 People",0,0.1
2019/20,Glasgow City,0-17 years,All Stays,Number of People,0,80
2019/20,Glasgow City,0-17 years,Short Stay / Respite,"Rate per 1,000 People",0,0.1
2019/20,Glasgow City,0-17 years,Short Stay / Respite,Number of People,0,65
2019/20,Glasgow City,0-17 years,Long Stay,"Rate per 1,000 People",0,0
2019/20,Glasgow City,0-17 years,Long Stay,Number of People,0,20
2019/20,Glasgow City,18-64 years,All Stays,"Rate per 1,000 People",2.3,1.5
2019/20,Glasgow City,18-64 years,All Stays,Number of People,990,5245
2019/20,Glasgow City,18-64 years,Short Stay / Respite,"Rate per 1,000 People",0.8,0.5
2019/20,Glasgow City,18-64 years,Short Stay / Respite,Number of People,345,1660
2019/20,Glasgow City,18-64 years,Long Stay,"Rate per 1,000 People",1.8,1.1
2019/20,Glasgow City,18-64 years,Long Stay,Number of People,770,3860
2019/20,Glasgow City,65-74 years,All Stays,"Rate per 1,000 People",16.4,9.3
2019/20,Glasgow City,65-74 years,All Stays,Number of People,765,5365
2019/20,Glasgow City,65-74 years,Short Stay / Respite,"Rate per 1,000 People",3.4,1.9
2019/20,Glasgow City,65-74 years,Short Stay / Respite,Number of People,160,1075
2019/20,Glasgow City,65-74 years,Long Stay,"Rate per 1,000 People",14.8,8.1
2019/20,Glasgow City,65-74 years,Long Stay,Number of People,690,4665
2019/20,Glasgow City,75-84 years,All Stays,"Rate per 1,000 People",66.7,44.8
2019/20,Glasgow City,75-84 years,All Stays,Number of People,1825,15185
2019/20,Glasgow City,75-84 years,Short Stay / Respite,"Rate per 1,000 People",17.7,9.2
2019/20,Glasgow City,75-84 years,Short Stay / Respite,Number of People,485,3110
2019/20,Glasgow City,75-84 years,Long Stay,"Rate per 1,000 People",57.7,39.3
2019/20,Glasgow City,75-84 years,Long Stay,Number of People,1580,13320
2019/20,Glasgow City,85+ years,All Stays,"Rate per 1,000 People",216.9,194.4
2019/20,Glasgow City,85+ years,All Stays,Number of People,2430,24705
2019/20,Glasgow City,85+ years,Short Stay / Respite,"Rate per 1,000 People",52.7,31
2019/20,Glasgow City,85+ years,Short Stay / Respite,Number of People,590,3935
2019/20,Glasgow City,85+ years,Long Stay,"Rate per 1,000 People",196.4,176.6
2019/20,Glasgow City,85+ years,Long Stay,Number of People,2200,22445
2019/20,Highland,All Ages,All Stays,"Rate per 1,000 People",11.3,9.3
2019/20,Highland,All Ages,All Stays,Number of People,2665,50600
2019/20,Highland,All Ages,Short Stay / Respite,"Rate per 1,000 People",2.1,1.8
2019/20,Highland,All Ages,Short Stay / Respite,Number of People,485,9850
2019/20,Highland,All Ages,Long Stay,"Rate per 1,000 People",9.8,8.1
2019/20,Highland,All Ages,Long Stay,Number of People,2320,44320
2019/20,Highland,0-17 years,All Stays,"Rate per 1,000 People",0.1,0.1
2019/20,Highland,0-17 years,All Stays,Number of People,5,80
2019/20,Highland,0-17 years,Short Stay / Respite,"Rate per 1,000 People",0.1,0.1
2019/20,Highland,0-17 years,Short Stay / Respite,Number of People,5,65
2019/20,Highland,0-17 years,Long Stay,"Rate per 1,000 People",0,0
2019/20,Highland,0-17 years,Long Stay,Number of People,0,20
2019/20,Highland,18-64 years,All Stays,"Rate per 1,000 People",1.9,1.5
2019/20,Highland,18-64 years,All Stays,Number of People,265,5245
2019/20,Highland,18-64 years,Short Stay / Respite,"Rate per 1,000 People",0.5,0.5
2019/20,Highland,18-64 years,Short Stay / Respite,Number of People,65,1660
2019/20,Highland,18-64 years,Long Stay,"Rate per 1,000 People",1.5,1.1
2019/20,Highland,18-64 years,Long Stay,Number of People,205,3860
2019/20,Highland,65-74 years,All Stays,"Rate per 1,000 People",9.1,9.3
2019/20,Highland,65-74 years,All Stays,Number of People,270,5365
2019/20,Highland,65-74 years,Short Stay / Respite,"Rate per 1,000 People",1.9,1.9
2019/20,Highland,65-74 years,Short Stay / Respite,Number of People,55,1075
2019/20,Highland,65-74 years,Long Stay,"Rate per 1,000 People",7.7,8.1
2019/20,Highland,65-74 years,Long Stay,Number of People,230,4665
2019/20,Highland,75-84 years,All Stays,"Rate per 1,000 People",45.4,44.8
2019/20,Highland,75-84 years,All Stays,Number of People,775,15185
2019/20,Highland,75-84 years,Short Stay / Respite,"Rate per 1,000 People",9.1,9.2
2019/20,Highland,75-84 years,Short Stay / Respite,Number of People,155,3110
2019/20,Highland,75-84 years,Long Stay,"Rate per 1,000 People",39.2,39.3
2019/20,Highland,75-84 years,Long Stay,Number of People,670,13320
2019/20,Highland,85+ years,All Stays,"Rate per 1,000 People",213.2,194.4
2019/20,Highland,85+ years,All Stays,Number of People,1345,24705
2019/20,Highland,85+ years,Short Stay / Respite,"Rate per 1,000 People",32.5,31
2019/20,Highland,85+ years,Short Stay / Respite,Number of People,205,3935
2019/20,Highland,85+ years,Long Stay,"Rate per 1,000 People",192.6,176.6
2019/20,Highland,85+ years,Long Stay,Number of People,1215,22445
2019/20,Inverclyde,All Ages,All Stays,"Rate per 1,000 People",12.9,9.3
2019/20,Inverclyde,All Ages,All Stays,Number of People,1005,50600
2019/20,Inverclyde,All Ages,Short Stay / Respite,"Rate per 1,000 People",2.6,1.8
2019/20,Inverclyde,All Ages,Short Stay / Respite,Number of People,200,9850
2019/20,Inverclyde,All Ages,Long Stay,"Rate per 1,000 People",10.9,8.1
2019/20,Inverclyde,All Ages,Long Stay,Number of People,850,44320
2019/20,Inverclyde,0-17 years,All Stays,"Rate per 1,000 People",0,0.1
2019/20,Inverclyde,0-17 years,All Stays,Number of People,0,80
2019/20,Inverclyde,0-17 years,Short Stay / Respite,"Rate per 1,000 People",0,0.1
2019/20,Inverclyde,0-17 years,Short Stay / Respite,Number of People,0,65
2019/20,Inverclyde,0-17 years,Long Stay,"Rate per 1,000 People",0,0
2019/20,Inverclyde,0-17 years,Long Stay,Number of People,0,20
2019/20,Inverclyde,18-64 years,All Stays,"Rate per 1,000 People",2.2,1.5
2019/20,Inverclyde,18-64 years,All Stays,Number of People,105,5245
2019/20,Inverclyde,18-64 years,Short Stay / Respite,"Rate per 1,000 People",1,0.5
2019/20,Inverclyde,18-64 years,Short Stay / Respite,Number of People,45,1660
2019/20,Inverclyde,18-64 years,Long Stay,"Rate per 1,000 People",1.5,1.1
2019/20,Inverclyde,18-64 years,Long Stay,Number of People,70,3860
2019/20,Inverclyde,65-74 years,All Stays,"Rate per 1,000 People",11.7,9.3
2019/20,Inverclyde,65-74 years,All Stays,Number of People,105,5365
2019/20,Inverclyde,65-74 years,Short Stay / Respite,"Rate per 1,000 People",1.7,1.9
2019/20,Inverclyde,65-74 years,Short Stay / Respite,Number of People,15,1075
2019/20,Inverclyde,65-74 years,Long Stay,"Rate per 1,000 People",10.6,8.1
2019/20,Inverclyde,65-74 years,Long Stay,Number of People,95,4665
2019/20,Inverclyde,75-84 years,All Stays,"Rate per 1,000 People",57.9,44.8
2019/20,Inverclyde,75-84 years,All Stays,Number of People,315,15185
2019/20,Inverclyde,75-84 years,Short Stay / Respite,"Rate per 1,000 People",11.9,9.2
2019/20,Inverclyde,75-84 years,Short Stay / Respite,Number of People,65,3110
2019/20,Inverclyde,75-84 years,Long Stay,"Rate per 1,000 People",50.5,39.3
2019/20,Inverclyde,75-84 years,Long Stay,Number of People,275,13320
2019/20,Inverclyde,85+ years,All Stays,"Rate per 1,000 People",225.9,194.4
2019/20,Inverclyde,85+ years,All Stays,Number of People,475,24705
2019/20,Inverclyde,85+ years,Short Stay / Respite,"Rate per 1,000 People",35.7,31
2019/20,Inverclyde,85+ years,Short Stay / Respite,Number of People,75,3935
2019/20,Inverclyde,85+ years,Long Stay,"Rate per 1,000 People",197.3,176.6
2019/20,Inverclyde,85+ years,Long Stay,Number of People,415,22445
2019/20,Midlothian,All Ages,All Stays,"Rate per 1,000 People",7.5,9.3
2019/20,Midlothian,All Ages,All Stays,Number of People,690,50600
2019/20,Midlothian,All Ages,Short Stay / Respite,"Rate per 1,000 People",0.6,1.8
2019/20,Midlothian,All Ages,Short Stay / Respite,Number of People,60,9850
2019/20,Midlothian,All Ages,Long Stay,"Rate per 1,000 People",7.1,8.1
2019/20,Midlothian,All Ages,Long Stay,Number of People,655,44320
2019/20,Midlothian,0-17 years,All Stays,"Rate per 1,000 People",0,0.1
2019/20,Midlothian,0-17 years,All Stays,Number of People,0,80
2019/20,Midlothian,0-17 years,Short Stay / Respite,"Rate per 1,000 People",0,0.1
2019/20,Midlothian,0-17 years,Short Stay / Respite,Number of People,0,65
2019/20,Midlothian,0-17 years,Long Stay,"Rate per 1,000 People",0,0
2019/20,Midlothian,0-17 years,Long Stay,Number of People,0,20
2019/20,Midlothian,18-64 years,All Stays,"Rate per 1,000 People",0.9,1.5
2019/20,Midlothian,18-64 years,All Stays,Number of People,50,5245
2019/20,Midlothian,18-64 years,Short Stay / Respite,"Rate per 1,000 People",0,0.5
2019/20,Midlothian,18-64 years,Short Stay / Respite,Number of People,0,1660
2019/20,Midlothian,18-64 years,Long Stay,"Rate per 1,000 People",0.9,1.1
2019/20,Midlothian,18-64 years,Long Stay,Number of People,50,3860
2019/20,Midlothian,65-74 years,All Stays,"Rate per 1,000 People",7,9.3
2019/20,Midlothian,65-74 years,All Stays,Number of People,70,5365
2019/20,Midlothian,65-74 years,Short Stay / Respite,"Rate per 1,000 People",0.5,1.9
2019/20,Midlothian,65-74 years,Short Stay / Respite,Number of People,5,1075
2019/20,Midlothian,65-74 years,Long Stay,"Rate per 1,000 People",7,8.1
2019/20,Midlothian,65-74 years,Long Stay,Number of People,70,4665
2019/20,Midlothian,75-84 years,All Stays,"Rate per 1,000 People",40.5,44.8
2019/20,Midlothian,75-84 years,All Stays,Number of People,225,15185
2019/20,Midlothian,75-84 years,Short Stay / Respite,"Rate per 1,000 People",4.5,9.2
2019/20,Midlothian,75-84 years,Short Stay / Respite,Number of People,25,3110
2019/20,Midlothian,75-84 years,Long Stay,"Rate per 1,000 People",36.9,39.3
2019/20,Midlothian,75-84 years,Long Stay,Number of People,205,13320
2019/20,Midlothian,85+ years,All Stays,"Rate per 1,000 People",190.6,194.4
2019/20,Midlothian,85+ years,All Stays,Number of People,345,24705
2019/20,Midlothian,85+ years,Short Stay / Respite,"Rate per 1,000 People",16.6,31
2019/20,Midlothian,85+ years,Short Stay / Respite,Number of People,30,3935
2019/20,Midlothian,85+ years,Long Stay,"Rate per 1,000 People",179.6,176.6
2019/20,Midlothian,85+ years,Long Stay,Number of People,325,22445
2019/20,Moray,All Ages,All Stays,"Rate per 1,000 People",9.3,9.3
2019/20,Moray,All Ages,All Stays,Number of People,890,50600
2019/20,Moray,All Ages,Short Stay / Respite,"Rate per 1,000 People",2.2,1.8
2019/20,Moray,All Ages,Short Stay / Respite,Number of People,215,9850
2019/20,Moray,All Ages,Long Stay,"Rate per 1,000 People",8.1,8.1
2019/20,Moray,All Ages,Long Stay,Number of People,775,44320
2019/20,Moray,0-17 years,All Stays,"Rate per 1,000 People",0,0.1
