financial_year,financial_quarter,sending_location,age_group,measure,value,scotland_value,rate_per_1000,scotland_rate,nursing_care_provision
2019/20,2019/20 Q4,Scottish Borders,65+ years,Emergency Admissions,96,3900,133.32,123.24,No Nursing Provision provided
2019/20,2019/20 Q4,Shetland,18+ years,A&E Attendances,24,5274,177.72,149.88,No Nursing Provision provided
2019/20,2019/20 Q4,Shetland,18+ years,Emergency Admissions,18,4356,133.32,123.84,No Nursing Provision provided
2019/20,2019/20 Q4,Shetland,18-64 years,A&E Attendances,6,612,600,173.64,No Nursing Provision provided
2019/20,2019/20 Q4,Shetland,18-64 years,Emergency Admissions,0,456,0,129.36,No Nursing Provision provided
2019/20,2019/20 Q4,Shetland,65+ years,A&E Attendances,24,4662,192,147.24,No Nursing Provision provided
2019/20,2019/20 Q4,Shetland,65+ years,Emergency Admissions,18,3900,144,123.24,No Nursing Provision provided
2019/20,2019/20 Q4,South Ayrshire,18+ years,A&E Attendances,168,5274,193.08,149.88,No Nursing Provision provided
2019/20,2019/20 Q4,South Ayrshire,18+ years,Emergency Admissions,144,4356,165.48,123.84,No Nursing Provision provided
2019/20,2019/20 Q4,South Ayrshire,18-64 years,A&E Attendances,18,612,300,173.64,No Nursing Provision provided
2019/20,2019/20 Q4,South Ayrshire,18-64 years,Emergency Admissions,12,456,200.04,129.36,No Nursing Provision provided
2019/20,2019/20 Q4,South Ayrshire,65+ years,A&E Attendances,150,4662,185.16,147.24,No Nursing Provision provided
2019/20,2019/20 Q4,South Ayrshire,65+ years,Emergency Admissions,138,3900,170.4,123.24,No Nursing Provision provided
2019/20,2019/20 Q4,South Lanarkshire,18+ years,A&E Attendances,426,5274,223.68,149.88,No Nursing Provision provided
2019/20,2019/20 Q4,South Lanarkshire,18+ years,Emergency Admissions,282,4356,148.08,123.84,No Nursing Provision provided
2019/20,2019/20 Q4,South Lanarkshire,18-64 years,A&E Attendances,54,612,276.96,173.64,No Nursing Provision provided
2019/20,2019/20 Q4,South Lanarkshire,18-64 years,Emergency Admissions,24,456,123.12,129.36,No Nursing Provision provided
2019/20,2019/20 Q4,South Lanarkshire,65+ years,A&E Attendances,372,4662,217.56,147.24,No Nursing Provision provided
2019/20,2019/20 Q4,South Lanarkshire,65+ years,Emergency Admissions,252,3900,147.36,123.24,No Nursing Provision provided
2019/20,2019/20 Q4,Stirling,18+ years,A&E Attendances,60,5274,99.96,149.88,No Nursing Provision provided
2019/20,2019/20 Q4,Stirling,18+ years,Emergency Admissions,48,4356,80.04,123.84,No Nursing Provision provided
2019/20,2019/20 Q4,Stirling,18-64 years,A&E Attendances,12,612,141.12,173.64,No Nursing Provision provided
2019/20,2019/20 Q4,Stirling,18-64 years,Emergency Admissions,6,456,70.56,129.36,No Nursing Provision provided
2019/20,2019/20 Q4,Stirling,65+ years,A&E Attendances,48,4662,92.28,147.24,No Nursing Provision provided
2019/20,2019/20 Q4,Stirling,65+ years,Emergency Admissions,36,3900,69.24,123.24,No Nursing Provision provided
2019/20,2019/20 Q4,West Dunbartonshire,18+ years,A&E Attendances,150,5274,222.24,149.88,No Nursing Provision provided
2019/20,2019/20 Q4,West Dunbartonshire,18+ years,Emergency Admissions,120,4356,177.72,123.84,No Nursing Provision provided
2019/20,2019/20 Q4,West Dunbartonshire,18-64 years,A&E Attendances,18,612,300,173.64,No Nursing Provision provided
2019/20,2019/20 Q4,West Dunbartonshire,18-64 years,Emergency Admissions,18,456,300,129.36,No Nursing Provision provided
2019/20,2019/20 Q4,West Dunbartonshire,65+ years,A&E Attendances,132,4662,214.68,147.24,No Nursing Provision provided
2019/20,2019/20 Q4,West Dunbartonshire,65+ years,Emergency Admissions,102,3900,165.84,123.24,No Nursing Provision provided
2019/20,2019/20 Q4,West Lothian,18+ years,A&E Attendances,132,5274,156.24,149.88,No Nursing Provision provided
2019/20,2019/20 Q4,West Lothian,18+ years,Emergency Admissions,102,4356,120.72,123.84,No Nursing Provision provided
2019/20,2019/20 Q4,West Lothian,18-64 years,A&E Attendances,24,612,228.6,173.64,No Nursing Provision provided
2019/20,2019/20 Q4,West Lothian,18-64 years,Emergency Admissions,18,456,171.48,129.36,No Nursing Provision provided
2019/20,2019/20 Q4,West Lothian,65+ years,A&E Attendances,108,4662,145.92,147.24,No Nursing Provision provided
2019/20,2019/20 Q4,West Lothian,65+ years,Emergency Admissions,84,3900,113.52,123.24,No Nursing Provision provided
2020/21,2020/21 Q1,Scotland (All Areas Submitted),18+ years,A&E Attendances,5997.6,5997.6,185.904,185.904,No Nursing Provision provided
2020/21,2020/21 Q1,Scotland (All Areas Submitted),18+ years,Emergency Admissions,5004,5004,155.232,155.232,No Nursing Provision provided
2020/21,2020/21 Q1,Scotland (All Areas Submitted),18-64 years,A&E Attendances,669.6,669.6,199.872,199.872,No Nursing Provision provided
2020/21,2020/21 Q1,Scotland (All Areas Submitted),18-64 years,Emergency Admissions,460.8,460.8,137.52,137.52,No Nursing Provision provided
2020/21,2020/21 Q1,Scotland (All Areas Submitted),65+ years,A&E Attendances,5328,5328,184.32,184.32,No Nursing Provision provided
2020/21,2020/21 Q1,Scotland (All Areas Submitted),65+ years,Emergency Admissions,4543.2,4543.2,157.248,157.248,No Nursing Provision provided
2020/21,2020/21 Q1,Aberdeen City,18+ years,A&E Attendances,201.6,5997.6,130.032,185.904,No Nursing Provision provided
2020/21,2020/21 Q1,Aberdeen City,18+ years,Emergency Admissions,223.2,5004,144,155.232,No Nursing Provision provided
2020/21,2020/21 Q1,Aberdeen City,18-64 years,A&E Attendances,43.2,669.6,163.008,199.872,No Nursing Provision provided
2020/21,2020/21 Q1,Aberdeen City,18-64 years,Emergency Admissions,36,460.8,135.792,137.52,No Nursing Provision provided
2020/21,2020/21 Q1,Aberdeen City,65+ years,A&E Attendances,151.2,5328,117.648,184.32,No Nursing Provision provided
2020/21,2020/21 Q1,Aberdeen City,65+ years,Emergency Admissions,187.2,4543.2,145.728,157.248,No Nursing Provision provided
2020/21,2020/21 Q1,Aberdeenshire,18+ years,A&E Attendances,108,5997.6,68.4,185.904,No Nursing Provision provided
2020/21,2020/21 Q1,Aberdeenshire,18+ years,Emergency Admissions,158.4,5004,100.224,155.232,No Nursing Provision provided
2020/21,2020/21 Q1,Aberdeenshire,18-64 years,A&E Attendances,7.2,669.6,40.032,199.872,No Nursing Provision provided
2020/21,2020/21 Q1,Aberdeenshire,18-64 years,Emergency Admissions,14.4,460.8,80.064,137.52,No Nursing Provision provided
2020/21,2020/21 Q1,Aberdeenshire,65+ years,A&E Attendances,100.8,5328,72.288,184.32,No Nursing Provision provided
2020/21,2020/21 Q1,Aberdeenshire,65+ years,Emergency Admissions,144,4543.2,103.248,157.248,No Nursing Provision provided
2020/21,2020/21 Q1,Angus,18+ years,A&E Attendances,43.2,5997.6,62.208,185.904,No Nursing Provision provided
2020/21,2020/21 Q1,Angus,18+ years,Emergency Admissions,50.4,5004,72.576,155.232,No Nursing Provision provided
2020/21,2020/21 Q1,Angus,18-64 years,A&E Attendances,0,669.6,0,199.872,No Nursing Provision provided
2020/21,2020/21 Q1,Angus,18-64 years,Emergency Admissions,0,460.8,0,137.52,No Nursing Provision provided
2020/21,2020/21 Q1,Angus,65+ years,A&E Attendances,43.2,5328,70.848,184.32,No Nursing Provision provided
2020/21,2020/21 Q1,Angus,65+ years,Emergency Admissions,50.4,4543.2,82.656,157.248,No Nursing Provision provided
2020/21,2020/21 Q1,Argyll and Bute,18+ years,A&E Attendances,93.6,5997.6,162.72,185.904,No Nursing Provision provided
2020/21,2020/21 Q1,Argyll and Bute,18+ years,Emergency Admissions,93.6,5004,162.72,155.232,No Nursing Provision provided
2020/21,2020/21 Q1,Argyll and Bute,18-64 years,A&E Attendances,7.2,669.6,144,199.872,No Nursing Provision provided
2020/21,2020/21 Q1,Argyll and Bute,18-64 years,Emergency Admissions,0,460.8,0,137.52,No Nursing Provision provided
2020/21,2020/21 Q1,Argyll and Bute,65+ years,A&E Attendances,86.4,5328,164.592,184.32,No Nursing Provision provided
2020/21,2020/21 Q1,Argyll and Bute,65+ years,Emergency Admissions,93.6,4543.2,178.272,157.248,No Nursing Provision provided
2020/21,2020/21 Q1,City of Edinburgh,18+ years,A&E Attendances,633.6,5997.6,228.672,185.904,No Nursing Provision provided
2020/21,2020/21 Q1,City of Edinburgh,18+ years,Emergency Admissions,345.6,5004,124.704,155.232,No Nursing Provision provided
2020/21,2020/21 Q1,City of Edinburgh,18-64 years,A&E Attendances,64.8,669.6,270,199.872,No Nursing Provision provided
2020/21,2020/21 Q1,City of Edinburgh,18-64 years,Emergency Admissions,28.8,460.8,119.952,137.52,No Nursing Provision provided
2020/21,2020/21 Q1,City of Edinburgh,65+ years,A&E Attendances,568.8,5328,224.784,184.32,No Nursing Provision provided
2020/21,2020/21 Q1,City of Edinburgh,65+ years,Emergency Admissions,316.8,4543.2,125.28,157.248,No Nursing Provision provided
2020/21,2020/21 Q1,Clackmannanshire,18+ years,A&E Attendances,28.8,5997.6,102.816,185.904,No Nursing Provision provided
2020/21,2020/21 Q1,Clackmannanshire,18+ years,Emergency Admissions,28.8,5004,102.816,155.232,No Nursing Provision provided
2020/21,2020/21 Q1,Clackmannanshire,18-64 years,A&E Attendances,7.2,669.6,119.952,199.872,No Nursing Provision provided
2020/21,2020/21 Q1,Clackmannanshire,18-64 years,Emergency Admissions,7.2,460.8,119.952,137.52,No Nursing Provision provided
2020/21,2020/21 Q1,Clackmannanshire,65+ years,A&E Attendances,14.4,5328,66.96,184.32,No Nursing Provision provided
2020/21,2020/21 Q1,Clackmannanshire,65+ years,Emergency Admissions,21.6,4543.2,100.512,157.248,No Nursing Provision provided
2020/21,2020/21 Q1,Dumfries and Galloway,18+ years,A&E Attendances,187.2,5997.6,189.072,185.904,No Nursing Provision provided
2020/21,2020/21 Q1,Dumfries and Galloway,18+ years,Emergency Admissions,165.6,5004,167.328,155.232,No Nursing Provision provided
2020/21,2020/21 Q1,Dumfries and Galloway,18-64 years,A&E Attendances,7.2,669.6,130.896,199.872,No Nursing Provision provided
2020/21,2020/21 Q1,Dumfries and Galloway,18-64 years,Emergency Admissions,7.2,460.8,130.896,137.52,No Nursing Provision provided
2020/21,2020/21 Q1,Dumfries and Galloway,65+ years,A&E Attendances,180,5328,192.528,184.32,No Nursing Provision provided
2020/21,2020/21 Q1,Dumfries and Galloway,65+ years,Emergency Admissions,165.6,4543.2,177.12,157.248,No Nursing Provision provided
2020/21,2020/21 Q1,Dundee City,18+ years,A&E Attendances,144,5997.6,128.592,185.904,No Nursing Provision provided
2020/21,2020/21 Q1,Dundee City,18+ years,Emergency Admissions,172.8,5004,154.224,155.232,No Nursing Provision provided
2020/21,2020/21 Q1,Dundee City,18-64 years,A&E Attendances,14.4,669.6,144,199.872,No Nursing Provision provided
2020/21,2020/21 Q1,Dundee City,18-64 years,Emergency Admissions,7.2,460.8,72,137.52,No Nursing Provision provided
2020/21,2020/21 Q1,Dundee City,65+ years,A&E Attendances,129.6,5328,126.432,184.32,No Nursing Provision provided
2020/21,2020/21 Q1,Dundee City,65+ years,Emergency Admissions,165.6,4543.2,161.568,157.248,No Nursing Provision provided
2020/21,2020/21 Q1,East Ayrshire,18+ years,A&E Attendances,122.4,5997.6,184.032,185.904,No Nursing Provision provided
2020/21,2020/21 Q1,East Ayrshire,18+ years,Emergency Admissions,122.4,5004,184.032,155.232,No Nursing Provision provided
2020/21,2020/21 Q1,East Ayrshire,18-64 years,A&E Attendances,14.4,669.6,261.792,199.872,No Nursing Provision provided
2020/21,2020/21 Q1,East Ayrshire,18-64 years,Emergency Admissions,14.4,460.8,261.792,137.52,No Nursing Provision provided
2020/21,2020/21 Q1,East Ayrshire,65+ years,A&E Attendances,108,5328,177.12,184.32,No Nursing Provision provided
2020/21,2020/21 Q1,East Ayrshire,65+ years,Emergency Admissions,108,4543.2,177.12,157.248,No Nursing Provision provided
2020/21,2020/21 Q1,East Dunbartonshire,18+ years,A&E Attendances,180,5997.6,224.928,185.904,No Nursing Provision provided
2020/21,2020/21 Q1,East Dunbartonshire,18+ years,Emergency Admissions,144,5004,180,155.232,No Nursing Provision provided
2020/21,2020/21 Q1,East Dunbartonshire,18-64 years,A&E Attendances,14.4,669.6,360,199.872,No Nursing Provision provided
2020/21,2020/21 Q1,East Dunbartonshire,18-64 years,Emergency Admissions,7.2,460.8,180,137.52,No Nursing Provision provided
2020/21,2020/21 Q1,East Dunbartonshire,65+ years,A&E Attendances,165.6,5328,217.872,184.32,No Nursing Provision provided
2020/21,2020/21 Q1,East Dunbartonshire,65+ years,Emergency Admissions,136.8,4543.2,180,157.248,No Nursing Provision provided
2020/21,2020/21 Q1,East Lothian,18+ years,A&E Attendances,122.4,5997.6,192.816,185.904,No Nursing Provision provided
2020/21,2020/21 Q1,East Lothian,18+ years,Emergency Admissions,64.8,5004,102.096,155.232,No Nursing Provision provided
2020/21,2020/21 Q1,East Lothian,18-64 years,A&E Attendances,14.4,669.6,288,199.872,No Nursing Provision provided
2020/21,2020/21 Q1,East Lothian,18-64 years,Emergency Admissions,14.4,460.8,288,137.52,No Nursing Provision provided
2020/21,2020/21 Q1,East Lothian,65+ years,A&E Attendances,108,5328,184.608,184.32,No Nursing Provision provided
2020/21,2020/21 Q1,East Lothian,65+ years,Emergency Admissions,57.6,4543.2,98.496,157.248,No Nursing Provision provided
2020/21,2020/21 Q1,East Renfrewshire,18+ years,A&E Attendances,115.2,5997.6,207.504,185.904,No Nursing Provision provided
2020/21,2020/21 Q1,East Renfrewshire,18+ years,Emergency Admissions,72,5004,129.744,155.232,No Nursing Provision provided
2020/21,2020/21 Q1,East Renfrewshire,18-64 years,A&E Attendances,7.2,669.6,240.048,199.872,No Nursing Provision provided
2020/21,2020/21 Q1,East Renfrewshire,18-64 years,Emergency Admissions,0,460.8,0,137.52,No Nursing Provision provided
2020/21,2020/21 Q1,East Renfrewshire,65+ years,A&E Attendances,108,5328,205.776,184.32,No Nursing Provision provided
2020/21,2020/21 Q1,East Renfrewshire,65+ years,Emergency Admissions,72,4543.2,137.088,157.248,No Nursing Provision provided
2020/21,2020/21 Q1,Falkirk,18+ years,A&E Attendances,180,5997.6,168.192,185.904,No Nursing Provision provided
2020/21,2020/21 Q1,Falkirk,18+ years,Emergency Admissions,172.8,5004,161.424,155.232,No Nursing Provision provided
2020/21,2020/21 Q1,Falkirk,18-64 years,A&E Attendances,36,669.6,211.824,199.872,No Nursing Provision provided
2020/21,2020/21 Q1,Falkirk,18-64 years,Emergency Admissions,28.8,460.8,169.344,137.52,No Nursing Provision provided
2020/21,2020/21 Q1,Falkirk,65+ years,A&E Attendances,144,5328,159.12,184.32,No Nursing Provision provided
2020/21,2020/21 Q1,Falkirk,65+ years,Emergency Admissions,144,4543.2,159.12,157.248,No Nursing Provision provided
2020/21,2020/21 Q1,Fife,18+ years,A&E Attendances,381.6,5997.6,157.392,185.904,No Nursing Provision provided
2020/21,2020/21 Q1,Fife,18+ years,Emergency Admissions,460.8,5004,190.08,155.232,No Nursing Provision provided
2020/21,2020/21 Q1,Fife,18-64 years,A&E Attendances,21.6,669.6,116.784,199.872,No Nursing Provision provided
2020/21,2020/21 Q1,Fife,18-64 years,Emergency Admissions,28.8,460.8,155.664,137.52,No Nursing Provision provided
2020/21,2020/21 Q1,Fife,65+ years,A&E Attendances,360,5328,160.704,184.32,No Nursing Provision provided
2020/21,2020/21 Q1,Fife,65+ years,Emergency Admissions,432,4543.2,192.816,157.248,No Nursing Provision provided
2020/21,2020/21 Q1,Glasgow City,18+ years,A&E Attendances,885.6,5997.6,239.616,185.904,No Nursing Provision provided
2020/21,2020/21 Q1,Glasgow City,18+ years,Emergency Admissions,734.4,5004,198.72,155.232,No Nursing Provision provided
2020/21,2020/21 Q1,Glasgow City,18-64 years,A&E Attendances,172.8,669.6,303.12,199.872,No Nursing Provision provided
2020/21,2020/21 Q1,Glasgow City,18-64 years,Emergency Admissions,100.8,460.8,176.832,137.52,No Nursing Provision provided
2020/21,2020/21 Q1,Glasgow City,65+ years,A&E Attendances,712.8,5328,228.096,184.32,No Nursing Provision provided
2020/21,2020/21 Q1,Glasgow City,65+ years,Emergency Admissions,633.6,4543.2,202.752,157.248,No Nursing Provision provided
2020/21,2020/21 Q1,Highland,18+ years,A&E Attendances,244.8,5997.6,137.52,185.904,No Nursing Provision provided
2020/21,2020/21 Q1,Highland,18+ years,Emergency Admissions,223.2,5004,125.424,155.232,No Nursing Provision provided
2020/21,2020/21 Q1,Highland,18-64 years,A&E Attendances,28.8,669.6,164.592,199.872,No Nursing Provision provided
2020/21,2020/21 Q1,Highland,18-64 years,Emergency Admissions,21.6,460.8,123.408,137.52,No Nursing Provision provided
2020/21,2020/21 Q1,Highland,65+ years,A&E Attendances,223.2,5328,139.536,184.32,No Nursing Provision provided
2020/21,2020/21 Q1,Highland,65+ years,Emergency Admissions,201.6,4543.2,126,157.248,No Nursing Provision provided
2020/21,2020/21 Q1,Inverclyde,18+ years,A&E Attendances,108,5997.6,205.776,185.904,No Nursing Provision provided
2020/21,2020/21 Q1,Inverclyde,18+ years,Emergency Admissions,93.6,5004,178.272,155.232,No Nursing Provision provided
2020/21,2020/21 Q1,Inverclyde,18-64 years,A&E Attendances,14.4,669.6,261.792,199.872,No Nursing Provision provided
2020/21,2020/21 Q1,Inverclyde,18-64 years,Emergency Admissions,14.4,460.8,261.792,137.52,No Nursing Provision provided
2020/21,2020/21 Q1,Inverclyde,65+ years,A&E Attendances,100.8,5328,212.256,184.32,No Nursing Provision provided
2020/21,2020/21 Q1,Inverclyde,65+ years,Emergency Admissions,79.2,4543.2,166.752,157.248,No Nursing Provision provided
2020/21,2020/21 Q1,Midlothian,18+ years,A&E Attendances,50.4,5997.6,315.072,185.904,No Nursing Provision provided
2020/21,2020/21 Q1,Midlothian,18+ years,Emergency Admissions,28.8,5004,180,155.232,No Nursing Provision provided
2020/21,2020/21 Q1,Midlothian,18-64 years,A&E Attendances,0,669.6,#VALUE!,199.872,No Nursing Provision provided
2020/21,2020/21 Q1,Midlothian,18-64 years,Emergency Admissions,0,460.8,#VALUE!,137.52,No Nursing Provision provided
2020/21,2020/21 Q1,Midlothian,65+ years,A&E Attendances,50.4,5328,315.072,184.32,No Nursing Provision provided
2020/21,2020/21 Q1,Midlothian,65+ years,Emergency Admissions,28.8,4543.2,180,157.248,No Nursing Provision provided
2020/21,2020/21 Q1,Moray,18+ years,A&E Attendances,36,5997.6,67.248,185.904,No Nursing Provision provided
2020/21,2020/21 Q1,Moray,18+ years,Emergency Admissions,43.2,5004,80.784,155.232,No Nursing Provision provided
