financial_quarter,sending_location,age_group,referral_source,referrals,percentage,scotland_referrals,scotland_percentage
2019/20 Q3,South Ayrshire,18-64 years,GP,0,0,10,2
2019/20 Q3,South Ayrshire,18-64 years,Care Home,0,0,0,0
2019/20 Q3,South Ayrshire,18-64 years,Self Referral,5,25,125,25
2019/20 Q3,South Ayrshire,18-64 years,Other/Unknown,0,0,30,6
2019/20 Q3,South Ayrshire,65-74 years,999 Emergency Services,10,100,440,81
2019/20 Q3,South Ayrshire,65-74 years,GP,0,0,10,2
2019/20 Q3,South Ayrshire,65-74 years,Care Home,0,0,5,1
2019/20 Q3,South Ayrshire,65-74 years,Self Referral,0,0,80,15
2019/20 Q3,South Ayrshire,65-74 years,Other/Unknown,0,0,10,2
2019/20 Q3,South Ayrshire,75-84 years,999 Emergency Services,35,87.5,1240,82
2019/20 Q3,South Ayrshire,75-84 years,GP,0,0,25,2
2019/20 Q3,South Ayrshire,75-84 years,Care Home,0,0,10,1
2019/20 Q3,South Ayrshire,75-84 years,Self Referral,5,12.5,190,13
2019/20 Q3,South Ayrshire,75-84 years,Other/Unknown,0,0,40,3
2019/20 Q3,South Ayrshire,85+ years,999 Emergency Services,50,90.9,1815,82
2019/20 Q3,South Ayrshire,85+ years,GP,0,0,30,1
2019/20 Q3,South Ayrshire,85+ years,Care Home,0,0,20,1
2019/20 Q3,South Ayrshire,85+ years,Self Referral,5,9.1,275,12
2019/20 Q3,South Ayrshire,85+ years,Other/Unknown,0,0,70,3
2019/20 Q3,South Ayrshire,Unknown,999 Emergency Services,0,NA,0,NA
2019/20 Q3,South Ayrshire,Unknown,GP,0,NA,0,NA
2019/20 Q3,South Ayrshire,Unknown,Care Home,0,NA,0,NA
2019/20 Q3,South Ayrshire,Unknown,Self Referral,0,NA,0,NA
2019/20 Q3,South Ayrshire,Unknown,Other/Unknown,0,NA,0,NA
2019/20 Q3,South Lanarkshire,All Ages,999 Emergency Services,295,84.3,3835,80
2019/20 Q3,South Lanarkshire,All Ages,GP,5,1.4,75,2
2019/20 Q3,South Lanarkshire,All Ages,Care Home,5,1.4,40,1
2019/20 Q3,South Lanarkshire,All Ages,Self Referral,40,11.4,670,14
2019/20 Q3,South Lanarkshire,All Ages,Other/Unknown,5,1.4,150,3
2019/20 Q3,South Lanarkshire,0-17 years,999 Emergency Services,0,NA,0,NA
2019/20 Q3,South Lanarkshire,0-17 years,GP,0,NA,0,NA
2019/20 Q3,South Lanarkshire,0-17 years,Care Home,0,NA,0,NA
2019/20 Q3,South Lanarkshire,0-17 years,Self Referral,0,NA,0,NA
2019/20 Q3,South Lanarkshire,0-17 years,Other/Unknown,0,NA,0,NA
2019/20 Q3,South Lanarkshire,18-64 years,999 Emergency Services,30,75,340,67
2019/20 Q3,South Lanarkshire,18-64 years,GP,0,0,10,2
2019/20 Q3,South Lanarkshire,18-64 years,Care Home,0,0,0,0
2019/20 Q3,South Lanarkshire,18-64 years,Self Referral,10,25,125,25
2019/20 Q3,South Lanarkshire,18-64 years,Other/Unknown,0,0,30,6
2019/20 Q3,South Lanarkshire,65-74 years,999 Emergency Services,30,85.7,440,81
2019/20 Q3,South Lanarkshire,65-74 years,GP,0,0,10,2
2019/20 Q3,South Lanarkshire,65-74 years,Care Home,0,0,5,1
2019/20 Q3,South Lanarkshire,65-74 years,Self Referral,5,14.3,80,15
2019/20 Q3,South Lanarkshire,65-74 years,Other/Unknown,0,0,10,2
2019/20 Q3,South Lanarkshire,75-84 years,999 Emergency Services,90,81.8,1240,82
2019/20 Q3,South Lanarkshire,75-84 years,GP,5,4.5,25,2
2019/20 Q3,South Lanarkshire,75-84 years,Care Home,5,4.5,10,1
2019/20 Q3,South Lanarkshire,75-84 years,Self Referral,10,9.1,190,13
2019/20 Q3,South Lanarkshire,75-84 years,Other/Unknown,0,0,40,3
2019/20 Q3,South Lanarkshire,85+ years,999 Emergency Services,150,85.7,1815,82
2019/20 Q3,South Lanarkshire,85+ years,GP,0,0,30,1
2019/20 Q3,South Lanarkshire,85+ years,Care Home,5,2.9,20,1
2019/20 Q3,South Lanarkshire,85+ years,Self Referral,15,8.6,275,12
2019/20 Q3,South Lanarkshire,85+ years,Other/Unknown,5,2.9,70,3
2019/20 Q3,South Lanarkshire,Unknown,999 Emergency Services,0,NA,0,NA
2019/20 Q3,South Lanarkshire,Unknown,GP,0,NA,0,NA
2019/20 Q3,South Lanarkshire,Unknown,Care Home,0,NA,0,NA
2019/20 Q3,South Lanarkshire,Unknown,Self Referral,0,NA,0,NA
2019/20 Q3,South Lanarkshire,Unknown,Other/Unknown,0,NA,0,NA
2019/20 Q3,Stirling,All Ages,999 Emergency Services,45,75,3835,80
2019/20 Q3,Stirling,All Ages,GP,0,0,75,2
2019/20 Q3,Stirling,All Ages,Care Home,0,0,40,1
2019/20 Q3,Stirling,All Ages,Self Referral,15,25,670,14
2019/20 Q3,Stirling,All Ages,Other/Unknown,0,0,150,3
2019/20 Q3,Stirling,0-17 years,999 Emergency Services,0,NA,0,NA
2019/20 Q3,Stirling,0-17 years,GP,0,NA,0,NA
2019/20 Q3,Stirling,0-17 years,Care Home,0,NA,0,NA
2019/20 Q3,Stirling,0-17 years,Self Referral,0,NA,0,NA
2019/20 Q3,Stirling,0-17 years,Other/Unknown,0,NA,0,NA
2019/20 Q3,Stirling,18-64 years,999 Emergency Services,10,66.7,340,67
2019/20 Q3,Stirling,18-64 years,GP,0,0,10,2
2019/20 Q3,Stirling,18-64 years,Care Home,0,0,0,0
2019/20 Q3,Stirling,18-64 years,Self Referral,5,33.3,125,25
2019/20 Q3,Stirling,18-64 years,Other/Unknown,0,0,30,6
2019/20 Q3,Stirling,65-74 years,999 Emergency Services,5,100,440,81
2019/20 Q3,Stirling,65-74 years,GP,0,0,10,2
2019/20 Q3,Stirling,65-74 years,Care Home,0,0,5,1
2019/20 Q3,Stirling,65-74 years,Self Referral,0,0,80,15
2019/20 Q3,Stirling,65-74 years,Other/Unknown,0,0,10,2
2019/20 Q3,Stirling,75-84 years,999 Emergency Services,15,75,1240,82
2019/20 Q3,Stirling,75-84 years,GP,0,0,25,2
2019/20 Q3,Stirling,75-84 years,Care Home,0,0,10,1
2019/20 Q3,Stirling,75-84 years,Self Referral,5,25,190,13
2019/20 Q3,Stirling,75-84 years,Other/Unknown,0,0,40,3
2019/20 Q3,Stirling,85+ years,999 Emergency Services,20,100,1815,82
2019/20 Q3,Stirling,85+ years,GP,0,0,30,1
2019/20 Q3,Stirling,85+ years,Care Home,0,0,20,1
2019/20 Q3,Stirling,85+ years,Self Referral,0,0,275,12
2019/20 Q3,Stirling,85+ years,Other/Unknown,0,0,70,3
2019/20 Q3,Stirling,Unknown,999 Emergency Services,0,NA,0,NA
2019/20 Q3,Stirling,Unknown,GP,0,NA,0,NA
2019/20 Q3,Stirling,Unknown,Care Home,0,NA,0,NA
2019/20 Q3,Stirling,Unknown,Self Referral,0,NA,0,NA
2019/20 Q3,Stirling,Unknown,Other/Unknown,0,NA,0,NA
2019/20 Q3,West Dunbartonshire,All Ages,999 Emergency Services,95,86.4,3835,80
2019/20 Q3,West Dunbartonshire,All Ages,GP,0,0,75,2
2019/20 Q3,West Dunbartonshire,All Ages,Care Home,0,0,40,1
2019/20 Q3,West Dunbartonshire,All Ages,Self Referral,10,9.1,670,14
2019/20 Q3,West Dunbartonshire,All Ages,Other/Unknown,5,4.5,150,3
2019/20 Q3,West Dunbartonshire,0-17 years,999 Emergency Services,0,NA,0,NA
2019/20 Q3,West Dunbartonshire,0-17 years,GP,0,NA,0,NA
2019/20 Q3,West Dunbartonshire,0-17 years,Care Home,0,NA,0,NA
2019/20 Q3,West Dunbartonshire,0-17 years,Self Referral,0,NA,0,NA
2019/20 Q3,West Dunbartonshire,0-17 years,Other/Unknown,0,NA,0,NA
2019/20 Q3,West Dunbartonshire,18-64 years,999 Emergency Services,0,NA,340,67
2019/20 Q3,West Dunbartonshire,18-64 years,GP,0,NA,10,2
2019/20 Q3,West Dunbartonshire,18-64 years,Care Home,0,NA,0,0
2019/20 Q3,West Dunbartonshire,18-64 years,Self Referral,0,NA,125,25
2019/20 Q3,West Dunbartonshire,18-64 years,Other/Unknown,0,NA,30,6
2019/20 Q3,West Dunbartonshire,65-74 years,999 Emergency Services,10,100,440,81
2019/20 Q3,West Dunbartonshire,65-74 years,GP,0,0,10,2
2019/20 Q3,West Dunbartonshire,65-74 years,Care Home,0,0,5,1
2019/20 Q3,West Dunbartonshire,65-74 years,Self Referral,0,0,80,15
2019/20 Q3,West Dunbartonshire,65-74 years,Other/Unknown,0,0,10,2
2019/20 Q3,West Dunbartonshire,75-84 years,999 Emergency Services,35,87.5,1240,82
2019/20 Q3,West Dunbartonshire,75-84 years,GP,0,0,25,2
2019/20 Q3,West Dunbartonshire,75-84 years,Care Home,0,0,10,1
2019/20 Q3,West Dunbartonshire,75-84 years,Self Referral,5,12.5,190,13
2019/20 Q3,West Dunbartonshire,75-84 years,Other/Unknown,0,0,40,3
2019/20 Q3,West Dunbartonshire,85+ years,999 Emergency Services,45,90,1815,82
2019/20 Q3,West Dunbartonshire,85+ years,GP,0,0,30,1
2019/20 Q3,West Dunbartonshire,85+ years,Care Home,0,0,20,1
2019/20 Q3,West Dunbartonshire,85+ years,Self Referral,5,10,275,12
2019/20 Q3,West Dunbartonshire,85+ years,Other/Unknown,0,0,70,3
2019/20 Q3,West Dunbartonshire,Unknown,999 Emergency Services,0,NA,0,NA
2019/20 Q3,West Dunbartonshire,Unknown,GP,0,NA,0,NA
2019/20 Q3,West Dunbartonshire,Unknown,Care Home,0,NA,0,NA
2019/20 Q3,West Dunbartonshire,Unknown,Self Referral,0,NA,0,NA
2019/20 Q3,West Dunbartonshire,Unknown,Other/Unknown,0,NA,0,NA
2019/20 Q3,West Lothian,All Ages,999 Emergency Services,130,81.2,3835,80
2019/20 Q3,West Lothian,All Ages,GP,0,0,75,2
2019/20 Q3,West Lothian,All Ages,Care Home,0,0,40,1
2019/20 Q3,West Lothian,All Ages,Self Referral,25,15.6,670,14
2019/20 Q3,West Lothian,All Ages,Other/Unknown,5,3.1,150,3
2019/20 Q3,West Lothian,0-17 years,999 Emergency Services,0,NA,0,NA
2019/20 Q3,West Lothian,0-17 years,GP,0,NA,0,NA
2019/20 Q3,West Lothian,0-17 years,Care Home,0,NA,0,NA
2019/20 Q3,West Lothian,0-17 years,Self Referral,0,NA,0,NA
2019/20 Q3,West Lothian,0-17 years,Other/Unknown,0,NA,0,NA
2019/20 Q3,West Lothian,18-64 years,999 Emergency Services,25,83.3,340,67
2019/20 Q3,West Lothian,18-64 years,GP,0,0,10,2
2019/20 Q3,West Lothian,18-64 years,Care Home,0,0,0,0
2019/20 Q3,West Lothian,18-64 years,Self Referral,5,16.7,125,25
2019/20 Q3,West Lothian,18-64 years,Other/Unknown,0,0,30,6
2019/20 Q3,West Lothian,65-74 years,999 Emergency Services,15,100,440,81
2019/20 Q3,West Lothian,65-74 years,GP,0,0,10,2
2019/20 Q3,West Lothian,65-74 years,Care Home,0,0,5,1
2019/20 Q3,West Lothian,65-74 years,Self Referral,0,0,80,15
2019/20 Q3,West Lothian,65-74 years,Other/Unknown,0,0,10,2
2019/20 Q3,West Lothian,75-84 years,999 Emergency Services,25,83.3,1240,82
2019/20 Q3,West Lothian,75-84 years,GP,0,0,25,2
2019/20 Q3,West Lothian,75-84 years,Care Home,0,0,10,1
2019/20 Q3,West Lothian,75-84 years,Self Referral,5,16.7,190,13
2019/20 Q3,West Lothian,75-84 years,Other/Unknown,0,0,40,3
2019/20 Q3,West Lothian,85+ years,999 Emergency Services,65,81.2,1815,82
2019/20 Q3,West Lothian,85+ years,GP,0,0,30,1
2019/20 Q3,West Lothian,85+ years,Care Home,0,0,20,1
2019/20 Q3,West Lothian,85+ years,Self Referral,10,12.5,275,12
2019/20 Q3,West Lothian,85+ years,Other/Unknown,5,6.2,70,3
2019/20 Q3,West Lothian,Unknown,999 Emergency Services,0,NA,0,NA
2019/20 Q3,West Lothian,Unknown,GP,0,NA,0,NA
2019/20 Q3,West Lothian,Unknown,Care Home,0,NA,0,NA
2019/20 Q3,West Lothian,Unknown,Self Referral,0,NA,0,NA
2019/20 Q3,West Lothian,Unknown,Other/Unknown,0,NA,0,NA
2019/20 Q4,Scotland (All Areas Submitted),All Ages,999 Emergency Services,3360,81,3360,81
2019/20 Q4,Scotland (All Areas Submitted),All Ages,GP,70,1.7,70,2
2019/20 Q4,Scotland (All Areas Submitted),All Ages,Care Home,30,0.7,30,1
2019/20 Q4,Scotland (All Areas Submitted),All Ages,Self Referral,515,12.4,515,12
2019/20 Q4,Scotland (All Areas Submitted),All Ages,Other/Unknown,175,4.2,175,4
2019/20 Q4,Scotland (All Areas Submitted),0-17 years,999 Emergency Services,0,NA,0,NA
2019/20 Q4,Scotland (All Areas Submitted),0-17 years,GP,0,NA,0,NA
2019/20 Q4,Scotland (All Areas Submitted),0-17 years,Care Home,0,NA,0,NA
2019/20 Q4,Scotland (All Areas Submitted),0-17 years,Self Referral,0,NA,0,NA
2019/20 Q4,Scotland (All Areas Submitted),0-17 years,Other/Unknown,0,NA,0,NA
2019/20 Q4,Scotland (All Areas Submitted),18-64 years,999 Emergency Services,280,68.3,280,68
2019/20 Q4,Scotland (All Areas Submitted),18-64 years,GP,10,2.4,10,2
2019/20 Q4,Scotland (All Areas Submitted),18-64 years,Care Home,0,0,0,0
2019/20 Q4,Scotland (All Areas Submitted),18-64 years,Self Referral,95,23.2,95,23
2019/20 Q4,Scotland (All Areas Submitted),18-64 years,Other/Unknown,25,6.1,25,6
2019/20 Q4,Scotland (All Areas Submitted),65-74 years,999 Emergency Services,405,81,405,81
2019/20 Q4,Scotland (All Areas Submitted),65-74 years,GP,5,1,5,1
2019/20 Q4,Scotland (All Areas Submitted),65-74 years,Care Home,5,1,5,1
2019/20 Q4,Scotland (All Areas Submitted),65-74 years,Self Referral,60,12,60,12
2019/20 Q4,Scotland (All Areas Submitted),65-74 years,Other/Unknown,25,5,25,5
2019/20 Q4,Scotland (All Areas Submitted),75-84 years,999 Emergency Services,1120,83,1120,83
2019/20 Q4,Scotland (All Areas Submitted),75-84 years,GP,25,1.9,25,2
2019/20 Q4,Scotland (All Areas Submitted),75-84 years,Care Home,10,0.7,10,1
2019/20 Q4,Scotland (All Areas Submitted),75-84 years,Self Referral,150,11.1,150,11
2019/20 Q4,Scotland (All Areas Submitted),75-84 years,Other/Unknown,45,3.3,45,3
2019/20 Q4,Scotland (All Areas Submitted),85+ years,999 Emergency Services,1555,82.5,1555,82
2019/20 Q4,Scotland (All Areas Submitted),85+ years,GP,30,1.6,30,2
2019/20 Q4,Scotland (All Areas Submitted),85+ years,Care Home,15,0.8,15,1
2019/20 Q4,Scotland (All Areas Submitted),85+ years,Self Referral,210,11.1,210,11
2019/20 Q4,Scotland (All Areas Submitted),85+ years,Other/Unknown,75,4,75,4
2019/20 Q4,Scotland (All Areas Submitted),Unknown,999 Emergency Services,0,NA,0,NA
2019/20 Q4,Scotland (All Areas Submitted),Unknown,GP,0,NA,0,NA
2019/20 Q4,Scotland (All Areas Submitted),Unknown,Care Home,0,NA,0,NA
2019/20 Q4,Scotland (All Areas Submitted),Unknown,Self Referral,0,NA,0,NA
2019/20 Q4,Scotland (All Areas Submitted),Unknown,Other/Unknown,0,NA,0,NA
2019/20 Q4,Aberdeenshire,All Ages,999 Emergency Services,100,95.2,3360,81
2019/20 Q4,Aberdeenshire,All Ages,GP,0,0,70,2
2019/20 Q4,Aberdeenshire,All Ages,Care Home,0,0,30,1
2019/20 Q4,Aberdeenshire,All Ages,Self Referral,0,0,515,12
2019/20 Q4,Aberdeenshire,All Ages,Other/Unknown,5,4.8,175,4
2019/20 Q4,Aberdeenshire,0-17 years,999 Emergency Services,0,NA,0,NA
2019/20 Q4,Aberdeenshire,0-17 years,GP,0,NA,0,NA
2019/20 Q4,Aberdeenshire,0-17 years,Care Home,0,NA,0,NA
2019/20 Q4,Aberdeenshire,0-17 years,Self Referral,0,NA,0,NA
2019/20 Q4,Aberdeenshire,0-17 years,Other/Unknown,0,NA,0,NA
2019/20 Q4,Aberdeenshire,18-64 years,999 Emergency Services,10,100,280,68
2019/20 Q4,Aberdeenshire,18-64 years,GP,0,0,10,2
2019/20 Q4,Aberdeenshire,18-64 years,Care Home,0,0,0,0
2019/20 Q4,Aberdeenshire,18-64 years,Self Referral,0,0,95,23
2019/20 Q4,Aberdeenshire,18-64 years,Other/Unknown,0,0,25,6
2019/20 Q4,Aberdeenshire,65-74 years,999 Emergency Services,10,100,405,81
2019/20 Q4,Aberdeenshire,65-74 years,GP,0,0,5,1
2019/20 Q4,Aberdeenshire,65-74 years,Care Home,0,0,5,1
2019/20 Q4,Aberdeenshire,65-74 years,Self Referral,0,0,60,12
2019/20 Q4,Aberdeenshire,65-74 years,Other/Unknown,0,0,25,5
2019/20 Q4,Aberdeenshire,75-84 years,999 Emergency Services,30,100,1120,83
2019/20 Q4,Aberdeenshire,75-84 years,GP,0,0,25,2
2019/20 Q4,Aberdeenshire,75-84 years,Care Home,0,0,10,1
2019/20 Q4,Aberdeenshire,75-84 years,Self Referral,0,0,150,11
2019/20 Q4,Aberdeenshire,75-84 years,Other/Unknown,0,0,45,3
2019/20 Q4,Aberdeenshire,85+ years,999 Emergency Services,50,100,1555,82
2019/20 Q4,Aberdeenshire,85+ years,GP,0,0,30,2
2019/20 Q4,Aberdeenshire,85+ years,Care Home,0,0,15,1
2019/20 Q4,Aberdeenshire,85+ years,Self Referral,0,0,210,11
2019/20 Q4,Aberdeenshire,85+ years,Other/Unknown,0,0,75,4
2019/20 Q4,Aberdeenshire,Unknown,999 Emergency Services,0,NA,0,NA
2019/20 Q4,Aberdeenshire,Unknown,GP,0,NA,0,NA
2019/20 Q4,Aberdeenshire,Unknown,Care Home,0,NA,0,NA
2019/20 Q4,Aberdeenshire,Unknown,Self Referral,0,NA,0,NA
2019/20 Q4,Aberdeenshire,Unknown,Other/Unknown,0,NA,0,NA
2019/20 Q4,Angus,All Ages,999 Emergency Services,60,70.6,3360,81
2019/20 Q4,Angus,All Ages,GP,5,5.9,70,2
2019/20 Q4,Angus,All Ages,Care Home,5,5.9,30,1
2019/20 Q4,Angus,All Ages,Self Referral,10,11.8,515,12
2019/20 Q4,Angus,All Ages,Other/Unknown,5,5.9,175,4
2019/20 Q4,Angus,0-17 years,999 Emergency Services,0,NA,0,NA
2019/20 Q4,Angus,0-17 years,GP,0,NA,0,NA
2019/20 Q4,Angus,0-17 years,Care Home,0,NA,0,NA
2019/20 Q4,Angus,0-17 years,Self Referral,0,NA,0,NA
2019/20 Q4,Angus,0-17 years,Other/Unknown,0,NA,0,NA
2019/20 Q4,Angus,18-64 years,999 Emergency Services,0,0,280,68
2019/20 Q4,Angus,18-64 years,GP,0,0,10,2
2019/20 Q4,Angus,18-64 years,Care Home,0,0,0,0
2019/20 Q4,Angus,18-64 years,Self Referral,5,100,95,23
2019/20 Q4,Angus,18-64 years,Other/Unknown,0,0,25,6
2019/20 Q4,Angus,65-74 years,999 Emergency Services,5,100,405,81
2019/20 Q4,Angus,65-74 years,GP,0,0,5,1
2019/20 Q4,Angus,65-74 years,Care Home,0,0,5,1
2019/20 Q4,Angus,65-74 years,Self Referral,0,0,60,12
2019/20 Q4,Angus,65-74 years,Other/Unknown,0,0,25,5
2019/20 Q4,Angus,75-84 years,999 Emergency Services,20,100,1120,83
2019/20 Q4,Angus,75-84 years,GP,0,0,25,2
2019/20 Q4,Angus,75-84 years,Care Home,0,0,10,1
2019/20 Q4,Angus,75-84 years,Self Referral,0,0,150,11
2019/20 Q4,Angus,75-84 years,Other/Unknown,0,0,45,3
2019/20 Q4,Angus,85+ years,999 Emergency Services,35,77.8,1555,82
2019/20 Q4,Angus,85+ years,GP,0,0,30,2
2019/20 Q4,Angus,85+ years,Care Home,0,0,15,1
2019/20 Q4,Angus,85+ years,Self Referral,5,11.1,210,11
2019/20 Q4,Angus,85+ years,Other/Unknown,5,11.1,75,4
2019/20 Q4,Angus,Unknown,999 Emergency Services,0,NA,0,NA
2019/20 Q4,Angus,Unknown,GP,0,NA,0,NA
2019/20 Q4,Angus,Unknown,Care Home,0,NA,0,NA
2019/20 Q4,Angus,Unknown,Self Referral,0,NA,0,NA
2019/20 Q4,Angus,Unknown,Other/Unknown,0,NA,0,NA
2019/20 Q4,Argyll and Bute,All Ages,999 Emergency Services,50,76.9,3360,81
2019/20 Q4,Argyll and Bute,All Ages,GP,0,0,70,2
2019/20 Q4,Argyll and Bute,All Ages,Care Home,0,0,30,1
2019/20 Q4,Argyll and Bute,All Ages,Self Referral,15,23.1,515,12
2019/20 Q4,Argyll and Bute,All Ages,Other/Unknown,0,0,175,4
2019/20 Q4,Argyll and Bute,0-17 years,999 Emergency Services,0,NA,0,NA
2019/20 Q4,Argyll and Bute,0-17 years,GP,0,NA,0,NA
2019/20 Q4,Argyll and Bute,0-17 years,Care Home,0,NA,0,NA
2019/20 Q4,Argyll and Bute,0-17 years,Self Referral,0,NA,0,NA
2019/20 Q4,Argyll and Bute,0-17 years,Other/Unknown,0,NA,0,NA
2019/20 Q4,Argyll and Bute,18-64 years,999 Emergency Services,5,100,280,68
2019/20 Q4,Argyll and Bute,18-64 years,GP,0,0,10,2
2019/20 Q4,Argyll and Bute,18-64 years,Care Home,0,0,0,0
2019/20 Q4,Argyll and Bute,18-64 years,Self Referral,0,0,95,23
2019/20 Q4,Argyll and Bute,18-64 years,Other/Unknown,0,0,25,6
2019/20 Q4,Argyll and Bute,65-74 years,999 Emergency Services,10,100,405,81
2019/20 Q4,Argyll and Bute,65-74 years,GP,0,0,5,1
2019/20 Q4,Argyll and Bute,65-74 years,Care Home,0,0,5,1
2019/20 Q4,Argyll and Bute,65-74 years,Self Referral,0,0,60,12
2019/20 Q4,Argyll and Bute,65-74 years,Other/Unknown,0,0,25,5
2019/20 Q4,Argyll and Bute,75-84 years,999 Emergency Services,15,60,1120,83
2019/20 Q4,Argyll and Bute,75-84 years,GP,0,0,25,2
2019/20 Q4,Argyll and Bute,75-84 years,Care Home,0,0,10,1
2019/20 Q4,Argyll and Bute,75-84 years,Self Referral,10,40,150,11
2019/20 Q4,Argyll and Bute,75-84 years,Other/Unknown,0,0,45,3
2019/20 Q4,Argyll and Bute,85+ years,999 Emergency Services,20,80,1555,82
2019/20 Q4,Argyll and Bute,85+ years,GP,0,0,30,2
2019/20 Q4,Argyll and Bute,85+ years,Care Home,0,0,15,1
2019/20 Q4,Argyll and Bute,85+ years,Self Referral,5,20,210,11
2019/20 Q4,Argyll and Bute,85+ years,Other/Unknown,0,0,75,4
2019/20 Q4,Argyll and Bute,Unknown,999 Emergency Services,0,NA,0,NA
2019/20 Q4,Argyll and Bute,Unknown,GP,0,NA,0,NA
2019/20 Q4,Argyll and Bute,Unknown,Care Home,0,NA,0,NA
2019/20 Q4,Argyll and Bute,Unknown,Self Referral,0,NA,0,NA
2019/20 Q4,Argyll and Bute,Unknown,Other/Unknown,0,NA,0,NA
2019/20 Q4,City of Edinburgh,All Ages,999 Emergency Services,270,77.1,3360,81
2019/20 Q4,City of Edinburgh,All Ages,GP,5,1.4,70,2
2019/20 Q4,City of Edinburgh,All Ages,Care Home,0,0,30,1
2019/20 Q4,City of Edinburgh,All Ages,Self Referral,45,12.9,515,12
2019/20 Q4,City of Edinburgh,All Ages,Other/Unknown,30,8.6,175,4
2019/20 Q4,City of Edinburgh,0-17 years,999 Emergency Services,0,NA,0,NA
2019/20 Q4,City of Edinburgh,0-17 years,GP,0,NA,0,NA
2019/20 Q4,City of Edinburgh,0-17 years,Care Home,0,NA,0,NA
2019/20 Q4,City of Edinburgh,0-17 years,Self Referral,0,NA,0,NA
2019/20 Q4,City of Edinburgh,0-17 years,Other/Unknown,0,NA,0,NA
2019/20 Q4,City of Edinburgh,18-64 years,999 Emergency Services,30,75,280,68
2019/20 Q4,City of Edinburgh,18-64 years,GP,0,0,10,2
2019/20 Q4,City of Edinburgh,18-64 years,Care Home,0,0,0,0
2019/20 Q4,City of Edinburgh,18-64 years,Self Referral,5,12.5,95,23
2019/20 Q4,City of Edinburgh,18-64 years,Other/Unknown,5,12.5,25,6
2019/20 Q4,City of Edinburgh,65-74 years,999 Emergency Services,30,75,405,81
2019/20 Q4,City of Edinburgh,65-74 years,GP,0,0,5,1
2019/20 Q4,City of Edinburgh,65-74 years,Care Home,0,0,5,1
2019/20 Q4,City of Edinburgh,65-74 years,Self Referral,5,12.5,60,12
2019/20 Q4,City of Edinburgh,65-74 years,Other/Unknown,5,12.5,25,5
2019/20 Q4,City of Edinburgh,75-84 years,999 Emergency Services,85,85,1120,83
2019/20 Q4,City of Edinburgh,75-84 years,GP,0,0,25,2
2019/20 Q4,City of Edinburgh,75-84 years,Care Home,0,0,10,1
2019/20 Q4,City of Edinburgh,75-84 years,Self Referral,10,10,150,11
2019/20 Q4,City of Edinburgh,75-84 years,Other/Unknown,5,5,45,3
2019/20 Q4,City of Edinburgh,85+ years,999 Emergency Services,125,73.5,1555,82
2019/20 Q4,City of Edinburgh,85+ years,GP,5,2.9,30,2
2019/20 Q4,City of Edinburgh,85+ years,Care Home,0,0,15,1
2019/20 Q4,City of Edinburgh,85+ years,Self Referral,25,14.7,210,11
2019/20 Q4,City of Edinburgh,85+ years,Other/Unknown,15,8.8,75,4
2019/20 Q4,City of Edinburgh,Unknown,999 Emergency Services,0,NA,0,NA
2019/20 Q4,City of Edinburgh,Unknown,GP,0,NA,0,NA
2019/20 Q4,City of Edinburgh,Unknown,Care Home,0,NA,0,NA
2019/20 Q4,City of Edinburgh,Unknown,Self Referral,0,NA,0,NA
2019/20 Q4,City of Edinburgh,Unknown,Other/Unknown,0,NA,0,NA
2019/20 Q4,Clackmannanshire,All Ages,999 Emergency Services,25,83.3,3360,81
2019/20 Q4,Clackmannanshire,All Ages,GP,0,0,70,2
2019/20 Q4,Clackmannanshire,All Ages,Care Home,0,0,30,1
2019/20 Q4,Clackmannanshire,All Ages,Self Referral,5,16.7,515,12
2019/20 Q4,Clackmannanshire,All Ages,Other/Unknown,0,0,175,4
2019/20 Q4,Clackmannanshire,0-17 years,999 Emergency Services,0,NA,0,NA
2019/20 Q4,Clackmannanshire,0-17 years,GP,0,NA,0,NA
2019/20 Q4,Clackmannanshire,0-17 years,Care Home,0,NA,0,NA
2019/20 Q4,Clackmannanshire,0-17 years,Self Referral,0,NA,0,NA
2019/20 Q4,Clackmannanshire,0-17 years,Other/Unknown,0,NA,0,NA
2019/20 Q4,Clackmannanshire,18-64 years,999 Emergency Services,5,100,280,68
2019/20 Q4,Clackmannanshire,18-64 years,GP,0,0,10,2
2019/20 Q4,Clackmannanshire,18-64 years,Care Home,0,0,0,0
2019/20 Q4,Clackmannanshire,18-64 years,Self Referral,0,0,95,23
2019/20 Q4,Clackmannanshire,18-64 years,Other/Unknown,0,0,25,6
2019/20 Q4,Clackmannanshire,65-74 years,999 Emergency Services,5,100,405,81
2019/20 Q4,Clackmannanshire,65-74 years,GP,0,0,5,1
2019/20 Q4,Clackmannanshire,65-74 years,Care Home,0,0,5,1
2019/20 Q4,Clackmannanshire,65-74 years,Self Referral,0,0,60,12
2019/20 Q4,Clackmannanshire,65-74 years,Other/Unknown,0,0,25,5
2019/20 Q4,Clackmannanshire,75-84 years,999 Emergency Services,10,100,1120,83
2019/20 Q4,Clackmannanshire,75-84 years,GP,0,0,25,2
2019/20 Q4,Clackmannanshire,75-84 years,Care Home,0,0,10,1
2019/20 Q4,Clackmannanshire,75-84 years,Self Referral,0,0,150,11
2019/20 Q4,Clackmannanshire,75-84 years,Other/Unknown,0,0,45,3
2019/20 Q4,Clackmannanshire,85+ years,999 Emergency Services,10,100,1555,82
