financial_year,sending_location,service,age_group,measure,value,scotland_value
2019/20,Aberdeenshire,Receiving both Community Alarm and Telecare,75-84 years,Number of People,185,10835
2019/20,Aberdeenshire,Receiving both Community Alarm and Telecare,75-84 years,"Rate per 1,000 Population",11.6,31.984484499259057
2019/20,Aberdeenshire,Receiving both Community Alarm and Telecare,85+ years,Number of People,260,11395
2019/20,Aberdeenshire,Receiving both Community Alarm and Telecare,85+ years,"Rate per 1,000 Population",45.3,89.66298677284065
2019/20,Aberdeenshire,Receiving both Community Alarm and Telecare,Unknown,Number of People,0,0
2019/20,Aberdeenshire,Receiving both Community Alarm and Telecare,Unknown,"Rate per 1,000 Population",0,0
2019/20,Aberdeenshire,Total Receiving Community Alarms and/or Telecare,All Ages,Number of People,5335,117345
2019/20,Aberdeenshire,Total Receiving Community Alarms and/or Telecare,All Ages,"Rate per 1,000 Population",20.4,21.478776563615398
2019/20,Aberdeenshire,Total Receiving Community Alarms and/or Telecare,0-17 years,Number of People,0,505
2019/20,Aberdeenshire,Total Receiving Community Alarms and/or Telecare,0-17 years,"Rate per 1,000 Population",0,0.4906904841026
2019/20,Aberdeenshire,Total Receiving Community Alarms and/or Telecare,18-64 years,Number of People,560,15660
2019/20,Aberdeenshire,Total Receiving Community Alarms and/or Telecare,18-64 years,"Rate per 1,000 Population",3.6,4.619478565294973
2019/20,Aberdeenshire,Total Receiving Community Alarms and/or Telecare,65-74 years,Number of People,835,18395
2019/20,Aberdeenshire,Total Receiving Community Alarms and/or Telecare,65-74 years,"Rate per 1,000 Population",28.4,31.808749783849212
2019/20,Aberdeenshire,Total Receiving Community Alarms and/or Telecare,75-84 years,Number of People,1860,41110
2019/20,Aberdeenshire,Total Receiving Community Alarms and/or Telecare,75-84 years,"Rate per 1,000 Population",117.1,121.35506762939916
2019/20,Aberdeenshire,Total Receiving Community Alarms and/or Telecare,85+ years,Number of People,2080,41655
2019/20,Aberdeenshire,Total Receiving Community Alarms and/or Telecare,85+ years,"Rate per 1,000 Population",362.3,327.7675922793047
2019/20,Aberdeenshire,Total Receiving Community Alarms and/or Telecare,Unknown,Number of People,0,0
2019/20,Aberdeenshire,Total Receiving Community Alarms and/or Telecare,Unknown,"Rate per 1,000 Population",0,0
2019/20,Angus,Community Alarm Only,All Ages,Number of People,3530,71255
2019/20,Angus,Community Alarm Only,All Ages,"Rate per 1,000 Population",30.4,13.042483480680175
2019/20,Angus,Community Alarm Only,0-17 years,Number of People,0,125
2019/20,Angus,Community Alarm Only,0-17 years,"Rate per 1,000 Population",0,0.12145804061945545
2019/20,Angus,Community Alarm Only,18-64 years,Number of People,330,8175
2019/20,Angus,Community Alarm Only,18-64 years,"Rate per 1,000 Population",4.9,2.411509404296705
2019/20,Angus,Community Alarm Only,65-74 years,Number of People,515,11075
2019/20,Angus,Community Alarm Only,65-74 years,"Rate per 1,000 Population",33.8,19.150959709493343
2019/20,Angus,Community Alarm Only,75-84 years,Number of People,1310,25840
2019/20,Angus,Community Alarm Only,75-84 years,"Rate per 1,000 Population",145.1,76.27864139001883
2019/20,Angus,Community Alarm Only,85+ years,Number of People,1370,26025
2019/20,Angus,Community Alarm Only,85+ years,"Rate per 1,000 Population",389.1,204.78097681116085
2019/20,Angus,Community Alarm Only,Unknown,Number of People,0,0
2019/20,Angus,Community Alarm Only,Unknown,"Rate per 1,000 Population",0,0
2019/20,Angus,Telecare Only,All Ages,Number of People,30,13585
2019/20,Angus,Telecare Only,All Ages,"Rate per 1,000 Population",0.3,2.4865923526073983
2019/20,Angus,Telecare Only,0-17 years,Number of People,0,245
2019/20,Angus,Telecare Only,0-17 years,"Rate per 1,000 Population",0,0.23805775961413264
2019/20,Angus,Telecare Only,18-64 years,Number of People,15,2660
2019/20,Angus,Telecare Only,18-64 years,"Rate per 1,000 Population",0.2,0.7846623872084691
2019/20,Angus,Telecare Only,65-74 years,Number of People,5,2015
2019/20,Angus,Telecare Only,65-74 years,"Rate per 1,000 Population",0.3,3.484350683036486
2019/20,Angus,Telecare Only,75-84 years,Number of People,10,4430
2019/20,Angus,Telecare Only,75-84 years,"Rate per 1,000 Population",1.1,13.07718194109069
2019/20,Angus,Telecare Only,85+ years,Number of People,0,4235
2019/20,Angus,Telecare Only,85+ years,"Rate per 1,000 Population",0,33.32362869530322
2019/20,Angus,Telecare Only,Unknown,Number of People,0,0
2019/20,Angus,Telecare Only,Unknown,"Rate per 1,000 Population",0,0
2019/20,Angus,Receiving both Community Alarm and Telecare,All Ages,Number of People,445,32505
2019/20,Angus,Receiving both Community Alarm and Telecare,All Ages,"Rate per 1,000 Population",3.8,5.949700730327824
2019/20,Angus,Receiving both Community Alarm and Telecare,0-17 years,Number of People,0,140
2019/20,Angus,Receiving both Community Alarm and Telecare,0-17 years,"Rate per 1,000 Population",0,0.1360330054937901
2019/20,Angus,Receiving both Community Alarm and Telecare,18-64 years,Number of People,50,4825
2019/20,Angus,Receiving both Community Alarm and Telecare,18-64 years,"Rate per 1,000 Population",0.7,1.4233067737897984
2019/20,Angus,Receiving both Community Alarm and Telecare,65-74 years,Number of People,45,5305
2019/20,Angus,Receiving both Community Alarm and Telecare,65-74 years,"Rate per 1,000 Population",3,9.173439391319386
2019/20,Angus,Receiving both Community Alarm and Telecare,75-84 years,Number of People,150,10835
2019/20,Angus,Receiving both Community Alarm and Telecare,75-84 years,"Rate per 1,000 Population",16.6,31.984484499259057
2019/20,Angus,Receiving both Community Alarm and Telecare,85+ years,Number of People,195,11395
2019/20,Angus,Receiving both Community Alarm and Telecare,85+ years,"Rate per 1,000 Population",55.4,89.66298677284065
2019/20,Angus,Receiving both Community Alarm and Telecare,Unknown,Number of People,0,0
2019/20,Angus,Receiving both Community Alarm and Telecare,Unknown,"Rate per 1,000 Population",0,0
2019/20,Angus,Total Receiving Community Alarms and/or Telecare,All Ages,Number of People,4000,117345
2019/20,Angus,Total Receiving Community Alarms and/or Telecare,All Ages,"Rate per 1,000 Population",34.4,21.478776563615398
2019/20,Angus,Total Receiving Community Alarms and/or Telecare,0-17 years,Number of People,5,505
2019/20,Angus,Total Receiving Community Alarms and/or Telecare,0-17 years,"Rate per 1,000 Population",0.2,0.4906904841026
2019/20,Angus,Total Receiving Community Alarms and/or Telecare,18-64 years,Number of People,395,15660
2019/20,Angus,Total Receiving Community Alarms and/or Telecare,18-64 years,"Rate per 1,000 Population",5.9,4.619478565294973
2019/20,Angus,Total Receiving Community Alarms and/or Telecare,65-74 years,Number of People,565,18395
2019/20,Angus,Total Receiving Community Alarms and/or Telecare,65-74 years,"Rate per 1,000 Population",37.1,31.808749783849212
2019/20,Angus,Total Receiving Community Alarms and/or Telecare,75-84 years,Number of People,1470,41110
2019/20,Angus,Total Receiving Community Alarms and/or Telecare,75-84 years,"Rate per 1,000 Population",162.8,121.35506762939916
2019/20,Angus,Total Receiving Community Alarms and/or Telecare,85+ years,Number of People,1565,41655
2019/20,Angus,Total Receiving Community Alarms and/or Telecare,85+ years,"Rate per 1,000 Population",444.5,327.7675922793047
2019/20,Angus,Total Receiving Community Alarms and/or Telecare,Unknown,Number of People,0,0
2019/20,Angus,Total Receiving Community Alarms and/or Telecare,Unknown,"Rate per 1,000 Population",0,0
2019/20,Argyll and Bute,Community Alarm Only,All Ages,Number of People,1475,71255
2019/20,Argyll and Bute,Community Alarm Only,All Ages,"Rate per 1,000 Population",17.2,13.042483480680175
2019/20,Argyll and Bute,Community Alarm Only,0-17 years,Number of People,0,125
2019/20,Argyll and Bute,Community Alarm Only,0-17 years,"Rate per 1,000 Population",0,0.12145804061945545
2019/20,Argyll and Bute,Community Alarm Only,18-64 years,Number of People,140,8175
2019/20,Argyll and Bute,Community Alarm Only,18-64 years,"Rate per 1,000 Population",2.9,2.411509404296705
2019/20,Argyll and Bute,Community Alarm Only,65-74 years,Number of People,190,11075
2019/20,Argyll and Bute,Community Alarm Only,65-74 years,"Rate per 1,000 Population",15.4,19.150959709493343
2019/20,Argyll and Bute,Community Alarm Only,75-84 years,Number of People,550,25840
2019/20,Argyll and Bute,Community Alarm Only,75-84 years,"Rate per 1,000 Population",74.6,76.27864139001883
2019/20,Argyll and Bute,Community Alarm Only,85+ years,Number of People,595,26025
2019/20,Argyll and Bute,Community Alarm Only,85+ years,"Rate per 1,000 Population",234.1,204.78097681116085
2019/20,Argyll and Bute,Community Alarm Only,Unknown,Number of People,0,0
2019/20,Argyll and Bute,Community Alarm Only,Unknown,"Rate per 1,000 Population",0,0
2019/20,Argyll and Bute,Telecare Only,All Ages,Number of People,0,13585
2019/20,Argyll and Bute,Telecare Only,All Ages,"Rate per 1,000 Population",0,2.4865923526073983
2019/20,Argyll and Bute,Telecare Only,0-17 years,Number of People,0,245
2019/20,Argyll and Bute,Telecare Only,0-17 years,"Rate per 1,000 Population",0,0.23805775961413264
2019/20,Argyll and Bute,Telecare Only,18-64 years,Number of People,0,2660
2019/20,Argyll and Bute,Telecare Only,18-64 years,"Rate per 1,000 Population",0,0.7846623872084691
2019/20,Argyll and Bute,Telecare Only,65-74 years,Number of People,0,2015
2019/20,Argyll and Bute,Telecare Only,65-74 years,"Rate per 1,000 Population",0,3.484350683036486
2019/20,Argyll and Bute,Telecare Only,75-84 years,Number of People,0,4430
2019/20,Argyll and Bute,Telecare Only,75-84 years,"Rate per 1,000 Population",0,13.07718194109069
2019/20,Argyll and Bute,Telecare Only,85+ years,Number of People,0,4235
2019/20,Argyll and Bute,Telecare Only,85+ years,"Rate per 1,000 Population",0,33.32362869530322
2019/20,Argyll and Bute,Telecare Only,Unknown,Number of People,0,0
2019/20,Argyll and Bute,Telecare Only,Unknown,"Rate per 1,000 Population",0,0
2019/20,Argyll and Bute,Receiving both Community Alarm and Telecare,All Ages,Number of People,1260,32505
2019/20,Argyll and Bute,Receiving both Community Alarm and Telecare,All Ages,"Rate per 1,000 Population",14.7,5.949700730327824
2019/20,Argyll and Bute,Receiving both Community Alarm and Telecare,0-17 years,Number of People,5,140
2019/20,Argyll and Bute,Receiving both Community Alarm and Telecare,0-17 years,"Rate per 1,000 Population",0.3,0.1360330054937901
2019/20,Argyll and Bute,Receiving both Community Alarm and Telecare,18-64 years,Number of People,160,4825
2019/20,Argyll and Bute,Receiving both Community Alarm and Telecare,18-64 years,"Rate per 1,000 Population",3.3,1.4233067737897984
2019/20,Argyll and Bute,Receiving both Community Alarm and Telecare,65-74 years,Number of People,140,5305
2019/20,Argyll and Bute,Receiving both Community Alarm and Telecare,65-74 years,"Rate per 1,000 Population",11.4,9.173439391319386
2019/20,Argyll and Bute,Receiving both Community Alarm and Telecare,75-84 years,Number of People,425,10835
2019/20,Argyll and Bute,Receiving both Community Alarm and Telecare,75-84 years,"Rate per 1,000 Population",57.7,31.984484499259057
2019/20,Argyll and Bute,Receiving both Community Alarm and Telecare,85+ years,Number of People,530,11395
2019/20,Argyll and Bute,Receiving both Community Alarm and Telecare,85+ years,"Rate per 1,000 Population",208.5,89.66298677284065
2019/20,Argyll and Bute,Receiving both Community Alarm and Telecare,Unknown,Number of People,0,0
2019/20,Argyll and Bute,Receiving both Community Alarm and Telecare,Unknown,"Rate per 1,000 Population",0,0
2019/20,Argyll and Bute,Total Receiving Community Alarms and/or Telecare,All Ages,Number of People,2735,117345
2019/20,Argyll and Bute,Total Receiving Community Alarms and/or Telecare,All Ages,"Rate per 1,000 Population",31.9,21.478776563615398
2019/20,Argyll and Bute,Total Receiving Community Alarms and/or Telecare,0-17 years,Number of People,5,505
2019/20,Argyll and Bute,Total Receiving Community Alarms and/or Telecare,0-17 years,"Rate per 1,000 Population",0.3,0.4906904841026
2019/20,Argyll and Bute,Total Receiving Community Alarms and/or Telecare,18-64 years,Number of People,300,15660
2019/20,Argyll and Bute,Total Receiving Community Alarms and/or Telecare,18-64 years,"Rate per 1,000 Population",6.1,4.619478565294973
2019/20,Argyll and Bute,Total Receiving Community Alarms and/or Telecare,65-74 years,Number of People,330,18395
2019/20,Argyll and Bute,Total Receiving Community Alarms and/or Telecare,65-74 years,"Rate per 1,000 Population",26.8,31.808749783849212
2019/20,Argyll and Bute,Total Receiving Community Alarms and/or Telecare,75-84 years,Number of People,980,41110
2019/20,Argyll and Bute,Total Receiving Community Alarms and/or Telecare,75-84 years,"Rate per 1,000 Population",133,121.35506762939916
2019/20,Argyll and Bute,Total Receiving Community Alarms and/or Telecare,85+ years,Number of People,1125,41655
2019/20,Argyll and Bute,Total Receiving Community Alarms and/or Telecare,85+ years,"Rate per 1,000 Population",442.6,327.7675922793047
2019/20,Argyll and Bute,Total Receiving Community Alarms and/or Telecare,Unknown,Number of People,0,0
2019/20,Argyll and Bute,Total Receiving Community Alarms and/or Telecare,Unknown,"Rate per 1,000 Population",0,0
2019/20,City of Edinburgh,Community Alarm Only,All Ages,Number of People,6825,71255
2019/20,City of Edinburgh,Community Alarm Only,All Ages,"Rate per 1,000 Population",13,13.042483480680175
2019/20,City of Edinburgh,Community Alarm Only,0-17 years,Number of People,90,125
2019/20,City of Edinburgh,Community Alarm Only,0-17 years,"Rate per 1,000 Population",1,0.12145804061945545
2019/20,City of Edinburgh,Community Alarm Only,18-64 years,Number of People,945,8175
2019/20,City of Edinburgh,Community Alarm Only,18-64 years,"Rate per 1,000 Population",2.6,2.411509404296705
2019/20,City of Edinburgh,Community Alarm Only,65-74 years,Number of People,815,11075
2019/20,City of Edinburgh,Community Alarm Only,65-74 years,"Rate per 1,000 Population",19,19.150959709493343
2019/20,City of Edinburgh,Community Alarm Only,75-84 years,Number of People,1975,25840
2019/20,City of Edinburgh,Community Alarm Only,75-84 years,"Rate per 1,000 Population",78.9,76.27864139001883
2019/20,City of Edinburgh,Community Alarm Only,85+ years,Number of People,2995,26025
2019/20,City of Edinburgh,Community Alarm Only,85+ years,"Rate per 1,000 Population",262,204.78097681116085
2019/20,City of Edinburgh,Community Alarm Only,Unknown,Number of People,0,0
2019/20,City of Edinburgh,Community Alarm Only,Unknown,"Rate per 1,000 Population",0,0
2019/20,City of Edinburgh,Telecare Only,All Ages,Number of People,0,13585
2019/20,City of Edinburgh,Telecare Only,All Ages,"Rate per 1,000 Population",0,2.4865923526073983
2019/20,City of Edinburgh,Telecare Only,0-17 years,Number of People,0,245
2019/20,City of Edinburgh,Telecare Only,0-17 years,"Rate per 1,000 Population",0,0.23805775961413264
2019/20,City of Edinburgh,Telecare Only,18-64 years,Number of People,0,2660
2019/20,City of Edinburgh,Telecare Only,18-64 years,"Rate per 1,000 Population",0,0.7846623872084691
2019/20,City of Edinburgh,Telecare Only,65-74 years,Number of People,0,2015
2019/20,City of Edinburgh,Telecare Only,65-74 years,"Rate per 1,000 Population",0,3.484350683036486
2019/20,City of Edinburgh,Telecare Only,75-84 years,Number of People,0,4430
2019/20,City of Edinburgh,Telecare Only,75-84 years,"Rate per 1,000 Population",0,13.07718194109069
