financial_year,sending_location,service,age_group,living_alone_status,percentage,nclient
2020/21,East Renfrewshire,Total Receiving Community Alarms and/or Telecare,65-74 years,Not Living Alone,29.9,115
2020/21,East Renfrewshire,Total Receiving Community Alarms and/or Telecare,65-74 years,Living Alone,20.8,80
2020/21,East Renfrewshire,Total Receiving Community Alarms and/or Telecare,65-74 years,Not Known,49.4,190
2020/21,East Renfrewshire,Total Receiving Community Alarms and/or Telecare,75-84 years,Not Living Alone,21.7,230
2020/21,East Renfrewshire,Total Receiving Community Alarms and/or Telecare,75-84 years,Living Alone,25.5,270
2020/21,East Renfrewshire,Total Receiving Community Alarms and/or Telecare,75-84 years,Not Known,52.8,560
2020/21,East Renfrewshire,Total Receiving Community Alarms and/or Telecare,85+ years,Not Living Alone,18.4,260
2020/21,East Renfrewshire,Total Receiving Community Alarms and/or Telecare,85+ years,Living Alone,33.9,480
2020/21,East Renfrewshire,Total Receiving Community Alarms and/or Telecare,85+ years,Not Known,47.7,675
2021/22,East Renfrewshire,Community Alarm Only,All Ages,Not Living Alone,NA,0
2021/22,East Renfrewshire,Community Alarm Only,All Ages,Living Alone,NA,0
2021/22,East Renfrewshire,Community Alarm Only,All Ages,Not Known,NA,0
2021/22,East Renfrewshire,Community Alarm Only,0-17 years,Not Living Alone,NA,0
2021/22,East Renfrewshire,Community Alarm Only,0-17 years,Not Known,NA,0
2021/22,East Renfrewshire,Community Alarm Only,18-64 years,Not Living Alone,NA,0
2021/22,East Renfrewshire,Community Alarm Only,18-64 years,Living Alone,NA,0
2021/22,East Renfrewshire,Community Alarm Only,18-64 years,Not Known,NA,0
2021/22,East Renfrewshire,Community Alarm Only,65-74 years,Not Living Alone,NA,0
2021/22,East Renfrewshire,Community Alarm Only,65-74 years,Living Alone,NA,0
2021/22,East Renfrewshire,Community Alarm Only,65-74 years,Not Known,NA,0
2021/22,East Renfrewshire,Community Alarm Only,75-84 years,Not Living Alone,NA,0
2021/22,East Renfrewshire,Community Alarm Only,75-84 years,Living Alone,NA,0
2021/22,East Renfrewshire,Community Alarm Only,75-84 years,Not Known,NA,0
2021/22,East Renfrewshire,Community Alarm Only,85+ years,Not Living Alone,NA,0
2021/22,East Renfrewshire,Community Alarm Only,85+ years,Living Alone,NA,0
2021/22,East Renfrewshire,Community Alarm Only,85+ years,Not Known,NA,0
2021/22,East Renfrewshire,Receiving both Community Alarm and Telecare,All Ages,Not Living Alone,NA,0
2021/22,East Renfrewshire,Receiving both Community Alarm and Telecare,All Ages,Living Alone,NA,0
2021/22,East Renfrewshire,Receiving both Community Alarm and Telecare,All Ages,Not Known,NA,0
2021/22,East Renfrewshire,Receiving both Community Alarm and Telecare,0-17 years,Not Living Alone,NA,0
2021/22,East Renfrewshire,Receiving both Community Alarm and Telecare,0-17 years,Not Known,NA,0
2021/22,East Renfrewshire,Receiving both Community Alarm and Telecare,18-64 years,Not Living Alone,NA,0
2021/22,East Renfrewshire,Receiving both Community Alarm and Telecare,18-64 years,Living Alone,NA,0
2021/22,East Renfrewshire,Receiving both Community Alarm and Telecare,18-64 years,Not Known,NA,0
2021/22,East Renfrewshire,Receiving both Community Alarm and Telecare,65-74 years,Not Living Alone,NA,0
2021/22,East Renfrewshire,Receiving both Community Alarm and Telecare,65-74 years,Living Alone,NA,0
2021/22,East Renfrewshire,Receiving both Community Alarm and Telecare,65-74 years,Not Known,NA,0
2021/22,East Renfrewshire,Receiving both Community Alarm and Telecare,75-84 years,Not Living Alone,NA,0
2021/22,East Renfrewshire,Receiving both Community Alarm and Telecare,75-84 years,Living Alone,NA,0
2021/22,East Renfrewshire,Receiving both Community Alarm and Telecare,75-84 years,Not Known,NA,0
2021/22,East Renfrewshire,Receiving both Community Alarm and Telecare,85+ years,Not Living Alone,NA,0
2021/22,East Renfrewshire,Receiving both Community Alarm and Telecare,85+ years,Living Alone,NA,0
2021/22,East Renfrewshire,Receiving both Community Alarm and Telecare,85+ years,Not Known,NA,0
2021/22,East Renfrewshire,Telecare Only,All Ages,Not Living Alone,28.7,975
2021/22,East Renfrewshire,Telecare Only,All Ages,Living Alone,36.5,1240
2021/22,East Renfrewshire,Telecare Only,All Ages,Not Known,34.8,1180
2021/22,East Renfrewshire,Telecare Only,0-17 years,Not Living Alone,16.7,5
2021/22,East Renfrewshire,Telecare Only,0-17 years,Not Known,83.3,25
2021/22,East Renfrewshire,Telecare Only,18-64 years,Not Living Alone,36.9,120
2021/22,East Renfrewshire,Telecare Only,18-64 years,Living Alone,20,65
2021/22,East Renfrewshire,Telecare Only,18-64 years,Not Known,43.1,140
2021/22,East Renfrewshire,Telecare Only,65-74 years,Not Living Alone,34.5,145
2021/22,East Renfrewshire,Telecare Only,65-74 years,Living Alone,27.4,115
2021/22,East Renfrewshire,Telecare Only,65-74 years,Not Known,38.1,160
2021/22,East Renfrewshire,Telecare Only,75-84 years,Not Living Alone,33,370
2021/22,East Renfrewshire,Telecare Only,75-84 years,Living Alone,34.4,385
2021/22,East Renfrewshire,Telecare Only,75-84 years,Not Known,32.6,365
2021/22,East Renfrewshire,Telecare Only,85+ years,Not Living Alone,22.2,335
2021/22,East Renfrewshire,Telecare Only,85+ years,Living Alone,45,680
2021/22,East Renfrewshire,Telecare Only,85+ years,Not Known,32.8,495
2021/22,East Renfrewshire,Total Receiving Community Alarms and/or Telecare,All Ages,Not Living Alone,28.7,975
2021/22,East Renfrewshire,Total Receiving Community Alarms and/or Telecare,All Ages,Living Alone,36.5,1240
2021/22,East Renfrewshire,Total Receiving Community Alarms and/or Telecare,All Ages,Not Known,34.8,1180
2021/22,East Renfrewshire,Total Receiving Community Alarms and/or Telecare,0-17 years,Not Living Alone,16.7,5
2021/22,East Renfrewshire,Total Receiving Community Alarms and/or Telecare,0-17 years,Not Known,83.3,25
2021/22,East Renfrewshire,Total Receiving Community Alarms and/or Telecare,18-64 years,Not Living Alone,36.9,120
2021/22,East Renfrewshire,Total Receiving Community Alarms and/or Telecare,18-64 years,Living Alone,20,65
2021/22,East Renfrewshire,Total Receiving Community Alarms and/or Telecare,18-64 years,Not Known,43.1,140
2021/22,East Renfrewshire,Total Receiving Community Alarms and/or Telecare,65-74 years,Not Living Alone,34.5,145
2021/22,East Renfrewshire,Total Receiving Community Alarms and/or Telecare,65-74 years,Living Alone,27.4,115
2021/22,East Renfrewshire,Total Receiving Community Alarms and/or Telecare,65-74 years,Not Known,38.1,160
2021/22,East Renfrewshire,Total Receiving Community Alarms and/or Telecare,75-84 years,Not Living Alone,33,370
2021/22,East Renfrewshire,Total Receiving Community Alarms and/or Telecare,75-84 years,Living Alone,34.4,385
2021/22,East Renfrewshire,Total Receiving Community Alarms and/or Telecare,75-84 years,Not Known,32.6,365
2021/22,East Renfrewshire,Total Receiving Community Alarms and/or Telecare,85+ years,Not Living Alone,22.2,335
2021/22,East Renfrewshire,Total Receiving Community Alarms and/or Telecare,85+ years,Living Alone,45,680
2021/22,East Renfrewshire,Total Receiving Community Alarms and/or Telecare,85+ years,Not Known,32.8,495
2018/19,Falkirk,Community Alarm Only,All Ages,Living Alone,42.6,1940
2018/19,Falkirk,Community Alarm Only,All Ages,Not Living Alone,37.7,1715
2018/19,Falkirk,Community Alarm Only,All Ages,Unknown,19.8,900
2018/19,Falkirk,Community Alarm Only,All Ages,Not Recorded,0,0
2018/19,Falkirk,Community Alarm Only,0-17 years,Living Alone,0,0
2018/19,Falkirk,Community Alarm Only,0-17 years,Not Living Alone,0,0
2018/19,Falkirk,Community Alarm Only,0-17 years,Unknown,100,5
2018/19,Falkirk,Community Alarm Only,0-17 years,Not Recorded,0,0
2018/19,Falkirk,Community Alarm Only,18-64 years,Living Alone,33.3,175
2018/19,Falkirk,Community Alarm Only,18-64 years,Not Living Alone,51.4,270
2018/19,Falkirk,Community Alarm Only,18-64 years,Unknown,15.2,80
2018/19,Falkirk,Community Alarm Only,18-64 years,Not Recorded,0,0
2018/19,Falkirk,Community Alarm Only,65-74 years,Living Alone,33.1,255
2018/19,Falkirk,Community Alarm Only,65-74 years,Not Living Alone,46.1,355
2018/19,Falkirk,Community Alarm Only,65-74 years,Unknown,20.8,160
2018/19,Falkirk,Community Alarm Only,65-74 years,Not Recorded,0,0
2018/19,Falkirk,Community Alarm Only,75-84 years,Living Alone,39.1,665
2018/19,Falkirk,Community Alarm Only,75-84 years,Not Living Alone,38.2,650
2018/19,Falkirk,Community Alarm Only,75-84 years,Unknown,22.6,385
2018/19,Falkirk,Community Alarm Only,75-84 years,Not Recorded,0,0
2018/19,Falkirk,Community Alarm Only,85+ years,Living Alone,54.2,840
2018/19,Falkirk,Community Alarm Only,85+ years,Not Living Alone,28.4,440
2018/19,Falkirk,Community Alarm Only,85+ years,Unknown,17.4,270
2018/19,Falkirk,Community Alarm Only,85+ years,Not Recorded,0,0
2018/19,Falkirk,Receiving both Community Alarm and Telecare,All Ages,Living Alone,46.9,75
2018/19,Falkirk,Receiving both Community Alarm and Telecare,All Ages,Not Living Alone,43.8,70
2018/19,Falkirk,Receiving both Community Alarm and Telecare,All Ages,Unknown,9.4,15
2018/19,Falkirk,Receiving both Community Alarm and Telecare,All Ages,Not Recorded,0,0
2018/19,Falkirk,Receiving both Community Alarm and Telecare,0-17 years,Living Alone,0,0
2018/19,Falkirk,Receiving both Community Alarm and Telecare,0-17 years,Not Living Alone,0,0
2018/19,Falkirk,Receiving both Community Alarm and Telecare,0-17 years,Unknown,0,0
2018/19,Falkirk,Receiving both Community Alarm and Telecare,0-17 years,Not Recorded,0,0
2018/19,Falkirk,Receiving both Community Alarm and Telecare,18-64 years,Living Alone,33.3,15
2018/19,Falkirk,Receiving both Community Alarm and Telecare,18-64 years,Not Living Alone,55.6,25
2018/19,Falkirk,Receiving both Community Alarm and Telecare,18-64 years,Unknown,11.1,5
2018/19,Falkirk,Receiving both Community Alarm and Telecare,18-64 years,Not Recorded,0,0
2018/19,Falkirk,Receiving both Community Alarm and Telecare,65-74 years,Living Alone,25,5
2018/19,Falkirk,Receiving both Community Alarm and Telecare,65-74 years,Not Living Alone,50,10
2018/19,Falkirk,Receiving both Community Alarm and Telecare,65-74 years,Unknown,25,5
2018/19,Falkirk,Receiving both Community Alarm and Telecare,65-74 years,Not Recorded,0,0
2018/19,Falkirk,Receiving both Community Alarm and Telecare,75-84 years,Living Alone,37.5,15
2018/19,Falkirk,Receiving both Community Alarm and Telecare,75-84 years,Not Living Alone,50,20
2018/19,Falkirk,Receiving both Community Alarm and Telecare,75-84 years,Unknown,12.5,5
2018/19,Falkirk,Receiving both Community Alarm and Telecare,75-84 years,Not Recorded,0,0
2018/19,Falkirk,Receiving both Community Alarm and Telecare,85+ years,Living Alone,63.6,35
2018/19,Falkirk,Receiving both Community Alarm and Telecare,85+ years,Not Living Alone,36.4,20
2018/19,Falkirk,Receiving both Community Alarm and Telecare,85+ years,Unknown,0,0
2018/19,Falkirk,Receiving both Community Alarm and Telecare,85+ years,Not Recorded,0,0
2018/19,Falkirk,Telecare Only,All Ages,Living Alone,25,5
2018/19,Falkirk,Telecare Only,All Ages,Not Living Alone,75,15
2018/19,Falkirk,Telecare Only,All Ages,Unknown,0,0
2018/19,Falkirk,Telecare Only,All Ages,Not Recorded,0,0
2018/19,Falkirk,Telecare Only,0-17 years,Living Alone,0,0
2018/19,Falkirk,Telecare Only,0-17 years,Not Living Alone,0,0
2018/19,Falkirk,Telecare Only,0-17 years,Unknown,0,0
2018/19,Falkirk,Telecare Only,0-17 years,Not Recorded,0,0
2018/19,Falkirk,Telecare Only,18-64 years,Living Alone,0,0
2018/19,Falkirk,Telecare Only,18-64 years,Not Living Alone,0,0
2018/19,Falkirk,Telecare Only,18-64 years,Unknown,0,0
2018/19,Falkirk,Telecare Only,18-64 years,Not Recorded,0,0
2018/19,Falkirk,Telecare Only,65-74 years,Living Alone,0,0
2018/19,Falkirk,Telecare Only,65-74 years,Not Living Alone,0,0
2018/19,Falkirk,Telecare Only,65-74 years,Unknown,0,0
2018/19,Falkirk,Telecare Only,65-74 years,Not Recorded,0,0
2018/19,Falkirk,Telecare Only,75-84 years,Living Alone,0,0
2018/19,Falkirk,Telecare Only,75-84 years,Not Living Alone,100,5
2018/19,Falkirk,Telecare Only,75-84 years,Unknown,0,0
2018/19,Falkirk,Telecare Only,75-84 years,Not Recorded,0,0
2018/19,Falkirk,Telecare Only,85+ years,Living Alone,0,0
2018/19,Falkirk,Telecare Only,85+ years,Not Living Alone,100,5
2018/19,Falkirk,Telecare Only,85+ years,Unknown,0,0
2018/19,Falkirk,Telecare Only,85+ years,Not Recorded,0,0
2018/19,Falkirk,Total Receiving Community Alarms and/or Telecare,All Ages,Living Alone,42.7,2020
2018/19,Falkirk,Total Receiving Community Alarms and/or Telecare,All Ages,Not Living Alone,38,1800
2018/19,Falkirk,Total Receiving Community Alarms and/or Telecare,All Ages,Unknown,19.3,915
2018/19,Falkirk,Total Receiving Community Alarms and/or Telecare,All Ages,Not Recorded,0,0
2018/19,Falkirk,Total Receiving Community Alarms and/or Telecare,0-17 years,Living Alone,0,0
2018/19,Falkirk,Total Receiving Community Alarms and/or Telecare,0-17 years,Not Living Alone,0,0
2018/19,Falkirk,Total Receiving Community Alarms and/or Telecare,0-17 years,Unknown,100,5
2018/19,Falkirk,Total Receiving Community Alarms and/or Telecare,0-17 years,Not Recorded,0,0
2018/19,Falkirk,Total Receiving Community Alarms and/or Telecare,18-64 years,Living Alone,33.3,190
2018/19,Falkirk,Total Receiving Community Alarms and/or Telecare,18-64 years,Not Living Alone,51.8,295
2018/19,Falkirk,Total Receiving Community Alarms and/or Telecare,18-64 years,Unknown,14.9,85
2018/19,Falkirk,Total Receiving Community Alarms and/or Telecare,18-64 years,Not Recorded,0,0
2018/19,Falkirk,Total Receiving Community Alarms and/or Telecare,65-74 years,Living Alone,33.1,260
2018/19,Falkirk,Total Receiving Community Alarms and/or Telecare,65-74 years,Not Living Alone,46.5,365
2018/19,Falkirk,Total Receiving Community Alarms and/or Telecare,65-74 years,Unknown,20.4,160
2018/19,Falkirk,Total Receiving Community Alarms and/or Telecare,65-74 years,Not Recorded,0,0
2018/19,Falkirk,Total Receiving Community Alarms and/or Telecare,75-84 years,Living Alone,39.3,685
2018/19,Falkirk,Total Receiving Community Alarms and/or Telecare,75-84 years,Not Living Alone,38.4,670
2018/19,Falkirk,Total Receiving Community Alarms and/or Telecare,75-84 years,Unknown,22.3,390
2018/19,Falkirk,Total Receiving Community Alarms and/or Telecare,75-84 years,Not Recorded,0,0
2018/19,Falkirk,Total Receiving Community Alarms and/or Telecare,85+ years,Living Alone,54.5,880
2018/19,Falkirk,Total Receiving Community Alarms and/or Telecare,85+ years,Not Living Alone,28.8,465
2018/19,Falkirk,Total Receiving Community Alarms and/or Telecare,85+ years,Unknown,16.7,270
2018/19,Falkirk,Total Receiving Community Alarms and/or Telecare,85+ years,Not Recorded,0,0
2019/20,Falkirk,Community Alarm Only,All Ages,Living Alone,39.5,1765
2019/20,Falkirk,Community Alarm Only,All Ages,Not Living Alone,37.8,1690
2019/20,Falkirk,Community Alarm Only,All Ages,Unknown,22.7,1015
2019/20,Falkirk,Community Alarm Only,All Ages,Not Recorded,0,0
2019/20,Falkirk,Community Alarm Only,0-17 years,Living Alone,0,0
2019/20,Falkirk,Community Alarm Only,0-17 years,Not Living Alone,0,0
2019/20,Falkirk,Community Alarm Only,0-17 years,Unknown,100,5
2019/20,Falkirk,Community Alarm Only,0-17 years,Not Recorded,0,0
2019/20,Falkirk,Community Alarm Only,18-64 years,Living Alone,32.3,160
2019/20,Falkirk,Community Alarm Only,18-64 years,Not Living Alone,50.5,250
2019/20,Falkirk,Community Alarm Only,18-64 years,Unknown,17.2,85
2019/20,Falkirk,Community Alarm Only,18-64 years,Not Recorded,0,0
2019/20,Falkirk,Community Alarm Only,65-74 years,Living Alone,33.8,250
2019/20,Falkirk,Community Alarm Only,65-74 years,Not Living Alone,43.9,325
2019/20,Falkirk,Community Alarm Only,65-74 years,Unknown,22.3,165
2019/20,Falkirk,Community Alarm Only,65-74 years,Not Recorded,0,0
2019/20,Falkirk,Community Alarm Only,75-84 years,Living Alone,35.9,610
2019/20,Falkirk,Community Alarm Only,75-84 years,Not Living Alone,37.1,630
2019/20,Falkirk,Community Alarm Only,75-84 years,Unknown,27.1,460
2019/20,Falkirk,Community Alarm Only,75-84 years,Not Recorded,0,0
2019/20,Falkirk,Community Alarm Only,85+ years,Living Alone,48.7,745
2019/20,Falkirk,Community Alarm Only,85+ years,Not Living Alone,31.7,485
2019/20,Falkirk,Community Alarm Only,85+ years,Unknown,19.6,300
2019/20,Falkirk,Community Alarm Only,85+ years,Not Recorded,0,0
2019/20,Falkirk,Receiving both Community Alarm and Telecare,All Ages,Living Alone,53.9,240
2019/20,Falkirk,Receiving both Community Alarm and Telecare,All Ages,Not Living Alone,34.8,155
2019/20,Falkirk,Receiving both Community Alarm and Telecare,All Ages,Unknown,11.2,50
2019/20,Falkirk,Receiving both Community Alarm and Telecare,All Ages,Not Recorded,0,0
2019/20,Falkirk,Receiving both Community Alarm and Telecare,0-17 years,Living Alone,0,0
2019/20,Falkirk,Receiving both Community Alarm and Telecare,0-17 years,Not Living Alone,0,0
2019/20,Falkirk,Receiving both Community Alarm and Telecare,0-17 years,Unknown,0,0
2019/20,Falkirk,Receiving both Community Alarm and Telecare,0-17 years,Not Recorded,0,0
2019/20,Falkirk,Receiving both Community Alarm and Telecare,18-64 years,Living Alone,40,30
2019/20,Falkirk,Receiving both Community Alarm and Telecare,18-64 years,Not Living Alone,46.7,35
2019/20,Falkirk,Receiving both Community Alarm and Telecare,18-64 years,Unknown,13.3,10
2019/20,Falkirk,Receiving both Community Alarm and Telecare,18-64 years,Not Recorded,0,0
2019/20,Falkirk,Receiving both Community Alarm and Telecare,65-74 years,Living Alone,50,25
2019/20,Falkirk,Receiving both Community Alarm and Telecare,65-74 years,Not Living Alone,30,15
