financial_year,sending_location,service,age_group,measure,value
2019/20,Aberdeenshire,Receiving both Community Alarm and Telecare,All Ages,Number of People,585
2019/20,Aberdeenshire,Receiving both Community Alarm and Telecare,18-64 years,"Rate per 1,000 Population",0.5
2019/20,Aberdeenshire,Receiving both Community Alarm and Telecare,18-64 years,Number of People,75
2019/20,Aberdeenshire,Receiving both Community Alarm and Telecare,65-74 years,"Rate per 1,000 Population",2.4
2019/20,Aberdeenshire,Receiving both Community Alarm and Telecare,65-74 years,Number of People,70
2019/20,Aberdeenshire,Receiving both Community Alarm and Telecare,75-84 years,"Rate per 1,000 Population",11.6
2019/20,Aberdeenshire,Receiving both Community Alarm and Telecare,75-84 years,Number of People,185
2019/20,Aberdeenshire,Receiving both Community Alarm and Telecare,85+ years,"Rate per 1,000 Population",45.3
2019/20,Aberdeenshire,Receiving both Community Alarm and Telecare,85+ years,Number of People,260
2019/20,Aberdeenshire,Total Receiving Community Alarms and/or Telecare,All Ages,"Rate per 1,000 Population",20.4
2019/20,Aberdeenshire,Total Receiving Community Alarms and/or Telecare,All Ages,Number of People,5335
2019/20,Aberdeenshire,Total Receiving Community Alarms and/or Telecare,18-64 years,"Rate per 1,000 Population",3.6
2019/20,Aberdeenshire,Total Receiving Community Alarms and/or Telecare,18-64 years,Number of People,560
2019/20,Aberdeenshire,Total Receiving Community Alarms and/or Telecare,65-74 years,"Rate per 1,000 Population",28.4
2019/20,Aberdeenshire,Total Receiving Community Alarms and/or Telecare,65-74 years,Number of People,835
2019/20,Aberdeenshire,Total Receiving Community Alarms and/or Telecare,75-84 years,"Rate per 1,000 Population",117.1
2019/20,Aberdeenshire,Total Receiving Community Alarms and/or Telecare,75-84 years,Number of People,1860
2019/20,Aberdeenshire,Total Receiving Community Alarms and/or Telecare,85+ years,"Rate per 1,000 Population",362.3
2019/20,Aberdeenshire,Total Receiving Community Alarms and/or Telecare,85+ years,Number of People,2080
2019/20,Angus,Community Alarm Only,All Ages,"Rate per 1,000 Population",30.4
2019/20,Angus,Community Alarm Only,All Ages,Number of People,3530
2019/20,Angus,Community Alarm Only,0-17 years,"Rate per 1,000 Population",0
2019/20,Angus,Community Alarm Only,0-17 years,Number of People,0
2019/20,Angus,Community Alarm Only,18-64 years,"Rate per 1,000 Population",4.9
2019/20,Angus,Community Alarm Only,18-64 years,Number of People,330
2019/20,Angus,Community Alarm Only,65-74 years,"Rate per 1,000 Population",33.8
2019/20,Angus,Community Alarm Only,65-74 years,Number of People,515
2019/20,Angus,Community Alarm Only,75-84 years,"Rate per 1,000 Population",145.1
2019/20,Angus,Community Alarm Only,75-84 years,Number of People,1310
2019/20,Angus,Community Alarm Only,85+ years,"Rate per 1,000 Population",389.1
2019/20,Angus,Community Alarm Only,85+ years,Number of People,1370
2019/20,Angus,Telecare Only,All Ages,"Rate per 1,000 Population",0.3
2019/20,Angus,Telecare Only,All Ages,Number of People,30
2019/20,Angus,Telecare Only,0-17 years,"Rate per 1,000 Population",0
2019/20,Angus,Telecare Only,0-17 years,Number of People,0
2019/20,Angus,Telecare Only,18-64 years,"Rate per 1,000 Population",0.2
2019/20,Angus,Telecare Only,18-64 years,Number of People,15
2019/20,Angus,Telecare Only,65-74 years,"Rate per 1,000 Population",0.3
2019/20,Angus,Telecare Only,65-74 years,Number of People,5
2019/20,Angus,Telecare Only,75-84 years,"Rate per 1,000 Population",1.1
2019/20,Angus,Telecare Only,75-84 years,Number of People,10
2019/20,Angus,Telecare Only,85+ years,"Rate per 1,000 Population",0
2019/20,Angus,Telecare Only,85+ years,Number of People,0
2019/20,Angus,Receiving both Community Alarm and Telecare,All Ages,"Rate per 1,000 Population",3.8
2019/20,Angus,Receiving both Community Alarm and Telecare,All Ages,Number of People,445
2019/20,Angus,Receiving both Community Alarm and Telecare,0-17 years,"Rate per 1,000 Population",0
2019/20,Angus,Receiving both Community Alarm and Telecare,0-17 years,Number of People,0
2019/20,Angus,Receiving both Community Alarm and Telecare,18-64 years,"Rate per 1,000 Population",0.7
2019/20,Angus,Receiving both Community Alarm and Telecare,18-64 years,Number of People,50
2019/20,Angus,Receiving both Community Alarm and Telecare,65-74 years,"Rate per 1,000 Population",3
2019/20,Angus,Receiving both Community Alarm and Telecare,65-74 years,Number of People,45
2019/20,Angus,Receiving both Community Alarm and Telecare,75-84 years,"Rate per 1,000 Population",16.6
2019/20,Angus,Receiving both Community Alarm and Telecare,75-84 years,Number of People,150
2019/20,Angus,Receiving both Community Alarm and Telecare,85+ years,"Rate per 1,000 Population",55.4
2019/20,Angus,Receiving both Community Alarm and Telecare,85+ years,Number of People,195
2019/20,Angus,Total Receiving Community Alarms and/or Telecare,All Ages,"Rate per 1,000 Population",34.4
2019/20,Angus,Total Receiving Community Alarms and/or Telecare,All Ages,Number of People,4000
2019/20,Angus,Total Receiving Community Alarms and/or Telecare,0-17 years,"Rate per 1,000 Population",0.2
2019/20,Angus,Total Receiving Community Alarms and/or Telecare,0-17 years,Number of People,5
2019/20,Angus,Total Receiving Community Alarms and/or Telecare,18-64 years,"Rate per 1,000 Population",5.9
2019/20,Angus,Total Receiving Community Alarms and/or Telecare,18-64 years,Number of People,395
2019/20,Angus,Total Receiving Community Alarms and/or Telecare,65-74 years,"Rate per 1,000 Population",37.1
2019/20,Angus,Total Receiving Community Alarms and/or Telecare,65-74 years,Number of People,565
2019/20,Angus,Total Receiving Community Alarms and/or Telecare,75-84 years,"Rate per 1,000 Population",162.8
2019/20,Angus,Total Receiving Community Alarms and/or Telecare,75-84 years,Number of People,1470
2019/20,Angus,Total Receiving Community Alarms and/or Telecare,85+ years,"Rate per 1,000 Population",444.5
2019/20,Angus,Total Receiving Community Alarms and/or Telecare,85+ years,Number of People,1565
2019/20,Argyll and Bute,Community Alarm Only,All Ages,"Rate per 1,000 Population",17.2
2019/20,Argyll and Bute,Community Alarm Only,All Ages,Number of People,1475
2019/20,Argyll and Bute,Community Alarm Only,0-17 years,"Rate per 1,000 Population",0
2019/20,Argyll and Bute,Community Alarm Only,0-17 years,Number of People,0
2019/20,Argyll and Bute,Community Alarm Only,18-64 years,"Rate per 1,000 Population",2.9
2019/20,Argyll and Bute,Community Alarm Only,18-64 years,Number of People,140
2019/20,Argyll and Bute,Community Alarm Only,65-74 years,"Rate per 1,000 Population",15.4
2019/20,Argyll and Bute,Community Alarm Only,65-74 years,Number of People,190
2019/20,Argyll and Bute,Community Alarm Only,75-84 years,"Rate per 1,000 Population",74.6
2019/20,Argyll and Bute,Community Alarm Only,75-84 years,Number of People,550
2019/20,Argyll and Bute,Community Alarm Only,85+ years,"Rate per 1,000 Population",234.1
2019/20,Argyll and Bute,Community Alarm Only,85+ years,Number of People,595
2019/20,Argyll and Bute,Telecare Only,All Ages,"Rate per 1,000 Population",0
2019/20,Argyll and Bute,Telecare Only,All Ages,Number of People,0
2019/20,Argyll and Bute,Telecare Only,0-17 years,"Rate per 1,000 Population",0
2019/20,Argyll and Bute,Telecare Only,0-17 years,Number of People,0
2019/20,Argyll and Bute,Telecare Only,18-64 years,"Rate per 1,000 Population",0
2019/20,Argyll and Bute,Telecare Only,18-64 years,Number of People,0
2019/20,Argyll and Bute,Telecare Only,65-74 years,"Rate per 1,000 Population",0
2019/20,Argyll and Bute,Telecare Only,65-74 years,Number of People,0
2019/20,Argyll and Bute,Telecare Only,75-84 years,"Rate per 1,000 Population",0
2019/20,Argyll and Bute,Telecare Only,75-84 years,Number of People,0
2019/20,Argyll and Bute,Telecare Only,85+ years,"Rate per 1,000 Population",0
2019/20,Argyll and Bute,Telecare Only,85+ years,Number of People,0
2019/20,Argyll and Bute,Receiving both Community Alarm and Telecare,All Ages,"Rate per 1,000 Population",14.7
2019/20,Argyll and Bute,Receiving both Community Alarm and Telecare,All Ages,Number of People,1260
2019/20,Argyll and Bute,Receiving both Community Alarm and Telecare,0-17 years,"Rate per 1,000 Population",0.3
2019/20,Argyll and Bute,Receiving both Community Alarm and Telecare,0-17 years,Number of People,5
2019/20,Argyll and Bute,Receiving both Community Alarm and Telecare,18-64 years,"Rate per 1,000 Population",3.3
2019/20,Argyll and Bute,Receiving both Community Alarm and Telecare,18-64 years,Number of People,160
2019/20,Argyll and Bute,Receiving both Community Alarm and Telecare,65-74 years,"Rate per 1,000 Population",11.4
2019/20,Argyll and Bute,Receiving both Community Alarm and Telecare,65-74 years,Number of People,140
2019/20,Argyll and Bute,Receiving both Community Alarm and Telecare,75-84 years,"Rate per 1,000 Population",57.7
2019/20,Argyll and Bute,Receiving both Community Alarm and Telecare,75-84 years,Number of People,425
2019/20,Argyll and Bute,Receiving both Community Alarm and Telecare,85+ years,"Rate per 1,000 Population",208.5
2019/20,Argyll and Bute,Receiving both Community Alarm and Telecare,85+ years,Number of People,530
2019/20,Argyll and Bute,Total Receiving Community Alarms and/or Telecare,All Ages,"Rate per 1,000 Population",31.9
2019/20,Argyll and Bute,Total Receiving Community Alarms and/or Telecare,All Ages,Number of People,2735
2019/20,Argyll and Bute,Total Receiving Community Alarms and/or Telecare,0-17 years,"Rate per 1,000 Population",0.3
2019/20,Argyll and Bute,Total Receiving Community Alarms and/or Telecare,0-17 years,Number of People,5
2019/20,Argyll and Bute,Total Receiving Community Alarms and/or Telecare,18-64 years,"Rate per 1,000 Population",6.1
2019/20,Argyll and Bute,Total Receiving Community Alarms and/or Telecare,18-64 years,Number of People,300
2019/20,Argyll and Bute,Total Receiving Community Alarms and/or Telecare,65-74 years,"Rate per 1,000 Population",26.8
2019/20,Argyll and Bute,Total Receiving Community Alarms and/or Telecare,65-74 years,Number of People,330
2019/20,Argyll and Bute,Total Receiving Community Alarms and/or Telecare,75-84 years,"Rate per 1,000 Population",133
2019/20,Argyll and Bute,Total Receiving Community Alarms and/or Telecare,75-84 years,Number of People,980
2019/20,Argyll and Bute,Total Receiving Community Alarms and/or Telecare,85+ years,"Rate per 1,000 Population",442.6
2019/20,Argyll and Bute,Total Receiving Community Alarms and/or Telecare,85+ years,Number of People,1125
2019/20,City of Edinburgh,Community Alarm Only,All Ages,"Rate per 1,000 Population",13
2019/20,City of Edinburgh,Community Alarm Only,All Ages,Number of People,6825
2019/20,City of Edinburgh,Community Alarm Only,0-17 years,"Rate per 1,000 Population",1
2019/20,City of Edinburgh,Community Alarm Only,0-17 years,Number of People,90
2019/20,City of Edinburgh,Community Alarm Only,18-64 years,"Rate per 1,000 Population",2.6
2019/20,City of Edinburgh,Community Alarm Only,18-64 years,Number of People,945
2019/20,City of Edinburgh,Community Alarm Only,65-74 years,"Rate per 1,000 Population",19
2019/20,City of Edinburgh,Community Alarm Only,65-74 years,Number of People,815
2019/20,City of Edinburgh,Community Alarm Only,75-84 years,"Rate per 1,000 Population",78.9
2019/20,City of Edinburgh,Community Alarm Only,75-84 years,Number of People,1975
2019/20,City of Edinburgh,Community Alarm Only,85+ years,"Rate per 1,000 Population",262
2019/20,City of Edinburgh,Community Alarm Only,85+ years,Number of People,2995
2019/20,City of Edinburgh,Community Alarm Only,Unknown,"Rate per 1,000 Population",NA
2019/20,City of Edinburgh,Community Alarm Only,Unknown,Number of People,5
2019/20,City of Edinburgh,Telecare Only,All Ages,"Rate per 1,000 Population",0
2019/20,City of Edinburgh,Telecare Only,All Ages,Number of People,0
2019/20,City of Edinburgh,Telecare Only,0-17 years,"Rate per 1,000 Population",0
2019/20,City of Edinburgh,Telecare Only,0-17 years,Number of People,0
2019/20,City of Edinburgh,Telecare Only,18-64 years,"Rate per 1,000 Population",0
2019/20,City of Edinburgh,Telecare Only,18-64 years,Number of People,0
2019/20,City of Edinburgh,Telecare Only,65-74 years,"Rate per 1,000 Population",0
2019/20,City of Edinburgh,Telecare Only,65-74 years,Number of People,0
2019/20,City of Edinburgh,Telecare Only,75-84 years,"Rate per 1,000 Population",0
2019/20,City of Edinburgh,Telecare Only,75-84 years,Number of People,0
2019/20,City of Edinburgh,Telecare Only,85+ years,"Rate per 1,000 Population",0
2019/20,City of Edinburgh,Telecare Only,85+ years,Number of People,0
2019/20,City of Edinburgh,Telecare Only,Unknown,"Rate per 1,000 Population",0
2019/20,City of Edinburgh,Telecare Only,Unknown,Number of People,0
2019/20,City of Edinburgh,Receiving both Community Alarm and Telecare,All Ages,"Rate per 1,000 Population",5.9
2019/20,City of Edinburgh,Receiving both Community Alarm and Telecare,All Ages,Number of People,3090
2019/20,City of Edinburgh,Receiving both Community Alarm and Telecare,0-17 years,"Rate per 1,000 Population",0.1
2019/20,City of Edinburgh,Receiving both Community Alarm and Telecare,0-17 years,Number of People,10
2019/20,City of Edinburgh,Receiving both Community Alarm and Telecare,18-64 years,"Rate per 1,000 Population",2.3
2019/20,City of Edinburgh,Receiving both Community Alarm and Telecare,18-64 years,Number of People,825
2019/20,City of Edinburgh,Receiving both Community Alarm and Telecare,65-74 years,"Rate per 1,000 Population",20.2
2019/20,City of Edinburgh,Receiving both Community Alarm and Telecare,65-74 years,Number of People,865
2019/20,City of Edinburgh,Receiving both Community Alarm and Telecare,75-84 years,"Rate per 1,000 Population",30.9
2019/20,City of Edinburgh,Receiving both Community Alarm and Telecare,75-84 years,Number of People,775
2019/20,City of Edinburgh,Receiving both Community Alarm and Telecare,85+ years,"Rate per 1,000 Population",53.8
2019/20,City of Edinburgh,Receiving both Community Alarm and Telecare,85+ years,Number of People,615
2019/20,City of Edinburgh,Receiving both Community Alarm and Telecare,Unknown,"Rate per 1,000 Population",0
2019/20,City of Edinburgh,Receiving both Community Alarm and Telecare,Unknown,Number of People,0
2019/20,City of Edinburgh,Total Receiving Community Alarms and/or Telecare,All Ages,"Rate per 1,000 Population",18.9
2019/20,City of Edinburgh,Total Receiving Community Alarms and/or Telecare,All Ages,Number of People,9915
2019/20,City of Edinburgh,Total Receiving Community Alarms and/or Telecare,0-17 years,"Rate per 1,000 Population",1.1
2019/20,City of Edinburgh,Total Receiving Community Alarms and/or Telecare,0-17 years,Number of People,100
2019/20,City of Edinburgh,Total Receiving Community Alarms and/or Telecare,18-64 years,"Rate per 1,000 Population",4.9
2019/20,City of Edinburgh,Total Receiving Community Alarms and/or Telecare,18-64 years,Number of People,1770
2019/20,City of Edinburgh,Total Receiving Community Alarms and/or Telecare,65-74 years,"Rate per 1,000 Population",39.3
2019/20,City of Edinburgh,Total Receiving Community Alarms and/or Telecare,65-74 years,Number of People,1685
2019/20,City of Edinburgh,Total Receiving Community Alarms and/or Telecare,75-84 years,"Rate per 1,000 Population",109.8
2019/20,City of Edinburgh,Total Receiving Community Alarms and/or Telecare,75-84 years,Number of People,2750
2019/20,City of Edinburgh,Total Receiving Community Alarms and/or Telecare,85+ years,"Rate per 1,000 Population",315.8
