financial_quarter,sending_location,age_group,deprivation,simd_percentage,nclient
2019/20 Q1,Moray,All Ages,5 (Least Deprived),14.5,165
2019/20 Q1,Moray,All Ages,Unknown,4.4,50
2019/20 Q1,Moray,0-17 years,1 (Most Deprived),NA,0
2019/20 Q1,Moray,0-17 years,2,NA,0
2019/20 Q1,Moray,0-17 years,3,NA,0
2019/20 Q1,Moray,0-17 years,4,NA,0
2019/20 Q1,Moray,0-17 years,5 (Least Deprived),NA,0
2019/20 Q1,Moray,0-17 years,Unknown,NA,0
2019/20 Q1,Moray,18-64 years,1 (Most Deprived),33.3,60
2019/20 Q1,Moray,18-64 years,2,25,45
2019/20 Q1,Moray,18-64 years,3,11.1,20
2019/20 Q1,Moray,18-64 years,4,25,45
2019/20 Q1,Moray,18-64 years,5 (Least Deprived),5.6,10
2019/20 Q1,Moray,18-64 years,Unknown,0,0
2019/20 Q1,Moray,65-74 years,1 (Most Deprived),25,40
2019/20 Q1,Moray,65-74 years,2,21.9,35
2019/20 Q1,Moray,65-74 years,3,15.6,25
2019/20 Q1,Moray,65-74 years,4,21.9,35
2019/20 Q1,Moray,65-74 years,5 (Least Deprived),9.4,15
2019/20 Q1,Moray,65-74 years,Unknown,6.2,10
2019/20 Q1,Moray,75-84 years,1 (Most Deprived),22.7,75
2019/20 Q1,Moray,75-84 years,2,21.2,70
2019/20 Q1,Moray,75-84 years,3,13.6,45
2019/20 Q1,Moray,75-84 years,4,21.2,70
2019/20 Q1,Moray,75-84 years,5 (Least Deprived),16.7,55
2019/20 Q1,Moray,75-84 years,Unknown,4.5,15
2019/20 Q1,Moray,85+ years,1 (Most Deprived),16.1,75
2019/20 Q1,Moray,85+ years,2,23.7,110
2019/20 Q1,Moray,85+ years,3,20.4,95
2019/20 Q1,Moray,85+ years,4,16.1,75
2019/20 Q1,Moray,85+ years,5 (Least Deprived),18.3,85
2019/20 Q1,Moray,85+ years,Unknown,5.4,25
2019/20 Q1,Moray,Unknown,1 (Most Deprived),NA,0
2019/20 Q1,Moray,Unknown,2,NA,0
2019/20 Q1,Moray,Unknown,3,NA,0
2019/20 Q1,Moray,Unknown,4,NA,0
2019/20 Q1,Moray,Unknown,5 (Least Deprived),NA,0
2019/20 Q1,Moray,Unknown,Unknown,NA,0
2019/20 Q1,North Ayrshire,All Ages,1 (Most Deprived),27.7,745
2019/20 Q1,North Ayrshire,All Ages,2,15.2,410
2019/20 Q1,North Ayrshire,All Ages,3,21.7,585
2019/20 Q1,North Ayrshire,All Ages,4,20.6,555
2019/20 Q1,North Ayrshire,All Ages,5 (Least Deprived),14.5,390
2019/20 Q1,North Ayrshire,All Ages,Unknown,0.2,5
2019/20 Q1,North Ayrshire,0-17 years,1 (Most Deprived),NA,0
2019/20 Q1,North Ayrshire,0-17 years,2,NA,0
2019/20 Q1,North Ayrshire,0-17 years,3,NA,0
2019/20 Q1,North Ayrshire,0-17 years,4,NA,0
2019/20 Q1,North Ayrshire,0-17 years,5 (Least Deprived),NA,0
2019/20 Q1,North Ayrshire,0-17 years,Unknown,NA,0
2019/20 Q1,North Ayrshire,18-64 years,1 (Most Deprived),39.3,220
2019/20 Q1,North Ayrshire,18-64 years,2,16.1,90
2019/20 Q1,North Ayrshire,18-64 years,3,25,140
2019/20 Q1,North Ayrshire,18-64 years,4,12.5,70
2019/20 Q1,North Ayrshire,18-64 years,5 (Least Deprived),7.1,40
2019/20 Q1,North Ayrshire,18-64 years,Unknown,0,0
2019/20 Q1,North Ayrshire,65-74 years,1 (Most Deprived),32.9,140
2019/20 Q1,North Ayrshire,65-74 years,2,16.5,70
2019/20 Q1,North Ayrshire,65-74 years,3,21.2,90
2019/20 Q1,North Ayrshire,65-74 years,4,17.6,75
2019/20 Q1,North Ayrshire,65-74 years,5 (Least Deprived),11.8,50
2019/20 Q1,North Ayrshire,65-74 years,Unknown,0,0
2019/20 Q1,North Ayrshire,75-84 years,1 (Most Deprived),24.7,205
2019/20 Q1,North Ayrshire,75-84 years,2,16.3,135
2019/20 Q1,North Ayrshire,75-84 years,3,21.1,175
2019/20 Q1,North Ayrshire,75-84 years,4,24.1,200
2019/20 Q1,North Ayrshire,75-84 years,5 (Least Deprived),13.9,115
2019/20 Q1,North Ayrshire,75-84 years,Unknown,0,0
2019/20 Q1,North Ayrshire,85+ years,1 (Most Deprived),20.1,175
2019/20 Q1,North Ayrshire,85+ years,2,13.2,115
2019/20 Q1,North Ayrshire,85+ years,3,20.7,180
2019/20 Q1,North Ayrshire,85+ years,4,24.1,210
2019/20 Q1,North Ayrshire,85+ years,5 (Least Deprived),21.3,185
2019/20 Q1,North Ayrshire,85+ years,Unknown,0.6,5
2019/20 Q1,North Ayrshire,Unknown,1 (Most Deprived),NA,0
2019/20 Q1,North Ayrshire,Unknown,2,NA,0
2019/20 Q1,North Ayrshire,Unknown,3,NA,0
2019/20 Q1,North Ayrshire,Unknown,4,NA,0
2019/20 Q1,North Ayrshire,Unknown,5 (Least Deprived),NA,0
2019/20 Q1,North Ayrshire,Unknown,Unknown,NA,0
2019/20 Q1,North Lanarkshire,All Ages,1 (Most Deprived),26.2,1060
2019/20 Q1,North Lanarkshire,All Ages,2,24.3,985
2019/20 Q1,North Lanarkshire,All Ages,3,20.4,825
2019/20 Q1,North Lanarkshire,All Ages,4,17.9,725
2019/20 Q1,North Lanarkshire,All Ages,5 (Least Deprived),11.1,450
2019/20 Q1,North Lanarkshire,All Ages,Unknown,0.1,5
2019/20 Q1,North Lanarkshire,0-17 years,1 (Most Deprived),50,10
2019/20 Q1,North Lanarkshire,0-17 years,2,25,5
2019/20 Q1,North Lanarkshire,0-17 years,3,25,5
2019/20 Q1,North Lanarkshire,0-17 years,4,0,0
2019/20 Q1,North Lanarkshire,0-17 years,5 (Least Deprived),0,0
2019/20 Q1,North Lanarkshire,0-17 years,Unknown,0,0
2019/20 Q1,North Lanarkshire,18-64 years,1 (Most Deprived),30.1,125
2019/20 Q1,North Lanarkshire,18-64 years,2,30.1,125
2019/20 Q1,North Lanarkshire,18-64 years,3,21.7,90
2019/20 Q1,North Lanarkshire,18-64 years,4,12,50
2019/20 Q1,North Lanarkshire,18-64 years,5 (Least Deprived),6,25
2019/20 Q1,North Lanarkshire,18-64 years,Unknown,0,0
2019/20 Q1,North Lanarkshire,65-74 years,1 (Most Deprived),31.2,215
2019/20 Q1,North Lanarkshire,65-74 years,2,23.9,165
2019/20 Q1,North Lanarkshire,65-74 years,3,18.8,130
2019/20 Q1,North Lanarkshire,65-74 years,4,16.7,115
2019/20 Q1,North Lanarkshire,65-74 years,5 (Least Deprived),9.4,65
2019/20 Q1,North Lanarkshire,65-74 years,Unknown,0,0
2019/20 Q1,North Lanarkshire,75-84 years,1 (Most Deprived),25.9,375
2019/20 Q1,North Lanarkshire,75-84 years,2,22.8,330
2019/20 Q1,North Lanarkshire,75-84 years,3,20.3,295
2019/20 Q1,North Lanarkshire,75-84 years,4,18.6,270
2019/20 Q1,North Lanarkshire,75-84 years,5 (Least Deprived),12.4,180
2019/20 Q1,North Lanarkshire,75-84 years,Unknown,0,0
2019/20 Q1,North Lanarkshire,85+ years,1 (Most Deprived),22.9,340
2019/20 Q1,North Lanarkshire,85+ years,2,24.6,365
2019/20 Q1,North Lanarkshire,85+ years,3,20.5,305
2019/20 Q1,North Lanarkshire,85+ years,4,19.5,290
2019/20 Q1,North Lanarkshire,85+ years,5 (Least Deprived),12.1,180
2019/20 Q1,North Lanarkshire,85+ years,Unknown,0.3,5
2019/20 Q1,North Lanarkshire,Unknown,1 (Most Deprived),NA,0
2019/20 Q1,North Lanarkshire,Unknown,2,NA,0
2019/20 Q1,North Lanarkshire,Unknown,3,NA,0
2019/20 Q1,North Lanarkshire,Unknown,4,NA,0
2019/20 Q1,North Lanarkshire,Unknown,5 (Least Deprived),NA,0
2019/20 Q1,North Lanarkshire,Unknown,Unknown,NA,0
2019/20 Q1,Orkney Islands,All Ages,1 (Most Deprived),31.7,65
2019/20 Q1,Orkney Islands,All Ages,2,14.6,30
2019/20 Q1,Orkney Islands,All Ages,3,17.1,35
2019/20 Q1,Orkney Islands,All Ages,4,19.5,40
2019/20 Q1,Orkney Islands,All Ages,5 (Least Deprived),17.1,35
2019/20 Q1,Orkney Islands,All Ages,Unknown,0,0
2019/20 Q1,Orkney Islands,0-17 years,1 (Most Deprived),NA,0
2019/20 Q1,Orkney Islands,0-17 years,2,NA,0
2019/20 Q1,Orkney Islands,0-17 years,3,NA,0
2019/20 Q1,Orkney Islands,0-17 years,4,NA,0
2019/20 Q1,Orkney Islands,0-17 years,5 (Least Deprived),NA,0
2019/20 Q1,Orkney Islands,0-17 years,Unknown,NA,0
2019/20 Q1,Orkney Islands,18-64 years,1 (Most Deprived),25,5
2019/20 Q1,Orkney Islands,18-64 years,2,25,5
2019/20 Q1,Orkney Islands,18-64 years,3,0,0
2019/20 Q1,Orkney Islands,18-64 years,4,25,5
2019/20 Q1,Orkney Islands,18-64 years,5 (Least Deprived),25,5
2019/20 Q1,Orkney Islands,18-64 years,Unknown,0,0
2019/20 Q1,Orkney Islands,65-74 years,1 (Most Deprived),33.3,10
2019/20 Q1,Orkney Islands,65-74 years,2,16.7,5
2019/20 Q1,Orkney Islands,65-74 years,3,16.7,5
2019/20 Q1,Orkney Islands,65-74 years,4,16.7,5
2019/20 Q1,Orkney Islands,65-74 years,5 (Least Deprived),16.7,5
2019/20 Q1,Orkney Islands,65-74 years,Unknown,0,0
2019/20 Q1,Orkney Islands,75-84 years,1 (Most Deprived),30.8,20
2019/20 Q1,Orkney Islands,75-84 years,2,15.4,10
2019/20 Q1,Orkney Islands,75-84 years,3,15.4,10
2019/20 Q1,Orkney Islands,75-84 years,4,23.1,15
2019/20 Q1,Orkney Islands,75-84 years,5 (Least Deprived),15.4,10
2019/20 Q1,Orkney Islands,75-84 years,Unknown,0,0
2019/20 Q1,Orkney Islands,85+ years,1 (Most Deprived),36.8,35
2019/20 Q1,Orkney Islands,85+ years,2,10.5,10
2019/20 Q1,Orkney Islands,85+ years,3,21.1,20
2019/20 Q1,Orkney Islands,85+ years,4,15.8,15
2019/20 Q1,Orkney Islands,85+ years,5 (Least Deprived),15.8,15
2019/20 Q1,Orkney Islands,85+ years,Unknown,0,0
2019/20 Q1,Orkney Islands,Unknown,1 (Most Deprived),NA,0
2019/20 Q1,Orkney Islands,Unknown,2,NA,0
2019/20 Q1,Orkney Islands,Unknown,3,NA,0
2019/20 Q1,Orkney Islands,Unknown,4,NA,0
2019/20 Q1,Orkney Islands,Unknown,5 (Least Deprived),NA,0
2019/20 Q1,Orkney Islands,Unknown,Unknown,NA,0
2019/20 Q1,Perth and Kinross,All Ages,1 (Most Deprived),21.3,415
2019/20 Q1,Perth and Kinross,All Ages,2,21.3,415
2019/20 Q1,Perth and Kinross,All Ages,3,20.6,400
2019/20 Q1,Perth and Kinross,All Ages,4,16.7,325
2019/20 Q1,Perth and Kinross,All Ages,5 (Least Deprived),19.8,385
2019/20 Q1,Perth and Kinross,All Ages,Unknown,0.3,5
2019/20 Q1,Perth and Kinross,0-17 years,1 (Most Deprived),NA,0
2019/20 Q1,Perth and Kinross,0-17 years,2,NA,0
2019/20 Q1,Perth and Kinross,0-17 years,3,NA,0
2019/20 Q1,Perth and Kinross,0-17 years,4,NA,0
2019/20 Q1,Perth and Kinross,0-17 years,5 (Least Deprived),NA,0
2019/20 Q1,Perth and Kinross,0-17 years,Unknown,NA,0
2019/20 Q1,Perth and Kinross,18-64 years,1 (Most Deprived),29.1,80
2019/20 Q1,Perth and Kinross,18-64 years,2,27.3,75
2019/20 Q1,Perth and Kinross,18-64 years,3,16.4,45
2019/20 Q1,Perth and Kinross,18-64 years,4,12.7,35
2019/20 Q1,Perth and Kinross,18-64 years,5 (Least Deprived),14.5,40
2019/20 Q1,Perth and Kinross,18-64 years,Unknown,0,0
2019/20 Q1,Perth and Kinross,65-74 years,1 (Most Deprived),30.8,80
2019/20 Q1,Perth and Kinross,65-74 years,2,17.3,45
2019/20 Q1,Perth and Kinross,65-74 years,3,23.1,60
2019/20 Q1,Perth and Kinross,65-74 years,4,17.3,45
2019/20 Q1,Perth and Kinross,65-74 years,5 (Least Deprived),11.5,30
2019/20 Q1,Perth and Kinross,65-74 years,Unknown,0,0
2019/20 Q1,Perth and Kinross,75-84 years,1 (Most Deprived),19.1,105
2019/20 Q1,Perth and Kinross,75-84 years,2,21.8,120
2019/20 Q1,Perth and Kinross,75-84 years,3,20.9,115
2019/20 Q1,Perth and Kinross,75-84 years,4,19.1,105
2019/20 Q1,Perth and Kinross,75-84 years,5 (Least Deprived),19.1,105
2019/20 Q1,Perth and Kinross,75-84 years,Unknown,0,0
2019/20 Q1,Perth and Kinross,85+ years,1 (Most Deprived),17.3,150
2019/20 Q1,Perth and Kinross,85+ years,2,20.8,180
2019/20 Q1,Perth and Kinross,85+ years,3,20.2,175
2019/20 Q1,Perth and Kinross,85+ years,4,16.2,140
2019/20 Q1,Perth and Kinross,85+ years,5 (Least Deprived),24.9,215
2019/20 Q1,Perth and Kinross,85+ years,Unknown,0.6,5
2019/20 Q1,Perth and Kinross,Unknown,1 (Most Deprived),NA,0
2019/20 Q1,Perth and Kinross,Unknown,2,NA,0
2019/20 Q1,Perth and Kinross,Unknown,3,NA,0
2019/20 Q1,Perth and Kinross,Unknown,4,NA,0
2019/20 Q1,Perth and Kinross,Unknown,5 (Least Deprived),NA,0
2019/20 Q1,Perth and Kinross,Unknown,Unknown,NA,0
2019/20 Q1,Renfrewshire,All Ages,1 (Most Deprived),26.8,630
2019/20 Q1,Renfrewshire,All Ages,2,24,565
2019/20 Q1,Renfrewshire,All Ages,3,26.2,615
2019/20 Q1,Renfrewshire,All Ages,4,12.6,295
2019/20 Q1,Renfrewshire,All Ages,5 (Least Deprived),10.4,245
2019/20 Q1,Renfrewshire,All Ages,Unknown,0,0
2019/20 Q1,Renfrewshire,0-17 years,1 (Most Deprived),0,0
2019/20 Q1,Renfrewshire,0-17 years,2,100,5
2019/20 Q1,Renfrewshire,0-17 years,3,0,0
2019/20 Q1,Renfrewshire,0-17 years,4,0,0
2019/20 Q1,Renfrewshire,0-17 years,5 (Least Deprived),0,0
2019/20 Q1,Renfrewshire,0-17 years,Unknown,0,0
2019/20 Q1,Renfrewshire,18-64 years,1 (Most Deprived),40.2,215
2019/20 Q1,Renfrewshire,18-64 years,2,22.4,120
2019/20 Q1,Renfrewshire,18-64 years,3,21.5,115
2019/20 Q1,Renfrewshire,18-64 years,4,11.2,60
2019/20 Q1,Renfrewshire,18-64 years,5 (Least Deprived),4.7,25
2019/20 Q1,Renfrewshire,18-64 years,Unknown,0,0
2019/20 Q1,Renfrewshire,65-74 years,1 (Most Deprived),28.8,105
2019/20 Q1,Renfrewshire,65-74 years,2,21.9,80
2019/20 Q1,Renfrewshire,65-74 years,3,26,95
2019/20 Q1,Renfrewshire,65-74 years,4,11,40
2019/20 Q1,Renfrewshire,65-74 years,5 (Least Deprived),12.3,45
2019/20 Q1,Renfrewshire,65-74 years,Unknown,0,0
2019/20 Q1,Renfrewshire,75-84 years,1 (Most Deprived),23.2,165
2019/20 Q1,Renfrewshire,75-84 years,2,28.2,200
2019/20 Q1,Renfrewshire,75-84 years,3,26.1,185
2019/20 Q1,Renfrewshire,75-84 years,4,12,85
2019/20 Q1,Renfrewshire,75-84 years,5 (Least Deprived),10.6,75
2019/20 Q1,Renfrewshire,75-84 years,Unknown,0,0
2019/20 Q1,Renfrewshire,85+ years,1 (Most Deprived),19.5,145
2019/20 Q1,Renfrewshire,85+ years,2,22.1,165
2019/20 Q1,Renfrewshire,85+ years,3,30.2,225
2019/20 Q1,Renfrewshire,85+ years,4,14.8,110
2019/20 Q1,Renfrewshire,85+ years,5 (Least Deprived),13.4,100
2019/20 Q1,Renfrewshire,85+ years,Unknown,0,0
2019/20 Q1,Renfrewshire,Unknown,1 (Most Deprived),NA,0
2019/20 Q1,Renfrewshire,Unknown,2,NA,0
2019/20 Q1,Renfrewshire,Unknown,3,NA,0
2019/20 Q1,Renfrewshire,Unknown,4,NA,0
2019/20 Q1,Renfrewshire,Unknown,5 (Least Deprived),NA,0
2019/20 Q1,Renfrewshire,Unknown,Unknown,NA,0
2019/20 Q1,Scottish Borders,All Ages,1 (Most Deprived),26.2,390
2019/20 Q1,Scottish Borders,All Ages,2,21.5,320
2019/20 Q1,Scottish Borders,All Ages,3,18.5,275
2019/20 Q1,Scottish Borders,All Ages,4,16.8,250
2019/20 Q1,Scottish Borders,All Ages,5 (Least Deprived),15.8,235
2019/20 Q1,Scottish Borders,All Ages,Unknown,1.3,20
2019/20 Q1,Scottish Borders,0-17 years,1 (Most Deprived),NA,0
2019/20 Q1,Scottish Borders,0-17 years,2,NA,0
2019/20 Q1,Scottish Borders,0-17 years,3,NA,0
2019/20 Q1,Scottish Borders,0-17 years,4,NA,0
2019/20 Q1,Scottish Borders,0-17 years,5 (Least Deprived),NA,0
2019/20 Q1,Scottish Borders,0-17 years,Unknown,NA,0
2019/20 Q1,Scottish Borders,18-64 years,1 (Most Deprived),32.1,45
2019/20 Q1,Scottish Borders,18-64 years,2,21.4,30
2019/20 Q1,Scottish Borders,18-64 years,3,21.4,30
2019/20 Q1,Scottish Borders,18-64 years,4,10.7,15
2019/20 Q1,Scottish Borders,18-64 years,5 (Least Deprived),10.7,15
2019/20 Q1,Scottish Borders,18-64 years,Unknown,3.6,5
2019/20 Q1,Scottish Borders,65-74 years,1 (Most Deprived),32.4,55
2019/20 Q1,Scottish Borders,65-74 years,2,23.5,40
2019/20 Q1,Scottish Borders,65-74 years,3,14.7,25
2019/20 Q1,Scottish Borders,65-74 years,4,11.8,20
2019/20 Q1,Scottish Borders,65-74 years,5 (Least Deprived),17.6,30
2019/20 Q1,Scottish Borders,65-74 years,Unknown,0,0
2019/20 Q1,Scottish Borders,75-84 years,1 (Most Deprived),30.2,145
2019/20 Q1,Scottish Borders,75-84 years,2,20.8,100
2019/20 Q1,Scottish Borders,75-84 years,3,17.7,85
2019/20 Q1,Scottish Borders,75-84 years,4,18.8,90
2019/20 Q1,Scottish Borders,75-84 years,5 (Least Deprived),10.4,50
2019/20 Q1,Scottish Borders,75-84 years,Unknown,2.1,10
2019/20 Q1,Scottish Borders,85+ years,1 (Most Deprived),21,145
2019/20 Q1,Scottish Borders,85+ years,2,21,145
2019/20 Q1,Scottish Borders,85+ years,3,19.6,135
2019/20 Q1,Scottish Borders,85+ years,4,17.4,120
2019/20 Q1,Scottish Borders,85+ years,5 (Least Deprived),19.6,135
2019/20 Q1,Scottish Borders,85+ years,Unknown,1.4,10
2019/20 Q1,Scottish Borders,Unknown,1 (Most Deprived),NA,0
2019/20 Q1,Scottish Borders,Unknown,2,NA,0
2019/20 Q1,Scottish Borders,Unknown,3,NA,0
2019/20 Q1,Scottish Borders,Unknown,4,NA,0
2019/20 Q1,Scottish Borders,Unknown,5 (Least Deprived),NA,0
2019/20 Q1,Scottish Borders,Unknown,Unknown,NA,0
2019/20 Q1,Shetland,All Ages,1 (Most Deprived),22.6,95
2019/20 Q1,Shetland,All Ages,2,23.8,100
2019/20 Q1,Shetland,All Ages,3,16.7,70
2019/20 Q1,Shetland,All Ages,4,14.3,60
2019/20 Q1,Shetland,All Ages,5 (Least Deprived),13.1,55
2019/20 Q1,Shetland,All Ages,Unknown,9.5,40
2019/20 Q1,Shetland,0-17 years,1 (Most Deprived),NA,0
2019/20 Q1,Shetland,0-17 years,2,NA,0
2019/20 Q1,Shetland,0-17 years,3,NA,0
2019/20 Q1,Shetland,0-17 years,4,NA,0
2019/20 Q1,Shetland,0-17 years,5 (Least Deprived),NA,0
2019/20 Q1,Shetland,0-17 years,Unknown,NA,0
2019/20 Q1,Shetland,18-64 years,1 (Most Deprived),27.8,25
2019/20 Q1,Shetland,18-64 years,2,16.7,15
2019/20 Q1,Shetland,18-64 years,3,22.2,20
2019/20 Q1,Shetland,18-64 years,4,16.7,15
2019/20 Q1,Shetland,18-64 years,5 (Least Deprived),11.1,10
2019/20 Q1,Shetland,18-64 years,Unknown,5.6,5
2019/20 Q1,Shetland,65-74 years,1 (Most Deprived),25,15
2019/20 Q1,Shetland,65-74 years,2,16.7,10
2019/20 Q1,Shetland,65-74 years,3,25,15
2019/20 Q1,Shetland,65-74 years,4,16.7,10
2019/20 Q1,Shetland,65-74 years,5 (Least Deprived),8.3,5
2019/20 Q1,Shetland,65-74 years,Unknown,8.3,5
2019/20 Q1,Shetland,75-84 years,1 (Most Deprived),20.8,25
2019/20 Q1,Shetland,75-84 years,2,29.2,35
2019/20 Q1,Shetland,75-84 years,3,12.5,15
2019/20 Q1,Shetland,75-84 years,4,12.5,15
2019/20 Q1,Shetland,75-84 years,5 (Least Deprived),16.7,20
2019/20 Q1,Shetland,75-84 years,Unknown,8.3,10
2019/20 Q1,Shetland,85+ years,1 (Most Deprived),24.1,35
2019/20 Q1,Shetland,85+ years,2,24.1,35
2019/20 Q1,Shetland,85+ years,3,13.8,20
2019/20 Q1,Shetland,85+ years,4,13.8,20
2019/20 Q1,Shetland,85+ years,5 (Least Deprived),10.3,15
2019/20 Q1,Shetland,85+ years,Unknown,13.8,20
2019/20 Q1,Shetland,Unknown,1 (Most Deprived),NA,0
2019/20 Q1,Shetland,Unknown,2,NA,0
2019/20 Q1,Shetland,Unknown,3,NA,0
2019/20 Q1,Shetland,Unknown,4,NA,0
2019/20 Q1,Shetland,Unknown,5 (Least Deprived),NA,0
2019/20 Q1,Shetland,Unknown,Unknown,NA,0
2019/20 Q1,South Ayrshire,All Ages,1 (Most Deprived),22.9,415
2019/20 Q1,South Ayrshire,All Ages,2,23.7,430
2019/20 Q1,South Ayrshire,All Ages,3,18.5,335
2019/20 Q1,South Ayrshire,All Ages,4,16.3,295
2019/20 Q1,South Ayrshire,All Ages,5 (Least Deprived),17.4,315
2019/20 Q1,South Ayrshire,All Ages,Unknown,1.4,25
2019/20 Q1,South Ayrshire,0-17 years,1 (Most Deprived),NA,0
2019/20 Q1,South Ayrshire,0-17 years,2,NA,0
2019/20 Q1,South Ayrshire,0-17 years,3,NA,0
2019/20 Q1,South Ayrshire,0-17 years,4,NA,0
2019/20 Q1,South Ayrshire,0-17 years,5 (Least Deprived),NA,0
2019/20 Q1,South Ayrshire,0-17 years,Unknown,NA,0
2019/20 Q1,South Ayrshire,18-64 years,1 (Most Deprived),34.4,155
2019/20 Q1,South Ayrshire,18-64 years,2,24.4,110
2019/20 Q1,South Ayrshire,18-64 years,3,16.7,75
2019/20 Q1,South Ayrshire,18-64 years,4,12.2,55
2019/20 Q1,South Ayrshire,18-64 years,5 (Least Deprived),8.9,40
2019/20 Q1,South Ayrshire,18-64 years,Unknown,3.3,15
2019/20 Q1,South Ayrshire,65-74 years,1 (Most Deprived),26.9,70
2019/20 Q1,South Ayrshire,65-74 years,2,25,65
2019/20 Q1,South Ayrshire,65-74 years,3,19.2,50
2019/20 Q1,South Ayrshire,65-74 years,4,15.4,40
2019/20 Q1,South Ayrshire,65-74 years,5 (Least Deprived),11.5,30
2019/20 Q1,South Ayrshire,65-74 years,Unknown,1.9,5
2019/20 Q1,South Ayrshire,75-84 years,1 (Most Deprived),18.8,95
2019/20 Q1,South Ayrshire,75-84 years,2,24.8,125
2019/20 Q1,South Ayrshire,75-84 years,3,20.8,105
2019/20 Q1,South Ayrshire,75-84 years,4,15.8,80
2019/20 Q1,South Ayrshire,75-84 years,5 (Least Deprived),18.8,95
2019/20 Q1,South Ayrshire,75-84 years,Unknown,1,5
2019/20 Q1,South Ayrshire,85+ years,1 (Most Deprived),16.4,100
2019/20 Q1,South Ayrshire,85+ years,2,21.3,130
2019/20 Q1,South Ayrshire,85+ years,3,17.2,105
2019/20 Q1,South Ayrshire,85+ years,4,19.7,120
2019/20 Q1,South Ayrshire,85+ years,5 (Least Deprived),24.6,150
2019/20 Q1,South Ayrshire,85+ years,Unknown,0.8,5
2019/20 Q1,South Ayrshire,Unknown,1 (Most Deprived),NA,0
2019/20 Q1,South Ayrshire,Unknown,2,NA,0
2019/20 Q1,South Ayrshire,Unknown,3,NA,0
2019/20 Q1,South Ayrshire,Unknown,4,NA,0
2019/20 Q1,South Ayrshire,Unknown,5 (Least Deprived),NA,0
2019/20 Q1,South Ayrshire,Unknown,Unknown,NA,0
2019/20 Q1,South Lanarkshire,All Ages,1 (Most Deprived),22.4,945
2019/20 Q1,South Lanarkshire,All Ages,2,24.6,1040
2019/20 Q1,South Lanarkshire,All Ages,3,22.1,935
2019/20 Q1,South Lanarkshire,All Ages,4,16.1,680
2019/20 Q1,South Lanarkshire,All Ages,5 (Least Deprived),14.6,615
2019/20 Q1,South Lanarkshire,All Ages,Unknown,0.2,10
2019/20 Q1,South Lanarkshire,0-17 years,1 (Most Deprived),14.3,5
2019/20 Q1,South Lanarkshire,0-17 years,2,14.3,5
2019/20 Q1,South Lanarkshire,0-17 years,3,28.6,10
2019/20 Q1,South Lanarkshire,0-17 years,4,28.6,10
2019/20 Q1,South Lanarkshire,0-17 years,5 (Least Deprived),14.3,5
2019/20 Q1,South Lanarkshire,0-17 years,Unknown,0,0
2019/20 Q1,South Lanarkshire,18-64 years,1 (Most Deprived),30.3,180
2019/20 Q1,South Lanarkshire,18-64 years,2,26.9,160
2019/20 Q1,South Lanarkshire,18-64 years,3,20.2,120
2019/20 Q1,South Lanarkshire,18-64 years,4,14.3,85
2019/20 Q1,South Lanarkshire,18-64 years,5 (Least Deprived),8.4,50
2019/20 Q1,South Lanarkshire,18-64 years,Unknown,0,0
2019/20 Q1,South Lanarkshire,65-74 years,1 (Most Deprived),27,165
2019/20 Q1,South Lanarkshire,65-74 years,2,27,165
2019/20 Q1,South Lanarkshire,65-74 years,3,20.5,125
2019/20 Q1,South Lanarkshire,65-74 years,4,12.3,75
2019/20 Q1,South Lanarkshire,65-74 years,5 (Least Deprived),13.1,80
2019/20 Q1,South Lanarkshire,65-74 years,Unknown,0,0
2019/20 Q1,South Lanarkshire,75-84 years,1 (Most Deprived),22.3,310
2019/20 Q1,South Lanarkshire,75-84 years,2,24.8,345
2019/20 Q1,South Lanarkshire,75-84 years,3,21.6,300
2019/20 Q1,South Lanarkshire,75-84 years,4,16.2,225
2019/20 Q1,South Lanarkshire,75-84 years,5 (Least Deprived),15.1,210
2019/20 Q1,South Lanarkshire,75-84 years,Unknown,0,0
2019/20 Q1,South Lanarkshire,85+ years,1 (Most Deprived),18.1,290
2019/20 Q1,South Lanarkshire,85+ years,2,22.7,365
2019/20 Q1,South Lanarkshire,85+ years,3,24,385
2019/20 Q1,South Lanarkshire,85+ years,4,18.1,290
2019/20 Q1,South Lanarkshire,85+ years,5 (Least Deprived),16.8,270
2019/20 Q1,South Lanarkshire,85+ years,Unknown,0.3,5
2019/20 Q1,South Lanarkshire,Unknown,1 (Most Deprived),NA,0
2019/20 Q1,South Lanarkshire,Unknown,2,NA,0
2019/20 Q1,South Lanarkshire,Unknown,3,NA,0
2019/20 Q1,South Lanarkshire,Unknown,4,NA,0
2019/20 Q1,South Lanarkshire,Unknown,5 (Least Deprived),NA,0
2019/20 Q1,South Lanarkshire,Unknown,Unknown,NA,0
2019/20 Q1,Stirling,All Ages,1 (Most Deprived),30.1,415
2019/20 Q1,Stirling,All Ages,2,18.8,260
2019/20 Q1,Stirling,All Ages,3,22.1,305
2019/20 Q1,Stirling,All Ages,4,14.9,205
2019/20 Q1,Stirling,All Ages,5 (Least Deprived),13,180
2019/20 Q1,Stirling,All Ages,Unknown,1.1,15
2019/20 Q1,Stirling,0-17 years,1 (Most Deprived),NA,0
2019/20 Q1,Stirling,0-17 years,2,NA,0
2019/20 Q1,Stirling,0-17 years,3,NA,0
2019/20 Q1,Stirling,0-17 years,4,NA,0
