financial_quarter,sending_location,age_group,referral_source,percentage,numerator,scotland_percentage
2019/20 Q2,Clackmannanshire,85+ years,GP,0,0,2.9
2019/20 Q2,Clackmannanshire,85+ years,Care Home,0,0,0
2019/20 Q2,Clackmannanshire,85+ years,Self Referral,13.3,10,12.8
2019/20 Q2,Clackmannanshire,85+ years,Other/Unknown,6.7,5,3.7
2019/20 Q2,Clackmannanshire,Unknown,999 Emergency Services,0,0,0
2019/20 Q2,Clackmannanshire,Unknown,GP,0,0,0
2019/20 Q2,Clackmannanshire,Unknown,Care Home,0,0,0
2019/20 Q2,Clackmannanshire,Unknown,Self Referral,0,0,0
2019/20 Q2,Clackmannanshire,Unknown,Other/Unknown,0,0,0
2019/20 Q2,Comhairle nan Eilean Siar,All Ages,999 Emergency Services,70.6,60,75.6
2019/20 Q2,Comhairle nan Eilean Siar,All Ages,GP,11.8,10,3.1
2019/20 Q2,Comhairle nan Eilean Siar,All Ages,Care Home,0,0,0
2019/20 Q2,Comhairle nan Eilean Siar,All Ages,Self Referral,11.8,10,16.1
2019/20 Q2,Comhairle nan Eilean Siar,All Ages,Other/Unknown,5.9,5,5.2
2019/20 Q2,Comhairle nan Eilean Siar,0-17 years,999 Emergency Services,0,0,33.3
2019/20 Q2,Comhairle nan Eilean Siar,0-17 years,GP,0,0,16.7
2019/20 Q2,Comhairle nan Eilean Siar,0-17 years,Care Home,0,0,0
2019/20 Q2,Comhairle nan Eilean Siar,0-17 years,Self Referral,0,0,33.3
2019/20 Q2,Comhairle nan Eilean Siar,0-17 years,Other/Unknown,0,0,16.7
2019/20 Q2,Comhairle nan Eilean Siar,18-64 years,999 Emergency Services,100,5,60.2
2019/20 Q2,Comhairle nan Eilean Siar,18-64 years,GP,0,0,3.5
2019/20 Q2,Comhairle nan Eilean Siar,18-64 years,Care Home,0,0,0
2019/20 Q2,Comhairle nan Eilean Siar,18-64 years,Self Referral,0,0,26.4
2019/20 Q2,Comhairle nan Eilean Siar,18-64 years,Other/Unknown,0,0,10
2019/20 Q2,Comhairle nan Eilean Siar,65-74 years,999 Emergency Services,75,15,77.9
2019/20 Q2,Comhairle nan Eilean Siar,65-74 years,GP,25,5,2.5
2019/20 Q2,Comhairle nan Eilean Siar,65-74 years,Care Home,0,0,0
2019/20 Q2,Comhairle nan Eilean Siar,65-74 years,Self Referral,0,0,15
2019/20 Q2,Comhairle nan Eilean Siar,65-74 years,Other/Unknown,0,0,4.5
2019/20 Q2,Comhairle nan Eilean Siar,75-84 years,999 Emergency Services,100,15,78.4
2019/20 Q2,Comhairle nan Eilean Siar,75-84 years,GP,0,0,3.2
2019/20 Q2,Comhairle nan Eilean Siar,75-84 years,Care Home,0,0,0
2019/20 Q2,Comhairle nan Eilean Siar,75-84 years,Self Referral,0,0,14.1
2019/20 Q2,Comhairle nan Eilean Siar,75-84 years,Other/Unknown,0,0,4.2
2019/20 Q2,Comhairle nan Eilean Siar,85+ years,999 Emergency Services,71.4,25,80.6
2019/20 Q2,Comhairle nan Eilean Siar,85+ years,GP,14.3,5,2.9
2019/20 Q2,Comhairle nan Eilean Siar,85+ years,Care Home,0,0,0
2019/20 Q2,Comhairle nan Eilean Siar,85+ years,Self Referral,14.3,5,12.8
2019/20 Q2,Comhairle nan Eilean Siar,85+ years,Other/Unknown,0,0,3.7
2019/20 Q2,Comhairle nan Eilean Siar,Unknown,999 Emergency Services,0,0,0
2019/20 Q2,Comhairle nan Eilean Siar,Unknown,GP,0,0,0
2019/20 Q2,Comhairle nan Eilean Siar,Unknown,Care Home,0,0,0
2019/20 Q2,Comhairle nan Eilean Siar,Unknown,Self Referral,0,0,0
2019/20 Q2,Comhairle nan Eilean Siar,Unknown,Other/Unknown,0,0,0
2019/20 Q2,Dumfries and Galloway,All Ages,999 Emergency Services,73.2,600,75.6
2019/20 Q2,Dumfries and Galloway,All Ages,GP,3,25,3.1
2019/20 Q2,Dumfries and Galloway,All Ages,Care Home,0,0,0
2019/20 Q2,Dumfries and Galloway,All Ages,Self Referral,17.7,145,16.1
2019/20 Q2,Dumfries and Galloway,All Ages,Other/Unknown,6.1,50,5.2
2019/20 Q2,Dumfries and Galloway,0-17 years,999 Emergency Services,0,0,33.3
2019/20 Q2,Dumfries and Galloway,0-17 years,GP,0,0,16.7
2019/20 Q2,Dumfries and Galloway,0-17 years,Care Home,0,0,0
2019/20 Q2,Dumfries and Galloway,0-17 years,Self Referral,0,0,33.3
2019/20 Q2,Dumfries and Galloway,0-17 years,Other/Unknown,0,0,16.7
2019/20 Q2,Dumfries and Galloway,18-64 years,999 Emergency Services,52.9,90,60.2
2019/20 Q2,Dumfries and Galloway,18-64 years,GP,2.9,5,3.5
2019/20 Q2,Dumfries and Galloway,18-64 years,Care Home,0,0,0
2019/20 Q2,Dumfries and Galloway,18-64 years,Self Referral,32.4,55,26.4
2019/20 Q2,Dumfries and Galloway,18-64 years,Other/Unknown,11.8,20,10
2019/20 Q2,Dumfries and Galloway,65-74 years,999 Emergency Services,72,90,77.9
2019/20 Q2,Dumfries and Galloway,65-74 years,GP,0,0,2.5
2019/20 Q2,Dumfries and Galloway,65-74 years,Care Home,0,0,0
2019/20 Q2,Dumfries and Galloway,65-74 years,Self Referral,16,20,15
2019/20 Q2,Dumfries and Galloway,65-74 years,Other/Unknown,12,15,4.5
2019/20 Q2,Dumfries and Galloway,75-84 years,999 Emergency Services,76.7,165,78.4
2019/20 Q2,Dumfries and Galloway,75-84 years,GP,4.7,10,3.2
2019/20 Q2,Dumfries and Galloway,75-84 years,Care Home,0,0,0
2019/20 Q2,Dumfries and Galloway,75-84 years,Self Referral,16.3,35,14.1
2019/20 Q2,Dumfries and Galloway,75-84 years,Other/Unknown,2.3,5,4.2
2019/20 Q2,Dumfries and Galloway,85+ years,999 Emergency Services,82.3,255,80.6
2019/20 Q2,Dumfries and Galloway,85+ years,GP,3.2,10,2.9
2019/20 Q2,Dumfries and Galloway,85+ years,Care Home,0,0,0
2019/20 Q2,Dumfries and Galloway,85+ years,Self Referral,11.3,35,12.8
2019/20 Q2,Dumfries and Galloway,85+ years,Other/Unknown,3.2,10,3.7
2019/20 Q2,Dumfries and Galloway,Unknown,999 Emergency Services,0,0,0
2019/20 Q2,Dumfries and Galloway,Unknown,GP,0,0,0
2019/20 Q2,Dumfries and Galloway,Unknown,Care Home,0,0,0
2019/20 Q2,Dumfries and Galloway,Unknown,Self Referral,0,0,0
2019/20 Q2,Dumfries and Galloway,Unknown,Other/Unknown,0,0,0
2019/20 Q2,Dundee City,All Ages,999 Emergency Services,87.7,250,75.6
2019/20 Q2,Dundee City,All Ages,GP,0,0,3.1
2019/20 Q2,Dundee City,All Ages,Care Home,0,0,0
2019/20 Q2,Dundee City,All Ages,Self Referral,10.5,30,16.1
2019/20 Q2,Dundee City,All Ages,Other/Unknown,1.8,5,5.2
2019/20 Q2,Dundee City,0-17 years,999 Emergency Services,0,0,33.3
2019/20 Q2,Dundee City,0-17 years,GP,0,0,16.7
2019/20 Q2,Dundee City,0-17 years,Care Home,0,0,0
2019/20 Q2,Dundee City,0-17 years,Self Referral,0,0,33.3
2019/20 Q2,Dundee City,0-17 years,Other/Unknown,0,0,16.7
2019/20 Q2,Dundee City,18-64 years,999 Emergency Services,71.4,25,60.2
2019/20 Q2,Dundee City,18-64 years,GP,0,0,3.5
2019/20 Q2,Dundee City,18-64 years,Care Home,0,0,0
2019/20 Q2,Dundee City,18-64 years,Self Referral,28.6,10,26.4
2019/20 Q2,Dundee City,18-64 years,Other/Unknown,0,0,10
2019/20 Q2,Dundee City,65-74 years,999 Emergency Services,90,45,77.9
2019/20 Q2,Dundee City,65-74 years,GP,0,0,2.5
2019/20 Q2,Dundee City,65-74 years,Care Home,0,0,0
2019/20 Q2,Dundee City,65-74 years,Self Referral,10,5,15
2019/20 Q2,Dundee City,65-74 years,Other/Unknown,0,0,4.5
2019/20 Q2,Dundee City,75-84 years,999 Emergency Services,90,90,78.4
2019/20 Q2,Dundee City,75-84 years,GP,0,0,3.2
2019/20 Q2,Dundee City,75-84 years,Care Home,0,0,0
2019/20 Q2,Dundee City,75-84 years,Self Referral,5,5,14.1
2019/20 Q2,Dundee City,75-84 years,Other/Unknown,5,5,4.2
2019/20 Q2,Dundee City,85+ years,999 Emergency Services,85.7,90,80.6
2019/20 Q2,Dundee City,85+ years,GP,0,0,2.9
2019/20 Q2,Dundee City,85+ years,Care Home,0,0,0
2019/20 Q2,Dundee City,85+ years,Self Referral,14.3,15,12.8
2019/20 Q2,Dundee City,85+ years,Other/Unknown,0,0,3.7
2019/20 Q2,Dundee City,Unknown,999 Emergency Services,0,0,0
2019/20 Q2,Dundee City,Unknown,GP,0,0,0
2019/20 Q2,Dundee City,Unknown,Care Home,0,0,0
2019/20 Q2,Dundee City,Unknown,Self Referral,0,0,0
2019/20 Q2,Dundee City,Unknown,Other/Unknown,0,0,0
2019/20 Q2,East Ayrshire,All Ages,999 Emergency Services,75.3,320,75.6
2019/20 Q2,East Ayrshire,All Ages,GP,2.4,10,3.1
2019/20 Q2,East Ayrshire,All Ages,Care Home,0,0,0
2019/20 Q2,East Ayrshire,All Ages,Self Referral,20,85,16.1
2019/20 Q2,East Ayrshire,All Ages,Other/Unknown,2.4,10,5.2
2019/20 Q2,East Ayrshire,0-17 years,999 Emergency Services,0,0,33.3
2019/20 Q2,East Ayrshire,0-17 years,GP,0,0,16.7
2019/20 Q2,East Ayrshire,0-17 years,Care Home,0,0,0
2019/20 Q2,East Ayrshire,0-17 years,Self Referral,0,0,33.3
2019/20 Q2,East Ayrshire,0-17 years,Other/Unknown,0,0,16.7
2019/20 Q2,East Ayrshire,18-64 years,999 Emergency Services,46.7,35,60.2
2019/20 Q2,East Ayrshire,18-64 years,GP,6.7,5,3.5
2019/20 Q2,East Ayrshire,18-64 years,Care Home,0,0,0
2019/20 Q2,East Ayrshire,18-64 years,Self Referral,40,30,26.4
2019/20 Q2,East Ayrshire,18-64 years,Other/Unknown,6.7,5,10
2019/20 Q2,East Ayrshire,65-74 years,999 Emergency Services,90.9,50,77.9
2019/20 Q2,East Ayrshire,65-74 years,GP,0,0,2.5
2019/20 Q2,East Ayrshire,65-74 years,Care Home,0,0,0
2019/20 Q2,East Ayrshire,65-74 years,Self Referral,9.1,5,15
2019/20 Q2,East Ayrshire,65-74 years,Other/Unknown,0,0,4.5
2019/20 Q2,East Ayrshire,75-84 years,999 Emergency Services,80,120,78.4
2019/20 Q2,East Ayrshire,75-84 years,GP,3.3,5,3.2
2019/20 Q2,East Ayrshire,75-84 years,Care Home,0,0,0
2019/20 Q2,East Ayrshire,75-84 years,Self Referral,16.7,25,14.1
2019/20 Q2,East Ayrshire,75-84 years,Other/Unknown,0,0,4.2
2019/20 Q2,East Ayrshire,85+ years,999 Emergency Services,82.8,120,80.6
2019/20 Q2,East Ayrshire,85+ years,GP,3.4,5,2.9
2019/20 Q2,East Ayrshire,85+ years,Care Home,0,0,0
2019/20 Q2,East Ayrshire,85+ years,Self Referral,13.8,20,12.8
2019/20 Q2,East Ayrshire,85+ years,Other/Unknown,0,0,3.7
2019/20 Q2,East Ayrshire,Unknown,999 Emergency Services,0,0,0
2019/20 Q2,East Ayrshire,Unknown,GP,0,0,0
2019/20 Q2,East Ayrshire,Unknown,Care Home,0,0,0
2019/20 Q2,East Ayrshire,Unknown,Self Referral,0,0,0
2019/20 Q2,East Ayrshire,Unknown,Other/Unknown,0,0,0
2019/20 Q2,East Dunbartonshire,All Ages,999 Emergency Services,79.7,255,75.6
2019/20 Q2,East Dunbartonshire,All Ages,GP,1.6,5,3.1
2019/20 Q2,East Dunbartonshire,All Ages,Care Home,0,0,0
2019/20 Q2,East Dunbartonshire,All Ages,Self Referral,15.6,50,16.1
2019/20 Q2,East Dunbartonshire,All Ages,Other/Unknown,3.1,10,5.2
2019/20 Q2,East Dunbartonshire,0-17 years,999 Emergency Services,0,0,33.3
2019/20 Q2,East Dunbartonshire,0-17 years,GP,0,0,16.7
2019/20 Q2,East Dunbartonshire,0-17 years,Care Home,0,0,0
2019/20 Q2,East Dunbartonshire,0-17 years,Self Referral,0,0,33.3
2019/20 Q2,East Dunbartonshire,0-17 years,Other/Unknown,0,0,16.7
2019/20 Q2,East Dunbartonshire,18-64 years,999 Emergency Services,80,20,60.2
2019/20 Q2,East Dunbartonshire,18-64 years,GP,0,0,3.5
2019/20 Q2,East Dunbartonshire,18-64 years,Care Home,0,0,0
2019/20 Q2,East Dunbartonshire,18-64 years,Self Referral,20,5,26.4
2019/20 Q2,East Dunbartonshire,18-64 years,Other/Unknown,0,0,10
2019/20 Q2,East Dunbartonshire,65-74 years,999 Emergency Services,83.3,25,77.9
2019/20 Q2,East Dunbartonshire,65-74 years,GP,0,0,2.5
2019/20 Q2,East Dunbartonshire,65-74 years,Care Home,0,0,0
2019/20 Q2,East Dunbartonshire,65-74 years,Self Referral,16.7,5,15
2019/20 Q2,East Dunbartonshire,65-74 years,Other/Unknown,0,0,4.5
2019/20 Q2,East Dunbartonshire,75-84 years,999 Emergency Services,80,80,78.4
2019/20 Q2,East Dunbartonshire,75-84 years,GP,0,0,3.2
2019/20 Q2,East Dunbartonshire,75-84 years,Care Home,0,0,0
2019/20 Q2,East Dunbartonshire,75-84 years,Self Referral,15,15,14.1
2019/20 Q2,East Dunbartonshire,75-84 years,Other/Unknown,5,5,4.2
2019/20 Q2,East Dunbartonshire,85+ years,999 Emergency Services,83.3,125,80.6
2019/20 Q2,East Dunbartonshire,85+ years,GP,0,0,2.9
2019/20 Q2,East Dunbartonshire,85+ years,Care Home,0,0,0
2019/20 Q2,East Dunbartonshire,85+ years,Self Referral,16.7,25,12.8
2019/20 Q2,East Dunbartonshire,85+ years,Other/Unknown,0,0,3.7
2019/20 Q2,East Dunbartonshire,Unknown,999 Emergency Services,0,0,0
2019/20 Q2,East Dunbartonshire,Unknown,GP,0,0,0
2019/20 Q2,East Dunbartonshire,Unknown,Care Home,0,0,0
2019/20 Q2,East Dunbartonshire,Unknown,Self Referral,0,0,0
2019/20 Q2,East Dunbartonshire,Unknown,Other/Unknown,0,0,0
2019/20 Q2,East Lothian,All Ages,999 Emergency Services,78.1,375,75.6
2019/20 Q2,East Lothian,All Ages,GP,1,5,3.1
2019/20 Q2,East Lothian,All Ages,Care Home,0,0,0
2019/20 Q2,East Lothian,All Ages,Self Referral,8.3,40,16.1
2019/20 Q2,East Lothian,All Ages,Other/Unknown,12.5,60,5.2
2019/20 Q2,East Lothian,0-17 years,999 Emergency Services,0,0,33.3
2019/20 Q2,East Lothian,0-17 years,GP,0,0,16.7
2019/20 Q2,East Lothian,0-17 years,Care Home,0,0,0
2019/20 Q2,East Lothian,0-17 years,Self Referral,0,0,33.3
2019/20 Q2,East Lothian,0-17 years,Other/Unknown,0,0,16.7
2019/20 Q2,East Lothian,18-64 years,999 Emergency Services,59.1,65,60.2
2019/20 Q2,East Lothian,18-64 years,GP,0,0,3.5
2019/20 Q2,East Lothian,18-64 years,Care Home,0,0,0
2019/20 Q2,East Lothian,18-64 years,Self Referral,18.2,20,26.4
2019/20 Q2,East Lothian,18-64 years,Other/Unknown,22.7,25,10
2019/20 Q2,East Lothian,65-74 years,999 Emergency Services,81.2,65,77.9
2019/20 Q2,East Lothian,65-74 years,GP,0,0,2.5
2019/20 Q2,East Lothian,65-74 years,Care Home,0,0,0
2019/20 Q2,East Lothian,65-74 years,Self Referral,6.2,5,15
2019/20 Q2,East Lothian,65-74 years,Other/Unknown,12.5,10,4.5
2019/20 Q2,East Lothian,75-84 years,999 Emergency Services,86.2,125,78.4
2019/20 Q2,East Lothian,75-84 years,GP,0,0,3.2
2019/20 Q2,East Lothian,75-84 years,Care Home,0,0,0
2019/20 Q2,East Lothian,75-84 years,Self Referral,3.4,5,14.1
2019/20 Q2,East Lothian,75-84 years,Other/Unknown,10.3,15,4.2
2019/20 Q2,East Lothian,85+ years,999 Emergency Services,82.8,120,80.6
2019/20 Q2,East Lothian,85+ years,GP,0,0,2.9
2019/20 Q2,East Lothian,85+ years,Care Home,0,0,0
2019/20 Q2,East Lothian,85+ years,Self Referral,6.9,10,12.8
2019/20 Q2,East Lothian,85+ years,Other/Unknown,10.3,15,3.7
2019/20 Q2,East Lothian,Unknown,999 Emergency Services,0,0,0
2019/20 Q2,East Lothian,Unknown,GP,0,0,0
2019/20 Q2,East Lothian,Unknown,Care Home,0,0,0
2019/20 Q2,East Lothian,Unknown,Self Referral,0,0,0
2019/20 Q2,East Lothian,Unknown,Other/Unknown,0,0,0
2019/20 Q2,East Renfrewshire,All Ages,999 Emergency Services,73.8,225,75.6
2019/20 Q2,East Renfrewshire,All Ages,GP,1.6,5,3.1
2019/20 Q2,East Renfrewshire,All Ages,Care Home,0,0,0
2019/20 Q2,East Renfrewshire,All Ages,Self Referral,21.3,65,16.1
2019/20 Q2,East Renfrewshire,All Ages,Other/Unknown,3.3,10,5.2
2019/20 Q2,East Renfrewshire,0-17 years,999 Emergency Services,0,0,33.3
2019/20 Q2,East Renfrewshire,0-17 years,GP,0,0,16.7
2019/20 Q2,East Renfrewshire,0-17 years,Care Home,0,0,0
2019/20 Q2,East Renfrewshire,0-17 years,Self Referral,0,0,33.3
2019/20 Q2,East Renfrewshire,0-17 years,Other/Unknown,0,0,16.7
2019/20 Q2,East Renfrewshire,18-64 years,999 Emergency Services,42.9,15,60.2
2019/20 Q2,East Renfrewshire,18-64 years,GP,0,0,3.5
2019/20 Q2,East Renfrewshire,18-64 years,Care Home,0,0,0
2019/20 Q2,East Renfrewshire,18-64 years,Self Referral,57.1,20,26.4
2019/20 Q2,East Renfrewshire,18-64 years,Other/Unknown,0,0,10
2019/20 Q2,East Renfrewshire,65-74 years,999 Emergency Services,80,20,77.9
2019/20 Q2,East Renfrewshire,65-74 years,GP,0,0,2.5
2019/20 Q2,East Renfrewshire,65-74 years,Care Home,0,0,0
2019/20 Q2,East Renfrewshire,65-74 years,Self Referral,20,5,15
2019/20 Q2,East Renfrewshire,65-74 years,Other/Unknown,0,0,4.5
2019/20 Q2,East Renfrewshire,75-84 years,999 Emergency Services,85,85,78.4
2019/20 Q2,East Renfrewshire,75-84 years,GP,0,0,3.2
2019/20 Q2,East Renfrewshire,75-84 years,Care Home,0,0,0
2019/20 Q2,East Renfrewshire,75-84 years,Self Referral,10,10,14.1
2019/20 Q2,East Renfrewshire,75-84 years,Other/Unknown,5,5,4.2
2019/20 Q2,East Renfrewshire,85+ years,999 Emergency Services,72.4,105,80.6
2019/20 Q2,East Renfrewshire,85+ years,GP,0,0,2.9
2019/20 Q2,East Renfrewshire,85+ years,Care Home,0,0,0
2019/20 Q2,East Renfrewshire,85+ years,Self Referral,24.1,35,12.8
2019/20 Q2,East Renfrewshire,85+ years,Other/Unknown,3.4,5,3.7
2019/20 Q2,East Renfrewshire,Unknown,999 Emergency Services,0,0,0
2019/20 Q2,East Renfrewshire,Unknown,GP,0,0,0
2019/20 Q2,East Renfrewshire,Unknown,Care Home,0,0,0
2019/20 Q2,East Renfrewshire,Unknown,Self Referral,0,0,0
2019/20 Q2,East Renfrewshire,Unknown,Other/Unknown,0,0,0
2019/20 Q2,Falkirk,All Ages,999 Emergency Services,86,460,75.6
2019/20 Q2,Falkirk,All Ages,GP,0.9,5,3.1
2019/20 Q2,Falkirk,All Ages,Care Home,0,0,0
2019/20 Q2,Falkirk,All Ages,Self Referral,11.2,60,16.1
2019/20 Q2,Falkirk,All Ages,Other/Unknown,1.9,10,5.2
2019/20 Q2,Falkirk,0-17 years,999 Emergency Services,0,0,33.3
2019/20 Q2,Falkirk,0-17 years,GP,0,0,16.7
2019/20 Q2,Falkirk,0-17 years,Care Home,0,0,0
2019/20 Q2,Falkirk,0-17 years,Self Referral,0,0,33.3
2019/20 Q2,Falkirk,0-17 years,Other/Unknown,0,0,16.7
2019/20 Q2,Falkirk,18-64 years,999 Emergency Services,82.4,70,60.2
2019/20 Q2,Falkirk,18-64 years,GP,0,0,3.5
2019/20 Q2,Falkirk,18-64 years,Care Home,0,0,0
2019/20 Q2,Falkirk,18-64 years,Self Referral,11.8,10,26.4
2019/20 Q2,Falkirk,18-64 years,Other/Unknown,5.9,5,10
2019/20 Q2,Falkirk,65-74 years,999 Emergency Services,86.7,65,77.9
2019/20 Q2,Falkirk,65-74 years,GP,0,0,2.5
2019/20 Q2,Falkirk,65-74 years,Care Home,0,0,0
2019/20 Q2,Falkirk,65-74 years,Self Referral,13.3,10,15
2019/20 Q2,Falkirk,65-74 years,Other/Unknown,0,0,4.5
2019/20 Q2,Falkirk,75-84 years,999 Emergency Services,86.1,155,78.4
2019/20 Q2,Falkirk,75-84 years,GP,0,0,3.2
2019/20 Q2,Falkirk,75-84 years,Care Home,0,0,0
2019/20 Q2,Falkirk,75-84 years,Self Referral,11.1,20,14.1
2019/20 Q2,Falkirk,75-84 years,Other/Unknown,2.8,5,4.2
2019/20 Q2,Falkirk,85+ years,999 Emergency Services,89.5,170,80.6
2019/20 Q2,Falkirk,85+ years,GP,0,0,2.9
2019/20 Q2,Falkirk,85+ years,Care Home,0,0,0
2019/20 Q2,Falkirk,85+ years,Self Referral,10.5,20,12.8
2019/20 Q2,Falkirk,85+ years,Other/Unknown,0,0,3.7
2019/20 Q2,Falkirk,Unknown,999 Emergency Services,0,0,0
2019/20 Q2,Falkirk,Unknown,GP,0,0,0
2019/20 Q2,Falkirk,Unknown,Care Home,0,0,0
2019/20 Q2,Falkirk,Unknown,Self Referral,0,0,0
2019/20 Q2,Falkirk,Unknown,Other/Unknown,0,0,0
2019/20 Q2,Fife,All Ages,999 Emergency Services,75,540,75.6
2019/20 Q2,Fife,All Ages,GP,0.7,5,3.1
2019/20 Q2,Fife,All Ages,Care Home,0,0,0
2019/20 Q2,Fife,All Ages,Self Referral,21.5,155,16.1
2019/20 Q2,Fife,All Ages,Other/Unknown,2.8,20,5.2
2019/20 Q2,Fife,0-17 years,999 Emergency Services,0,0,33.3
2019/20 Q2,Fife,0-17 years,GP,0,0,16.7
2019/20 Q2,Fife,0-17 years,Care Home,0,0,0
2019/20 Q2,Fife,0-17 years,Self Referral,50,5,33.3
2019/20 Q2,Fife,0-17 years,Other/Unknown,50,5,16.7
2019/20 Q2,Fife,18-64 years,999 Emergency Services,53.1,85,60.2
2019/20 Q2,Fife,18-64 years,GP,0,0,3.5
2019/20 Q2,Fife,18-64 years,Care Home,0,0,0
2019/20 Q2,Fife,18-64 years,Self Referral,43.8,70,26.4
2019/20 Q2,Fife,18-64 years,Other/Unknown,3.1,5,10
2019/20 Q2,Fife,65-74 years,999 Emergency Services,75,105,77.9
2019/20 Q2,Fife,65-74 years,GP,0,0,2.5
2019/20 Q2,Fife,65-74 years,Care Home,0,0,0
2019/20 Q2,Fife,65-74 years,Self Referral,21.4,30,15
2019/20 Q2,Fife,65-74 years,Other/Unknown,3.6,5,4.5
2019/20 Q2,Fife,75-84 years,999 Emergency Services,83.3,150,78.4
2019/20 Q2,Fife,75-84 years,GP,0,0,3.2
2019/20 Q2,Fife,75-84 years,Care Home,0,0,0
2019/20 Q2,Fife,75-84 years,Self Referral,16.7,30,14.1
2019/20 Q2,Fife,75-84 years,Other/Unknown,0,0,4.2
2019/20 Q2,Fife,85+ years,999 Emergency Services,87,200,80.6
2019/20 Q2,Fife,85+ years,GP,0,0,2.9
2019/20 Q2,Fife,85+ years,Care Home,0,0,0
2019/20 Q2,Fife,85+ years,Self Referral,10.9,25,12.8
2019/20 Q2,Fife,85+ years,Other/Unknown,2.2,5,3.7
2019/20 Q2,Fife,Unknown,999 Emergency Services,0,0,0
2019/20 Q2,Fife,Unknown,GP,0,0,0
2019/20 Q2,Fife,Unknown,Care Home,0,0,0
2019/20 Q2,Fife,Unknown,Self Referral,0,0,0
2019/20 Q2,Fife,Unknown,Other/Unknown,0,0,0
2019/20 Q2,Glasgow City,All Ages,999 Emergency Services,76.5,975,75.6
2019/20 Q2,Glasgow City,All Ages,GP,0.8,10,3.1
2019/20 Q2,Glasgow City,All Ages,Care Home,0,0,0
2019/20 Q2,Glasgow City,All Ages,Self Referral,20.8,265,16.1
2019/20 Q2,Glasgow City,All Ages,Other/Unknown,2,25,5.2
2019/20 Q2,Glasgow City,0-17 years,999 Emergency Services,0,0,33.3
2019/20 Q2,Glasgow City,0-17 years,GP,0,0,16.7
2019/20 Q2,Glasgow City,0-17 years,Care Home,0,0,0
2019/20 Q2,Glasgow City,0-17 years,Self Referral,0,0,33.3
2019/20 Q2,Glasgow City,0-17 years,Other/Unknown,0,0,16.7
2019/20 Q2,Glasgow City,18-64 years,999 Emergency Services,75.9,110,60.2
2019/20 Q2,Glasgow City,18-64 years,GP,0,0,3.5
2019/20 Q2,Glasgow City,18-64 years,Care Home,0,0,0
2019/20 Q2,Glasgow City,18-64 years,Self Referral,17.2,25,26.4
2019/20 Q2,Glasgow City,18-64 years,Other/Unknown,6.9,10,10
2019/20 Q2,Glasgow City,65-74 years,999 Emergency Services,69.8,150,77.9
2019/20 Q2,Glasgow City,65-74 years,GP,2.3,5,2.5
2019/20 Q2,Glasgow City,65-74 years,Care Home,0,0,0
2019/20 Q2,Glasgow City,65-74 years,Self Referral,25.6,55,15
2019/20 Q2,Glasgow City,65-74 years,Other/Unknown,2.3,5,4.5
2019/20 Q2,Glasgow City,75-84 years,999 Emergency Services,76.8,380,78.4
2019/20 Q2,Glasgow City,75-84 years,GP,1,5,3.2
2019/20 Q2,Glasgow City,75-84 years,Care Home,0,0,0
2019/20 Q2,Glasgow City,75-84 years,Self Referral,20.2,100,14.1
2019/20 Q2,Glasgow City,75-84 years,Other/Unknown,2,10,4.2
2019/20 Q2,Glasgow City,85+ years,999 Emergency Services,77,335,80.6
2019/20 Q2,Glasgow City,85+ years,GP,1.1,5,2.9
2019/20 Q2,Glasgow City,85+ years,Care Home,0,0,0
2019/20 Q2,Glasgow City,85+ years,Self Referral,20.7,90,12.8
2019/20 Q2,Glasgow City,85+ years,Other/Unknown,1.1,5,3.7
2019/20 Q2,Glasgow City,Unknown,999 Emergency Services,0,0,0
2019/20 Q2,Glasgow City,Unknown,GP,0,0,0
2019/20 Q2,Glasgow City,Unknown,Care Home,0,0,0
2019/20 Q2,Glasgow City,Unknown,Self Referral,0,0,0
2019/20 Q2,Glasgow City,Unknown,Other/Unknown,0,0,0
2019/20 Q2,Highland,All Ages,999 Emergency Services,76.5,310,75.6
2019/20 Q2,Highland,All Ages,GP,2.5,10,3.1
2019/20 Q2,Highland,All Ages,Care Home,0,0,0
2019/20 Q2,Highland,All Ages,Self Referral,14.8,60,16.1
2019/20 Q2,Highland,All Ages,Other/Unknown,6.2,25,5.2
2019/20 Q2,Highland,0-17 years,999 Emergency Services,0,0,33.3
2019/20 Q2,Highland,0-17 years,GP,0,0,16.7
2019/20 Q2,Highland,0-17 years,Care Home,0,0,0
2019/20 Q2,Highland,0-17 years,Self Referral,0,0,33.3
2019/20 Q2,Highland,0-17 years,Other/Unknown,0,0,16.7
2019/20 Q2,Highland,18-64 years,999 Emergency Services,57.1,20,60.2
2019/20 Q2,Highland,18-64 years,GP,0,0,3.5
2019/20 Q2,Highland,18-64 years,Care Home,0,0,0
2019/20 Q2,Highland,18-64 years,Self Referral,28.6,10,26.4
2019/20 Q2,Highland,18-64 years,Other/Unknown,14.3,5,10
2019/20 Q2,Highland,65-74 years,999 Emergency Services,80,40,77.9
2019/20 Q2,Highland,65-74 years,GP,0,0,2.5
2019/20 Q2,Highland,65-74 years,Care Home,0,0,0
2019/20 Q2,Highland,65-74 years,Self Referral,10,5,15
2019/20 Q2,Highland,65-74 years,Other/Unknown,10,5,4.5
2019/20 Q2,Highland,75-84 years,999 Emergency Services,71,110,78.4
2019/20 Q2,Highland,75-84 years,GP,3.2,5,3.2
