time_period,financial_quarter,sending_location,age_group,hc_service_provider,nclient,percentage
Financial Quarter,2019/20 Q3,Inverclyde,65-74 years,Local Authority/Health & Social Care Partnership/NHS Board only,200,81.6
Financial Quarter,2019/20 Q3,Inverclyde,65-74 years,Other,0,0
Financial Quarter,2019/20 Q3,Inverclyde,65-74 years,Other Local Authority,0,0
Financial Quarter,2019/20 Q3,Inverclyde,65-74 years,Private only,70,28.6
Financial Quarter,2019/20 Q3,Inverclyde,65-74 years,Third Sector,5,2
Financial Quarter,2019/20 Q3,Inverclyde,75-84 years,Local Authority/Health & Social Care Partnership/NHS Board only,410,82.8
Financial Quarter,2019/20 Q3,Inverclyde,75-84 years,Other,0,0
Financial Quarter,2019/20 Q3,Inverclyde,75-84 years,Other Local Authority,0,0
Financial Quarter,2019/20 Q3,Inverclyde,75-84 years,Private only,165,33.3
Financial Quarter,2019/20 Q3,Inverclyde,75-84 years,Third Sector,15,3
Financial Quarter,2019/20 Q3,Inverclyde,85+ years,Local Authority/Health & Social Care Partnership/NHS Board only,410,80.4
Financial Quarter,2019/20 Q3,Inverclyde,85+ years,Other,0,0
Financial Quarter,2019/20 Q3,Inverclyde,85+ years,Other Local Authority,0,0
Financial Quarter,2019/20 Q3,Inverclyde,85+ years,Private only,195,38.2
Financial Quarter,2019/20 Q3,Inverclyde,85+ years,Third Sector,25,4.9
Financial Quarter,2019/20 Q3,Inverclyde,Unknown,Local Authority/Health & Social Care Partnership/NHS Board only,0,0
Financial Quarter,2019/20 Q3,Inverclyde,Unknown,Other,0,0
Financial Quarter,2019/20 Q3,Inverclyde,Unknown,Other Local Authority,0,0
Financial Quarter,2019/20 Q3,Inverclyde,Unknown,Private only,0,0
Financial Quarter,2019/20 Q3,Inverclyde,Unknown,Third Sector,0,0
Financial Quarter,2019/20 Q4,Inverclyde,All Ages,Local Authority/Health & Social Care Partnership/NHS Board only,1165,82
Financial Quarter,2019/20 Q4,Inverclyde,All Ages,Other,0,0
Financial Quarter,2019/20 Q4,Inverclyde,All Ages,Other Local Authority,0,0
Financial Quarter,2019/20 Q4,Inverclyde,All Ages,Private only,450,31.7
Financial Quarter,2019/20 Q4,Inverclyde,All Ages,Third Sector,55,3.9
Financial Quarter,2019/20 Q4,Inverclyde,0-17 years,Local Authority/Health & Social Care Partnership/NHS Board only,0,NA
Financial Quarter,2019/20 Q4,Inverclyde,0-17 years,Other,0,NA
Financial Quarter,2019/20 Q4,Inverclyde,0-17 years,Other Local Authority,0,NA
Financial Quarter,2019/20 Q4,Inverclyde,0-17 years,Private only,0,NA
Financial Quarter,2019/20 Q4,Inverclyde,0-17 years,Third Sector,0,NA
Financial Quarter,2019/20 Q4,Inverclyde,18-64 years,Local Authority/Health & Social Care Partnership/NHS Board only,130,78.8
Financial Quarter,2019/20 Q4,Inverclyde,18-64 years,Other,0,0
Financial Quarter,2019/20 Q4,Inverclyde,18-64 years,Other Local Authority,0,0
Financial Quarter,2019/20 Q4,Inverclyde,18-64 years,Private only,35,21.2
Financial Quarter,2019/20 Q4,Inverclyde,18-64 years,Third Sector,15,9.1
Financial Quarter,2019/20 Q4,Inverclyde,65-74 years,Local Authority/Health & Social Care Partnership/NHS Board only,210,82.4
Financial Quarter,2019/20 Q4,Inverclyde,65-74 years,Other,0,0
Financial Quarter,2019/20 Q4,Inverclyde,65-74 years,Other Local Authority,0,0
Financial Quarter,2019/20 Q4,Inverclyde,65-74 years,Private only,75,29.4
Financial Quarter,2019/20 Q4,Inverclyde,65-74 years,Third Sector,5,2
Financial Quarter,2019/20 Q4,Inverclyde,75-84 years,Local Authority/Health & Social Care Partnership/NHS Board only,435,83.7
Financial Quarter,2019/20 Q4,Inverclyde,75-84 years,Other,0,0
Financial Quarter,2019/20 Q4,Inverclyde,75-84 years,Other Local Authority,0,0
Financial Quarter,2019/20 Q4,Inverclyde,75-84 years,Private only,165,31.7
Financial Quarter,2019/20 Q4,Inverclyde,75-84 years,Third Sector,15,2.9
Financial Quarter,2019/20 Q4,Inverclyde,85+ years,Local Authority/Health & Social Care Partnership/NHS Board only,385,80.2
Financial Quarter,2019/20 Q4,Inverclyde,85+ years,Other,0,0
Financial Quarter,2019/20 Q4,Inverclyde,85+ years,Other Local Authority,0,0
Financial Quarter,2019/20 Q4,Inverclyde,85+ years,Private only,180,37.5
Financial Quarter,2019/20 Q4,Inverclyde,85+ years,Third Sector,20,4.2
Financial Quarter,2019/20 Q4,Inverclyde,Unknown,Local Authority/Health & Social Care Partnership/NHS Board only,0,0
Financial Quarter,2019/20 Q4,Inverclyde,Unknown,Other,0,0
Financial Quarter,2019/20 Q4,Inverclyde,Unknown,Other Local Authority,0,0
Financial Quarter,2019/20 Q4,Inverclyde,Unknown,Private only,0,0
Financial Quarter,2019/20 Q4,Inverclyde,Unknown,Third Sector,0,0
Financial Quarter,2020/21 Q1,Inverclyde,All Ages,Local Authority/Health & Social Care Partnership/NHS Board only,985,79.8
Financial Quarter,2020/21 Q1,Inverclyde,All Ages,Other,0,0
Financial Quarter,2020/21 Q1,Inverclyde,All Ages,Other Local Authority,0,0
Financial Quarter,2020/21 Q1,Inverclyde,All Ages,Private only,420,34
Financial Quarter,2020/21 Q1,Inverclyde,All Ages,Third Sector,45,3.6
Financial Quarter,2020/21 Q1,Inverclyde,0-17 years,Local Authority/Health & Social Care Partnership/NHS Board only,0,NA
Financial Quarter,2020/21 Q1,Inverclyde,0-17 years,Other,0,NA
Financial Quarter,2020/21 Q1,Inverclyde,0-17 years,Other Local Authority,0,NA
Financial Quarter,2020/21 Q1,Inverclyde,0-17 years,Private only,0,NA
Financial Quarter,2020/21 Q1,Inverclyde,0-17 years,Third Sector,0,NA
Financial Quarter,2020/21 Q1,Inverclyde,18-64 years,Local Authority/Health & Social Care Partnership/NHS Board only,95,76
Financial Quarter,2020/21 Q1,Inverclyde,18-64 years,Other,0,0
Financial Quarter,2020/21 Q1,Inverclyde,18-64 years,Other Local Authority,0,0
Financial Quarter,2020/21 Q1,Inverclyde,18-64 years,Private only,30,24
Financial Quarter,2020/21 Q1,Inverclyde,18-64 years,Third Sector,15,12
Financial Quarter,2020/21 Q1,Inverclyde,65-74 years,Local Authority/Health & Social Care Partnership/NHS Board only,170,81
Financial Quarter,2020/21 Q1,Inverclyde,65-74 years,Other,0,0
Financial Quarter,2020/21 Q1,Inverclyde,65-74 years,Other Local Authority,0,0
Financial Quarter,2020/21 Q1,Inverclyde,65-74 years,Private only,60,28.6
Financial Quarter,2020/21 Q1,Inverclyde,65-74 years,Third Sector,5,2.4
Financial Quarter,2020/21 Q1,Inverclyde,75-84 years,Local Authority/Health & Social Care Partnership/NHS Board only,355,81.6
Financial Quarter,2020/21 Q1,Inverclyde,75-84 years,Other,0,0
Financial Quarter,2020/21 Q1,Inverclyde,75-84 years,Other Local Authority,0,0
Financial Quarter,2020/21 Q1,Inverclyde,75-84 years,Private only,145,33.3
Financial Quarter,2020/21 Q1,Inverclyde,75-84 years,Third Sector,10,2.3
Financial Quarter,2020/21 Q1,Inverclyde,85+ years,Local Authority/Health & Social Care Partnership/NHS Board only,365,78.5
Financial Quarter,2020/21 Q1,Inverclyde,85+ years,Other,0,0
Financial Quarter,2020/21 Q1,Inverclyde,85+ years,Other Local Authority,0,0
Financial Quarter,2020/21 Q1,Inverclyde,85+ years,Private only,180,38.7
Financial Quarter,2020/21 Q1,Inverclyde,85+ years,Third Sector,15,3.2
Financial Quarter,2020/21 Q1,Inverclyde,Unknown,Local Authority/Health & Social Care Partnership/NHS Board only,0,0
Financial Quarter,2020/21 Q1,Inverclyde,Unknown,Other,0,0
Financial Quarter,2020/21 Q1,Inverclyde,Unknown,Other Local Authority,0,0
Financial Quarter,2020/21 Q1,Inverclyde,Unknown,Private only,0,0
Financial Quarter,2020/21 Q1,Inverclyde,Unknown,Third Sector,0,0
Financial Quarter,2020/21 Q2,Inverclyde,All Ages,Local Authority/Health & Social Care Partnership/NHS Board only,1080,82.8
Financial Quarter,2020/21 Q2,Inverclyde,All Ages,Other,0,0
Financial Quarter,2020/21 Q2,Inverclyde,All Ages,Other Local Authority,0,0
Financial Quarter,2020/21 Q2,Inverclyde,All Ages,Private only,405,31
Financial Quarter,2020/21 Q2,Inverclyde,All Ages,Third Sector,45,3.4
Financial Quarter,2020/21 Q2,Inverclyde,0-17 years,Local Authority/Health & Social Care Partnership/NHS Board only,0,0
Financial Quarter,2020/21 Q2,Inverclyde,0-17 years,Other,0,0
Financial Quarter,2020/21 Q2,Inverclyde,0-17 years,Other Local Authority,0,0
Financial Quarter,2020/21 Q2,Inverclyde,0-17 years,Private only,0,0
Financial Quarter,2020/21 Q2,Inverclyde,0-17 years,Third Sector,0,0
Financial Quarter,2020/21 Q2,Inverclyde,18-64 years,Local Authority/Health & Social Care Partnership/NHS Board only,105,77.8
Financial Quarter,2020/21 Q2,Inverclyde,18-64 years,Other,0,0
Financial Quarter,2020/21 Q2,Inverclyde,18-64 years,Other Local Authority,0,0
Financial Quarter,2020/21 Q2,Inverclyde,18-64 years,Private only,35,25.9
Financial Quarter,2020/21 Q2,Inverclyde,18-64 years,Third Sector,15,11.1
Financial Quarter,2020/21 Q2,Inverclyde,65-74 years,Local Authority/Health & Social Care Partnership/NHS Board only,185,82.2
Financial Quarter,2020/21 Q2,Inverclyde,65-74 years,Other,0,0
Financial Quarter,2020/21 Q2,Inverclyde,65-74 years,Other Local Authority,0,0
Financial Quarter,2020/21 Q2,Inverclyde,65-74 years,Private only,60,26.7
Financial Quarter,2020/21 Q2,Inverclyde,65-74 years,Third Sector,5,2.2
Financial Quarter,2020/21 Q2,Inverclyde,75-84 years,Local Authority/Health & Social Care Partnership/NHS Board only,395,83.2
Financial Quarter,2020/21 Q2,Inverclyde,75-84 years,Other,0,0
Financial Quarter,2020/21 Q2,Inverclyde,75-84 years,Other Local Authority,0,0
Financial Quarter,2020/21 Q2,Inverclyde,75-84 years,Private only,150,31.6
Financial Quarter,2020/21 Q2,Inverclyde,75-84 years,Third Sector,10,2.1
Financial Quarter,2020/21 Q2,Inverclyde,85+ years,Local Authority/Health & Social Care Partnership/NHS Board only,400,84.2
Financial Quarter,2020/21 Q2,Inverclyde,85+ years,Other,0,0
Financial Quarter,2020/21 Q2,Inverclyde,85+ years,Other Local Authority,0,0
Financial Quarter,2020/21 Q2,Inverclyde,85+ years,Private only,160,33.7
Financial Quarter,2020/21 Q2,Inverclyde,85+ years,Third Sector,15,3.2
Financial Quarter,2020/21 Q2,Inverclyde,Unknown,Local Authority/Health & Social Care Partnership/NHS Board only,0,0
Financial Quarter,2020/21 Q2,Inverclyde,Unknown,Other,0,0
Financial Quarter,2020/21 Q2,Inverclyde,Unknown,Other Local Authority,0,0
Financial Quarter,2020/21 Q2,Inverclyde,Unknown,Private only,0,0
Financial Quarter,2020/21 Q2,Inverclyde,Unknown,Third Sector,0,0
Financial Quarter,2020/21 Q3,Inverclyde,All Ages,Local Authority/Health & Social Care Partnership/NHS Board only,1090,83.2
Financial Quarter,2020/21 Q3,Inverclyde,All Ages,Other,0,0
Financial Quarter,2020/21 Q3,Inverclyde,All Ages,Other Local Authority,0,0
Financial Quarter,2020/21 Q3,Inverclyde,All Ages,Private only,425,32.4
Financial Quarter,2020/21 Q3,Inverclyde,All Ages,Third Sector,40,3.1
Financial Quarter,2020/21 Q3,Inverclyde,0-17 years,Local Authority/Health & Social Care Partnership/NHS Board only,0,0
Financial Quarter,2020/21 Q3,Inverclyde,0-17 years,Other,0,0
Financial Quarter,2020/21 Q3,Inverclyde,0-17 years,Other Local Authority,0,0
Financial Quarter,2020/21 Q3,Inverclyde,0-17 years,Private only,0,0
Financial Quarter,2020/21 Q3,Inverclyde,0-17 years,Third Sector,0,0
Financial Quarter,2020/21 Q3,Inverclyde,18-64 years,Local Authority/Health & Social Care Partnership/NHS Board only,105,75
Financial Quarter,2020/21 Q3,Inverclyde,18-64 years,Other,0,0
Financial Quarter,2020/21 Q3,Inverclyde,18-64 years,Other Local Authority,0,0
Financial Quarter,2020/21 Q3,Inverclyde,18-64 years,Private only,40,28.6
Financial Quarter,2020/21 Q3,Inverclyde,18-64 years,Third Sector,15,10.7
Financial Quarter,2020/21 Q3,Inverclyde,65-74 years,Local Authority/Health & Social Care Partnership/NHS Board only,190,84.4
Financial Quarter,2020/21 Q3,Inverclyde,65-74 years,Other,0,0
Financial Quarter,2020/21 Q3,Inverclyde,65-74 years,Other Local Authority,0,0
Financial Quarter,2020/21 Q3,Inverclyde,65-74 years,Private only,65,28.9
Financial Quarter,2020/21 Q3,Inverclyde,65-74 years,Third Sector,5,2.2
Financial Quarter,2020/21 Q3,Inverclyde,75-84 years,Local Authority/Health & Social Care Partnership/NHS Board only,405,84.4
Financial Quarter,2020/21 Q3,Inverclyde,75-84 years,Other,0,0
Financial Quarter,2020/21 Q3,Inverclyde,75-84 years,Other Local Authority,0,0
Financial Quarter,2020/21 Q3,Inverclyde,75-84 years,Private only,160,33.3
Financial Quarter,2020/21 Q3,Inverclyde,75-84 years,Third Sector,10,2.1
Financial Quarter,2020/21 Q3,Inverclyde,85+ years,Local Authority/Health & Social Care Partnership/NHS Board only,390,83
Financial Quarter,2020/21 Q3,Inverclyde,85+ years,Other,0,0
Financial Quarter,2020/21 Q3,Inverclyde,85+ years,Other Local Authority,0,0
Financial Quarter,2020/21 Q3,Inverclyde,85+ years,Private only,165,35.1
Financial Quarter,2020/21 Q3,Inverclyde,85+ years,Third Sector,15,3.2
Financial Quarter,2020/21 Q3,Inverclyde,Unknown,Local Authority/Health & Social Care Partnership/NHS Board only,0,0
Financial Quarter,2020/21 Q3,Inverclyde,Unknown,Other,0,0
Financial Quarter,2020/21 Q3,Inverclyde,Unknown,Other Local Authority,0,0
Financial Quarter,2020/21 Q3,Inverclyde,Unknown,Private only,0,0
Financial Quarter,2020/21 Q3,Inverclyde,Unknown,Third Sector,0,0
Financial Quarter,2020/21 Q4,Inverclyde,All Ages,Local Authority/Health & Social Care Partnership/NHS Board only,1075,82.7
Financial Quarter,2020/21 Q4,Inverclyde,All Ages,Other,0,0
Financial Quarter,2020/21 Q4,Inverclyde,All Ages,Other Local Authority,0,0
Financial Quarter,2020/21 Q4,Inverclyde,All Ages,Private only,410,31.5
Financial Quarter,2020/21 Q4,Inverclyde,All Ages,Third Sector,40,3.1
Financial Quarter,2020/21 Q4,Inverclyde,0-17 years,Local Authority/Health & Social Care Partnership/NHS Board only,0,0
Financial Quarter,2020/21 Q4,Inverclyde,0-17 years,Other,0,0
Financial Quarter,2020/21 Q4,Inverclyde,0-17 years,Other Local Authority,0,0
Financial Quarter,2020/21 Q4,Inverclyde,0-17 years,Private only,0,0
Financial Quarter,2020/21 Q4,Inverclyde,0-17 years,Third Sector,0,0
Financial Quarter,2020/21 Q4,Inverclyde,18-64 years,Local Authority/Health & Social Care Partnership/NHS Board only,100,74.1
Financial Quarter,2020/21 Q4,Inverclyde,18-64 years,Other,0,0
Financial Quarter,2020/21 Q4,Inverclyde,18-64 years,Other Local Authority,0,0
Financial Quarter,2020/21 Q4,Inverclyde,18-64 years,Private only,40,29.6
Financial Quarter,2020/21 Q4,Inverclyde,18-64 years,Third Sector,10,7.4
Financial Quarter,2020/21 Q4,Inverclyde,65-74 years,Local Authority/Health & Social Care Partnership/NHS Board only,210,84
Financial Quarter,2020/21 Q4,Inverclyde,65-74 years,Other,0,0
Financial Quarter,2020/21 Q4,Inverclyde,65-74 years,Other Local Authority,0,0
Financial Quarter,2020/21 Q4,Inverclyde,65-74 years,Private only,60,24
Financial Quarter,2020/21 Q4,Inverclyde,65-74 years,Third Sector,5,2
Financial Quarter,2020/21 Q4,Inverclyde,75-84 years,Local Authority/Health & Social Care Partnership/NHS Board only,400,84.2
Financial Quarter,2020/21 Q4,Inverclyde,75-84 years,Other,0,0
Financial Quarter,2020/21 Q4,Inverclyde,75-84 years,Other Local Authority,0,0
Financial Quarter,2020/21 Q4,Inverclyde,75-84 years,Private only,155,32.6
Financial Quarter,2020/21 Q4,Inverclyde,75-84 years,Third Sector,10,2.1
Financial Quarter,2020/21 Q4,Inverclyde,85+ years,Local Authority/Health & Social Care Partnership/NHS Board only,365,83
Financial Quarter,2020/21 Q4,Inverclyde,85+ years,Other,0,0
Financial Quarter,2020/21 Q4,Inverclyde,85+ years,Other Local Authority,0,0
Financial Quarter,2020/21 Q4,Inverclyde,85+ years,Private only,155,35.2
Financial Quarter,2020/21 Q4,Inverclyde,85+ years,Third Sector,15,3.4
Financial Quarter,2020/21 Q4,Inverclyde,Unknown,Local Authority/Health & Social Care Partnership/NHS Board only,0,0
Financial Quarter,2020/21 Q4,Inverclyde,Unknown,Other,0,0
Financial Quarter,2020/21 Q4,Inverclyde,Unknown,Other Local Authority,0,0
Financial Quarter,2020/21 Q4,Inverclyde,Unknown,Private only,0,0
Financial Quarter,2020/21 Q4,Inverclyde,Unknown,Third Sector,0,0
Census Week,2017/18,Inverclyde,All Ages,Local Authority/Health & Social Care Partnership/NHS Board only,980,79
Census Week,2017/18,Inverclyde,All Ages,Other,0,0
Census Week,2017/18,Inverclyde,All Ages,Other Local Authority,0,0
Census Week,2017/18,Inverclyde,All Ages,Private only,370,29.8
Census Week,2017/18,Inverclyde,All Ages,Third Sector,105,8.5
Census Week,2017/18,Inverclyde,0-17 years,Local Authority/Health & Social Care Partnership/NHS Board only,0,0
Census Week,2017/18,Inverclyde,0-17 years,Other,0,0
Census Week,2017/18,Inverclyde,0-17 years,Other Local Authority,0,0
Census Week,2017/18,Inverclyde,0-17 years,Private only,0,0
Census Week,2017/18,Inverclyde,0-17 years,Third Sector,0,0
Census Week,2017/18,Inverclyde,18-64 years,Local Authority/Health & Social Care Partnership/NHS Board only,90,64.3
Census Week,2017/18,Inverclyde,18-64 years,Other,0,0
Census Week,2017/18,Inverclyde,18-64 years,Other Local Authority,0,0
Census Week,2017/18,Inverclyde,18-64 years,Private only,45,32.1
Census Week,2017/18,Inverclyde,18-64 years,Third Sector,20,14.3
Census Week,2017/18,Inverclyde,65-74 years,Local Authority/Health & Social Care Partnership/NHS Board only,170,79.1
Census Week,2017/18,Inverclyde,65-74 years,Other,0,0
Census Week,2017/18,Inverclyde,65-74 years,Other Local Authority,0,0
Census Week,2017/18,Inverclyde,65-74 years,Private only,60,27.9
Census Week,2017/18,Inverclyde,65-74 years,Third Sector,20,9.3
Census Week,2017/18,Inverclyde,75-84 years,Local Authority/Health & Social Care Partnership/NHS Board only,390,82.1
Census Week,2017/18,Inverclyde,75-84 years,Other,0,0
Census Week,2017/18,Inverclyde,75-84 years,Other Local Authority,0,0
Census Week,2017/18,Inverclyde,75-84 years,Private only,135,28.4
Census Week,2017/18,Inverclyde,75-84 years,Third Sector,35,7.4
Census Week,2017/18,Inverclyde,85+ years,Local Authority/Health & Social Care Partnership/NHS Board only,330,80.5
Census Week,2017/18,Inverclyde,85+ years,Other,0,0
Census Week,2017/18,Inverclyde,85+ years,Other Local Authority,0,0
Census Week,2017/18,Inverclyde,85+ years,Private only,125,30.5
Census Week,2017/18,Inverclyde,85+ years,Third Sector,35,8.5
Census Week,2017/18,Inverclyde,Unknown,Local Authority/Health & Social Care Partnership/NHS Board only,0,0
Census Week,2017/18,Inverclyde,Unknown,Other,0,0
Census Week,2017/18,Inverclyde,Unknown,Other Local Authority,0,0
Census Week,2017/18,Inverclyde,Unknown,Private only,0,0
Census Week,2017/18,Inverclyde,Unknown,Third Sector,0,0
Census Week,2018/19,Inverclyde,All Ages,Local Authority/Health & Social Care Partnership/NHS Board only,960,80
Census Week,2018/19,Inverclyde,All Ages,Other,0,0
Census Week,2018/19,Inverclyde,All Ages,Other Local Authority,0,0
Census Week,2018/19,Inverclyde,All Ages,Private only,395,32.9
Census Week,2018/19,Inverclyde,All Ages,Third Sector,50,4.2
Census Week,2018/19,Inverclyde,0-17 years,Local Authority/Health & Social Care Partnership/NHS Board only,0,0
Census Week,2018/19,Inverclyde,0-17 years,Other,0,0
Census Week,2018/19,Inverclyde,0-17 years,Other Local Authority,0,0
Census Week,2018/19,Inverclyde,0-17 years,Private only,0,0
Census Week,2018/19,Inverclyde,0-17 years,Third Sector,0,0
Census Week,2018/19,Inverclyde,18-64 years,Local Authority/Health & Social Care Partnership/NHS Board only,90,75
Census Week,2018/19,Inverclyde,18-64 years,Other,0,0
