financial_quarter,sending_location,locality,age_group,measure,value
2019/20 Q3,Falkirk,Falkirk East,18-64 years,Number of People,85
2019/20 Q3,Falkirk,Falkirk East,18-64 years,Number of Hours,6455
2019/20 Q3,Falkirk,Falkirk East,65-74 years,"Rate per 1,000 Population",14.6
2019/20 Q3,Falkirk,Falkirk East,65-74 years,Number of People,105
2019/20 Q3,Falkirk,Falkirk East,65-74 years,Number of Hours,8805
2019/20 Q3,Falkirk,Falkirk East,75-84 years,"Rate per 1,000 Population",67.5
2019/20 Q3,Falkirk,Falkirk East,75-84 years,Number of People,285
2019/20 Q3,Falkirk,Falkirk East,75-84 years,Number of Hours,21350
2019/20 Q3,Falkirk,Falkirk East,85+ years,"Rate per 1,000 Population",218.1
2019/20 Q3,Falkirk,Falkirk East,85+ years,Number of People,305
2019/20 Q3,Falkirk,Falkirk East,85+ years,Number of Hours,24945
2019/20 Q3,Falkirk,Falkirk West,All Ages,"Rate per 1,000 Population",11.4
2019/20 Q3,Falkirk,Falkirk West,All Ages,Number of People,555
2019/20 Q3,Falkirk,Falkirk West,All Ages,Number of Hours,45545
2019/20 Q3,Falkirk,Falkirk West,0-17 years,"Rate per 1,000 Population",0.8
2019/20 Q3,Falkirk,Falkirk West,0-17 years,Number of People,10
2019/20 Q3,Falkirk,Falkirk West,0-17 years,Number of Hours,645
2019/20 Q3,Falkirk,Falkirk West,18-64 years,"Rate per 1,000 Population",1.6
2019/20 Q3,Falkirk,Falkirk West,18-64 years,Number of People,50
2019/20 Q3,Falkirk,Falkirk West,18-64 years,Number of Hours,3620
2019/20 Q3,Falkirk,Falkirk West,65-74 years,"Rate per 1,000 Population",17.5
2019/20 Q3,Falkirk,Falkirk West,65-74 years,Number of People,90
2019/20 Q3,Falkirk,Falkirk West,65-74 years,Number of Hours,7505
2019/20 Q3,Falkirk,Falkirk West,75-84 years,"Rate per 1,000 Population",74
2019/20 Q3,Falkirk,Falkirk West,75-84 years,Number of People,205
2019/20 Q3,Falkirk,Falkirk West,75-84 years,Number of Hours,16610
2019/20 Q3,Falkirk,Falkirk West,85+ years,"Rate per 1,000 Population",227.9
2019/20 Q3,Falkirk,Falkirk West,85+ years,Number of People,205
2019/20 Q3,Falkirk,Falkirk West,85+ years,Number of Hours,17165
2019/20 Q3,Falkirk,Outside Partnership,All Ages,Number of People,20
2019/20 Q3,Falkirk,Outside Partnership,All Ages,Number of Hours,1395
2019/20 Q3,Falkirk,Outside Partnership,0-17 years,Number of People,0
2019/20 Q3,Falkirk,Outside Partnership,0-17 years,Number of Hours,0
2019/20 Q3,Falkirk,Outside Partnership,18-64 years,Number of People,5
2019/20 Q3,Falkirk,Outside Partnership,18-64 years,Number of Hours,75
2019/20 Q3,Falkirk,Outside Partnership,65-74 years,Number of People,5
2019/20 Q3,Falkirk,Outside Partnership,65-74 years,Number of Hours,295
2019/20 Q3,Falkirk,Outside Partnership,75-84 years,Number of People,5
2019/20 Q3,Falkirk,Outside Partnership,75-84 years,Number of Hours,200
2019/20 Q3,Falkirk,Outside Partnership,85+ years,Number of People,5
2019/20 Q3,Falkirk,Outside Partnership,85+ years,Number of Hours,825
2019/20 Q3,Fife,City of Dunfermline,All Ages,"Rate per 1,000 Population",8.2
2019/20 Q3,Fife,City of Dunfermline,All Ages,Number of People,485
2019/20 Q3,Fife,City of Dunfermline,All Ages,Number of Hours,147435
2019/20 Q3,Fife,City of Dunfermline,0-17 years,"Rate per 1,000 Population",0.2
2019/20 Q3,Fife,City of Dunfermline,0-17 years,Number of People,0
2019/20 Q3,Fife,City of Dunfermline,0-17 years,Number of Hours,215
2019/20 Q3,Fife,City of Dunfermline,18-64 years,"Rate per 1,000 Population",4.5
2019/20 Q3,Fife,City of Dunfermline,18-64 years,Number of People,160
2019/20 Q3,Fife,City of Dunfermline,18-64 years,Number of Hours,105330
2019/20 Q3,Fife,City of Dunfermline,65-74 years,"Rate per 1,000 Population",10.6
2019/20 Q3,Fife,City of Dunfermline,65-74 years,Number of People,65
2019/20 Q3,Fife,City of Dunfermline,65-74 years,Number of Hours,11820
2019/20 Q3,Fife,City of Dunfermline,75-84 years,"Rate per 1,000 Population",39.7
2019/20 Q3,Fife,City of Dunfermline,75-84 years,Number of People,125
2019/20 Q3,Fife,City of Dunfermline,75-84 years,Number of Hours,15755
2019/20 Q3,Fife,City of Dunfermline,85+ years,"Rate per 1,000 Population",109.8
2019/20 Q3,Fife,City of Dunfermline,85+ years,Number of People,130
2019/20 Q3,Fife,City of Dunfermline,85+ years,Number of Hours,14315
2019/20 Q3,Fife,Cowdenbeath,All Ages,"Rate per 1,000 Population",11.4
2019/20 Q3,Fife,Cowdenbeath,All Ages,Number of People,470
2019/20 Q3,Fife,Cowdenbeath,All Ages,Number of Hours,124655
2019/20 Q3,Fife,Cowdenbeath,0-17 years,"Rate per 1,000 Population",0
2019/20 Q3,Fife,Cowdenbeath,0-17 years,Number of People,0
2019/20 Q3,Fife,Cowdenbeath,0-17 years,Number of Hours,0
2019/20 Q3,Fife,Cowdenbeath,18-64 years,"Rate per 1,000 Population",6.9
2019/20 Q3,Fife,Cowdenbeath,18-64 years,Number of People,170
2019/20 Q3,Fife,Cowdenbeath,18-64 years,Number of Hours,87275
2019/20 Q3,Fife,Cowdenbeath,65-74 years,"Rate per 1,000 Population",14
2019/20 Q3,Fife,Cowdenbeath,65-74 years,Number of People,65
2019/20 Q3,Fife,Cowdenbeath,65-74 years,Number of Hours,9070
2019/20 Q3,Fife,Cowdenbeath,75-84 years,"Rate per 1,000 Population",43.9
2019/20 Q3,Fife,Cowdenbeath,75-84 years,Number of People,115
2019/20 Q3,Fife,Cowdenbeath,75-84 years,Number of Hours,14895
2019/20 Q3,Fife,Cowdenbeath,85+ years,"Rate per 1,000 Population",124.5
2019/20 Q3,Fife,Cowdenbeath,85+ years,Number of People,125
2019/20 Q3,Fife,Cowdenbeath,85+ years,Number of Hours,13410
2019/20 Q3,Fife,Glenrothes,All Ages,"Rate per 1,000 Population",11.9
2019/20 Q3,Fife,Glenrothes,All Ages,Number of People,595
2019/20 Q3,Fife,Glenrothes,All Ages,Number of Hours,160570
2019/20 Q3,Fife,Glenrothes,0-17 years,"Rate per 1,000 Population",0
2019/20 Q3,Fife,Glenrothes,0-17 years,Number of People,0
2019/20 Q3,Fife,Glenrothes,0-17 years,Number of Hours,0
2019/20 Q3,Fife,Glenrothes,18-64 years,"Rate per 1,000 Population",7.5
2019/20 Q3,Fife,Glenrothes,18-64 years,Number of People,220
2019/20 Q3,Fife,Glenrothes,18-64 years,Number of Hours,104465
2019/20 Q3,Fife,Glenrothes,65-74 years,"Rate per 1,000 Population",14.6
2019/20 Q3,Fife,Glenrothes,65-74 years,Number of People,85
2019/20 Q3,Fife,Glenrothes,65-74 years,Number of Hours,17425
2019/20 Q3,Fife,Glenrothes,75-84 years,"Rate per 1,000 Population",45.2
2019/20 Q3,Fife,Glenrothes,75-84 years,Number of People,145
2019/20 Q3,Fife,Glenrothes,75-84 years,Number of Hours,20515
2019/20 Q3,Fife,Glenrothes,85+ years,"Rate per 1,000 Population",127
2019/20 Q3,Fife,Glenrothes,85+ years,Number of People,145
2019/20 Q3,Fife,Glenrothes,85+ years,Number of Hours,18160
2019/20 Q3,Fife,Kirkcaldy,All Ages,"Rate per 1,000 Population",10.8
2019/20 Q3,Fife,Kirkcaldy,All Ages,Number of People,655
2019/20 Q3,Fife,Kirkcaldy,All Ages,Number of Hours,128370
2019/20 Q3,Fife,Kirkcaldy,0-17 years,"Rate per 1,000 Population",0.3
2019/20 Q3,Fife,Kirkcaldy,0-17 years,Number of People,5
2019/20 Q3,Fife,Kirkcaldy,0-17 years,Number of Hours,635
2019/20 Q3,Fife,Kirkcaldy,18-64 years,"Rate per 1,000 Population",4.9
2019/20 Q3,Fife,Kirkcaldy,18-64 years,Number of People,170
2019/20 Q3,Fife,Kirkcaldy,18-64 years,Number of Hours,69595
2019/20 Q3,Fife,Kirkcaldy,65-74 years,"Rate per 1,000 Population",13.8
2019/20 Q3,Fife,Kirkcaldy,65-74 years,Number of People,95
2019/20 Q3,Fife,Kirkcaldy,65-74 years,Number of Hours,14940
2019/20 Q3,Fife,Kirkcaldy,75-84 years,"Rate per 1,000 Population",43.3
2019/20 Q3,Fife,Kirkcaldy,75-84 years,Number of People,180
2019/20 Q3,Fife,Kirkcaldy,75-84 years,Number of Hours,22180
2019/20 Q3,Fife,Kirkcaldy,85+ years,"Rate per 1,000 Population",124.1
2019/20 Q3,Fife,Kirkcaldy,85+ years,Number of People,205
2019/20 Q3,Fife,Kirkcaldy,85+ years,Number of Hours,21020
2019/20 Q3,Fife,Levenmouth,All Ages,"Rate per 1,000 Population",12.4
2019/20 Q3,Fife,Levenmouth,All Ages,Number of People,465
2019/20 Q3,Fife,Levenmouth,All Ages,Number of Hours,77795
2019/20 Q3,Fife,Levenmouth,0-17 years,"Rate per 1,000 Population",0.1
2019/20 Q3,Fife,Levenmouth,0-17 years,Number of People,0
2019/20 Q3,Fife,Levenmouth,0-17 years,Number of Hours,135
2019/20 Q3,Fife,Levenmouth,18-64 years,"Rate per 1,000 Population",5.4
2019/20 Q3,Fife,Levenmouth,18-64 years,Number of People,120
2019/20 Q3,Fife,Levenmouth,18-64 years,Number of Hours,36790
2019/20 Q3,Fife,Levenmouth,65-74 years,"Rate per 1,000 Population",16.3
2019/20 Q3,Fife,Levenmouth,65-74 years,Number of People,75
2019/20 Q3,Fife,Levenmouth,65-74 years,Number of Hours,11800
2019/20 Q3,Fife,Levenmouth,75-84 years,"Rate per 1,000 Population",43.8
2019/20 Q3,Fife,Levenmouth,75-84 years,Number of People,120
2019/20 Q3,Fife,Levenmouth,75-84 years,Number of Hours,13060
2019/20 Q3,Fife,Levenmouth,85+ years,"Rate per 1,000 Population",149
2019/20 Q3,Fife,Levenmouth,85+ years,Number of People,150
2019/20 Q3,Fife,Levenmouth,85+ years,Number of Hours,16000
2019/20 Q3,Fife,North East Fife,All Ages,"Rate per 1,000 Population",7.4
2019/20 Q3,Fife,North East Fife,All Ages,Number of People,560
2019/20 Q3,Fife,North East Fife,All Ages,Number of Hours,126565
2019/20 Q3,Fife,North East Fife,0-17 years,"Rate per 1,000 Population",0.2
2019/20 Q3,Fife,North East Fife,0-17 years,Number of People,0
2019/20 Q3,Fife,North East Fife,0-17 years,Number of Hours,410
2019/20 Q3,Fife,North East Fife,18-64 years,"Rate per 1,000 Population",2.7
2019/20 Q3,Fife,North East Fife,18-64 years,Number of People,125
2019/20 Q3,Fife,North East Fife,18-64 years,Number of Hours,64015
2019/20 Q3,Fife,North East Fife,65-74 years,"Rate per 1,000 Population",8.1
2019/20 Q3,Fife,North East Fife,65-74 years,Number of People,75
2019/20 Q3,Fife,North East Fife,65-74 years,Number of Hours,20005
2019/20 Q3,Fife,North East Fife,75-84 years,"Rate per 1,000 Population",27.9
2019/20 Q3,Fife,North East Fife,75-84 years,Number of People,160
2019/20 Q3,Fife,North East Fife,75-84 years,Number of Hours,20730
2019/20 Q3,Fife,North East Fife,85+ years,"Rate per 1,000 Population",97
2019/20 Q3,Fife,North East Fife,85+ years,Number of People,200
2019/20 Q3,Fife,North East Fife,85+ years,Number of Hours,21400
2019/20 Q3,Fife,Outside Partnership,All Ages,Number of People,35
2019/20 Q3,Fife,Outside Partnership,All Ages,Number of Hours,9425
2019/20 Q3,Fife,Outside Partnership,0-17 years,Number of People,0
2019/20 Q3,Fife,Outside Partnership,0-17 years,Number of Hours,0
2019/20 Q3,Fife,Outside Partnership,18-64 years,Number of People,15
2019/20 Q3,Fife,Outside Partnership,18-64 years,Number of Hours,7680
2019/20 Q3,Fife,Outside Partnership,65-74 years,Number of People,5
2019/20 Q3,Fife,Outside Partnership,65-74 years,Number of Hours,270
2019/20 Q3,Fife,Outside Partnership,75-84 years,Number of People,5
2019/20 Q3,Fife,Outside Partnership,75-84 years,Number of Hours,705
2019/20 Q3,Fife,Outside Partnership,85+ years,Number of People,10
2019/20 Q3,Fife,Outside Partnership,85+ years,Number of Hours,770
2019/20 Q3,Fife,South West Fife,All Ages,"Rate per 1,000 Population",7.5
2019/20 Q3,Fife,South West Fife,All Ages,Number of People,375
2019/20 Q3,Fife,South West Fife,All Ages,Number of Hours,63855
2019/20 Q3,Fife,South West Fife,0-17 years,"Rate per 1,000 Population",0.1
2019/20 Q3,Fife,South West Fife,0-17 years,Number of People,0
2019/20 Q3,Fife,South West Fife,0-17 years,Number of Hours,35
2019/20 Q3,Fife,South West Fife,18-64 years,"Rate per 1,000 Population",3.2
2019/20 Q3,Fife,South West Fife,18-64 years,Number of People,95
2019/20 Q3,Fife,South West Fife,18-64 years,Number of Hours,29285
2019/20 Q3,Fife,South West Fife,65-74 years,"Rate per 1,000 Population",8.7
2019/20 Q3,Fife,South West Fife,65-74 years,Number of People,55
2019/20 Q3,Fife,South West Fife,65-74 years,Number of Hours,8945
2019/20 Q3,Fife,South West Fife,75-84 years,"Rate per 1,000 Population",33.7
2019/20 Q3,Fife,South West Fife,75-84 years,Number of People,110
2019/20 Q3,Fife,South West Fife,75-84 years,Number of Hours,14860
2019/20 Q3,Fife,South West Fife,85+ years,"Rate per 1,000 Population",122.9
2019/20 Q3,Fife,South West Fife,85+ years,Number of People,115
2019/20 Q3,Fife,South West Fife,85+ years,Number of Hours,10730
2019/20 Q3,Glasgow City,Glasgow North East,All Ages,"Rate per 1,000 Population",10.8
2019/20 Q3,Glasgow City,Glasgow North East,All Ages,Number of People,2040
2019/20 Q3,Glasgow City,Glasgow North East,All Ages,Number of Hours,194735
2019/20 Q3,Glasgow City,Glasgow North East,0-17 years,"Rate per 1,000 Population",0.1
2019/20 Q3,Glasgow City,Glasgow North East,0-17 years,Number of People,5
2019/20 Q3,Glasgow City,Glasgow North East,0-17 years,Number of Hours,160
2019/20 Q3,Glasgow City,Glasgow North East,18-64 years,"Rate per 1,000 Population",1.5
2019/20 Q3,Glasgow City,Glasgow North East,18-64 years,Number of People,190
2019/20 Q3,Glasgow City,Glasgow North East,18-64 years,Number of Hours,16560
2019/20 Q3,Glasgow City,Glasgow North East,65-74 years,"Rate per 1,000 Population",26.1
2019/20 Q3,Glasgow City,Glasgow North East,65-74 years,Number of People,360
2019/20 Q3,Glasgow City,Glasgow North East,65-74 years,Number of Hours,32925
2019/20 Q3,Glasgow City,Glasgow North East,75-84 years,"Rate per 1,000 Population",89.5
2019/20 Q3,Glasgow City,Glasgow North East,75-84 years,Number of People,765
2019/20 Q3,Glasgow City,Glasgow North East,75-84 years,Number of Hours,68430
2019/20 Q3,Glasgow City,Glasgow North East,85+ years,"Rate per 1,000 Population",218
2019/20 Q3,Glasgow City,Glasgow North East,85+ years,Number of People,720
2019/20 Q3,Glasgow City,Glasgow North East,85+ years,Number of Hours,76660
2019/20 Q3,Glasgow City,Glasgow North West,All Ages,"Rate per 1,000 Population",9.3
2019/20 Q3,Glasgow City,Glasgow North West,All Ages,Number of People,2000
2019/20 Q3,Glasgow City,Glasgow North West,All Ages,Number of Hours,194280
2019/20 Q3,Glasgow City,Glasgow North West,0-17 years,"Rate per 1,000 Population",0.2
2019/20 Q3,Glasgow City,Glasgow North West,0-17 years,Number of People,5
2019/20 Q3,Glasgow City,Glasgow North West,0-17 years,Number of Hours,435
2019/20 Q3,Glasgow City,Glasgow North West,18-64 years,"Rate per 1,000 Population",1.1
2019/20 Q3,Glasgow City,Glasgow North West,18-64 years,Number of People,170
2019/20 Q3,Glasgow City,Glasgow North West,18-64 years,Number of Hours,15325
2019/20 Q3,Glasgow City,Glasgow North West,65-74 years,"Rate per 1,000 Population",23.5
2019/20 Q3,Glasgow City,Glasgow North West,65-74 years,Number of People,350
2019/20 Q3,Glasgow City,Glasgow North West,65-74 years,Number of Hours,31260
2019/20 Q3,Glasgow City,Glasgow North West,75-84 years,"Rate per 1,000 Population",87.2
2019/20 Q3,Glasgow City,Glasgow North West,75-84 years,Number of People,745
2019/20 Q3,Glasgow City,Glasgow North West,75-84 years,Number of Hours,69750
2019/20 Q3,Glasgow City,Glasgow North West,85+ years,"Rate per 1,000 Population",209
2019/20 Q3,Glasgow City,Glasgow North West,85+ years,Number of People,735
2019/20 Q3,Glasgow City,Glasgow North West,85+ years,Number of Hours,77510
2019/20 Q3,Glasgow City,Glasgow South,All Ages,"Rate per 1,000 Population",11.6
2019/20 Q3,Glasgow City,Glasgow South,All Ages,Number of People,2645
2019/20 Q3,Glasgow City,Glasgow South,All Ages,Number of Hours,258635
2019/20 Q3,Glasgow City,Glasgow South,0-17 years,"Rate per 1,000 Population",0.1
2019/20 Q3,Glasgow City,Glasgow South,0-17 years,Number of People,5
2019/20 Q3,Glasgow City,Glasgow South,0-17 years,Number of Hours,365
2019/20 Q3,Glasgow City,Glasgow South,18-64 years,"Rate per 1,000 Population",1.6
2019/20 Q3,Glasgow City,Glasgow South,18-64 years,Number of People,235
2019/20 Q3,Glasgow City,Glasgow South,18-64 years,Number of Hours,19575
2019/20 Q3,Glasgow City,Glasgow South,65-74 years,"Rate per 1,000 Population",23.5
2019/20 Q3,Glasgow City,Glasgow South,65-74 years,Number of People,420
2019/20 Q3,Glasgow City,Glasgow South,65-74 years,Number of Hours,37825
2019/20 Q3,Glasgow City,Glasgow South,75-84 years,"Rate per 1,000 Population",99.7
2019/20 Q3,Glasgow City,Glasgow South,75-84 years,Number of People,1030
2019/20 Q3,Glasgow City,Glasgow South,75-84 years,Number of Hours,100895
2019/20 Q3,Glasgow City,Glasgow South,85+ years,"Rate per 1,000 Population",218.1
2019/20 Q3,Glasgow City,Glasgow South,85+ years,Number of People,955
2019/20 Q3,Glasgow City,Glasgow South,85+ years,Number of Hours,99975
2019/20 Q3,Glasgow City,Outside Partnership,All Ages,Number of People,60
2019/20 Q3,Glasgow City,Outside Partnership,All Ages,Number of Hours,6050
2019/20 Q3,Glasgow City,Outside Partnership,0-17 years,Number of People,0
2019/20 Q3,Glasgow City,Outside Partnership,0-17 years,Number of Hours,115
2019/20 Q3,Glasgow City,Outside Partnership,18-64 years,Number of People,5
2019/20 Q3,Glasgow City,Outside Partnership,18-64 years,Number of Hours,445
2019/20 Q3,Glasgow City,Outside Partnership,65-74 years,Number of People,10
2019/20 Q3,Glasgow City,Outside Partnership,65-74 years,Number of Hours,1730
2019/20 Q3,Glasgow City,Outside Partnership,75-84 years,Number of People,20
2019/20 Q3,Glasgow City,Outside Partnership,75-84 years,Number of Hours,1780
2019/20 Q3,Glasgow City,Outside Partnership,85+ years,Number of People,25
2019/20 Q3,Glasgow City,Outside Partnership,85+ years,Number of Hours,1985
2019/20 Q3,Highland,Badenoch and Strathspey,All Ages,"Rate per 1,000 Population",6.9
2019/20 Q3,Highland,Badenoch and Strathspey,All Ages,Number of People,95
2019/20 Q3,Highland,Badenoch and Strathspey,All Ages,Number of Hours,8885
2019/20 Q3,Highland,Badenoch and Strathspey,0-17 years,"Rate per 1,000 Population",0
2019/20 Q3,Highland,Badenoch and Strathspey,0-17 years,Number of People,0
2019/20 Q3,Highland,Badenoch and Strathspey,0-17 years,Number of Hours,0
2019/20 Q3,Highland,Badenoch and Strathspey,18-64 years,"Rate per 1,000 Population",0.6
2019/20 Q3,Highland,Badenoch and Strathspey,18-64 years,Number of People,5
2019/20 Q3,Highland,Badenoch and Strathspey,18-64 years,Number of Hours,450
2019/20 Q3,Highland,Badenoch and Strathspey,65-74 years,"Rate per 1,000 Population",5.6
2019/20 Q3,Highland,Badenoch and Strathspey,65-74 years,Number of People,10
2019/20 Q3,Highland,Badenoch and Strathspey,65-74 years,Number of Hours,1135
2019/20 Q3,Highland,Badenoch and Strathspey,75-84 years,"Rate per 1,000 Population",35
2019/20 Q3,Highland,Badenoch and Strathspey,75-84 years,Number of People,35
2019/20 Q3,Highland,Badenoch and Strathspey,75-84 years,Number of Hours,3330
2019/20 Q3,Highland,Badenoch and Strathspey,85+ years,"Rate per 1,000 Population",108.9
2019/20 Q3,Highland,Badenoch and Strathspey,85+ years,Number of People,45
2019/20 Q3,Highland,Badenoch and Strathspey,85+ years,Number of Hours,3970
2019/20 Q3,Highland,Caithness,All Ages,"Rate per 1,000 Population",11.5
2019/20 Q3,Highland,Caithness,All Ages,Number of People,290
2019/20 Q3,Highland,Caithness,All Ages,Number of Hours,23640
2019/20 Q3,Highland,Caithness,0-17 years,"Rate per 1,000 Population",0
2019/20 Q3,Highland,Caithness,0-17 years,Number of People,0
2019/20 Q3,Highland,Caithness,0-17 years,Number of Hours,0
