financial_year,sending_location,service,age_group,living_alone_status,la_status_nclient,propn_la_status_nclient
2018/19,East Renfrewshire,Community alarm only,85+ years,Living Alone,0,0
2018/19,East Renfrewshire,Community alarm only,85+ years,Not Living Alone,0,0
2018/19,East Renfrewshire,Community alarm only,85+ years,Unknown,0,0
2018/19,East Renfrewshire,Community alarm only,85+ years,Not Recorded,0,0
2018/19,East Renfrewshire,Community alarm only,Unknown,Living Alone,0,0
2018/19,East Renfrewshire,Community alarm only,Unknown,Not Living Alone,0,0
2018/19,East Renfrewshire,Community alarm only,Unknown,Unknown,0,0
2018/19,East Renfrewshire,Community alarm only,Unknown,Not Recorded,0,0
2018/19,East Renfrewshire,Telecare only,All Ages,Living Alone,1035,31.6
2018/19,East Renfrewshire,Telecare only,All Ages,Not Living Alone,720,22
2018/19,East Renfrewshire,Telecare only,All Ages,Unknown,1520,46.4
2018/19,East Renfrewshire,Telecare only,All Ages,Not Recorded,0,0
2018/19,East Renfrewshire,Telecare only,0-17 years,Living Alone,0,0
2018/19,East Renfrewshire,Telecare only,0-17 years,Not Living Alone,0,0
2018/19,East Renfrewshire,Telecare only,0-17 years,Unknown,15,100
2018/19,East Renfrewshire,Telecare only,0-17 years,Not Recorded,0,0
2018/19,East Renfrewshire,Telecare only,18-64 years,Living Alone,75,22.4
2018/19,East Renfrewshire,Telecare only,18-64 years,Not Living Alone,95,28.4
2018/19,East Renfrewshire,Telecare only,18-64 years,Unknown,165,49.3
2018/19,East Renfrewshire,Telecare only,18-64 years,Not Recorded,0,0
2018/19,East Renfrewshire,Telecare only,65-74 years,Living Alone,100,24.1
2018/19,East Renfrewshire,Telecare only,65-74 years,Not Living Alone,120,28.9
2018/19,East Renfrewshire,Telecare only,65-74 years,Unknown,195,47
2018/19,East Renfrewshire,Telecare only,65-74 years,Not Recorded,0,0
2018/19,East Renfrewshire,Telecare only,75-84 years,Living Alone,345,29.6
2018/19,East Renfrewshire,Telecare only,75-84 years,Not Living Alone,260,22.3
2018/19,East Renfrewshire,Telecare only,75-84 years,Unknown,560,48.1
2018/19,East Renfrewshire,Telecare only,75-84 years,Not Recorded,0,0
2018/19,East Renfrewshire,Telecare only,85+ years,Living Alone,515,38.3
2018/19,East Renfrewshire,Telecare only,85+ years,Not Living Alone,245,18.2
2018/19,East Renfrewshire,Telecare only,85+ years,Unknown,585,43.5
2018/19,East Renfrewshire,Telecare only,85+ years,Not Recorded,0,0
2018/19,East Renfrewshire,Telecare only,Unknown,Living Alone,0,0
2018/19,East Renfrewshire,Telecare only,Unknown,Not Living Alone,0,0
2018/19,East Renfrewshire,Telecare only,Unknown,Unknown,0,0
2018/19,East Renfrewshire,Telecare only,Unknown,Not Recorded,0,0
2018/19,East Renfrewshire,Receiving both community alarm and telecare,All Ages,Living Alone,0,0
2018/19,East Renfrewshire,Receiving both community alarm and telecare,All Ages,Not Living Alone,0,0
2018/19,East Renfrewshire,Receiving both community alarm and telecare,All Ages,Unknown,0,0
2018/19,East Renfrewshire,Receiving both community alarm and telecare,All Ages,Not Recorded,0,0
2018/19,East Renfrewshire,Receiving both community alarm and telecare,0-17 years,Living Alone,0,0
2018/19,East Renfrewshire,Receiving both community alarm and telecare,0-17 years,Not Living Alone,0,0
2018/19,East Renfrewshire,Receiving both community alarm and telecare,0-17 years,Unknown,0,0
2018/19,East Renfrewshire,Receiving both community alarm and telecare,0-17 years,Not Recorded,0,0
2018/19,East Renfrewshire,Receiving both community alarm and telecare,18-64 years,Living Alone,0,0
2018/19,East Renfrewshire,Receiving both community alarm and telecare,18-64 years,Not Living Alone,0,0
2018/19,East Renfrewshire,Receiving both community alarm and telecare,18-64 years,Unknown,0,0
2018/19,East Renfrewshire,Receiving both community alarm and telecare,18-64 years,Not Recorded,0,0
2018/19,East Renfrewshire,Receiving both community alarm and telecare,65-74 years,Living Alone,0,0
2018/19,East Renfrewshire,Receiving both community alarm and telecare,65-74 years,Not Living Alone,0,0
2018/19,East Renfrewshire,Receiving both community alarm and telecare,65-74 years,Unknown,0,0
2018/19,East Renfrewshire,Receiving both community alarm and telecare,65-74 years,Not Recorded,0,0
2018/19,East Renfrewshire,Receiving both community alarm and telecare,75-84 years,Living Alone,0,0
2018/19,East Renfrewshire,Receiving both community alarm and telecare,75-84 years,Not Living Alone,0,0
2018/19,East Renfrewshire,Receiving both community alarm and telecare,75-84 years,Unknown,0,0
2018/19,East Renfrewshire,Receiving both community alarm and telecare,75-84 years,Not Recorded,0,0
2018/19,East Renfrewshire,Receiving both community alarm and telecare,85+ years,Living Alone,0,0
2018/19,East Renfrewshire,Receiving both community alarm and telecare,85+ years,Not Living Alone,0,0
2018/19,East Renfrewshire,Receiving both community alarm and telecare,85+ years,Unknown,0,0
2018/19,East Renfrewshire,Receiving both community alarm and telecare,85+ years,Not Recorded,0,0
2018/19,East Renfrewshire,Receiving both community alarm and telecare,Unknown,Living Alone,0,0
2018/19,East Renfrewshire,Receiving both community alarm and telecare,Unknown,Not Living Alone,0,0
2018/19,East Renfrewshire,Receiving both community alarm and telecare,Unknown,Unknown,0,0
2018/19,East Renfrewshire,Receiving both community alarm and telecare,Unknown,Not Recorded,0,0
2018/19,East Renfrewshire,Total community alarms and/or telecare,All Ages,Living Alone,1035,31.6
2018/19,East Renfrewshire,Total community alarms and/or telecare,All Ages,Not Living Alone,720,22
2018/19,East Renfrewshire,Total community alarms and/or telecare,All Ages,Unknown,1520,46.4
2018/19,East Renfrewshire,Total community alarms and/or telecare,All Ages,Not Recorded,0,0
2018/19,East Renfrewshire,Total community alarms and/or telecare,0-17 years,Living Alone,0,0
2018/19,East Renfrewshire,Total community alarms and/or telecare,0-17 years,Not Living Alone,0,0
2018/19,East Renfrewshire,Total community alarms and/or telecare,0-17 years,Unknown,15,100
2018/19,East Renfrewshire,Total community alarms and/or telecare,0-17 years,Not Recorded,0,0
2018/19,East Renfrewshire,Total community alarms and/or telecare,18-64 years,Living Alone,75,22.4
2018/19,East Renfrewshire,Total community alarms and/or telecare,18-64 years,Not Living Alone,95,28.4
2018/19,East Renfrewshire,Total community alarms and/or telecare,18-64 years,Unknown,165,49.3
2018/19,East Renfrewshire,Total community alarms and/or telecare,18-64 years,Not Recorded,0,0
2018/19,East Renfrewshire,Total community alarms and/or telecare,65-74 years,Living Alone,100,24.1
2018/19,East Renfrewshire,Total community alarms and/or telecare,65-74 years,Not Living Alone,120,28.9
2018/19,East Renfrewshire,Total community alarms and/or telecare,65-74 years,Unknown,195,47
2018/19,East Renfrewshire,Total community alarms and/or telecare,65-74 years,Not Recorded,0,0
2018/19,East Renfrewshire,Total community alarms and/or telecare,75-84 years,Living Alone,345,29.6
2018/19,East Renfrewshire,Total community alarms and/or telecare,75-84 years,Not Living Alone,260,22.3
2018/19,East Renfrewshire,Total community alarms and/or telecare,75-84 years,Unknown,560,48.1
2018/19,East Renfrewshire,Total community alarms and/or telecare,75-84 years,Not Recorded,0,0
2018/19,East Renfrewshire,Total community alarms and/or telecare,85+ years,Living Alone,515,38.3
2018/19,East Renfrewshire,Total community alarms and/or telecare,85+ years,Not Living Alone,245,18.2
2018/19,East Renfrewshire,Total community alarms and/or telecare,85+ years,Unknown,585,43.5
2018/19,East Renfrewshire,Total community alarms and/or telecare,85+ years,Not Recorded,0,0
2018/19,East Renfrewshire,Total community alarms and/or telecare,Unknown,Living Alone,0,0
2018/19,East Renfrewshire,Total community alarms and/or telecare,Unknown,Not Living Alone,0,0
2018/19,East Renfrewshire,Total community alarms and/or telecare,Unknown,Unknown,0,0
2018/19,East Renfrewshire,Total community alarms and/or telecare,Unknown,Not Recorded,0,0
2019/20,East Renfrewshire,Community alarm only,All Ages,Living Alone,0,0
2019/20,East Renfrewshire,Community alarm only,All Ages,Not Living Alone,0,0
2019/20,East Renfrewshire,Community alarm only,All Ages,Unknown,0,0
2019/20,East Renfrewshire,Community alarm only,All Ages,Not Recorded,0,0
2019/20,East Renfrewshire,Community alarm only,0-17 years,Living Alone,0,0
2019/20,East Renfrewshire,Community alarm only,0-17 years,Not Living Alone,0,0
2019/20,East Renfrewshire,Community alarm only,0-17 years,Unknown,0,0
2019/20,East Renfrewshire,Community alarm only,0-17 years,Not Recorded,0,0
2019/20,East Renfrewshire,Community alarm only,18-64 years,Living Alone,0,0
2019/20,East Renfrewshire,Community alarm only,18-64 years,Not Living Alone,0,0
2019/20,East Renfrewshire,Community alarm only,18-64 years,Unknown,0,0
2019/20,East Renfrewshire,Community alarm only,18-64 years,Not Recorded,0,0
2019/20,East Renfrewshire,Community alarm only,65-74 years,Living Alone,0,0
2019/20,East Renfrewshire,Community alarm only,65-74 years,Not Living Alone,0,0
2019/20,East Renfrewshire,Community alarm only,65-74 years,Unknown,0,0
2019/20,East Renfrewshire,Community alarm only,65-74 years,Not Recorded,0,0
2019/20,East Renfrewshire,Community alarm only,75-84 years,Living Alone,0,0
2019/20,East Renfrewshire,Community alarm only,75-84 years,Not Living Alone,0,0
2019/20,East Renfrewshire,Community alarm only,75-84 years,Unknown,0,0
2019/20,East Renfrewshire,Community alarm only,75-84 years,Not Recorded,0,0
2019/20,East Renfrewshire,Community alarm only,85+ years,Living Alone,0,0
2019/20,East Renfrewshire,Community alarm only,85+ years,Not Living Alone,0,0
2019/20,East Renfrewshire,Community alarm only,85+ years,Unknown,0,0
2019/20,East Renfrewshire,Community alarm only,85+ years,Not Recorded,0,0
2019/20,East Renfrewshire,Community alarm only,Unknown,Living Alone,0,0
2019/20,East Renfrewshire,Community alarm only,Unknown,Not Living Alone,0,0
2019/20,East Renfrewshire,Community alarm only,Unknown,Unknown,0,0
2019/20,East Renfrewshire,Community alarm only,Unknown,Not Recorded,0,0
2019/20,East Renfrewshire,Telecare only,All Ages,Living Alone,925,29
2019/20,East Renfrewshire,Telecare only,All Ages,Not Living Alone,690,21.6
2019/20,East Renfrewshire,Telecare only,All Ages,Unknown,1580,49.5
2019/20,East Renfrewshire,Telecare only,All Ages,Not Recorded,0,0
2019/20,East Renfrewshire,Telecare only,0-17 years,Living Alone,0,0
2019/20,East Renfrewshire,Telecare only,0-17 years,Not Living Alone,0,0
2019/20,East Renfrewshire,Telecare only,0-17 years,Unknown,10,100
2019/20,East Renfrewshire,Telecare only,0-17 years,Not Recorded,0,0
2019/20,East Renfrewshire,Telecare only,18-64 years,Living Alone,70,20.6
2019/20,East Renfrewshire,Telecare only,18-64 years,Not Living Alone,105,30.9
2019/20,East Renfrewshire,Telecare only,18-64 years,Unknown,165,48.5
2019/20,East Renfrewshire,Telecare only,18-64 years,Not Recorded,0,0
2019/20,East Renfrewshire,Telecare only,65-74 years,Living Alone,80,21.1
2019/20,East Renfrewshire,Telecare only,65-74 years,Not Living Alone,105,27.6
2019/20,East Renfrewshire,Telecare only,65-74 years,Unknown,195,51.3
2019/20,East Renfrewshire,Telecare only,65-74 years,Not Recorded,0,0
2019/20,East Renfrewshire,Telecare only,75-84 years,Living Alone,295,26.9
2019/20,East Renfrewshire,Telecare only,75-84 years,Not Living Alone,230,21
2019/20,East Renfrewshire,Telecare only,75-84 years,Unknown,570,52.1
2019/20,East Renfrewshire,Telecare only,75-84 years,Not Recorded,0,0
2019/20,East Renfrewshire,Telecare only,85+ years,Living Alone,480,35.2
2019/20,East Renfrewshire,Telecare only,85+ years,Not Living Alone,250,18.3
2019/20,East Renfrewshire,Telecare only,85+ years,Unknown,635,46.5
2019/20,East Renfrewshire,Telecare only,85+ years,Not Recorded,0,0
2019/20,East Renfrewshire,Telecare only,Unknown,Living Alone,0,0
2019/20,East Renfrewshire,Telecare only,Unknown,Not Living Alone,0,0
2019/20,East Renfrewshire,Telecare only,Unknown,Unknown,0,0
2019/20,East Renfrewshire,Telecare only,Unknown,Not Recorded,0,0
2019/20,East Renfrewshire,Receiving both community alarm and telecare,All Ages,Living Alone,0,0
2019/20,East Renfrewshire,Receiving both community alarm and telecare,All Ages,Not Living Alone,0,0
2019/20,East Renfrewshire,Receiving both community alarm and telecare,All Ages,Unknown,0,0
2019/20,East Renfrewshire,Receiving both community alarm and telecare,All Ages,Not Recorded,0,0
2019/20,East Renfrewshire,Receiving both community alarm and telecare,0-17 years,Living Alone,0,0
2019/20,East Renfrewshire,Receiving both community alarm and telecare,0-17 years,Not Living Alone,0,0
2019/20,East Renfrewshire,Receiving both community alarm and telecare,0-17 years,Unknown,0,0
2019/20,East Renfrewshire,Receiving both community alarm and telecare,0-17 years,Not Recorded,0,0
2019/20,East Renfrewshire,Receiving both community alarm and telecare,18-64 years,Living Alone,0,0
2019/20,East Renfrewshire,Receiving both community alarm and telecare,18-64 years,Not Living Alone,0,0
2019/20,East Renfrewshire,Receiving both community alarm and telecare,18-64 years,Unknown,0,0
2019/20,East Renfrewshire,Receiving both community alarm and telecare,18-64 years,Not Recorded,0,0
2019/20,East Renfrewshire,Receiving both community alarm and telecare,65-74 years,Living Alone,0,0
2019/20,East Renfrewshire,Receiving both community alarm and telecare,65-74 years,Not Living Alone,0,0
2019/20,East Renfrewshire,Receiving both community alarm and telecare,65-74 years,Unknown,0,0
2019/20,East Renfrewshire,Receiving both community alarm and telecare,65-74 years,Not Recorded,0,0
2019/20,East Renfrewshire,Receiving both community alarm and telecare,75-84 years,Living Alone,0,0
2019/20,East Renfrewshire,Receiving both community alarm and telecare,75-84 years,Not Living Alone,0,0
2019/20,East Renfrewshire,Receiving both community alarm and telecare,75-84 years,Unknown,0,0
2019/20,East Renfrewshire,Receiving both community alarm and telecare,75-84 years,Not Recorded,0,0
2019/20,East Renfrewshire,Receiving both community alarm and telecare,85+ years,Living Alone,0,0
2019/20,East Renfrewshire,Receiving both community alarm and telecare,85+ years,Not Living Alone,0,0
2019/20,East Renfrewshire,Receiving both community alarm and telecare,85+ years,Unknown,0,0
2019/20,East Renfrewshire,Receiving both community alarm and telecare,85+ years,Not Recorded,0,0
2019/20,East Renfrewshire,Receiving both community alarm and telecare,Unknown,Living Alone,0,0
2019/20,East Renfrewshire,Receiving both community alarm and telecare,Unknown,Not Living Alone,0,0
2019/20,East Renfrewshire,Receiving both community alarm and telecare,Unknown,Unknown,0,0
2019/20,East Renfrewshire,Receiving both community alarm and telecare,Unknown,Not Recorded,0,0
2019/20,East Renfrewshire,Total community alarms and/or telecare,All Ages,Living Alone,925,29
2019/20,East Renfrewshire,Total community alarms and/or telecare,All Ages,Not Living Alone,690,21.6
2019/20,East Renfrewshire,Total community alarms and/or telecare,All Ages,Unknown,1580,49.5
2019/20,East Renfrewshire,Total community alarms and/or telecare,All Ages,Not Recorded,0,0
2019/20,East Renfrewshire,Total community alarms and/or telecare,0-17 years,Living Alone,0,0
2019/20,East Renfrewshire,Total community alarms and/or telecare,0-17 years,Not Living Alone,0,0
2019/20,East Renfrewshire,Total community alarms and/or telecare,0-17 years,Unknown,10,100
2019/20,East Renfrewshire,Total community alarms and/or telecare,0-17 years,Not Recorded,0,0
2019/20,East Renfrewshire,Total community alarms and/or telecare,18-64 years,Living Alone,70,20.6
2019/20,East Renfrewshire,Total community alarms and/or telecare,18-64 years,Not Living Alone,105,30.9
2019/20,East Renfrewshire,Total community alarms and/or telecare,18-64 years,Unknown,165,48.5
