financial_year,sending_location,age_group,simd,measure,value
2019/20,East Lothian,All Ages,1 (Most Deprived),Number of People,190
2019/20,East Lothian,All Ages,1 (Most Deprived),SIMD Quintile Proportion,19.1
2019/20,East Lothian,All Ages,2,Number of People,225
2019/20,East Lothian,All Ages,2,SIMD Quintile Proportion,22.6
2019/20,East Lothian,All Ages,3,Number of People,200
2019/20,East Lothian,All Ages,3,SIMD Quintile Proportion,20.1
2019/20,East Lothian,All Ages,4,Number of People,165
2019/20,East Lothian,All Ages,4,SIMD Quintile Proportion,16.6
2019/20,East Lothian,All Ages,5 (Least Deprived),Number of People,205
2019/20,East Lothian,All Ages,5 (Least Deprived),SIMD Quintile Proportion,20.6
2019/20,East Lothian,All Ages,Unknown,Number of People,10
2019/20,East Lothian,All Ages,Unknown,SIMD Quintile Proportion,1
2019/20,East Lothian,0-17 years,1 (Most Deprived),Number of People,0
2019/20,East Lothian,0-17 years,1 (Most Deprived),SIMD Quintile Proportion,NA
2019/20,East Lothian,0-17 years,2,Number of People,0
2019/20,East Lothian,0-17 years,2,SIMD Quintile Proportion,NA
2019/20,East Lothian,0-17 years,3,Number of People,0
2019/20,East Lothian,0-17 years,3,SIMD Quintile Proportion,NA
2019/20,East Lothian,0-17 years,4,Number of People,0
2019/20,East Lothian,0-17 years,4,SIMD Quintile Proportion,NA
2019/20,East Lothian,0-17 years,5 (Least Deprived),Number of People,0
2019/20,East Lothian,0-17 years,5 (Least Deprived),SIMD Quintile Proportion,NA
2019/20,East Lothian,0-17 years,Unknown,Number of People,0
2019/20,East Lothian,0-17 years,Unknown,SIMD Quintile Proportion,NA
2019/20,East Lothian,18-64 years,1 (Most Deprived),Number of People,35
2019/20,East Lothian,18-64 years,1 (Most Deprived),SIMD Quintile Proportion,38.9
2019/20,East Lothian,18-64 years,2,Number of People,20
2019/20,East Lothian,18-64 years,2,SIMD Quintile Proportion,22.2
2019/20,East Lothian,18-64 years,3,Number of People,20
2019/20,East Lothian,18-64 years,3,SIMD Quintile Proportion,22.2
2019/20,East Lothian,18-64 years,4,Number of People,10
2019/20,East Lothian,18-64 years,4,SIMD Quintile Proportion,11.1
2019/20,East Lothian,18-64 years,5 (Least Deprived),Number of People,5
2019/20,East Lothian,18-64 years,5 (Least Deprived),SIMD Quintile Proportion,5.6
2019/20,East Lothian,18-64 years,Unknown,Number of People,0
2019/20,East Lothian,18-64 years,Unknown,SIMD Quintile Proportion,0
2019/20,East Lothian,65-74 years,1 (Most Deprived),Number of People,25
2019/20,East Lothian,65-74 years,1 (Most Deprived),SIMD Quintile Proportion,17.9
2019/20,East Lothian,65-74 years,2,Number of People,30
2019/20,East Lothian,65-74 years,2,SIMD Quintile Proportion,21.4
2019/20,East Lothian,65-74 years,3,Number of People,35
2019/20,East Lothian,65-74 years,3,SIMD Quintile Proportion,25
2019/20,East Lothian,65-74 years,4,Number of People,30
2019/20,East Lothian,65-74 years,4,SIMD Quintile Proportion,21.4
2019/20,East Lothian,65-74 years,5 (Least Deprived),Number of People,20
2019/20,East Lothian,65-74 years,5 (Least Deprived),SIMD Quintile Proportion,14.3
2019/20,East Lothian,65-74 years,Unknown,Number of People,0
2019/20,East Lothian,65-74 years,Unknown,SIMD Quintile Proportion,0
2019/20,East Lothian,75-84 years,1 (Most Deprived),Number of People,75
2019/20,East Lothian,75-84 years,1 (Most Deprived),SIMD Quintile Proportion,20.5
2019/20,East Lothian,75-84 years,2,Number of People,85
2019/20,East Lothian,75-84 years,2,SIMD Quintile Proportion,23.3
2019/20,East Lothian,75-84 years,3,Number of People,65
2019/20,East Lothian,75-84 years,3,SIMD Quintile Proportion,17.8
2019/20,East Lothian,75-84 years,4,Number of People,60
2019/20,East Lothian,75-84 years,4,SIMD Quintile Proportion,16.4
2019/20,East Lothian,75-84 years,5 (Least Deprived),Number of People,70
2019/20,East Lothian,75-84 years,5 (Least Deprived),SIMD Quintile Proportion,19.2
2019/20,East Lothian,75-84 years,Unknown,Number of People,10
2019/20,East Lothian,75-84 years,Unknown,SIMD Quintile Proportion,2.7
2019/20,East Lothian,85+ years,1 (Most Deprived),Number of People,55
2019/20,East Lothian,85+ years,1 (Most Deprived),SIMD Quintile Proportion,13.8
2019/20,East Lothian,85+ years,2,Number of People,90
2019/20,East Lothian,85+ years,2,SIMD Quintile Proportion,22.5
2019/20,East Lothian,85+ years,3,Number of People,80
2019/20,East Lothian,85+ years,3,SIMD Quintile Proportion,20
2019/20,East Lothian,85+ years,4,Number of People,65
2019/20,East Lothian,85+ years,4,SIMD Quintile Proportion,16.2
2019/20,East Lothian,85+ years,5 (Least Deprived),Number of People,110
2019/20,East Lothian,85+ years,5 (Least Deprived),SIMD Quintile Proportion,27.5
2019/20,East Lothian,85+ years,Unknown,Number of People,0
2019/20,East Lothian,85+ years,Unknown,SIMD Quintile Proportion,0
2019/20,East Renfrewshire,All Ages,1 (Most Deprived),Number of People,655
2019/20,East Renfrewshire,All Ages,1 (Most Deprived),SIMD Quintile Proportion,20.5
2019/20,East Renfrewshire,All Ages,2,Number of People,665
2019/20,East Renfrewshire,All Ages,2,SIMD Quintile Proportion,20.8
2019/20,East Renfrewshire,All Ages,3,Number of People,600
2019/20,East Renfrewshire,All Ages,3,SIMD Quintile Proportion,18.8
2019/20,East Renfrewshire,All Ages,4,Number of People,760
2019/20,East Renfrewshire,All Ages,4,SIMD Quintile Proportion,23.8
2019/20,East Renfrewshire,All Ages,5 (Least Deprived),Number of People,505
2019/20,East Renfrewshire,All Ages,5 (Least Deprived),SIMD Quintile Proportion,15.8
2019/20,East Renfrewshire,All Ages,Unknown,Number of People,10
2019/20,East Renfrewshire,All Ages,Unknown,SIMD Quintile Proportion,0.3
2019/20,East Renfrewshire,0-17 years,1 (Most Deprived),Number of People,0
2019/20,East Renfrewshire,0-17 years,1 (Most Deprived),SIMD Quintile Proportion,0
2019/20,East Renfrewshire,0-17 years,2,Number of People,5
2019/20,East Renfrewshire,0-17 years,2,SIMD Quintile Proportion,33.3
2019/20,East Renfrewshire,0-17 years,3,Number of People,0
2019/20,East Renfrewshire,0-17 years,3,SIMD Quintile Proportion,0
2019/20,East Renfrewshire,0-17 years,4,Number of People,5
2019/20,East Renfrewshire,0-17 years,4,SIMD Quintile Proportion,33.3
2019/20,East Renfrewshire,0-17 years,5 (Least Deprived),Number of People,5
2019/20,East Renfrewshire,0-17 years,5 (Least Deprived),SIMD Quintile Proportion,33.3
2019/20,East Renfrewshire,0-17 years,Unknown,Number of People,0
2019/20,East Renfrewshire,0-17 years,Unknown,SIMD Quintile Proportion,0
2019/20,East Renfrewshire,18-64 years,1 (Most Deprived),Number of People,130
2019/20,East Renfrewshire,18-64 years,1 (Most Deprived),SIMD Quintile Proportion,38.2
2019/20,East Renfrewshire,18-64 years,2,Number of People,85
2019/20,East Renfrewshire,18-64 years,2,SIMD Quintile Proportion,25
2019/20,East Renfrewshire,18-64 years,3,Number of People,50
2019/20,East Renfrewshire,18-64 years,3,SIMD Quintile Proportion,14.7
2019/20,East Renfrewshire,18-64 years,4,Number of People,45
2019/20,East Renfrewshire,18-64 years,4,SIMD Quintile Proportion,13.2
2019/20,East Renfrewshire,18-64 years,5 (Least Deprived),Number of People,30
2019/20,East Renfrewshire,18-64 years,5 (Least Deprived),SIMD Quintile Proportion,8.8
2019/20,East Renfrewshire,18-64 years,Unknown,Number of People,0
2019/20,East Renfrewshire,18-64 years,Unknown,SIMD Quintile Proportion,0
2019/20,East Renfrewshire,65-74 years,1 (Most Deprived),Number of People,110
2019/20,East Renfrewshire,65-74 years,1 (Most Deprived),SIMD Quintile Proportion,28.2
2019/20,East Renfrewshire,65-74 years,2,Number of People,95
2019/20,East Renfrewshire,65-74 years,2,SIMD Quintile Proportion,24.4
2019/20,East Renfrewshire,65-74 years,3,Number of People,60
2019/20,East Renfrewshire,65-74 years,3,SIMD Quintile Proportion,15.4
2019/20,East Renfrewshire,65-74 years,4,Number of People,80
2019/20,East Renfrewshire,65-74 years,4,SIMD Quintile Proportion,20.5
2019/20,East Renfrewshire,65-74 years,5 (Least Deprived),Number of People,45
2019/20,East Renfrewshire,65-74 years,5 (Least Deprived),SIMD Quintile Proportion,11.5
2019/20,East Renfrewshire,65-74 years,Unknown,Number of People,0
2019/20,East Renfrewshire,65-74 years,Unknown,SIMD Quintile Proportion,0
2019/20,East Renfrewshire,75-84 years,1 (Most Deprived),Number of People,235
2019/20,East Renfrewshire,75-84 years,1 (Most Deprived),SIMD Quintile Proportion,21.7
2019/20,East Renfrewshire,75-84 years,2,Number of People,205
2019/20,East Renfrewshire,75-84 years,2,SIMD Quintile Proportion,18.9
2019/20,East Renfrewshire,75-84 years,3,Number of People,200
2019/20,East Renfrewshire,75-84 years,3,SIMD Quintile Proportion,18.4
2019/20,East Renfrewshire,75-84 years,4,Number of People,250
2019/20,East Renfrewshire,75-84 years,4,SIMD Quintile Proportion,23
2019/20,East Renfrewshire,75-84 years,5 (Least Deprived),Number of People,195
2019/20,East Renfrewshire,75-84 years,5 (Least Deprived),SIMD Quintile Proportion,18
2019/20,East Renfrewshire,75-84 years,Unknown,Number of People,0
2019/20,East Renfrewshire,75-84 years,Unknown,SIMD Quintile Proportion,0
2019/20,East Renfrewshire,85+ years,1 (Most Deprived),Number of People,180
2019/20,East Renfrewshire,85+ years,1 (Most Deprived),SIMD Quintile Proportion,13.2
2019/20,East Renfrewshire,85+ years,2,Number of People,280
2019/20,East Renfrewshire,85+ years,2,SIMD Quintile Proportion,20.5
2019/20,East Renfrewshire,85+ years,3,Number of People,290
2019/20,East Renfrewshire,85+ years,3,SIMD Quintile Proportion,21.2
2019/20,East Renfrewshire,85+ years,4,Number of People,380
2019/20,East Renfrewshire,85+ years,4,SIMD Quintile Proportion,27.8
2019/20,East Renfrewshire,85+ years,5 (Least Deprived),Number of People,230
2019/20,East Renfrewshire,85+ years,5 (Least Deprived),SIMD Quintile Proportion,16.8
2019/20,East Renfrewshire,85+ years,Unknown,Number of People,5
2019/20,East Renfrewshire,85+ years,Unknown,SIMD Quintile Proportion,0.4
2019/20,East Renfrewshire,Unknown,1 (Most Deprived),Number of People,0
2019/20,East Renfrewshire,Unknown,1 (Most Deprived),SIMD Quintile Proportion,NA
2019/20,East Renfrewshire,Unknown,2,Number of People,0
2019/20,East Renfrewshire,Unknown,2,SIMD Quintile Proportion,NA
2019/20,East Renfrewshire,Unknown,3,Number of People,0
2019/20,East Renfrewshire,Unknown,3,SIMD Quintile Proportion,NA
2019/20,East Renfrewshire,Unknown,4,Number of People,0
2019/20,East Renfrewshire,Unknown,4,SIMD Quintile Proportion,NA
2019/20,East Renfrewshire,Unknown,5 (Least Deprived),Number of People,0
2019/20,East Renfrewshire,Unknown,5 (Least Deprived),SIMD Quintile Proportion,NA
2019/20,East Renfrewshire,Unknown,Unknown,Number of People,0
2019/20,East Renfrewshire,Unknown,Unknown,SIMD Quintile Proportion,NA
2019/20,Falkirk,All Ages,1 (Most Deprived),Number of People,1340
2019/20,Falkirk,All Ages,1 (Most Deprived),SIMD Quintile Proportion,26.4
2019/20,Falkirk,All Ages,2,Number of People,1180
2019/20,Falkirk,All Ages,2,SIMD Quintile Proportion,23.3
2019/20,Falkirk,All Ages,3,Number of People,1045
2019/20,Falkirk,All Ages,3,SIMD Quintile Proportion,20.6
2019/20,Falkirk,All Ages,4,Number of People,895
2019/20,Falkirk,All Ages,4,SIMD Quintile Proportion,17.7
2019/20,Falkirk,All Ages,5 (Least Deprived),Number of People,600
2019/20,Falkirk,All Ages,5 (Least Deprived),SIMD Quintile Proportion,11.8
2019/20,Falkirk,All Ages,Unknown,Number of People,10
2019/20,Falkirk,All Ages,Unknown,SIMD Quintile Proportion,0.2
2019/20,Falkirk,0-17 years,1 (Most Deprived),Number of People,0
2019/20,Falkirk,0-17 years,1 (Most Deprived),SIMD Quintile Proportion,NA
2019/20,Falkirk,0-17 years,2,Number of People,0
2019/20,Falkirk,0-17 years,2,SIMD Quintile Proportion,NA
2019/20,Falkirk,0-17 years,3,Number of People,0
2019/20,Falkirk,0-17 years,3,SIMD Quintile Proportion,NA
2019/20,Falkirk,0-17 years,4,Number of People,0
2019/20,Falkirk,0-17 years,4,SIMD Quintile Proportion,NA
2019/20,Falkirk,0-17 years,5 (Least Deprived),Number of People,0
2019/20,Falkirk,0-17 years,5 (Least Deprived),SIMD Quintile Proportion,NA
2019/20,Falkirk,0-17 years,Unknown,Number of People,0
2019/20,Falkirk,0-17 years,Unknown,SIMD Quintile Proportion,NA
2019/20,Falkirk,18-64 years,1 (Most Deprived),Number of People,230
2019/20,Falkirk,18-64 years,1 (Most Deprived),SIMD Quintile Proportion,37.4
2019/20,Falkirk,18-64 years,2,Number of People,160
2019/20,Falkirk,18-64 years,2,SIMD Quintile Proportion,26
2019/20,Falkirk,18-64 years,3,Number of People,105
2019/20,Falkirk,18-64 years,3,SIMD Quintile Proportion,17.1
2019/20,Falkirk,18-64 years,4,Number of People,80
2019/20,Falkirk,18-64 years,4,SIMD Quintile Proportion,13
2019/20,Falkirk,18-64 years,5 (Least Deprived),Number of People,40
2019/20,Falkirk,18-64 years,5 (Least Deprived),SIMD Quintile Proportion,6.5
2019/20,Falkirk,18-64 years,Unknown,Number of People,0
2019/20,Falkirk,18-64 years,Unknown,SIMD Quintile Proportion,0
2019/20,Falkirk,65-74 years,1 (Most Deprived),Number of People,240
2019/20,Falkirk,65-74 years,1 (Most Deprived),SIMD Quintile Proportion,29.3
2019/20,Falkirk,65-74 years,2,Number of People,205
2019/20,Falkirk,65-74 years,2,SIMD Quintile Proportion,25
2019/20,Falkirk,65-74 years,3,Number of People,180
2019/20,Falkirk,65-74 years,3,SIMD Quintile Proportion,22
2019/20,Falkirk,65-74 years,4,Number of People,110
2019/20,Falkirk,65-74 years,4,SIMD Quintile Proportion,13.4
2019/20,Falkirk,65-74 years,5 (Least Deprived),Number of People,85
2019/20,Falkirk,65-74 years,5 (Least Deprived),SIMD Quintile Proportion,10.4
2019/20,Falkirk,65-74 years,Unknown,Number of People,0
2019/20,Falkirk,65-74 years,Unknown,SIMD Quintile Proportion,0
2019/20,Falkirk,75-84 years,1 (Most Deprived),Number of People,470
2019/20,Falkirk,75-84 years,1 (Most Deprived),SIMD Quintile Proportion,24.9
2019/20,Falkirk,75-84 years,2,Number of People,435
2019/20,Falkirk,75-84 years,2,SIMD Quintile Proportion,23
2019/20,Falkirk,75-84 years,3,Number of People,395
2019/20,Falkirk,75-84 years,3,SIMD Quintile Proportion,20.9
2019/20,Falkirk,75-84 years,4,Number of People,350
2019/20,Falkirk,75-84 years,4,SIMD Quintile Proportion,18.5
2019/20,Falkirk,75-84 years,5 (Least Deprived),Number of People,235
2019/20,Falkirk,75-84 years,5 (Least Deprived),SIMD Quintile Proportion,12.4
2019/20,Falkirk,75-84 years,Unknown,Number of People,5
2019/20,Falkirk,75-84 years,Unknown,SIMD Quintile Proportion,0.3
2019/20,Falkirk,85+ years,1 (Most Deprived),Number of People,400
2019/20,Falkirk,85+ years,1 (Most Deprived),SIMD Quintile Proportion,23
2019/20,Falkirk,85+ years,2,Number of People,375
2019/20,Falkirk,85+ years,2,SIMD Quintile Proportion,21.6
2019/20,Falkirk,85+ years,3,Number of People,360
2019/20,Falkirk,85+ years,3,SIMD Quintile Proportion,20.7
2019/20,Falkirk,85+ years,4,Number of People,360
2019/20,Falkirk,85+ years,4,SIMD Quintile Proportion,20.7
2019/20,Falkirk,85+ years,5 (Least Deprived),Number of People,240
2019/20,Falkirk,85+ years,5 (Least Deprived),SIMD Quintile Proportion,13.8
2019/20,Falkirk,85+ years,Unknown,Number of People,5
2019/20,Falkirk,85+ years,Unknown,SIMD Quintile Proportion,0.3
2019/20,Fife,All Ages,1 (Most Deprived),Number of People,2300
2019/20,Fife,All Ages,1 (Most Deprived),SIMD Quintile Proportion,23.2
2019/20,Fife,All Ages,2,Number of People,2430
2019/20,Fife,All Ages,2,SIMD Quintile Proportion,24.5
2019/20,Fife,All Ages,3,Number of People,1955
2019/20,Fife,All Ages,3,SIMD Quintile Proportion,19.7
2019/20,Fife,All Ages,4,Number of People,2035
2019/20,Fife,All Ages,4,SIMD Quintile Proportion,20.5
2019/20,Fife,All Ages,5 (Least Deprived),Number of People,1185
2019/20,Fife,All Ages,5 (Least Deprived),SIMD Quintile Proportion,11.9
2019/20,Fife,All Ages,Unknown,Number of People,15
2019/20,Fife,All Ages,Unknown,SIMD Quintile Proportion,0.2
2019/20,Fife,0-17 years,1 (Most Deprived),Number of People,20
2019/20,Fife,0-17 years,1 (Most Deprived),SIMD Quintile Proportion,28.6
2019/20,Fife,0-17 years,2,Number of People,20
2019/20,Fife,0-17 years,2,SIMD Quintile Proportion,28.6
2019/20,Fife,0-17 years,3,Number of People,10
2019/20,Fife,0-17 years,3,SIMD Quintile Proportion,14.3
2019/20,Fife,0-17 years,4,Number of People,10
2019/20,Fife,0-17 years,4,SIMD Quintile Proportion,14.3
2019/20,Fife,0-17 years,5 (Least Deprived),Number of People,10
2019/20,Fife,0-17 years,5 (Least Deprived),SIMD Quintile Proportion,14.3
2019/20,Fife,0-17 years,Unknown,Number of People,0
2019/20,Fife,0-17 years,Unknown,SIMD Quintile Proportion,0
2019/20,Fife,18-64 years,1 (Most Deprived),Number of People,470
2019/20,Fife,18-64 years,1 (Most Deprived),SIMD Quintile Proportion,34.7
2019/20,Fife,18-64 years,2,Number of People,370
2019/20,Fife,18-64 years,2,SIMD Quintile Proportion,27.3
2019/20,Fife,18-64 years,3,Number of People,255
2019/20,Fife,18-64 years,3,SIMD Quintile Proportion,18.8
2019/20,Fife,18-64 years,4,Number of People,165
2019/20,Fife,18-64 years,4,SIMD Quintile Proportion,12.2
2019/20,Fife,18-64 years,5 (Least Deprived),Number of People,90
2019/20,Fife,18-64 years,5 (Least Deprived),SIMD Quintile Proportion,6.6
2019/20,Fife,18-64 years,Unknown,Number of People,5
2019/20,Fife,18-64 years,Unknown,SIMD Quintile Proportion,0.4
2019/20,Fife,65-74 years,1 (Most Deprived),Number of People,460
2019/20,Fife,65-74 years,1 (Most Deprived),SIMD Quintile Proportion,28.8
2019/20,Fife,65-74 years,2,Number of People,445
2019/20,Fife,65-74 years,2,SIMD Quintile Proportion,27.9
2019/20,Fife,65-74 years,3,Number of People,295
2019/20,Fife,65-74 years,3,SIMD Quintile Proportion,18.5
2019/20,Fife,65-74 years,4,Number of People,290
2019/20,Fife,65-74 years,4,SIMD Quintile Proportion,18.2
2019/20,Fife,65-74 years,5 (Least Deprived),Number of People,105
2019/20,Fife,65-74 years,5 (Least Deprived),SIMD Quintile Proportion,6.6
2019/20,Fife,65-74 years,Unknown,Number of People,0
2019/20,Fife,65-74 years,Unknown,SIMD Quintile Proportion,0
2019/20,Fife,75-84 years,1 (Most Deprived),Number of People,760
2019/20,Fife,75-84 years,1 (Most Deprived),SIMD Quintile Proportion,22.3
2019/20,Fife,75-84 years,2,Number of People,770
2019/20,Fife,75-84 years,2,SIMD Quintile Proportion,22.5
2019/20,Fife,75-84 years,3,Number of People,730
2019/20,Fife,75-84 years,3,SIMD Quintile Proportion,21.4
2019/20,Fife,75-84 years,4,Number of People,730
2019/20,Fife,75-84 years,4,SIMD Quintile Proportion,21.4
2019/20,Fife,75-84 years,5 (Least Deprived),Number of People,420
2019/20,Fife,75-84 years,5 (Least Deprived),SIMD Quintile Proportion,12.3
2019/20,Fife,75-84 years,Unknown,Number of People,5
2019/20,Fife,75-84 years,Unknown,SIMD Quintile Proportion,0.1
2019/20,Fife,85+ years,1 (Most Deprived),Number of People,590
2019/20,Fife,85+ years,1 (Most Deprived),SIMD Quintile Proportion,17
