financial_year,sending_location,age_group,sds_support_need,nclient,rate
2017/18,Midlothian,85+ years,Domestic Care,0,0
2017/18,Midlothian,Unknown,Domestic Care,0,0
2017/18,Midlothian,All Ages,Equipment and Temporary Adaptations,0,0
2017/18,Midlothian,0-17 years,Equipment and Temporary Adaptations,0,0
2017/18,Midlothian,18-64 years,Equipment and Temporary Adaptations,0,0
2017/18,Midlothian,65-74 years,Equipment and Temporary Adaptations,0,0
2017/18,Midlothian,75-84 years,Equipment and Temporary Adaptations,0,0
2017/18,Midlothian,85+ years,Equipment and Temporary Adaptations,0,0
2017/18,Midlothian,Unknown,Equipment and Temporary Adaptations,0,0
2017/18,Midlothian,All Ages,Health Care,160,65.84362139917695
2017/18,Midlothian,0-17 years,Health Care,0,0
2017/18,Midlothian,18-64 years,Health Care,5,8.849557522123893
2017/18,Midlothian,65-74 years,Health Care,10,28.57142857142857
2017/18,Midlothian,75-84 years,Health Care,60,89.55223880597015
2017/18,Midlothian,85+ years,Health Care,85,114.09395973154362
2017/18,Midlothian,Unknown,Health Care,0,0
2017/18,Midlothian,All Ages,Housing Support,265,109.05349794238684
2017/18,Midlothian,0-17 years,Housing Support,0,0
2017/18,Midlothian,18-64 years,Housing Support,110,194.69026548672565
2017/18,Midlothian,65-74 years,Housing Support,75,214.28571428571428
2017/18,Midlothian,75-84 years,Housing Support,50,74.62686567164178
2017/18,Midlothian,85+ years,Housing Support,20,26.845637583892618
2017/18,Midlothian,Unknown,Housing Support,0,0
2017/18,Midlothian,All Ages,Meals,0,0
2017/18,Midlothian,0-17 years,Meals,0,0
2017/18,Midlothian,18-64 years,Meals,0,0
2017/18,Midlothian,65-74 years,Meals,0,0
2017/18,Midlothian,75-84 years,Meals,0,0
2017/18,Midlothian,85+ years,Meals,0,0
2017/18,Midlothian,Unknown,Meals,0,0
2017/18,Midlothian,All Ages,Personal Care,1150,473.2510288065844
2017/18,Midlothian,0-17 years,Personal Care,20,200
2017/18,Midlothian,18-64 years,Personal Care,245,433.6283185840708
2017/18,Midlothian,65-74 years,Personal Care,175,500
2017/18,Midlothian,75-84 years,Personal Care,370,552.2388059701493
2017/18,Midlothian,85+ years,Personal Care,340,456.3758389261745
2017/18,Midlothian,Unknown,Personal Care,0,0
2017/18,Midlothian,All Ages,Respite,395,162.5514403292181
2017/18,Midlothian,0-17 years,Respite,30,300
2017/18,Midlothian,18-64 years,Respite,115,203.53982300884957
2017/18,Midlothian,65-74 years,Respite,40,114.28571428571428
2017/18,Midlothian,75-84 years,Respite,85,126.86567164179105
2017/18,Midlothian,85+ years,Respite,130,174.49664429530202
2017/18,Midlothian,Unknown,Respite,0,0
2017/18,Midlothian,All Ages,Social Educational Recreational,0,0
2017/18,Midlothian,0-17 years,Social Educational Recreational,0,0
2017/18,Midlothian,18-64 years,Social Educational Recreational,0,0
2017/18,Midlothian,65-74 years,Social Educational Recreational,0,0
2017/18,Midlothian,75-84 years,Social Educational Recreational,0,0
2017/18,Midlothian,85+ years,Social Educational Recreational,0,0
2017/18,Midlothian,Unknown,Social Educational Recreational,0,0
2017/18,Midlothian,All Ages,Other,0,0
2017/18,Midlothian,0-17 years,Other,0,0
2017/18,Midlothian,18-64 years,Other,0,0
2017/18,Midlothian,65-74 years,Other,0,0
2017/18,Midlothian,75-84 years,Other,0,0
2017/18,Midlothian,85+ years,Other,0,0
2017/18,Midlothian,Unknown,Other,0,0
2017/18,Midlothian,All Ages,Not Known,130,53.497942386831276
2017/18,Midlothian,0-17 years,Not Known,50,500
2017/18,Midlothian,18-64 years,Not Known,60,106.19469026548673
2017/18,Midlothian,65-74 years,Not Known,10,28.57142857142857
2017/18,Midlothian,75-84 years,Not Known,5,7.462686567164179
2017/18,Midlothian,85+ years,Not Known,5,6.7114093959731544
2017/18,Midlothian,Unknown,Not Known,0,0
2018/19,Midlothian,All Ages,Domestic Care,410,195.23809523809524
2018/19,Midlothian,0-17 years,Domestic Care,5,23.809523809523807
2018/19,Midlothian,18-64 years,Domestic Care,75,141.50943396226415
2018/19,Midlothian,65-74 years,Domestic Care,65,240.74074074074073
2018/19,Midlothian,75-84 years,Domestic Care,120,237.6237623762376
2018/19,Midlothian,85+ years,Domestic Care,145,247.86324786324786
2018/19,Midlothian,Unknown,Domestic Care,0,0
2018/19,Midlothian,All Ages,Equipment and Temporary Adaptations,810,385.7142857142857
2018/19,Midlothian,0-17 years,Equipment and Temporary Adaptations,5,23.809523809523807
2018/19,Midlothian,18-64 years,Equipment and Temporary Adaptations,110,207.54716981132077
2018/19,Midlothian,65-74 years,Equipment and Temporary Adaptations,105,388.8888888888889
2018/19,Midlothian,75-84 years,Equipment and Temporary Adaptations,270,534.6534653465346
2018/19,Midlothian,85+ years,Equipment and Temporary Adaptations,320,547.0085470085471
2018/19,Midlothian,Unknown,Equipment and Temporary Adaptations,0,0
2018/19,Midlothian,All Ages,Health Care,415,197.61904761904762
2018/19,Midlothian,0-17 years,Health Care,10,47.61904761904761
2018/19,Midlothian,18-64 years,Health Care,25,47.16981132075472
2018/19,Midlothian,65-74 years,Health Care,55,203.7037037037037
2018/19,Midlothian,75-84 years,Health Care,135,267.3267326732673
2018/19,Midlothian,85+ years,Health Care,190,324.7863247863248
2018/19,Midlothian,Unknown,Health Care,0,0
2018/19,Midlothian,All Ages,Housing Support,330,157.14285714285714
2018/19,Midlothian,0-17 years,Housing Support,0,0
2018/19,Midlothian,18-64 years,Housing Support,205,386.7924528301887
2018/19,Midlothian,65-74 years,Housing Support,70,259.25925925925924
2018/19,Midlothian,75-84 years,Housing Support,35,69.30693069306932
2018/19,Midlothian,85+ years,Housing Support,20,34.188034188034194
2018/19,Midlothian,Unknown,Housing Support,0,0
2018/19,Midlothian,All Ages,Meals,65,30.952380952380953
2018/19,Midlothian,0-17 years,Meals,0,0
2018/19,Midlothian,18-64 years,Meals,10,18.867924528301884
2018/19,Midlothian,65-74 years,Meals,15,55.55555555555555
2018/19,Midlothian,75-84 years,Meals,15,29.7029702970297
2018/19,Midlothian,85+ years,Meals,25,42.73504273504273
2018/19,Midlothian,Unknown,Meals,0,0
2018/19,Midlothian,All Ages,Personal Care,1045,497.61904761904765
2018/19,Midlothian,0-17 years,Personal Care,10,47.61904761904761
2018/19,Midlothian,18-64 years,Personal Care,255,481.1320754716981
2018/19,Midlothian,65-74 years,Personal Care,155,574.074074074074
2018/19,Midlothian,75-84 years,Personal Care,290,574.2574257425742
2018/19,Midlothian,85+ years,Personal Care,335,572.6495726495726
2018/19,Midlothian,Unknown,Personal Care,0,0
2018/19,Midlothian,All Ages,Respite,450,214.28571428571428
2018/19,Midlothian,0-17 years,Respite,160,761.9047619047618
2018/19,Midlothian,18-64 years,Respite,90,169.81132075471697
2018/19,Midlothian,65-74 years,Respite,30,111.1111111111111
2018/19,Midlothian,75-84 years,Respite,85,168.31683168316832
2018/19,Midlothian,85+ years,Respite,90,153.84615384615387
2018/19,Midlothian,Unknown,Respite,0,0
2018/19,Midlothian,All Ages,Social Educational Recreational,380,180.95238095238093
2018/19,Midlothian,0-17 years,Social Educational Recreational,45,214.28571428571428
2018/19,Midlothian,18-64 years,Social Educational Recreational,270,509.4339622641509
2018/19,Midlothian,65-74 years,Social Educational Recreational,30,111.1111111111111
2018/19,Midlothian,75-84 years,Social Educational Recreational,20,39.603960396039604
2018/19,Midlothian,85+ years,Social Educational Recreational,15,25.64102564102564
2018/19,Midlothian,Unknown,Social Educational Recreational,0,0
2018/19,Midlothian,All Ages,Other,35,16.666666666666668
2018/19,Midlothian,0-17 years,Other,15,71.42857142857143
2018/19,Midlothian,18-64 years,Other,15,28.30188679245283
2018/19,Midlothian,65-74 years,Other,0,0
2018/19,Midlothian,75-84 years,Other,0,0
2018/19,Midlothian,85+ years,Other,0,0
2018/19,Midlothian,Unknown,Other,0,0
2018/19,Midlothian,All Ages,Not Known,0,0
2018/19,Midlothian,0-17 years,Not Known,0,0
2018/19,Midlothian,18-64 years,Not Known,0,0
2018/19,Midlothian,65-74 years,Not Known,0,0
2018/19,Midlothian,75-84 years,Not Known,0,0
2018/19,Midlothian,85+ years,Not Known,0,0
2018/19,Midlothian,Unknown,Not Known,0,0
2019/20,Midlothian,All Ages,Domestic Care,385,133.68055555555554
2019/20,Midlothian,0-17 years,Domestic Care,0,0
2019/20,Midlothian,18-64 years,Domestic Care,145,254.3859649122807
2019/20,Midlothian,65-74 years,Domestic Care,55,130.95238095238096
2019/20,Midlothian,75-84 years,Domestic Care,95,97.9381443298969
2019/20,Midlothian,85+ years,Domestic Care,90,103.44827586206897
2019/20,Midlothian,Unknown,Domestic Care,0,0
2019/20,Midlothian,All Ages,Equipment and Temporary Adaptations,1800,625
2019/20,Midlothian,0-17 years,Equipment and Temporary Adaptations,15,300
2019/20,Midlothian,18-64 years,Equipment and Temporary Adaptations,255,447.36842105263156
2019/20,Midlothian,65-74 years,Equipment and Temporary Adaptations,260,619.047619047619
2019/20,Midlothian,75-84 years,Equipment and Temporary Adaptations,695,716.4948453608248
2019/20,Midlothian,85+ years,Equipment and Temporary Adaptations,570,655.1724137931034
2019/20,Midlothian,Unknown,Equipment and Temporary Adaptations,0,0
2019/20,Midlothian,All Ages,Health Care,650,225.69444444444446
2019/20,Midlothian,0-17 years,Health Care,15,300
2019/20,Midlothian,18-64 years,Health Care,55,96.49122807017544
2019/20,Midlothian,65-74 years,Health Care,85,202.38095238095238
2019/20,Midlothian,75-84 years,Health Care,215,221.64948453608247
2019/20,Midlothian,85+ years,Health Care,280,321.8390804597701
2019/20,Midlothian,Unknown,Health Care,0,0
2019/20,Midlothian,All Ages,Housing Support,325,112.84722222222223
2019/20,Midlothian,0-17 years,Housing Support,0,0
2019/20,Midlothian,18-64 years,Housing Support,205,359.64912280701753
2019/20,Midlothian,65-74 years,Housing Support,70,166.66666666666666
2019/20,Midlothian,75-84 years,Housing Support,40,41.23711340206186
2019/20,Midlothian,85+ years,Housing Support,15,17.241379310344826
2019/20,Midlothian,Unknown,Housing Support,0,0
2019/20,Midlothian,All Ages,Meals,50,17.36111111111111
2019/20,Midlothian,0-17 years,Meals,0,0
2019/20,Midlothian,18-64 years,Meals,10,17.543859649122805
2019/20,Midlothian,65-74 years,Meals,10,23.809523809523807
2019/20,Midlothian,75-84 years,Meals,10,10.309278350515465
2019/20,Midlothian,85+ years,Meals,20,22.988505747126435
2019/20,Midlothian,Unknown,Meals,0,0
2019/20,Midlothian,All Ages,Personal Care,685,237.8472222222222
2019/20,Midlothian,0-17 years,Personal Care,5,100
2019/20,Midlothian,18-64 years,Personal Care,200,350.8771929824561
2019/20,Midlothian,65-74 years,Personal Care,110,261.9047619047619
2019/20,Midlothian,75-84 years,Personal Care,195,201.03092783505156
2019/20,Midlothian,85+ years,Personal Care,180,206.89655172413794
2019/20,Midlothian,Unknown,Personal Care,0,0
2019/20,Midlothian,All Ages,Respite,105,36.458333333333336
2019/20,Midlothian,0-17 years,Respite,15,300
2019/20,Midlothian,18-64 years,Respite,15,26.31578947368421
2019/20,Midlothian,65-74 years,Respite,10,23.809523809523807
2019/20,Midlothian,75-84 years,Respite,30,30.927835051546392
2019/20,Midlothian,85+ years,Respite,35,40.229885057471265
2019/20,Midlothian,Unknown,Respite,0,0
2019/20,Midlothian,All Ages,Social Educational Recreational,430,149.30555555555554
2019/20,Midlothian,0-17 years,Social Educational Recreational,25,500
2019/20,Midlothian,18-64 years,Social Educational Recreational,100,175.43859649122805
2019/20,Midlothian,65-74 years,Social Educational Recreational,45,107.14285714285714
2019/20,Midlothian,75-84 years,Social Educational Recreational,150,154.63917525773198
2019/20,Midlothian,85+ years,Social Educational Recreational,110,126.43678160919542
2019/20,Midlothian,Unknown,Social Educational Recreational,0,0
2019/20,Midlothian,All Ages,Other,0,0
2019/20,Midlothian,0-17 years,Other,0,0
2019/20,Midlothian,18-64 years,Other,0,0
2019/20,Midlothian,65-74 years,Other,0,0
2019/20,Midlothian,75-84 years,Other,0,0
2019/20,Midlothian,85+ years,Other,0,0
2019/20,Midlothian,Unknown,Other,0,0
2019/20,Midlothian,All Ages,Not Known,0,0
2019/20,Midlothian,0-17 years,Not Known,0,0
2019/20,Midlothian,18-64 years,Not Known,0,0
2019/20,Midlothian,65-74 years,Not Known,0,0
2019/20,Midlothian,75-84 years,Not Known,0,0
2019/20,Midlothian,85+ years,Not Known,0,0
2019/20,Midlothian,Unknown,Not Known,0,0
2020/21,Midlothian,All Ages,Domestic Care,175,50.287356321839084
2020/21,Midlothian,0-17 years,Domestic Care,10,100
2020/21,Midlothian,18-64 years,Domestic Care,140,197.18309859154928
2020/21,Midlothian,65-74 years,Domestic Care,15,28.57142857142857
2020/21,Midlothian,75-84 years,Domestic Care,5,4.5662100456621
2020/21,Midlothian,85+ years,Domestic Care,5,4.739336492890995
2020/21,Midlothian,Unknown,Domestic Care,0,0
2020/21,Midlothian,All Ages,Equipment and Temporary Adaptations,2060,591.9540229885057
2020/21,Midlothian,0-17 years,Equipment and Temporary Adaptations,15,150
2020/21,Midlothian,18-64 years,Equipment and Temporary Adaptations,250,352.112676056338
2020/21,Midlothian,65-74 years,Equipment and Temporary Adaptations,315,600
2020/21,Midlothian,75-84 years,Equipment and Temporary Adaptations,775,707.7625570776256
2020/21,Midlothian,85+ years,Equipment and Temporary Adaptations,710,672.9857819905213
2020/21,Midlothian,Unknown,Equipment and Temporary Adaptations,0,0
2020/21,Midlothian,All Ages,Health Care,670,192.5287356321839
2020/21,Midlothian,0-17 years,Health Care,0,0
2020/21,Midlothian,18-64 years,Health Care,50,70.42253521126761
2020/21,Midlothian,65-74 years,Health Care,70,133.33333333333334
2020/21,Midlothian,75-84 years,Health Care,215,196.3470319634703
2020/21,Midlothian,85+ years,Health Care,335,317.53554502369667
2020/21,Midlothian,Unknown,Health Care,0,0
2020/21,Midlothian,All Ages,Housing Support,370,106.32183908045977
2020/21,Midlothian,0-17 years,Housing Support,5,50
2020/21,Midlothian,18-64 years,Housing Support,225,316.90140845070425
2020/21,Midlothian,65-74 years,Housing Support,80,152.3809523809524
2020/21,Midlothian,75-84 years,Housing Support,45,41.0958904109589
2020/21,Midlothian,85+ years,Housing Support,20,18.95734597156398
2020/21,Midlothian,Unknown,Housing Support,0,0
2020/21,Midlothian,All Ages,Meals,50,14.367816091954023
2020/21,Midlothian,0-17 years,Meals,0,0
2020/21,Midlothian,18-64 years,Meals,10,14.084507042253522
2020/21,Midlothian,65-74 years,Meals,10,19.04761904761905
2020/21,Midlothian,75-84 years,Meals,15,13.698630136986301
2020/21,Midlothian,85+ years,Meals,15,14.218009478672984
2020/21,Midlothian,Unknown,Meals,0,0
2020/21,Midlothian,All Ages,Personal Care,1235,354.88505747126436
2020/21,Midlothian,0-17 years,Personal Care,5,50
2020/21,Midlothian,18-64 years,Personal Care,270,380.28169014084506
2020/21,Midlothian,65-74 years,Personal Care,200,380.9523809523809
2020/21,Midlothian,75-84 years,Personal Care,380,347.0319634703196
2020/21,Midlothian,85+ years,Personal Care,380,360.18957345971563
2020/21,Midlothian,Unknown,Personal Care,0,0
2020/21,Midlothian,All Ages,Respite,250,71.83908045977012
2020/21,Midlothian,0-17 years,Respite,25,250
2020/21,Midlothian,18-64 years,Respite,75,105.63380281690141
2020/21,Midlothian,65-74 years,Respite,25,47.61904761904761
2020/21,Midlothian,75-84 years,Respite,65,59.3607305936073
2020/21,Midlothian,85+ years,Respite,60,56.87203791469194
2020/21,Midlothian,Unknown,Respite,0,0
2020/21,Midlothian,All Ages,Social Educational Recreational,495,142.24137931034483
2020/21,Midlothian,0-17 years,Social Educational Recreational,45,450
2020/21,Midlothian,18-64 years,Social Educational Recreational,330,464.7887323943662
2020/21,Midlothian,65-74 years,Social Educational Recreational,45,85.71428571428571
2020/21,Midlothian,75-84 years,Social Educational Recreational,30,27.397260273972602
2020/21,Midlothian,85+ years,Social Educational Recreational,45,42.65402843601896
2020/21,Midlothian,Unknown,Social Educational Recreational,0,0
2020/21,Midlothian,All Ages,Other,25,7.183908045977011
2020/21,Midlothian,0-17 years,Other,10,100
2020/21,Midlothian,18-64 years,Other,10,14.084507042253522
2020/21,Midlothian,65-74 years,Other,0,0
2020/21,Midlothian,75-84 years,Other,0,0
2020/21,Midlothian,85+ years,Other,0,0
2020/21,Midlothian,Unknown,Other,0,0
2020/21,Midlothian,All Ages,Not Known,0,0
2020/21,Midlothian,0-17 years,Not Known,0,0
2020/21,Midlothian,18-64 years,Not Known,0,0
2020/21,Midlothian,65-74 years,Not Known,0,0
2020/21,Midlothian,75-84 years,Not Known,0,0
2020/21,Midlothian,85+ years,Not Known,0,0
2020/21,Midlothian,Unknown,Not Known,0,0
2017/18,Moray,All Ages,Domestic Care,40,33.19502074688797
2017/18,Moray,0-17 years,Domestic Care,0,0
2017/18,Moray,18-64 years,Domestic Care,10,35.08771929824561
2017/18,Moray,65-74 years,Domestic Care,5,29.41176470588235
2017/18,Moray,75-84 years,Domestic Care,15,46.15384615384615
2017/18,Moray,85+ years,Domestic Care,10,25
2017/18,Moray,Unknown,Domestic Care,0,0
2017/18,Moray,All Ages,Equipment and Temporary Adaptations,0,0
2017/18,Moray,0-17 years,Equipment and Temporary Adaptations,0,0
2017/18,Moray,18-64 years,Equipment and Temporary Adaptations,0,0
2017/18,Moray,65-74 years,Equipment and Temporary Adaptations,0,0
2017/18,Moray,75-84 years,Equipment and Temporary Adaptations,0,0
2017/18,Moray,85+ years,Equipment and Temporary Adaptations,0,0
2017/18,Moray,Unknown,Equipment and Temporary Adaptations,0,0
2017/18,Moray,All Ages,Health Care,0,0
2017/18,Moray,0-17 years,Health Care,0,0
2017/18,Moray,18-64 years,Health Care,0,0
2017/18,Moray,65-74 years,Health Care,0,0
2017/18,Moray,75-84 years,Health Care,0,0
2017/18,Moray,85+ years,Health Care,0,0
2017/18,Moray,Unknown,Health Care,0,0
2017/18,Moray,All Ages,Housing Support,0,0
2017/18,Moray,0-17 years,Housing Support,0,0
2017/18,Moray,18-64 years,Housing Support,0,0
2017/18,Moray,65-74 years,Housing Support,0,0
2017/18,Moray,75-84 years,Housing Support,0,0
2017/18,Moray,85+ years,Housing Support,0,0
2017/18,Moray,Unknown,Housing Support,0,0
2017/18,Moray,All Ages,Meals,0,0
2017/18,Moray,0-17 years,Meals,0,0
2017/18,Moray,18-64 years,Meals,0,0
2017/18,Moray,65-74 years,Meals,0,0
2017/18,Moray,75-84 years,Meals,0,0
2017/18,Moray,85+ years,Meals,0,0
2017/18,Moray,Unknown,Meals,0,0
2017/18,Moray,All Ages,Personal Care,555,460.5809128630705
2017/18,Moray,0-17 years,Personal Care,5,166.66666666666666
2017/18,Moray,18-64 years,Personal Care,105,368.4210526315789
2017/18,Moray,65-74 years,Personal Care,80,470.5882352941176
2017/18,Moray,75-84 years,Personal Care,160,492.3076923076923
