financial_year,sending_location,age_group,client_group,nclient,rate
2018/19,Highland,75-84 years,Other,105,46.56319290465632
2018/19,Highland,85+ years,Other,90,28.213166144200628
2018/19,Highland,Unknown,Other,0,0
2019/20,Highland,All Ages,Dementia,615,75.045759609518
2019/20,Highland,0-17 years,Dementia,0,0
2019/20,Highland,18-64 years,Dementia,10,6.430868167202572
2019/20,Highland,65-74 years,Dementia,45,46.63212435233161
2019/20,Highland,75-84 years,Dementia,245,104.7008547008547
2019/20,Highland,85+ years,Dementia,315,96.18320610687023
2019/20,Highland,Unknown,Dementia,0,0
2019/20,Highland,All Ages,Elderly / Frail,4435,541.1836485661989
2019/20,Highland,0-17 years,Elderly / Frail,0,0
2019/20,Highland,18-64 years,Elderly / Frail,25,16.07717041800643
2019/20,Highland,65-74 years,Elderly / Frail,455,471.5025906735751
2019/20,Highland,75-84 years,Elderly / Frail,1560,666.6666666666666
2019/20,Highland,85+ years,Elderly / Frail,2400,732.824427480916
2019/20,Highland,Unknown,Elderly / Frail,0,0
2019/20,Highland,All Ages,Learning Disability,580,70.77486272117144
2019/20,Highland,0-17 years,Learning Disability,0,0
2019/20,Highland,18-64 years,Learning Disability,475,305.4662379421222
2019/20,Highland,65-74 years,Learning Disability,75,77.720207253886
2019/20,Highland,75-84 years,Learning Disability,25,10.683760683760683
2019/20,Highland,85+ years,Learning Disability,5,1.5267175572519083
2019/20,Highland,Unknown,Learning Disability,0,0
2019/20,Highland,All Ages,Mental Health,380,46.36973764490543
2019/20,Highland,0-17 years,Mental Health,0,0
2019/20,Highland,18-64 years,Mental Health,205,131.8327974276527
2019/20,Highland,65-74 years,Mental Health,75,77.720207253886
2019/20,Highland,75-84 years,Mental Health,60,25.64102564102564
2019/20,Highland,85+ years,Mental Health,40,12.213740458015266
2019/20,Highland,Unknown,Mental Health,0,0
2019/20,Highland,All Ages,Physical and Sensory Disability,1175,143.38010982306284
2019/20,Highland,0-17 years,Physical and Sensory Disability,0,0
2019/20,Highland,18-64 years,Physical and Sensory Disability,250,160.77170418006432
2019/20,Highland,65-74 years,Physical and Sensory Disability,205,212.43523316062178
2019/20,Highland,75-84 years,Physical and Sensory Disability,310,132.47863247863248
2019/20,Highland,85+ years,Physical and Sensory Disability,410,125.1908396946565
2019/20,Highland,Unknown,Physical and Sensory Disability,0,0
2019/20,Highland,All Ages,Other,430,52.47101891397193
2019/20,Highland,0-17 years,Other,10,181.8181818181818
2019/20,Highland,18-64 years,Other,125,80.38585209003216
2019/20,Highland,65-74 years,Other,95,98.44559585492229
2019/20,Highland,75-84 years,Other,125,53.418803418803414
2019/20,Highland,85+ years,Other,80,24.427480916030532
2019/20,Highland,Unknown,Other,0,0
2020/21,Highland,All Ages,Dementia,190,23.34152334152334
2020/21,Highland,0-17 years,Dementia,0,0
2020/21,Highland,18-64 years,Dementia,0,0
2020/21,Highland,65-74 years,Dementia,20,19.607843137254903
2020/21,Highland,75-84 years,Dementia,70,30.17241379310345
2020/21,Highland,85+ years,Dementia,95,28.9193302891933
2020/21,Highland,Unknown,Dementia,0,0
2020/21,Highland,All Ages,Elderly / Frail,40,4.914004914004914
2020/21,Highland,0-17 years,Elderly / Frail,0,0
2020/21,Highland,18-64 years,Elderly / Frail,0,0
2020/21,Highland,65-74 years,Elderly / Frail,0,0
2020/21,Highland,75-84 years,Elderly / Frail,5,2.155172413793103
2020/21,Highland,85+ years,Elderly / Frail,30,9.1324200913242
2020/21,Highland,Unknown,Elderly / Frail,0,0
2020/21,Highland,All Ages,Learning Disability,515,63.26781326781327
2020/21,Highland,0-17 years,Learning Disability,0,0
2020/21,Highland,18-64 years,Learning Disability,425,292.0962199312715
2020/21,Highland,65-74 years,Learning Disability,65,63.725490196078425
2020/21,Highland,75-84 years,Learning Disability,20,8.620689655172413
2020/21,Highland,85+ years,Learning Disability,0,0
2020/21,Highland,Unknown,Learning Disability,0,0
2020/21,Highland,All Ages,Mental Health,275,33.78378378378378
2020/21,Highland,0-17 years,Mental Health,0,0
2020/21,Highland,18-64 years,Mental Health,160,109.96563573883161
2020/21,Highland,65-74 years,Mental Health,55,53.92156862745098
2020/21,Highland,75-84 years,Mental Health,30,12.931034482758621
2020/21,Highland,85+ years,Mental Health,35,10.6544901065449
2020/21,Highland,Unknown,Mental Health,0,0
2020/21,Highland,All Ages,Physical and Sensory Disability,630,77.39557739557739
2020/21,Highland,0-17 years,Physical and Sensory Disability,0,0
2020/21,Highland,18-64 years,Physical and Sensory Disability,140,96.21993127147766
2020/21,Highland,65-74 years,Physical and Sensory Disability,95,93.13725490196079
2020/21,Highland,75-84 years,Physical and Sensory Disability,150,64.65517241379311
2020/21,Highland,85+ years,Physical and Sensory Disability,245,74.5814307458143
2020/21,Highland,Unknown,Physical and Sensory Disability,0,0
2020/21,Highland,All Ages,Other,225,27.64127764127764
2020/21,Highland,0-17 years,Other,10,181.8181818181818
2020/21,Highland,18-64 years,Other,85,58.419243986254294
2020/21,Highland,65-74 years,Other,35,34.313725490196084
2020/21,Highland,75-84 years,Other,45,19.396551724137932
2020/21,Highland,85+ years,Other,50,15.220700152207002
2020/21,Highland,Unknown,Other,0,0
2017/18,Inverclyde,All Ages,Dementia,55,21.86878727634195
2017/18,Inverclyde,0-17 years,Dementia,0,0
2017/18,Inverclyde,18-64 years,Dementia,5,8.771929824561402
2017/18,Inverclyde,65-74 years,Dementia,5,12.195121951219512
2017/18,Inverclyde,75-84 years,Dementia,30,38.46153846153847
2017/18,Inverclyde,85+ years,Dementia,20,27.777777777777775
2017/18,Inverclyde,Unknown,Dementia,0,0
2017/18,Inverclyde,All Ages,Elderly / Frail,725,288.2703777335984
2017/18,Inverclyde,0-17 years,Elderly / Frail,0,0
2017/18,Inverclyde,18-64 years,Elderly / Frail,35,61.40350877192982
2017/18,Inverclyde,65-74 years,Elderly / Frail,90,219.5121951219512
2017/18,Inverclyde,75-84 years,Elderly / Frail,270,346.15384615384613
2017/18,Inverclyde,85+ years,Elderly / Frail,325,451.3888888888889
2017/18,Inverclyde,Unknown,Elderly / Frail,0,0
2017/18,Inverclyde,All Ages,Learning Disability,195,77.53479125248509
2017/18,Inverclyde,0-17 years,Learning Disability,0,0
2017/18,Inverclyde,18-64 years,Learning Disability,170,298.2456140350877
2017/18,Inverclyde,65-74 years,Learning Disability,15,36.58536585365854
2017/18,Inverclyde,75-84 years,Learning Disability,5,6.41025641025641
2017/18,Inverclyde,85+ years,Learning Disability,5,6.944444444444444
2017/18,Inverclyde,Unknown,Learning Disability,0,0
2017/18,Inverclyde,All Ages,Mental Health,185,73.558648111332
2017/18,Inverclyde,0-17 years,Mental Health,0,0
2017/18,Inverclyde,18-64 years,Mental Health,80,140.35087719298244
2017/18,Inverclyde,65-74 years,Mental Health,30,73.17073170731707
2017/18,Inverclyde,75-84 years,Mental Health,50,64.1025641025641
2017/18,Inverclyde,85+ years,Mental Health,25,34.72222222222222
2017/18,Inverclyde,Unknown,Mental Health,0,0
2017/18,Inverclyde,All Ages,Physical and Sensory Disability,735,292.2465208747515
2017/18,Inverclyde,0-17 years,Physical and Sensory Disability,10,285.7142857142857
2017/18,Inverclyde,18-64 years,Physical and Sensory Disability,100,175.43859649122805
2017/18,Inverclyde,65-74 years,Physical and Sensory Disability,125,304.8780487804878
2017/18,Inverclyde,75-84 years,Physical and Sensory Disability,240,307.69230769230774
2017/18,Inverclyde,85+ years,Physical and Sensory Disability,255,354.1666666666667
2017/18,Inverclyde,Unknown,Physical and Sensory Disability,0,0
2017/18,Inverclyde,All Ages,Other,300,119.28429423459244
2017/18,Inverclyde,0-17 years,Other,15,428.57142857142856
2017/18,Inverclyde,18-64 years,Other,110,192.98245614035088
2017/18,Inverclyde,65-74 years,Other,80,195.1219512195122
2017/18,Inverclyde,75-84 years,Other,70,89.74358974358974
2017/18,Inverclyde,85+ years,Other,25,34.72222222222222
2017/18,Inverclyde,Unknown,Other,0,0
2018/19,Inverclyde,All Ages,Dementia,60,24.096385542168676
2018/19,Inverclyde,0-17 years,Dementia,0,0
2018/19,Inverclyde,18-64 years,Dementia,15,26.31578947368421
2018/19,Inverclyde,65-74 years,Dementia,10,24.691358024691358
2018/19,Inverclyde,75-84 years,Dementia,15,19.607843137254903
2018/19,Inverclyde,85+ years,Dementia,20,27.972027972027973
2018/19,Inverclyde,Unknown,Dementia,0,0
2018/19,Inverclyde,All Ages,Elderly / Frail,900,361.4457831325301
2018/19,Inverclyde,0-17 years,Elderly / Frail,0,0
2018/19,Inverclyde,18-64 years,Elderly / Frail,145,254.3859649122807
2018/19,Inverclyde,65-74 years,Elderly / Frail,155,382.71604938271605
2018/19,Inverclyde,75-84 years,Elderly / Frail,295,385.62091503267976
2018/19,Inverclyde,85+ years,Elderly / Frail,305,426.57342657342656
2018/19,Inverclyde,Unknown,Elderly / Frail,0,0
2018/19,Inverclyde,All Ages,Learning Disability,145,58.23293172690763
2018/19,Inverclyde,0-17 years,Learning Disability,0,0
2018/19,Inverclyde,18-64 years,Learning Disability,80,140.35087719298244
2018/19,Inverclyde,65-74 years,Learning Disability,15,37.03703703703704
2018/19,Inverclyde,75-84 years,Learning Disability,30,39.21568627450981
2018/19,Inverclyde,85+ years,Learning Disability,20,27.972027972027973
2018/19,Inverclyde,Unknown,Learning Disability,0,0
2018/19,Inverclyde,All Ages,Mental Health,155,62.24899598393574
2018/19,Inverclyde,0-17 years,Mental Health,0,0
2018/19,Inverclyde,18-64 years,Mental Health,70,122.80701754385964
2018/19,Inverclyde,65-74 years,Mental Health,20,49.382716049382715
2018/19,Inverclyde,75-84 years,Mental Health,30,39.21568627450981
2018/19,Inverclyde,85+ years,Mental Health,30,41.95804195804196
2018/19,Inverclyde,Unknown,Mental Health,0,0
2018/19,Inverclyde,All Ages,Physical and Sensory Disability,695,279.1164658634538
2018/19,Inverclyde,0-17 years,Physical and Sensory Disability,5,142.85714285714286
2018/19,Inverclyde,18-64 years,Physical and Sensory Disability,120,210.52631578947367
2018/19,Inverclyde,65-74 years,Physical and Sensory Disability,120,296.2962962962963
2018/19,Inverclyde,75-84 years,Physical and Sensory Disability,245,320.2614379084967
2018/19,Inverclyde,85+ years,Physical and Sensory Disability,200,279.72027972027973
2018/19,Inverclyde,Unknown,Physical and Sensory Disability,0,0
2018/19,Inverclyde,All Ages,Other,270,108.43373493975903
2018/19,Inverclyde,0-17 years,Other,15,428.57142857142856
2018/19,Inverclyde,18-64 years,Other,75,131.57894736842104
2018/19,Inverclyde,65-74 years,Other,40,98.76543209876543
2018/19,Inverclyde,75-84 years,Other,80,104.57516339869281
2018/19,Inverclyde,85+ years,Other,65,90.9090909090909
2018/19,Inverclyde,Unknown,Other,0,0
2019/20,Inverclyde,All Ages,Dementia,50,19.68503937007874
2019/20,Inverclyde,0-17 years,Dementia,0,0
2019/20,Inverclyde,18-64 years,Dementia,5,8.474576271186441
2019/20,Inverclyde,65-74 years,Dementia,5,12.345679012345679
2019/20,Inverclyde,75-84 years,Dementia,20,25.477707006369428
2019/20,Inverclyde,85+ years,Dementia,20,27.397260273972602
2019/20,Inverclyde,Unknown,Dementia,0,0
2019/20,Inverclyde,All Ages,Elderly / Frail,710,279.5275590551181
2019/20,Inverclyde,0-17 years,Elderly / Frail,0,0
2019/20,Inverclyde,18-64 years,Elderly / Frail,50,84.7457627118644
2019/20,Inverclyde,65-74 years,Elderly / Frail,95,234.5679012345679
2019/20,Inverclyde,75-84 years,Elderly / Frail,270,343.9490445859872
2019/20,Inverclyde,85+ years,Elderly / Frail,295,404.1095890410959
2019/20,Inverclyde,Unknown,Elderly / Frail,0,0
2019/20,Inverclyde,All Ages,Learning Disability,200,78.74015748031496
2019/20,Inverclyde,0-17 years,Learning Disability,0,0
2019/20,Inverclyde,18-64 years,Learning Disability,170,288.135593220339
2019/20,Inverclyde,65-74 years,Learning Disability,20,49.382716049382715
2019/20,Inverclyde,75-84 years,Learning Disability,10,12.738853503184714
2019/20,Inverclyde,85+ years,Learning Disability,5,6.8493150684931505
2019/20,Inverclyde,Unknown,Learning Disability,0,0
2019/20,Inverclyde,All Ages,Mental Health,195,76.7716535433071
2019/20,Inverclyde,0-17 years,Mental Health,0,0
2019/20,Inverclyde,18-64 years,Mental Health,85,144.0677966101695
2019/20,Inverclyde,65-74 years,Mental Health,30,74.07407407407408
2019/20,Inverclyde,75-84 years,Mental Health,60,76.43312101910827
2019/20,Inverclyde,85+ years,Mental Health,20,27.397260273972602
2019/20,Inverclyde,Unknown,Mental Health,0,0
2019/20,Inverclyde,All Ages,Physical and Sensory Disability,725,285.43307086614175
2019/20,Inverclyde,0-17 years,Physical and Sensory Disability,10,333.3333333333333
2019/20,Inverclyde,18-64 years,Physical and Sensory Disability,110,186.4406779661017
2019/20,Inverclyde,65-74 years,Physical and Sensory Disability,115,283.9506172839506
2019/20,Inverclyde,75-84 years,Physical and Sensory Disability,230,292.9936305732484
2019/20,Inverclyde,85+ years,Physical and Sensory Disability,260,356.16438356164383
2019/20,Inverclyde,Unknown,Physical and Sensory Disability,0,0
2019/20,Inverclyde,All Ages,Other,450,177.16535433070865
2019/20,Inverclyde,0-17 years,Other,15,500
2019/20,Inverclyde,18-64 years,Other,135,228.8135593220339
2019/20,Inverclyde,65-74 years,Other,100,246.91358024691357
2019/20,Inverclyde,75-84 years,Other,130,165.60509554140125
2019/20,Inverclyde,85+ years,Other,65,89.04109589041096
2019/20,Inverclyde,Unknown,Other,0,0
2017/18,Midlothian,All Ages,Dementia,255,104.93827160493827
2017/18,Midlothian,0-17 years,Dementia,0,0
2017/18,Midlothian,18-64 years,Dementia,10,17.699115044247787
2017/18,Midlothian,65-74 years,Dementia,25,71.42857142857143
2017/18,Midlothian,75-84 years,Dementia,115,171.6417910447761
2017/18,Midlothian,85+ years,Dementia,105,140.93959731543623
2017/18,Midlothian,Unknown,Dementia,0,0
2017/18,Midlothian,All Ages,Elderly / Frail,1285,528.8065843621399
2017/18,Midlothian,0-17 years,Elderly / Frail,0,0
2017/18,Midlothian,18-64 years,Elderly / Frail,25,44.24778761061947
2017/18,Midlothian,65-74 years,Elderly / Frail,260,742.8571428571429
2017/18,Midlothian,75-84 years,Elderly / Frail,490,731.3432835820895
2017/18,Midlothian,85+ years,Elderly / Frail,510,684.5637583892618
2017/18,Midlothian,Unknown,Elderly / Frail,0,0
2017/18,Midlothian,All Ages,Learning Disability,400,164.6090534979424
2017/18,Midlothian,0-17 years,Learning Disability,40,400
2017/18,Midlothian,18-64 years,Learning Disability,305,539.8230088495575
2017/18,Midlothian,65-74 years,Learning Disability,35,100
2017/18,Midlothian,75-84 years,Learning Disability,10,14.925373134328359
2017/18,Midlothian,85+ years,Learning Disability,5,6.7114093959731544
2017/18,Midlothian,Unknown,Learning Disability,0,0
2017/18,Midlothian,All Ages,Mental Health,160,65.84362139917695
2017/18,Midlothian,0-17 years,Mental Health,0,0
2017/18,Midlothian,18-64 years,Mental Health,80,141.5929203539823
2017/18,Midlothian,65-74 years,Mental Health,45,128.57142857142856
2017/18,Midlothian,75-84 years,Mental Health,25,37.31343283582089
2017/18,Midlothian,85+ years,Mental Health,10,13.422818791946309
2017/18,Midlothian,Unknown,Mental Health,0,0
2017/18,Midlothian,All Ages,Physical and Sensory Disability,850,349.7942386831276
2017/18,Midlothian,0-17 years,Physical and Sensory Disability,10,100
2017/18,Midlothian,18-64 years,Physical and Sensory Disability,175,309.7345132743363
2017/18,Midlothian,65-74 years,Physical and Sensory Disability,140,400
2017/18,Midlothian,75-84 years,Physical and Sensory Disability,265,395.5223880597015
2017/18,Midlothian,85+ years,Physical and Sensory Disability,260,348.99328859060404
2017/18,Midlothian,Unknown,Physical and Sensory Disability,0,0
2017/18,Midlothian,All Ages,Other,255,104.93827160493827
2017/18,Midlothian,0-17 years,Other,80,800
2017/18,Midlothian,18-64 years,Other,110,194.69026548672565
2017/18,Midlothian,65-74 years,Other,35,100
2017/18,Midlothian,75-84 years,Other,20,29.850746268656717
2017/18,Midlothian,85+ years,Other,10,13.422818791946309
2017/18,Midlothian,Unknown,Other,0,0
2018/19,Midlothian,All Ages,Dementia,265,126.19047619047619
2018/19,Midlothian,0-17 years,Dementia,0,0
2018/19,Midlothian,18-64 years,Dementia,10,18.867924528301884
2018/19,Midlothian,65-74 years,Dementia,25,92.59259259259258
2018/19,Midlothian,75-84 years,Dementia,110,217.82178217821783
2018/19,Midlothian,85+ years,Dementia,115,196.58119658119656
2018/19,Midlothian,Unknown,Dementia,0,0
2018/19,Midlothian,All Ages,Elderly / Frail,1250,595.2380952380952
2018/19,Midlothian,0-17 years,Elderly / Frail,5,23.809523809523807
2018/19,Midlothian,18-64 years,Elderly / Frail,15,28.30188679245283
2018/19,Midlothian,65-74 years,Elderly / Frail,225,833.3333333333334
2018/19,Midlothian,75-84 years,Elderly / Frail,455,900.990099009901
2018/19,Midlothian,85+ years,Elderly / Frail,550,940.1709401709402
2018/19,Midlothian,Unknown,Elderly / Frail,0,0
2018/19,Midlothian,All Ages,Learning Disability,460,219.04761904761904
2018/19,Midlothian,0-17 years,Learning Disability,60,285.7142857142857
2018/19,Midlothian,18-64 years,Learning Disability,335,632.0754716981132
2018/19,Midlothian,65-74 years,Learning Disability,40,148.14814814814815
2018/19,Midlothian,75-84 years,Learning Disability,10,19.801980198019802
2018/19,Midlothian,85+ years,Learning Disability,5,8.547008547008549
2018/19,Midlothian,Unknown,Learning Disability,0,0
2018/19,Midlothian,All Ages,Mental Health,165,78.57142857142857
2018/19,Midlothian,0-17 years,Mental Health,5,23.809523809523807
2018/19,Midlothian,18-64 years,Mental Health,85,160.37735849056602
2018/19,Midlothian,65-74 years,Mental Health,40,148.14814814814815
2018/19,Midlothian,75-84 years,Mental Health,25,49.504950495049506
2018/19,Midlothian,85+ years,Mental Health,5,8.547008547008549
2018/19,Midlothian,Unknown,Mental Health,0,0
2018/19,Midlothian,All Ages,Physical and Sensory Disability,875,416.6666666666667
2018/19,Midlothian,0-17 years,Physical and Sensory Disability,45,214.28571428571428
2018/19,Midlothian,18-64 years,Physical and Sensory Disability,185,349.05660377358487
2018/19,Midlothian,65-74 years,Physical and Sensory Disability,130,481.48148148148147
2018/19,Midlothian,75-84 years,Physical and Sensory Disability,240,475.2475247524752
2018/19,Midlothian,85+ years,Physical and Sensory Disability,270,461.53846153846155
