financial_year,sending_location,age_group,service_group,nclient
2018/19,Midlothian,All Ages,Home Care,1390
2018/19,Midlothian,0-17 years,Home Care,5
2018/19,Midlothian,18-64 years,Home Care,315
2018/19,Midlothian,65-74 years,Home Care,235
2018/19,Midlothian,75-84 years,Home Care,420
2018/19,Midlothian,85+ years,Home Care,420
2018/19,Midlothian,Unknown,Home Care,0
2018/19,Midlothian,All Ages,Housing Support,120
2018/19,Midlothian,0-17 years,Housing Support,0
2018/19,Midlothian,18-64 years,Housing Support,90
2018/19,Midlothian,65-74 years,Housing Support,20
2018/19,Midlothian,75-84 years,Housing Support,10
2018/19,Midlothian,85+ years,Housing Support,5
2018/19,Midlothian,Unknown,Housing Support,0
2018/19,Midlothian,All Ages,Meals,50
2018/19,Midlothian,0-17 years,Meals,0
2018/19,Midlothian,18-64 years,Meals,10
2018/19,Midlothian,65-74 years,Meals,15
2018/19,Midlothian,75-84 years,Meals,10
2018/19,Midlothian,85+ years,Meals,20
2018/19,Midlothian,Unknown,Meals,0
2018/19,Midlothian,All Ages,Social Worker,2805
2018/19,Midlothian,0-17 years,Social Worker,295
2018/19,Midlothian,18-64 years,Social Worker,670
2018/19,Midlothian,65-74 years,Social Worker,375
2018/19,Midlothian,75-84 years,Social Worker,700
2018/19,Midlothian,85+ years,Social Worker,760
2018/19,Midlothian,Unknown,Social Worker,0
2019/20,Midlothian,All Ages,Care Home,690
2019/20,Midlothian,0-17 years,Care Home,0
2019/20,Midlothian,18-64 years,Care Home,50
2019/20,Midlothian,65-74 years,Care Home,70
2019/20,Midlothian,75-84 years,Care Home,225
2019/20,Midlothian,85+ years,Care Home,345
2019/20,Midlothian,Unknown,Care Home,0
2019/20,Midlothian,All Ages,Community Alarms / Telecare,2125
2019/20,Midlothian,0-17 years,Community Alarms / Telecare,15
2019/20,Midlothian,18-64 years,Community Alarms / Telecare,280
2019/20,Midlothian,65-74 years,Community Alarms / Telecare,300
2019/20,Midlothian,75-84 years,Community Alarms / Telecare,820
2019/20,Midlothian,85+ years,Community Alarms / Telecare,705
2019/20,Midlothian,Unknown,Community Alarms / Telecare,0
2019/20,Midlothian,All Ages,Day Care,175
2019/20,Midlothian,0-17 years,Day Care,0
2019/20,Midlothian,18-64 years,Day Care,105
2019/20,Midlothian,65-74 years,Day Care,20
2019/20,Midlothian,75-84 years,Day Care,15
2019/20,Midlothian,85+ years,Day Care,30
2019/20,Midlothian,Unknown,Day Care,0
2019/20,Midlothian,All Ages,Home Care,1310
2019/20,Midlothian,0-17 years,Home Care,5
2019/20,Midlothian,18-64 years,Home Care,345
2019/20,Midlothian,65-74 years,Home Care,210
2019/20,Midlothian,75-84 years,Home Care,385
2019/20,Midlothian,85+ years,Home Care,370
2019/20,Midlothian,Unknown,Home Care,0
2019/20,Midlothian,All Ages,Housing Support,325
2019/20,Midlothian,0-17 years,Housing Support,0
2019/20,Midlothian,18-64 years,Housing Support,205
2019/20,Midlothian,65-74 years,Housing Support,70
2019/20,Midlothian,75-84 years,Housing Support,35
2019/20,Midlothian,85+ years,Housing Support,15
2019/20,Midlothian,Unknown,Housing Support,0
2019/20,Midlothian,All Ages,Meals,55
2019/20,Midlothian,0-17 years,Meals,0
2019/20,Midlothian,18-64 years,Meals,10
2019/20,Midlothian,65-74 years,Meals,10
2019/20,Midlothian,75-84 years,Meals,15
2019/20,Midlothian,85+ years,Meals,20
2019/20,Midlothian,Unknown,Meals,0
2019/20,Midlothian,All Ages,Social Worker,365
2019/20,Midlothian,0-17 years,Social Worker,20
2019/20,Midlothian,18-64 years,Social Worker,125
2019/20,Midlothian,65-74 years,Social Worker,55
2019/20,Midlothian,75-84 years,Social Worker,100
2019/20,Midlothian,85+ years,Social Worker,65
2019/20,Midlothian,Unknown,Social Worker,0
2020/21,Midlothian,All Ages,Care Home,665
2020/21,Midlothian,0-17 years,Care Home,0
2020/21,Midlothian,18-64 years,Care Home,45
2020/21,Midlothian,65-74 years,Care Home,70
2020/21,Midlothian,75-84 years,Care Home,215
2020/21,Midlothian,85+ years,Care Home,335
2020/21,Midlothian,Unknown,Care Home,0
2020/21,Midlothian,All Ages,Community Alarms / Telecare,2060
2020/21,Midlothian,0-17 years,Community Alarms / Telecare,5
2020/21,Midlothian,18-64 years,Community Alarms / Telecare,250
2020/21,Midlothian,65-74 years,Community Alarms / Telecare,315
2020/21,Midlothian,75-84 years,Community Alarms / Telecare,775
2020/21,Midlothian,85+ years,Community Alarms / Telecare,710
2020/21,Midlothian,Unknown,Community Alarms / Telecare,0
2020/21,Midlothian,All Ages,Day Care,420
2020/21,Midlothian,0-17 years,Day Care,10
2020/21,Midlothian,18-64 years,Day Care,310
2020/21,Midlothian,65-74 years,Day Care,40
2020/21,Midlothian,75-84 years,Day Care,25
2020/21,Midlothian,85+ years,Day Care,35
2020/21,Midlothian,Unknown,Day Care,0
2020/21,Midlothian,All Ages,Home Care,1370
2020/21,Midlothian,0-17 years,Home Care,0
2020/21,Midlothian,18-64 years,Home Care,340
2020/21,Midlothian,65-74 years,Home Care,230
2020/21,Midlothian,75-84 years,Home Care,400
2020/21,Midlothian,85+ years,Home Care,395
2020/21,Midlothian,Unknown,Home Care,5
2020/21,Midlothian,All Ages,Housing Support,0
2020/21,Midlothian,0-17 years,Housing Support,0
2020/21,Midlothian,18-64 years,Housing Support,0
2020/21,Midlothian,65-74 years,Housing Support,0
2020/21,Midlothian,75-84 years,Housing Support,0
2020/21,Midlothian,85+ years,Housing Support,0
2020/21,Midlothian,Unknown,Housing Support,0
2020/21,Midlothian,All Ages,Meals,45
2020/21,Midlothian,0-17 years,Meals,0
2020/21,Midlothian,18-64 years,Meals,10
2020/21,Midlothian,65-74 years,Meals,10
2020/21,Midlothian,75-84 years,Meals,10
2020/21,Midlothian,85+ years,Meals,15
2020/21,Midlothian,Unknown,Meals,0
2020/21,Midlothian,All Ages,Social Worker,1610
2020/21,Midlothian,0-17 years,Social Worker,95
2020/21,Midlothian,18-64 years,Social Worker,580
2020/21,Midlothian,65-74 years,Social Worker,215
2020/21,Midlothian,75-84 years,Social Worker,335
2020/21,Midlothian,85+ years,Social Worker,385
2020/21,Midlothian,Unknown,Social Worker,0
2017/18,Moray,All Ages,Care Home,675
2017/18,Moray,0-17 years,Care Home,0
2017/18,Moray,18-64 years,Care Home,95
2017/18,Moray,65-74 years,Care Home,80
2017/18,Moray,75-84 years,Care Home,190
2017/18,Moray,85+ years,Care Home,315
2017/18,Moray,Unknown,Care Home,0
2017/18,Moray,All Ages,Community Alarms / Telecare,1910
2017/18,Moray,0-17 years,Community Alarms / Telecare,5
2017/18,Moray,18-64 years,Community Alarms / Telecare,240
2017/18,Moray,65-74 years,Community Alarms / Telecare,255
2017/18,Moray,75-84 years,Community Alarms / Telecare,620
2017/18,Moray,85+ years,Community Alarms / Telecare,790
2017/18,Moray,Unknown,Community Alarms / Telecare,0
2017/18,Moray,All Ages,Day Care,480
2017/18,Moray,0-17 years,Day Care,0
2017/18,Moray,18-64 years,Day Care,200
2017/18,Moray,65-74 years,Day Care,60
2017/18,Moray,75-84 years,Day Care,100
2017/18,Moray,85+ years,Day Care,115
2017/18,Moray,Unknown,Day Care,0
2017/18,Moray,All Ages,Home Care,1320
2017/18,Moray,0-17 years,Home Care,10
2017/18,Moray,18-64 years,Home Care,280
2017/18,Moray,65-74 years,Home Care,195
2017/18,Moray,75-84 years,Home Care,400
2017/18,Moray,85+ years,Home Care,435
2017/18,Moray,Unknown,Home Care,0
2017/18,Moray,All Ages,Housing Support,155
2017/18,Moray,0-17 years,Housing Support,0
2017/18,Moray,18-64 years,Housing Support,110
2017/18,Moray,65-74 years,Housing Support,25
2017/18,Moray,75-84 years,Housing Support,15
2017/18,Moray,85+ years,Housing Support,5
2017/18,Moray,Unknown,Housing Support,0
2017/18,Moray,All Ages,Meals,125
2017/18,Moray,0-17 years,Meals,0
2017/18,Moray,18-64 years,Meals,5
2017/18,Moray,65-74 years,Meals,10
2017/18,Moray,75-84 years,Meals,40
2017/18,Moray,85+ years,Meals,70
2017/18,Moray,Unknown,Meals,0
2017/18,Moray,All Ages,Social Worker,3325
2017/18,Moray,0-17 years,Social Worker,30
2017/18,Moray,18-64 years,Social Worker,630
2017/18,Moray,65-74 years,Social Worker,450
2017/18,Moray,75-84 years,Social Worker,990
2017/18,Moray,85+ years,Social Worker,1220
2017/18,Moray,Unknown,Social Worker,0
2018/19,Moray,All Ages,Care Home,875
2018/19,Moray,0-17 years,Care Home,0
2018/19,Moray,18-64 years,Care Home,105
2018/19,Moray,65-74 years,Care Home,85
2018/19,Moray,75-84 years,Care Home,250
2018/19,Moray,85+ years,Care Home,435
2018/19,Moray,Unknown,Care Home,0
2018/19,Moray,All Ages,Community Alarms / Telecare,1990
2018/19,Moray,0-17 years,Community Alarms / Telecare,5
2018/19,Moray,18-64 years,Community Alarms / Telecare,230
2018/19,Moray,65-74 years,Community Alarms / Telecare,260
2018/19,Moray,75-84 years,Community Alarms / Telecare,630
2018/19,Moray,85+ years,Community Alarms / Telecare,865
2018/19,Moray,Unknown,Community Alarms / Telecare,0
2018/19,Moray,All Ages,Day Care,515
2018/19,Moray,0-17 years,Day Care,0
2018/19,Moray,18-64 years,Day Care,190
2018/19,Moray,65-74 years,Day Care,60
2018/19,Moray,75-84 years,Day Care,110
2018/19,Moray,85+ years,Day Care,150
2018/19,Moray,Unknown,Day Care,0
2018/19,Moray,All Ages,Home Care,1680
2018/19,Moray,0-17 years,Home Care,5
2018/19,Moray,18-64 years,Home Care,330
2018/19,Moray,65-74 years,Home Care,220
2018/19,Moray,75-84 years,Home Care,500
2018/19,Moray,85+ years,Home Care,625
2018/19,Moray,Unknown,Home Care,0
2018/19,Moray,All Ages,Housing Support,155
2018/19,Moray,0-17 years,Housing Support,0
2018/19,Moray,18-64 years,Housing Support,110
2018/19,Moray,65-74 years,Housing Support,20
2018/19,Moray,75-84 years,Housing Support,10
2018/19,Moray,85+ years,Housing Support,10
2018/19,Moray,Unknown,Housing Support,0
2018/19,Moray,All Ages,Meals,0
2018/19,Moray,0-17 years,Meals,0
2018/19,Moray,18-64 years,Meals,0
2018/19,Moray,65-74 years,Meals,0
2018/19,Moray,75-84 years,Meals,0
2018/19,Moray,85+ years,Meals,0
2018/19,Moray,Unknown,Meals,0
2018/19,Moray,All Ages,Social Worker,3505
2018/19,Moray,0-17 years,Social Worker,25
2018/19,Moray,18-64 years,Social Worker,610
2018/19,Moray,65-74 years,Social Worker,445
2018/19,Moray,75-84 years,Social Worker,1050
2018/19,Moray,85+ years,Social Worker,1380
2018/19,Moray,Unknown,Social Worker,0
2019/20,Moray,All Ages,Care Home,890
2019/20,Moray,0-17 years,Care Home,0
2019/20,Moray,18-64 years,Care Home,100
2019/20,Moray,65-74 years,Care Home,90
2019/20,Moray,75-84 years,Care Home,275
2019/20,Moray,85+ years,Care Home,425
2019/20,Moray,Unknown,Care Home,0
2019/20,Moray,All Ages,Community Alarms / Telecare,1825
2019/20,Moray,0-17 years,Community Alarms / Telecare,5
2019/20,Moray,18-64 years,Community Alarms / Telecare,205
2019/20,Moray,65-74 years,Community Alarms / Telecare,245
2019/20,Moray,75-84 years,Community Alarms / Telecare,600
2019/20,Moray,85+ years,Community Alarms / Telecare,770
2019/20,Moray,Unknown,Community Alarms / Telecare,0
2019/20,Moray,All Ages,Day Care,565
2019/20,Moray,0-17 years,Day Care,0
2019/20,Moray,18-64 years,Day Care,260
2019/20,Moray,65-74 years,Day Care,55
2019/20,Moray,75-84 years,Day Care,115
2019/20,Moray,85+ years,Day Care,135
2019/20,Moray,Unknown,Day Care,0
2019/20,Moray,All Ages,Home Care,1465
2019/20,Moray,0-17 years,Home Care,0
2019/20,Moray,18-64 years,Home Care,240
2019/20,Moray,65-74 years,Home Care,210
2019/20,Moray,75-84 years,Home Care,440
2019/20,Moray,85+ years,Home Care,575
2019/20,Moray,Unknown,Home Care,0
2019/20,Moray,All Ages,Housing Support,120
2019/20,Moray,0-17 years,Housing Support,0
2019/20,Moray,18-64 years,Housing Support,100
2019/20,Moray,65-74 years,Housing Support,15
2019/20,Moray,75-84 years,Housing Support,5
2019/20,Moray,85+ years,Housing Support,0
2019/20,Moray,Unknown,Housing Support,0
2019/20,Moray,All Ages,Social Worker,3560
2019/20,Moray,0-17 years,Social Worker,35
2019/20,Moray,18-64 years,Social Worker,710
2019/20,Moray,65-74 years,Social Worker,450
2019/20,Moray,75-84 years,Social Worker,1035
2019/20,Moray,85+ years,Social Worker,1330
2019/20,Moray,Unknown,Social Worker,0
2020/21,Moray,All Ages,Care Home,820
2020/21,Moray,0-17 years,Care Home,0
2020/21,Moray,18-64 years,Care Home,85
2020/21,Moray,65-74 years,Care Home,75
2020/21,Moray,75-84 years,Care Home,240
2020/21,Moray,85+ years,Care Home,420
2020/21,Moray,Unknown,Care Home,0
2020/21,Moray,All Ages,Community Alarms / Telecare,1925
2020/21,Moray,0-17 years,Community Alarms / Telecare,5
2020/21,Moray,18-64 years,Community Alarms / Telecare,220
2020/21,Moray,65-74 years,Community Alarms / Telecare,250
2020/21,Moray,75-84 years,Community Alarms / Telecare,610
2020/21,Moray,85+ years,Community Alarms / Telecare,840
2020/21,Moray,Unknown,Community Alarms / Telecare,0
2020/21,Moray,All Ages,Day Care,300
2020/21,Moray,0-17 years,Day Care,0
2020/21,Moray,18-64 years,Day Care,170
2020/21,Moray,65-74 years,Day Care,25
2020/21,Moray,75-84 years,Day Care,40
2020/21,Moray,85+ years,Day Care,60
2020/21,Moray,Unknown,Day Care,0
2020/21,Moray,All Ages,Home Care,1415
2020/21,Moray,0-17 years,Home Care,0
2020/21,Moray,18-64 years,Home Care,270
2020/21,Moray,65-74 years,Home Care,190
2020/21,Moray,75-84 years,Home Care,395
2020/21,Moray,85+ years,Home Care,560
2020/21,Moray,Unknown,Home Care,0
2020/21,Moray,All Ages,Social Worker,1545
2020/21,Moray,0-17 years,Social Worker,10
2020/21,Moray,18-64 years,Social Worker,485
2020/21,Moray,65-74 years,Social Worker,170
2020/21,Moray,75-84 years,Social Worker,370
2020/21,Moray,85+ years,Social Worker,505
2020/21,Moray,Unknown,Social Worker,5
2017/18,North Ayrshire,All Ages,Care Home,1065
2017/18,North Ayrshire,0-17 years,Care Home,0
2017/18,North Ayrshire,18-64 years,Care Home,90
2017/18,North Ayrshire,65-74 years,Care Home,110
2017/18,North Ayrshire,75-84 years,Care Home,365
2017/18,North Ayrshire,85+ years,Care Home,500
2017/18,North Ayrshire,Unknown,Care Home,0
2017/18,North Ayrshire,All Ages,Community Alarms / Telecare,4590
2017/18,North Ayrshire,0-17 years,Community Alarms / Telecare,10
2017/18,North Ayrshire,18-64 years,Community Alarms / Telecare,525
2017/18,North Ayrshire,65-74 years,Community Alarms / Telecare,760
2017/18,North Ayrshire,75-84 years,Community Alarms / Telecare,1710
2017/18,North Ayrshire,85+ years,Community Alarms / Telecare,1580
2017/18,North Ayrshire,Unknown,Community Alarms / Telecare,0
2017/18,North Ayrshire,All Ages,Day Care,570
2017/18,North Ayrshire,0-17 years,Day Care,0
2017/18,North Ayrshire,18-64 years,Day Care,5
2017/18,North Ayrshire,65-74 years,Day Care,85
2017/18,North Ayrshire,75-84 years,Day Care,235
2017/18,North Ayrshire,85+ years,Day Care,245
2017/18,North Ayrshire,Unknown,Day Care,0
2017/18,North Ayrshire,All Ages,Home Care,2345
2017/18,North Ayrshire,0-17 years,Home Care,10
2017/18,North Ayrshire,18-64 years,Home Care,335
2017/18,North Ayrshire,65-74 years,Home Care,415
2017/18,North Ayrshire,75-84 years,Home Care,825
2017/18,North Ayrshire,85+ years,Home Care,760
2017/18,North Ayrshire,Unknown,Home Care,0
2017/18,North Ayrshire,All Ages,Housing Support,235
2017/18,North Ayrshire,0-17 years,Housing Support,5
2017/18,North Ayrshire,18-64 years,Housing Support,215
2017/18,North Ayrshire,65-74 years,Housing Support,10
2017/18,North Ayrshire,75-84 years,Housing Support,5
2017/18,North Ayrshire,85+ years,Housing Support,0
2017/18,North Ayrshire,Unknown,Housing Support,0
2017/18,North Ayrshire,All Ages,Meals,290
2017/18,North Ayrshire,0-17 years,Meals,0
2017/18,North Ayrshire,18-64 years,Meals,35
2017/18,North Ayrshire,65-74 years,Meals,50
2017/18,North Ayrshire,75-84 years,Meals,100
2017/18,North Ayrshire,85+ years,Meals,100
2017/18,North Ayrshire,Unknown,Meals,5
2017/18,North Ayrshire,All Ages,Social Worker,775
2017/18,North Ayrshire,0-17 years,Social Worker,5
2017/18,North Ayrshire,18-64 years,Social Worker,215
2017/18,North Ayrshire,65-74 years,Social Worker,90
2017/18,North Ayrshire,75-84 years,Social Worker,215
2017/18,North Ayrshire,85+ years,Social Worker,245
2017/18,North Ayrshire,Unknown,Social Worker,0
2018/19,North Ayrshire,All Ages,Care Home,1100
2018/19,North Ayrshire,0-17 years,Care Home,0
2018/19,North Ayrshire,18-64 years,Care Home,105
2018/19,North Ayrshire,65-74 years,Care Home,115
2018/19,North Ayrshire,75-84 years,Care Home,370
2018/19,North Ayrshire,85+ years,Care Home,510
2018/19,North Ayrshire,Unknown,Care Home,0
2018/19,North Ayrshire,All Ages,Community Alarms / Telecare,4890
2018/19,North Ayrshire,0-17 years,Community Alarms / Telecare,10
2018/19,North Ayrshire,18-64 years,Community Alarms / Telecare,585
2018/19,North Ayrshire,65-74 years,Community Alarms / Telecare,785
2018/19,North Ayrshire,75-84 years,Community Alarms / Telecare,1845
2018/19,North Ayrshire,85+ years,Community Alarms / Telecare,1665
2018/19,North Ayrshire,Unknown,Community Alarms / Telecare,5
2018/19,North Ayrshire,All Ages,Day Care,340
2018/19,North Ayrshire,0-17 years,Day Care,0
2018/19,North Ayrshire,18-64 years,Day Care,0
2018/19,North Ayrshire,65-74 years,Day Care,50
2018/19,North Ayrshire,75-84 years,Day Care,150
2018/19,North Ayrshire,85+ years,Day Care,140
2018/19,North Ayrshire,Unknown,Day Care,0
2018/19,North Ayrshire,All Ages,Home Care,3505
2018/19,North Ayrshire,0-17 years,Home Care,5
2018/19,North Ayrshire,18-64 years,Home Care,670
2018/19,North Ayrshire,65-74 years,Home Care,615
2018/19,North Ayrshire,75-84 years,Home Care,1165
2018/19,North Ayrshire,85+ years,Home Care,1045
2018/19,North Ayrshire,Unknown,Home Care,0
2018/19,North Ayrshire,All Ages,Housing Support,210
2018/19,North Ayrshire,0-17 years,Housing Support,5
2018/19,North Ayrshire,18-64 years,Housing Support,200
2018/19,North Ayrshire,65-74 years,Housing Support,5
2018/19,North Ayrshire,75-84 years,Housing Support,0
2018/19,North Ayrshire,85+ years,Housing Support,0
2018/19,North Ayrshire,Unknown,Housing Support,0
2018/19,North Ayrshire,All Ages,Meals,390
2018/19,North Ayrshire,0-17 years,Meals,0
2018/19,North Ayrshire,18-64 years,Meals,40
2018/19,North Ayrshire,65-74 years,Meals,80
2018/19,North Ayrshire,75-84 years,Meals,135
2018/19,North Ayrshire,85+ years,Meals,130
2018/19,North Ayrshire,Unknown,Meals,10
2018/19,North Ayrshire,All Ages,Social Worker,2240
2018/19,North Ayrshire,0-17 years,Social Worker,40
2018/19,North Ayrshire,18-64 years,Social Worker,605
2018/19,North Ayrshire,65-74 years,Social Worker,320
2018/19,North Ayrshire,75-84 years,Social Worker,630
2018/19,North Ayrshire,85+ years,Social Worker,645
2018/19,North Ayrshire,Unknown,Social Worker,0
2019/20,North Ayrshire,All Ages,Care Home,1330
2019/20,North Ayrshire,0-17 years,Care Home,0
2019/20,North Ayrshire,18-64 years,Care Home,100
2019/20,North Ayrshire,65-74 years,Care Home,150
2019/20,North Ayrshire,75-84 years,Care Home,420
2019/20,North Ayrshire,85+ years,Care Home,660
2019/20,North Ayrshire,Unknown,Care Home,0
2019/20,North Ayrshire,All Ages,Community Alarms / Telecare,5120
2019/20,North Ayrshire,0-17 years,Community Alarms / Telecare,10
2019/20,North Ayrshire,18-64 years,Community Alarms / Telecare,595
2019/20,North Ayrshire,65-74 years,Community Alarms / Telecare,820
2019/20,North Ayrshire,75-84 years,Community Alarms / Telecare,1925
2019/20,North Ayrshire,85+ years,Community Alarms / Telecare,1760
2019/20,North Ayrshire,Unknown,Community Alarms / Telecare,5
2019/20,North Ayrshire,All Ages,Day Care,320
2019/20,North Ayrshire,0-17 years,Day Care,0
2019/20,North Ayrshire,18-64 years,Day Care,0
2019/20,North Ayrshire,65-74 years,Day Care,45
2019/20,North Ayrshire,75-84 years,Day Care,130
2019/20,North Ayrshire,85+ years,Day Care,150
2019/20,North Ayrshire,Unknown,Day Care,0
