financial_year,sending_location,age_group,ethnicity,measure,nclient,rate
2019/20,East Renfrewshire,85+ years,White,"Rate per 1,000 Social Care Clients",2035,802.1
2019/20,East Renfrewshire,85+ years,White,"Rate per 1,000 Social Care Clients (adjusted)",1215,800.9
2019/20,East Renfrewshire,85+ years,Other Ethnic Group,"Rate per 1,000 Social Care Clients",0,0
2019/20,East Renfrewshire,85+ years,Other Ethnic Group,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,East Renfrewshire,85+ years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients",460,181.3
2019/20,East Renfrewshire,85+ years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients (adjusted)",275,181.3
2019/20,East Renfrewshire,Unknown,African,"Rate per 1,000 Social Care Clients",0,0
2019/20,East Renfrewshire,Unknown,African,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,East Renfrewshire,Unknown,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients",0,0
2019/20,East Renfrewshire,Unknown,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,East Renfrewshire,Unknown,Asian,"Rate per 1,000 Social Care Clients",0,0
2019/20,East Renfrewshire,Unknown,Asian,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,East Renfrewshire,Unknown,Caribbean or Black,"Rate per 1,000 Social Care Clients",0,0
2019/20,East Renfrewshire,Unknown,Caribbean or Black,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,East Renfrewshire,Unknown,White,"Rate per 1,000 Social Care Clients",5,714.3
2019/20,East Renfrewshire,Unknown,White,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,East Renfrewshire,Unknown,Other Ethnic Group,"Rate per 1,000 Social Care Clients",0,0
2019/20,East Renfrewshire,Unknown,Other Ethnic Group,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,East Renfrewshire,Unknown,Not Provided / Not Known,"Rate per 1,000 Social Care Clients",5,714.3
2019/20,East Renfrewshire,Unknown,Not Provided / Not Known,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,East Renfrewshire,All Ages,African,"Rate per 1,000 Social Care Clients",5,0.8
2020/21,East Renfrewshire,All Ages,African,"Rate per 1,000 Social Care Clients (adjusted)",5,1.2
2020/21,East Renfrewshire,All Ages,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients",15,2.5
2020/21,East Renfrewshire,All Ages,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients (adjusted)",15,3.5
2020/21,East Renfrewshire,All Ages,Asian,"Rate per 1,000 Social Care Clients",130,21.4
2020/21,East Renfrewshire,All Ages,Asian,"Rate per 1,000 Social Care Clients (adjusted)",90,21.2
2020/21,East Renfrewshire,All Ages,Caribbean or Black,"Rate per 1,000 Social Care Clients",5,0.8
2020/21,East Renfrewshire,All Ages,Caribbean or Black,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,East Renfrewshire,All Ages,White,"Rate per 1,000 Social Care Clients",4620,761.7
2020/21,East Renfrewshire,All Ages,White,"Rate per 1,000 Social Care Clients (adjusted)",3380,794.5
2020/21,East Renfrewshire,All Ages,Other Ethnic Group,"Rate per 1,000 Social Care Clients",10,1.6
2020/21,East Renfrewshire,All Ages,Other Ethnic Group,"Rate per 1,000 Social Care Clients (adjusted)",10,2.4
2020/21,East Renfrewshire,All Ages,Not Provided / Not Known,"Rate per 1,000 Social Care Clients",1280,211
2020/21,East Renfrewshire,All Ages,Not Provided / Not Known,"Rate per 1,000 Social Care Clients (adjusted)",755,177.5
2020/21,East Renfrewshire,0-17 years,African,"Rate per 1,000 Social Care Clients",0,0
2020/21,East Renfrewshire,0-17 years,African,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,East Renfrewshire,0-17 years,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients",5,26.3
2020/21,East Renfrewshire,0-17 years,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients (adjusted)",5,33.8
2020/21,East Renfrewshire,0-17 years,Asian,"Rate per 1,000 Social Care Clients",15,78.9
2020/21,East Renfrewshire,0-17 years,Asian,"Rate per 1,000 Social Care Clients (adjusted)",10,67.6
2020/21,East Renfrewshire,0-17 years,Caribbean or Black,"Rate per 1,000 Social Care Clients",0,0
2020/21,East Renfrewshire,0-17 years,Caribbean or Black,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,East Renfrewshire,0-17 years,White,"Rate per 1,000 Social Care Clients",115,605.3
2020/21,East Renfrewshire,0-17 years,White,"Rate per 1,000 Social Care Clients (adjusted)",100,675.7
2020/21,East Renfrewshire,0-17 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients",0,0
2020/21,East Renfrewshire,0-17 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,East Renfrewshire,0-17 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients",55,289.5
2020/21,East Renfrewshire,0-17 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients (adjusted)",35,236.5
2020/21,East Renfrewshire,18-64 years,African,"Rate per 1,000 Social Care Clients",0,0
2020/21,East Renfrewshire,18-64 years,African,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,East Renfrewshire,18-64 years,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients",10,8
2020/21,East Renfrewshire,18-64 years,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients (adjusted)",5,6.5
2020/21,East Renfrewshire,18-64 years,Asian,"Rate per 1,000 Social Care Clients",55,43.9
2020/21,East Renfrewshire,18-64 years,Asian,"Rate per 1,000 Social Care Clients (adjusted)",30,38.7
2020/21,East Renfrewshire,18-64 years,Caribbean or Black,"Rate per 1,000 Social Care Clients",0,0
2020/21,East Renfrewshire,18-64 years,Caribbean or Black,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,East Renfrewshire,18-64 years,White,"Rate per 1,000 Social Care Clients",960,766.2
2020/21,East Renfrewshire,18-64 years,White,"Rate per 1,000 Social Care Clients (adjusted)",620,800
2020/21,East Renfrewshire,18-64 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients",5,4
2020/21,East Renfrewshire,18-64 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,East Renfrewshire,18-64 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients",225,179.6
2020/21,East Renfrewshire,18-64 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients (adjusted)",115,148.4
2020/21,East Renfrewshire,65-74 years,African,"Rate per 1,000 Social Care Clients",0,0
2020/21,East Renfrewshire,65-74 years,African,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,East Renfrewshire,65-74 years,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients",0,0
2020/21,East Renfrewshire,65-74 years,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,East Renfrewshire,65-74 years,Asian,"Rate per 1,000 Social Care Clients",15,21.6
2020/21,East Renfrewshire,65-74 years,Asian,"Rate per 1,000 Social Care Clients (adjusted)",10,21.1
2020/21,East Renfrewshire,65-74 years,Caribbean or Black,"Rate per 1,000 Social Care Clients",0,0
2020/21,East Renfrewshire,65-74 years,Caribbean or Black,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,East Renfrewshire,65-74 years,White,"Rate per 1,000 Social Care Clients",535,770.9
2020/21,East Renfrewshire,65-74 years,White,"Rate per 1,000 Social Care Clients (adjusted)",370,780.6
2020/21,East Renfrewshire,65-74 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients",5,7.2
2020/21,East Renfrewshire,65-74 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,East Renfrewshire,65-74 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients",135,194.5
2020/21,East Renfrewshire,65-74 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients (adjusted)",90,189.9
2020/21,East Renfrewshire,75-84 years,African,"Rate per 1,000 Social Care Clients",0,0
2020/21,East Renfrewshire,75-84 years,African,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,East Renfrewshire,75-84 years,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients",0,0
2020/21,East Renfrewshire,75-84 years,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,East Renfrewshire,75-84 years,Asian,"Rate per 1,000 Social Care Clients",25,15.6
2020/21,East Renfrewshire,75-84 years,Asian,"Rate per 1,000 Social Care Clients (adjusted)",20,16.1
2020/21,East Renfrewshire,75-84 years,Caribbean or Black,"Rate per 1,000 Social Care Clients",0,0
2020/21,East Renfrewshire,75-84 years,Caribbean or Black,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,East Renfrewshire,75-84 years,White,"Rate per 1,000 Social Care Clients",1280,798
2020/21,East Renfrewshire,75-84 years,White,"Rate per 1,000 Social Care Clients (adjusted)",995,802.4
2020/21,East Renfrewshire,75-84 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients",0,0
2020/21,East Renfrewshire,75-84 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,East Renfrewshire,75-84 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients",295,183.9
2020/21,East Renfrewshire,75-84 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients (adjusted)",220,177.4
2020/21,East Renfrewshire,85+ years,African,"Rate per 1,000 Social Care Clients",0,0
2020/21,East Renfrewshire,85+ years,African,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,East Renfrewshire,85+ years,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients",5,2.4
2020/21,East Renfrewshire,85+ years,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,East Renfrewshire,85+ years,Asian,"Rate per 1,000 Social Care Clients",25,11.9
2020/21,East Renfrewshire,85+ years,Asian,"Rate per 1,000 Social Care Clients (adjusted)",20,12.4
2020/21,East Renfrewshire,85+ years,Caribbean or Black,"Rate per 1,000 Social Care Clients",0,0
2020/21,East Renfrewshire,85+ years,Caribbean or Black,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,East Renfrewshire,85+ years,White,"Rate per 1,000 Social Care Clients",1720,815.6
2020/21,East Renfrewshire,85+ years,White,"Rate per 1,000 Social Care Clients (adjusted)",1300,804
2020/21,East Renfrewshire,85+ years,Other Ethnic Group,"Rate per 1,000 Social Care Clients",0,0
2020/21,East Renfrewshire,85+ years,Other Ethnic Group,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,East Renfrewshire,85+ years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients",360,170.7
2020/21,East Renfrewshire,85+ years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients (adjusted)",295,182.4
2020/21,East Renfrewshire,Unknown,African,"Rate per 1,000 Social Care Clients",0,0
2020/21,East Renfrewshire,Unknown,African,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,East Renfrewshire,Unknown,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients",0,0
2020/21,East Renfrewshire,Unknown,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,East Renfrewshire,Unknown,Asian,"Rate per 1,000 Social Care Clients",0,0
2020/21,East Renfrewshire,Unknown,Asian,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,East Renfrewshire,Unknown,Caribbean or Black,"Rate per 1,000 Social Care Clients",0,0
2020/21,East Renfrewshire,Unknown,Caribbean or Black,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,East Renfrewshire,Unknown,White,"Rate per 1,000 Social Care Clients",5,23.3
2020/21,East Renfrewshire,Unknown,White,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,East Renfrewshire,Unknown,Other Ethnic Group,"Rate per 1,000 Social Care Clients",0,0
2020/21,East Renfrewshire,Unknown,Other Ethnic Group,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,East Renfrewshire,Unknown,Not Provided / Not Known,"Rate per 1,000 Social Care Clients",210,976.7
2020/21,East Renfrewshire,Unknown,Not Provided / Not Known,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Falkirk,All Ages,African,"Rate per 1,000 Social Care Clients",0,0
2017/18,Falkirk,All Ages,African,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Falkirk,All Ages,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients",10,1.2
2017/18,Falkirk,All Ages,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients (adjusted)",10,1.4
2017/18,Falkirk,All Ages,Asian,"Rate per 1,000 Social Care Clients",40,4.9
2017/18,Falkirk,All Ages,Asian,"Rate per 1,000 Social Care Clients (adjusted)",40,5.4
2017/18,Falkirk,All Ages,Caribbean or Black,"Rate per 1,000 Social Care Clients",0,0
2017/18,Falkirk,All Ages,Caribbean or Black,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Falkirk,All Ages,White,"Rate per 1,000 Social Care Clients",7470,924.3
2017/18,Falkirk,All Ages,White,"Rate per 1,000 Social Care Clients (adjusted)",6790,921.2
2017/18,Falkirk,All Ages,Other Ethnic Group,"Rate per 1,000 Social Care Clients",10,1.2
2017/18,Falkirk,All Ages,Other Ethnic Group,"Rate per 1,000 Social Care Clients (adjusted)",10,1.4
2017/18,Falkirk,All Ages,Not Provided / Not Known,"Rate per 1,000 Social Care Clients",555,68.7
2017/18,Falkirk,All Ages,Not Provided / Not Known,"Rate per 1,000 Social Care Clients (adjusted)",525,71.2
2017/18,Falkirk,0-17 years,African,"Rate per 1,000 Social Care Clients",0,0
2017/18,Falkirk,0-17 years,African,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Falkirk,0-17 years,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients",5,21.7
2017/18,Falkirk,0-17 years,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients (adjusted)",5,21.7
2017/18,Falkirk,0-17 years,Asian,"Rate per 1,000 Social Care Clients",5,21.7
2017/18,Falkirk,0-17 years,Asian,"Rate per 1,000 Social Care Clients (adjusted)",5,21.7
2017/18,Falkirk,0-17 years,Caribbean or Black,"Rate per 1,000 Social Care Clients",0,0
2017/18,Falkirk,0-17 years,Caribbean or Black,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Falkirk,0-17 years,White,"Rate per 1,000 Social Care Clients",165,717.4
2017/18,Falkirk,0-17 years,White,"Rate per 1,000 Social Care Clients (adjusted)",165,717.4
2017/18,Falkirk,0-17 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients",0,0
2017/18,Falkirk,0-17 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Falkirk,0-17 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients",55,239.1
2017/18,Falkirk,0-17 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients (adjusted)",55,239.1
2017/18,Falkirk,18-64 years,African,"Rate per 1,000 Social Care Clients",0,0
2017/18,Falkirk,18-64 years,African,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Falkirk,18-64 years,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients",5,2.7
2017/18,Falkirk,18-64 years,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients (adjusted)",5,2.8
2017/18,Falkirk,18-64 years,Asian,"Rate per 1,000 Social Care Clients",20,10.7
2017/18,Falkirk,18-64 years,Asian,"Rate per 1,000 Social Care Clients (adjusted)",20,11.2
2017/18,Falkirk,18-64 years,Caribbean or Black,"Rate per 1,000 Social Care Clients",0,0
2017/18,Falkirk,18-64 years,Caribbean or Black,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Falkirk,18-64 years,White,"Rate per 1,000 Social Care Clients",1730,925.6
2017/18,Falkirk,18-64 years,White,"Rate per 1,000 Social Care Clients (adjusted)",1650,923.3
2017/18,Falkirk,18-64 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients",5,2.7
2017/18,Falkirk,18-64 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients (adjusted)",5,2.8
2017/18,Falkirk,18-64 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients",105,56.2
2017/18,Falkirk,18-64 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients (adjusted)",105,58.8
2017/18,Falkirk,65-74 years,African,"Rate per 1,000 Social Care Clients",0,0
2017/18,Falkirk,65-74 years,African,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Falkirk,65-74 years,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients",0,0
2017/18,Falkirk,65-74 years,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Falkirk,65-74 years,Asian,"Rate per 1,000 Social Care Clients",5,3.8
2017/18,Falkirk,65-74 years,Asian,"Rate per 1,000 Social Care Clients (adjusted)",5,4.1
2017/18,Falkirk,65-74 years,Caribbean or Black,"Rate per 1,000 Social Care Clients",0,0
2017/18,Falkirk,65-74 years,Caribbean or Black,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Falkirk,65-74 years,White,"Rate per 1,000 Social Care Clients",1195,906.7
2017/18,Falkirk,65-74 years,White,"Rate per 1,000 Social Care Clients (adjusted)",1105,905.7
2017/18,Falkirk,65-74 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients",0,0
2017/18,Falkirk,65-74 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Falkirk,65-74 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients",115,87.3
2017/18,Falkirk,65-74 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients (adjusted)",115,94.3
2017/18,Falkirk,75-84 years,African,"Rate per 1,000 Social Care Clients",0,0
2017/18,Falkirk,75-84 years,African,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Falkirk,75-84 years,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients",0,0
2017/18,Falkirk,75-84 years,Any mixed or multiple ethnic groups,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Falkirk,75-84 years,Asian,"Rate per 1,000 Social Care Clients",5,2
2017/18,Falkirk,75-84 years,Asian,"Rate per 1,000 Social Care Clients (adjusted)",5,2.2
2017/18,Falkirk,75-84 years,Caribbean or Black,"Rate per 1,000 Social Care Clients",0,0
2017/18,Falkirk,75-84 years,Caribbean or Black,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Falkirk,75-84 years,White,"Rate per 1,000 Social Care Clients",2360,929.5
2017/18,Falkirk,75-84 years,White,"Rate per 1,000 Social Care Clients (adjusted)",2145,927.4
2017/18,Falkirk,75-84 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients",0,0
