financial_year,sending_location,age_group,sex,measure,rate,nclient
2021/22,Highland,65-74 years,Female,"Rate per 1,000 Social Care Clients",66.9,590
2021/22,Highland,65-74 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",66.9,580
2021/22,Highland,65-74 years,Male,"Rate per 1,000 Social Care Clients",53.3,470
2021/22,Highland,65-74 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",53.1,460
2021/22,Highland,65-74 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",0,0
2021/22,Highland,65-74 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2021/22,Highland,75-84 years,Female,"Rate per 1,000 Social Care Clients",171.7,1515
2021/22,Highland,75-84 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",172,1490
2021/22,Highland,75-84 years,Male,"Rate per 1,000 Social Care Clients",96.3,850
2021/22,Highland,75-84 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",95.2,825
2021/22,Highland,75-84 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",0,0
2021/22,Highland,75-84 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2021/22,Highland,85+ years,Female,"Rate per 1,000 Social Care Clients",261.2,2305
2021/22,Highland,85+ years,Female,"Rate per 1,000 Social Care Clients (adjusted)",263.1,2280
2021/22,Highland,85+ years,Male,"Rate per 1,000 Social Care Clients",104.2,920
2021/22,Highland,85+ years,Male,"Rate per 1,000 Social Care Clients (adjusted)",104.4,905
2021/22,Highland,85+ years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",0,0
2021/22,Highland,85+ years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2021/22,Highland,Unknown,Female,"Rate per 1,000 Social Care Clients",0,0
2021/22,Highland,Unknown,Female,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2021/22,Highland,Unknown,Male,"Rate per 1,000 Social Care Clients",0,0
2021/22,Highland,Unknown,Male,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2021/22,Highland,Unknown,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",0,0
2021/22,Highland,Unknown,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Inverclyde,All Ages,Female,"Rate per 1,000 Social Care Clients",639.8,3070
2017/18,Inverclyde,All Ages,Female,"Rate per 1,000 Social Care Clients (adjusted)",630.8,2775
2017/18,Inverclyde,All Ages,Male,"Rate per 1,000 Social Care Clients",359.5,1725
2017/18,Inverclyde,All Ages,Male,"Rate per 1,000 Social Care Clients (adjusted)",369.4,1625
2017/18,Inverclyde,All Ages,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",0,0
2017/18,Inverclyde,All Ages,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Inverclyde,0-17 years,Female,"Rate per 1,000 Social Care Clients",3.1,15
2017/18,Inverclyde,0-17 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",3.4,15
2017/18,Inverclyde,0-17 years,Male,"Rate per 1,000 Social Care Clients",5.2,25
2017/18,Inverclyde,0-17 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",5.7,25
2017/18,Inverclyde,0-17 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",0,0
2017/18,Inverclyde,0-17 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Inverclyde,18-64 years,Female,"Rate per 1,000 Social Care Clients",98,470
2017/18,Inverclyde,18-64 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",103.4,455
2017/18,Inverclyde,18-64 years,Male,"Rate per 1,000 Social Care Clients",90.7,435
2017/18,Inverclyde,18-64 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",95.5,420
2017/18,Inverclyde,18-64 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",0,0
2017/18,Inverclyde,18-64 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Inverclyde,65-74 years,Female,"Rate per 1,000 Social Care Clients",85.5,410
2017/18,Inverclyde,65-74 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",87.5,385
2017/18,Inverclyde,65-74 years,Male,"Rate per 1,000 Social Care Clients",76.1,365
2017/18,Inverclyde,65-74 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",79.6,350
2017/18,Inverclyde,65-74 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",0,0
2017/18,Inverclyde,65-74 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Inverclyde,75-84 years,Female,"Rate per 1,000 Social Care Clients",217.8,1045
2017/18,Inverclyde,75-84 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",220.5,970
2017/18,Inverclyde,75-84 years,Male,"Rate per 1,000 Social Care Clients",109.4,525
2017/18,Inverclyde,75-84 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",111.4,490
2017/18,Inverclyde,75-84 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",0,0
2017/18,Inverclyde,75-84 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Inverclyde,85+ years,Female,"Rate per 1,000 Social Care Clients",235.5,1130
2017/18,Inverclyde,85+ years,Female,"Rate per 1,000 Social Care Clients (adjusted)",216,950
2017/18,Inverclyde,85+ years,Male,"Rate per 1,000 Social Care Clients",79.2,380
2017/18,Inverclyde,85+ years,Male,"Rate per 1,000 Social Care Clients (adjusted)",77.3,340
2017/18,Inverclyde,85+ years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",0,0
2017/18,Inverclyde,85+ years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Inverclyde,Unknown,Female,"Rate per 1,000 Social Care Clients",0,0
2017/18,Inverclyde,Unknown,Female,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Inverclyde,Unknown,Male,"Rate per 1,000 Social Care Clients",0,0
2017/18,Inverclyde,Unknown,Male,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Inverclyde,Unknown,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",0,0
2017/18,Inverclyde,Unknown,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Inverclyde,All Ages,Female,"Rate per 1,000 Social Care Clients",627.5,3340
2018/19,Inverclyde,All Ages,Female,"Rate per 1,000 Social Care Clients (adjusted)",625.8,3035
2018/19,Inverclyde,All Ages,Male,"Rate per 1,000 Social Care Clients",372.9,1985
2018/19,Inverclyde,All Ages,Male,"Rate per 1,000 Social Care Clients (adjusted)",374.2,1815
2018/19,Inverclyde,All Ages,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",0,0
2018/19,Inverclyde,All Ages,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Inverclyde,0-17 years,Female,"Rate per 1,000 Social Care Clients",4.7,25
2018/19,Inverclyde,0-17 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",5.2,25
2018/19,Inverclyde,0-17 years,Male,"Rate per 1,000 Social Care Clients",7.5,40
2018/19,Inverclyde,0-17 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",8.2,40
2018/19,Inverclyde,0-17 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",0,0
2018/19,Inverclyde,0-17 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Inverclyde,18-64 years,Female,"Rate per 1,000 Social Care Clients",110.8,590
2018/19,Inverclyde,18-64 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",114.4,555
2018/19,Inverclyde,18-64 years,Male,"Rate per 1,000 Social Care Clients",104.3,555
2018/19,Inverclyde,18-64 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",106.2,515
2018/19,Inverclyde,18-64 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",0,0
2018/19,Inverclyde,18-64 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Inverclyde,65-74 years,Female,"Rate per 1,000 Social Care Clients",93.9,500
2018/19,Inverclyde,65-74 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",94.8,460
2018/19,Inverclyde,65-74 years,Male,"Rate per 1,000 Social Care Clients",76.1,405
2018/19,Inverclyde,65-74 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",78.4,380
2018/19,Inverclyde,65-74 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",0,0
2018/19,Inverclyde,65-74 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Inverclyde,75-84 years,Female,"Rate per 1,000 Social Care Clients",206.7,1100
2018/19,Inverclyde,75-84 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",209.3,1015
2018/19,Inverclyde,75-84 years,Male,"Rate per 1,000 Social Care Clients",108,575
2018/19,Inverclyde,75-84 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",108.2,525
2018/19,Inverclyde,75-84 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",0,0
2018/19,Inverclyde,75-84 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Inverclyde,85+ years,Female,"Rate per 1,000 Social Care Clients",209.5,1115
2018/19,Inverclyde,85+ years,Female,"Rate per 1,000 Social Care Clients (adjusted)",202.1,980
2018/19,Inverclyde,85+ years,Male,"Rate per 1,000 Social Care Clients",76.1,405
2018/19,Inverclyde,85+ years,Male,"Rate per 1,000 Social Care Clients (adjusted)",73.2,355
2018/19,Inverclyde,85+ years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",0,0
2018/19,Inverclyde,85+ years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Inverclyde,Unknown,Female,"Rate per 1,000 Social Care Clients",0,0
2018/19,Inverclyde,Unknown,Female,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Inverclyde,Unknown,Male,"Rate per 1,000 Social Care Clients",0,0
2018/19,Inverclyde,Unknown,Male,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,Inverclyde,Unknown,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",0,0
2018/19,Inverclyde,Unknown,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Inverclyde,All Ages,Female,"Rate per 1,000 Social Care Clients",630.3,2990
2019/20,Inverclyde,All Ages,Female,"Rate per 1,000 Social Care Clients (adjusted)",628.2,2545
2019/20,Inverclyde,All Ages,Male,"Rate per 1,000 Social Care Clients",369.9,1755
2019/20,Inverclyde,All Ages,Male,"Rate per 1,000 Social Care Clients (adjusted)",371.5,1505
2019/20,Inverclyde,All Ages,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",0,0
2019/20,Inverclyde,All Ages,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Inverclyde,0-17 years,Female,"Rate per 1,000 Social Care Clients",4.2,20
2019/20,Inverclyde,0-17 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",4.9,20
2019/20,Inverclyde,0-17 years,Male,"Rate per 1,000 Social Care Clients",5.3,25
2019/20,Inverclyde,0-17 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",6.2,25
2019/20,Inverclyde,0-17 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",0,0
2019/20,Inverclyde,0-17 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Inverclyde,18-64 years,Female,"Rate per 1,000 Social Care Clients",94.9,450
2019/20,Inverclyde,18-64 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",100,405
2019/20,Inverclyde,18-64 years,Male,"Rate per 1,000 Social Care Clients",98,465
2019/20,Inverclyde,18-64 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",102.4,415
2019/20,Inverclyde,18-64 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",0,0
2019/20,Inverclyde,18-64 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Inverclyde,65-74 years,Female,"Rate per 1,000 Social Care Clients",82.2,390
2019/20,Inverclyde,65-74 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",82.7,335
2019/20,Inverclyde,65-74 years,Male,"Rate per 1,000 Social Care Clients",69.6,330
2019/20,Inverclyde,65-74 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",70.4,285
2019/20,Inverclyde,65-74 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",0,0
2019/20,Inverclyde,65-74 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Inverclyde,75-84 years,Female,"Rate per 1,000 Social Care Clients",211.8,1005
2019/20,Inverclyde,75-84 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",211.1,855
2019/20,Inverclyde,75-84 years,Male,"Rate per 1,000 Social Care Clients",113.8,540
2019/20,Inverclyde,75-84 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",111.1,450
2019/20,Inverclyde,75-84 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",0,0
2019/20,Inverclyde,75-84 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Inverclyde,85+ years,Female,"Rate per 1,000 Social Care Clients",237.1,1125
2019/20,Inverclyde,85+ years,Female,"Rate per 1,000 Social Care Clients (adjusted)",230.8,935
2019/20,Inverclyde,85+ years,Male,"Rate per 1,000 Social Care Clients",82.2,390
2019/20,Inverclyde,85+ years,Male,"Rate per 1,000 Social Care Clients (adjusted)",80.2,325
2019/20,Inverclyde,85+ years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",0,0
2019/20,Inverclyde,85+ years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Inverclyde,Unknown,Female,"Rate per 1,000 Social Care Clients",0,0
2019/20,Inverclyde,Unknown,Female,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Inverclyde,Unknown,Male,"Rate per 1,000 Social Care Clients",0,0
2019/20,Inverclyde,Unknown,Male,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,Inverclyde,Unknown,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",0,0
2019/20,Inverclyde,Unknown,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Inverclyde,All Ages,Female,"Rate per 1,000 Social Care Clients",624.7,2655
2020/21,Inverclyde,All Ages,Female,"Rate per 1,000 Social Care Clients (adjusted)",637,2465
2020/21,Inverclyde,All Ages,Male,"Rate per 1,000 Social Care Clients",375.3,1595
2020/21,Inverclyde,All Ages,Male,"Rate per 1,000 Social Care Clients (adjusted)",363,1405
2020/21,Inverclyde,All Ages,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",0,0
2020/21,Inverclyde,All Ages,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Inverclyde,0-17 years,Female,"Rate per 1,000 Social Care Clients",0,0
2020/21,Inverclyde,0-17 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Inverclyde,0-17 years,Male,"Rate per 1,000 Social Care Clients",0,0
2020/21,Inverclyde,0-17 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Inverclyde,0-17 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",0,0
2020/21,Inverclyde,0-17 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Inverclyde,18-64 years,Female,"Rate per 1,000 Social Care Clients",97.6,415
2020/21,Inverclyde,18-64 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",95.6,370
2020/21,Inverclyde,18-64 years,Male,"Rate per 1,000 Social Care Clients",112.9,480
2020/21,Inverclyde,18-64 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",94.3,365
2020/21,Inverclyde,18-64 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",0,0
2020/21,Inverclyde,18-64 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Inverclyde,65-74 years,Female,"Rate per 1,000 Social Care Clients",83.5,355
2020/21,Inverclyde,65-74 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",87.9,340
2020/21,Inverclyde,65-74 years,Male,"Rate per 1,000 Social Care Clients",74.1,315
2020/21,Inverclyde,65-74 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",77.5,300
2020/21,Inverclyde,65-74 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",0,0
2020/21,Inverclyde,65-74 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Inverclyde,75-84 years,Female,"Rate per 1,000 Social Care Clients",205.9,875
2020/21,Inverclyde,75-84 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",214.5,830
2020/21,Inverclyde,75-84 years,Male,"Rate per 1,000 Social Care Clients",110.6,470
2020/21,Inverclyde,75-84 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",112.4,435
2020/21,Inverclyde,75-84 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",0,0
2020/21,Inverclyde,75-84 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Inverclyde,85+ years,Female,"Rate per 1,000 Social Care Clients",237.6,1010
2020/21,Inverclyde,85+ years,Female,"Rate per 1,000 Social Care Clients (adjusted)",239,925
2020/21,Inverclyde,85+ years,Male,"Rate per 1,000 Social Care Clients",77.6,330
2020/21,Inverclyde,85+ years,Male,"Rate per 1,000 Social Care Clients (adjusted)",77.5,300
2020/21,Inverclyde,85+ years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",0,0
2020/21,Inverclyde,85+ years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Inverclyde,Unknown,Female,"Rate per 1,000 Social Care Clients",0,0
2020/21,Inverclyde,Unknown,Female,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Inverclyde,Unknown,Male,"Rate per 1,000 Social Care Clients",0,0
2020/21,Inverclyde,Unknown,Male,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Inverclyde,Unknown,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",0,0
2020/21,Inverclyde,Unknown,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2021/22,Inverclyde,All Ages,Female,"Rate per 1,000 Social Care Clients",629.5,2625
2021/22,Inverclyde,All Ages,Female,"Rate per 1,000 Social Care Clients (adjusted)",632.6,2290
2021/22,Inverclyde,All Ages,Male,"Rate per 1,000 Social Care Clients",370.5,1545
2021/22,Inverclyde,All Ages,Male,"Rate per 1,000 Social Care Clients (adjusted)",367.4,1330
2021/22,Inverclyde,All Ages,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",0,0
2021/22,Inverclyde,All Ages,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2021/22,Inverclyde,0-17 years,Female,"Rate per 1,000 Social Care Clients",4.8,20
2021/22,Inverclyde,0-17 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",5.5,20
2021/22,Inverclyde,0-17 years,Male,"Rate per 1,000 Social Care Clients",7.2,30
2021/22,Inverclyde,0-17 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",8.3,30
2021/22,Inverclyde,0-17 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients",0,0
2021/22,Inverclyde,0-17 years,Not Known / Unspecified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
