financial_year,sending_location,age_group,living_alone,measure,percentage,nclient
2019/20,Shetland Islands,All Ages,Unknown,Percentage of Social Care Clients (adjusted),94.4,1185
2019/20,Shetland Islands,0-17 years,Not Living Alone,Percentage of Social Care Clients,4.5,5
2019/20,Shetland Islands,0-17 years,Unknown,Percentage of Social Care Clients,95.5,105
2019/20,Shetland Islands,0-17 years,Unknown,Percentage of Social Care Clients (adjusted),100,105
2019/20,Shetland Islands,18-64 years,Not Living Alone,Percentage of Social Care Clients,2.7,10
2019/20,Shetland Islands,18-64 years,Not Living Alone,Percentage of Social Care Clients (adjusted),3.2,10
2019/20,Shetland Islands,18-64 years,Unknown,Percentage of Social Care Clients,97.3,360
2019/20,Shetland Islands,18-64 years,Unknown,Percentage of Social Care Clients (adjusted),96.8,300
2019/20,Shetland Islands,65-74 years,Not Living Alone,Percentage of Social Care Clients,7.7,15
2019/20,Shetland Islands,65-74 years,Not Living Alone,Percentage of Social Care Clients (adjusted),5.7,10
2019/20,Shetland Islands,65-74 years,Unknown,Percentage of Social Care Clients,92.3,180
2019/20,Shetland Islands,65-74 years,Unknown,Percentage of Social Care Clients (adjusted),94.3,165
2019/20,Shetland Islands,75-84 years,Not Living Alone,Percentage of Social Care Clients,8.9,35
2019/20,Shetland Islands,75-84 years,Not Living Alone,Percentage of Social Care Clients (adjusted),4.3,15
2019/20,Shetland Islands,75-84 years,Unknown,Percentage of Social Care Clients,91.1,360
2019/20,Shetland Islands,75-84 years,Unknown,Percentage of Social Care Clients (adjusted),95.7,330
2019/20,Shetland Islands,85+ years,Not Living Alone,Percentage of Social Care Clients,17.8,65
2019/20,Shetland Islands,85+ years,Not Living Alone,Percentage of Social Care Clients (adjusted),9.5,30
2019/20,Shetland Islands,85+ years,Unknown,Percentage of Social Care Clients,82.2,300
2019/20,Shetland Islands,85+ years,Unknown,Percentage of Social Care Clients (adjusted),90.5,285
2019/20,South Ayrshire,All Ages,Living Alone,Percentage of Social Care Clients,27.1,890
2019/20,South Ayrshire,All Ages,Living Alone,Percentage of Social Care Clients (adjusted),40.5,890
2019/20,South Ayrshire,All Ages,Not Living Alone,Percentage of Social Care Clients,72.9,2400
2019/20,South Ayrshire,All Ages,Not Living Alone,Percentage of Social Care Clients (adjusted),59.5,1305
2019/20,South Ayrshire,18-64 years,Living Alone,Percentage of Social Care Clients,37.7,230
2019/20,South Ayrshire,18-64 years,Living Alone,Percentage of Social Care Clients (adjusted),45.1,230
2019/20,South Ayrshire,18-64 years,Not Living Alone,Percentage of Social Care Clients,62.3,380
2019/20,South Ayrshire,18-64 years,Not Living Alone,Percentage of Social Care Clients (adjusted),54.9,280
2019/20,South Ayrshire,65-74 years,Living Alone,Percentage of Social Care Clients,29.6,120
2019/20,South Ayrshire,65-74 years,Living Alone,Percentage of Social Care Clients (adjusted),38.7,120
2019/20,South Ayrshire,65-74 years,Not Living Alone,Percentage of Social Care Clients,70.4,285
2019/20,South Ayrshire,65-74 years,Not Living Alone,Percentage of Social Care Clients (adjusted),61.3,190
2019/20,South Ayrshire,75-84 years,Living Alone,Percentage of Social Care Clients,22.8,220
2019/20,South Ayrshire,75-84 years,Living Alone,Percentage of Social Care Clients (adjusted),33.1,220
2019/20,South Ayrshire,75-84 years,Not Living Alone,Percentage of Social Care Clients,77.2,745
2019/20,South Ayrshire,75-84 years,Not Living Alone,Percentage of Social Care Clients (adjusted),66.9,445
2019/20,South Ayrshire,85+ years,Living Alone,Percentage of Social Care Clients,24.4,320
2019/20,South Ayrshire,85+ years,Living Alone,Percentage of Social Care Clients (adjusted),45.4,320
2019/20,South Ayrshire,85+ years,Not Living Alone,Percentage of Social Care Clients,75.6,990
2019/20,South Ayrshire,85+ years,Not Living Alone,Percentage of Social Care Clients (adjusted),54.6,385
2019/20,South Lanarkshire,All Ages,Not Living Alone,Percentage of Social Care Clients,30.8,2655
2019/20,South Lanarkshire,All Ages,Not Living Alone,Percentage of Social Care Clients (adjusted),19.8,1455
2019/20,South Lanarkshire,All Ages,Unknown,Percentage of Social Care Clients,69.2,5975
2019/20,South Lanarkshire,All Ages,Unknown,Percentage of Social Care Clients (adjusted),80.2,5905
2019/20,South Lanarkshire,0-17 years,Unknown,Percentage of Social Care Clients,100,40
2019/20,South Lanarkshire,0-17 years,Unknown,Percentage of Social Care Clients (adjusted),100,40
2019/20,South Lanarkshire,18-64 years,Not Living Alone,Percentage of Social Care Clients,17.6,245
2019/20,South Lanarkshire,18-64 years,Not Living Alone,Percentage of Social Care Clients (adjusted),14.3,190
2019/20,South Lanarkshire,18-64 years,Unknown,Percentage of Social Care Clients,82.4,1150
2019/20,South Lanarkshire,18-64 years,Unknown,Percentage of Social Care Clients (adjusted),85.7,1135
2019/20,South Lanarkshire,65-74 years,Not Living Alone,Percentage of Social Care Clients,23.5,280
2019/20,South Lanarkshire,65-74 years,Not Living Alone,Percentage of Social Care Clients (adjusted),15.9,170
2019/20,South Lanarkshire,65-74 years,Unknown,Percentage of Social Care Clients,76.5,910
2019/20,South Lanarkshire,65-74 years,Unknown,Percentage of Social Care Clients (adjusted),84.1,900
2019/20,South Lanarkshire,75-84 years,Not Living Alone,Percentage of Social Care Clients,29,800
2019/20,South Lanarkshire,75-84 years,Not Living Alone,Percentage of Social Care Clients (adjusted),19.5,470
2019/20,South Lanarkshire,75-84 years,Unknown,Percentage of Social Care Clients,71,1955
2019/20,South Lanarkshire,75-84 years,Unknown,Percentage of Social Care Clients (adjusted),80.5,1935
2019/20,South Lanarkshire,85+ years,Not Living Alone,Percentage of Social Care Clients,41,1330
2019/20,South Lanarkshire,85+ years,Not Living Alone,Percentage of Social Care Clients (adjusted),24.8,625
2019/20,South Lanarkshire,85+ years,Unknown,Percentage of Social Care Clients,59,1915
2019/20,South Lanarkshire,85+ years,Unknown,Percentage of Social Care Clients (adjusted),75.2,1895
2019/20,Stirling,All Ages,Living Alone,Percentage of Social Care Clients,36.2,1380
2019/20,Stirling,All Ages,Living Alone,Percentage of Social Care Clients (adjusted),36.5,1350
2019/20,Stirling,All Ages,Unknown,Percentage of Social Care Clients,63.8,2435
2019/20,Stirling,All Ages,Unknown,Percentage of Social Care Clients (adjusted),63.5,2345
2019/20,Stirling,0-17 years,Unknown,Percentage of Social Care Clients,100,5
2019/20,Stirling,0-17 years,Unknown,Percentage of Social Care Clients (adjusted),100,5
2019/20,Stirling,18-64 years,Living Alone,Percentage of Social Care Clients,18.3,130
2019/20,Stirling,18-64 years,Living Alone,Percentage of Social Care Clients (adjusted),18.4,125
2019/20,Stirling,18-64 years,Unknown,Percentage of Social Care Clients,81.7,580
2019/20,Stirling,18-64 years,Unknown,Percentage of Social Care Clients (adjusted),81.6,555
2019/20,Stirling,65-74 years,Living Alone,Percentage of Social Care Clients,30.7,135
2019/20,Stirling,65-74 years,Living Alone,Percentage of Social Care Clients (adjusted),30.2,130
2019/20,Stirling,65-74 years,Unknown,Percentage of Social Care Clients,69.3,305
2019/20,Stirling,65-74 years,Unknown,Percentage of Social Care Clients (adjusted),69.8,300
2019/20,Stirling,75-84 years,Living Alone,Percentage of Social Care Clients,35,445
2019/20,Stirling,75-84 years,Living Alone,Percentage of Social Care Clients (adjusted),35.5,440
2019/20,Stirling,75-84 years,Unknown,Percentage of Social Care Clients,65,825
2019/20,Stirling,75-84 years,Unknown,Percentage of Social Care Clients (adjusted),64.5,800
2019/20,Stirling,85+ years,Living Alone,Percentage of Social Care Clients,48.6,675
2019/20,Stirling,85+ years,Living Alone,Percentage of Social Care Clients (adjusted),48.7,655
2019/20,Stirling,85+ years,Unknown,Percentage of Social Care Clients,51.4,715
2019/20,Stirling,85+ years,Unknown,Percentage of Social Care Clients (adjusted),51.3,690
2019/20,West Dunbartonshire,All Ages,Living Alone,Percentage of Social Care Clients,39.2,1670
2019/20,West Dunbartonshire,All Ages,Living Alone,Percentage of Social Care Clients (adjusted),48.1,1635
2019/20,West Dunbartonshire,All Ages,Not Living Alone,Percentage of Social Care Clients,25.3,1080
2019/20,West Dunbartonshire,All Ages,Not Living Alone,Percentage of Social Care Clients (adjusted),29.7,1010
2019/20,West Dunbartonshire,All Ages,Unknown,Percentage of Social Care Clients,35.5,1515
2019/20,West Dunbartonshire,All Ages,Unknown,Percentage of Social Care Clients (adjusted),22.2,755
2019/20,West Dunbartonshire,0-17 years,Not Living Alone,Percentage of Social Care Clients,60,15
2019/20,West Dunbartonshire,0-17 years,Not Living Alone,Percentage of Social Care Clients (adjusted),60,15
2019/20,West Dunbartonshire,0-17 years,Unknown,Percentage of Social Care Clients,40,10
2019/20,West Dunbartonshire,0-17 years,Unknown,Percentage of Social Care Clients (adjusted),40,10
2019/20,West Dunbartonshire,18-64 years,Living Alone,Percentage of Social Care Clients,38.9,245
2019/20,West Dunbartonshire,18-64 years,Living Alone,Percentage of Social Care Clients (adjusted),43.9,235
2019/20,West Dunbartonshire,18-64 years,Not Living Alone,Percentage of Social Care Clients,32.5,205
2019/20,West Dunbartonshire,18-64 years,Not Living Alone,Percentage of Social Care Clients (adjusted),35.5,190
2019/20,West Dunbartonshire,18-64 years,Unknown,Percentage of Social Care Clients,28.6,180
2019/20,West Dunbartonshire,18-64 years,Unknown,Percentage of Social Care Clients (adjusted),20.6,110
2019/20,West Dunbartonshire,65-74 years,Living Alone,Percentage of Social Care Clients,39.2,290
2019/20,West Dunbartonshire,65-74 years,Living Alone,Percentage of Social Care Clients (adjusted),46.7,285
2019/20,West Dunbartonshire,65-74 years,Not Living Alone,Percentage of Social Care Clients,28.4,210
2019/20,West Dunbartonshire,65-74 years,Not Living Alone,Percentage of Social Care Clients (adjusted),31.1,190
2019/20,West Dunbartonshire,65-74 years,Unknown,Percentage of Social Care Clients,32.4,240
2019/20,West Dunbartonshire,65-74 years,Unknown,Percentage of Social Care Clients (adjusted),22.1,135
2019/20,West Dunbartonshire,75-84 years,Living Alone,Percentage of Social Care Clients,38.9,525
2019/20,West Dunbartonshire,75-84 years,Living Alone,Percentage of Social Care Clients (adjusted),47.7,515
2019/20,West Dunbartonshire,75-84 years,Not Living Alone,Percentage of Social Care Clients,26.7,360
2019/20,West Dunbartonshire,75-84 years,Not Living Alone,Percentage of Social Care Clients (adjusted),31,335
2019/20,West Dunbartonshire,75-84 years,Unknown,Percentage of Social Care Clients,34.4,465
2019/20,West Dunbartonshire,75-84 years,Unknown,Percentage of Social Care Clients (adjusted),21.3,230
2019/20,West Dunbartonshire,85+ years,Living Alone,Percentage of Social Care Clients,40.5,530
2019/20,West Dunbartonshire,85+ years,Living Alone,Percentage of Social Care Clients (adjusted),52.4,600
2019/20,West Dunbartonshire,85+ years,Not Living Alone,Percentage of Social Care Clients,17.9,235
2019/20,West Dunbartonshire,85+ years,Not Living Alone,Percentage of Social Care Clients (adjusted),24.5,280
2019/20,West Dunbartonshire,85+ years,Unknown,Percentage of Social Care Clients,41.6,545
2019/20,West Dunbartonshire,85+ years,Unknown,Percentage of Social Care Clients (adjusted),23.1,265
2019/20,West Dunbartonshire,Unknown,Living Alone,Percentage of Social Care Clients,39,80
2019/20,West Dunbartonshire,Unknown,Not Living Alone,Percentage of Social Care Clients,24.4,50
2019/20,West Dunbartonshire,Unknown,Unknown,Percentage of Social Care Clients,36.6,75
2019/20,West Lothian,All Ages,Living Alone,Percentage of Social Care Clients,9.6,710
2019/20,West Lothian,All Ages,Living Alone,Percentage of Social Care Clients (adjusted),10.1,605
2019/20,West Lothian,All Ages,Not Living Alone,Percentage of Social Care Clients,82.3,6065
2019/20,West Lothian,All Ages,Not Living Alone,Percentage of Social Care Clients (adjusted),89.9,5360
2019/20,West Lothian,All Ages,Unknown,Percentage of Social Care Clients,8,590
2019/20,West Lothian,0-17 years,Not Living Alone,Percentage of Social Care Clients,100,75
2019/20,West Lothian,0-17 years,Not Living Alone,Percentage of Social Care Clients (adjusted),100,75
2019/20,West Lothian,18-64 years,Living Alone,Percentage of Social Care Clients,8.5,145
2019/20,West Lothian,18-64 years,Living Alone,Percentage of Social Care Clients (adjusted),9.3,135
2019/20,West Lothian,18-64 years,Not Living Alone,Percentage of Social Care Clients,82.2,1410
2019/20,West Lothian,18-64 years,Not Living Alone,Percentage of Social Care Clients (adjusted),90.7,1310
2019/20,West Lothian,18-64 years,Unknown,Percentage of Social Care Clients,9.3,160
2019/20,West Lothian,65-74 years,Living Alone,Percentage of Social Care Clients,8.8,105
2019/20,West Lothian,65-74 years,Living Alone,Percentage of Social Care Clients (adjusted),9.8,100
2019/20,West Lothian,65-74 years,Not Living Alone,Percentage of Social Care Clients,84.5,1005
2019/20,West Lothian,65-74 years,Not Living Alone,Percentage of Social Care Clients (adjusted),90.2,925
2019/20,West Lothian,65-74 years,Unknown,Percentage of Social Care Clients,6.7,80
2019/20,West Lothian,75-84 years,Living Alone,Percentage of Social Care Clients,8.5,205
2019/20,West Lothian,75-84 years,Living Alone,Percentage of Social Care Clients (adjusted),8.6,170
2019/20,West Lothian,75-84 years,Not Living Alone,Percentage of Social Care Clients,84.3,2040
2019/20,West Lothian,75-84 years,Not Living Alone,Percentage of Social Care Clients (adjusted),91.4,1815
2019/20,West Lothian,75-84 years,Unknown,Percentage of Social Care Clients,7.2,175
2019/20,West Lothian,85+ years,Living Alone,Percentage of Social Care Clients,13.1,255
2019/20,West Lothian,85+ years,Living Alone,Percentage of Social Care Clients (adjusted),13.6,195
2019/20,West Lothian,85+ years,Not Living Alone,Percentage of Social Care Clients,78.9,1535
2019/20,West Lothian,85+ years,Not Living Alone,Percentage of Social Care Clients (adjusted),86.4,1240
2019/20,West Lothian,85+ years,Unknown,Percentage of Social Care Clients,8,155
2019/20,West Lothian,Unknown,Unknown,Percentage of Social Care Clients,100,15
2020/21,Scotland (All Areas Submitted),All Ages,Living Alone,Percentage of Social Care Clients,20.1,44645
2020/21,Scotland (All Areas Submitted),All Ages,Living Alone,Percentage of Social Care Clients (adjusted),21.7,43250
2020/21,Scotland (All Areas Submitted),All Ages,Not Living Alone,Percentage of Social Care Clients,37.2,82615
2020/21,Scotland (All Areas Submitted),All Ages,Not Living Alone,Percentage of Social Care Clients (adjusted),37.6,74800
2020/21,Scotland (All Areas Submitted),All Ages,Unknown,Percentage of Social Care Clients,42.7,94955
2020/21,Scotland (All Areas Submitted),All Ages,Unknown,Percentage of Social Care Clients (adjusted),40.7,80880
2020/21,Scotland (All Areas Submitted),0-17 years,Living Alone,Percentage of Social Care Clients,2.1,65
2020/21,Scotland (All Areas Submitted),0-17 years,Living Alone,Percentage of Social Care Clients (adjusted),2.4,65
2020/21,Scotland (All Areas Submitted),0-17 years,Not Living Alone,Percentage of Social Care Clients,48.1,1490
2020/21,Scotland (All Areas Submitted),0-17 years,Not Living Alone,Percentage of Social Care Clients (adjusted),48.7,1340
2020/21,Scotland (All Areas Submitted),0-17 years,Unknown,Percentage of Social Care Clients,49.8,1545
2020/21,Scotland (All Areas Submitted),0-17 years,Unknown,Percentage of Social Care Clients (adjusted),48.9,1345
2020/21,Scotland (All Areas Submitted),18-64 years,Living Alone,Percentage of Social Care Clients,15.8,7630
2020/21,Scotland (All Areas Submitted),18-64 years,Living Alone,Percentage of Social Care Clients (adjusted),17,7380
2020/21,Scotland (All Areas Submitted),18-64 years,Not Living Alone,Percentage of Social Care Clients,40.5,19555
2020/21,Scotland (All Areas Submitted),18-64 years,Not Living Alone,Percentage of Social Care Clients (adjusted),40.5,17605
2020/21,Scotland (All Areas Submitted),18-64 years,Unknown,Percentage of Social Care Clients,43.7,21135
2020/21,Scotland (All Areas Submitted),18-64 years,Unknown,Percentage of Social Care Clients (adjusted),42.5,18440
2020/21,Scotland (All Areas Submitted),65-74 years,Living Alone,Percentage of Social Care Clients,19.9,6355
2020/21,Scotland (All Areas Submitted),65-74 years,Living Alone,Percentage of Social Care Clients (adjusted),21.2,6210
2020/21,Scotland (All Areas Submitted),65-74 years,Not Living Alone,Percentage of Social Care Clients,36.8,11770
