financial_year,sending_location,age_group,ethnicity,measure,rate,nclient
2020/21,Falkirk,0-17 years,Asian,"Rate per 1,000 Social Care Clients",0,0
2020/21,Falkirk,0-17 years,Asian,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Falkirk,0-17 years,Caribbean or Black,"Rate per 1,000 Social Care Clients",0,0
2020/21,Falkirk,0-17 years,Caribbean or Black,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Falkirk,0-17 years,White,"Rate per 1,000 Social Care Clients",727.3,40
2020/21,Falkirk,0-17 years,White,"Rate per 1,000 Social Care Clients (adjusted)",714.3,25
2020/21,Falkirk,0-17 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients",0,0
2020/21,Falkirk,0-17 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Falkirk,0-17 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients",272.7,15
2020/21,Falkirk,0-17 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients (adjusted)",285.7,10
2020/21,Falkirk,0-17 years,Any Mixed or Multiple Ethnic Groups,"Rate per 1,000 Social Care Clients",0,0
2020/21,Falkirk,0-17 years,Any Mixed or Multiple Ethnic Groups,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Falkirk,18-64 years,African,"Rate per 1,000 Social Care Clients",0,0
2020/21,Falkirk,18-64 years,African,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Falkirk,18-64 years,Asian,"Rate per 1,000 Social Care Clients",8,15
2020/21,Falkirk,18-64 years,Asian,"Rate per 1,000 Social Care Clients (adjusted)",9.3,15
2020/21,Falkirk,18-64 years,Caribbean or Black,"Rate per 1,000 Social Care Clients",0,0
2020/21,Falkirk,18-64 years,Caribbean or Black,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Falkirk,18-64 years,White,"Rate per 1,000 Social Care Clients",877.7,1650
2020/21,Falkirk,18-64 years,White,"Rate per 1,000 Social Care Clients (adjusted)",882.4,1425
2020/21,Falkirk,18-64 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients",2.7,5
2020/21,Falkirk,18-64 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients (adjusted)",3.1,5
2020/21,Falkirk,18-64 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients",103.7,195
2020/21,Falkirk,18-64 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients (adjusted)",96,155
2020/21,Falkirk,18-64 years,Any Mixed or Multiple Ethnic Groups,"Rate per 1,000 Social Care Clients",5.3,10
2020/21,Falkirk,18-64 years,Any Mixed or Multiple Ethnic Groups,"Rate per 1,000 Social Care Clients (adjusted)",6.2,10
2020/21,Falkirk,65-74 years,African,"Rate per 1,000 Social Care Clients",0,0
2020/21,Falkirk,65-74 years,African,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Falkirk,65-74 years,Asian,"Rate per 1,000 Social Care Clients",4,5
2020/21,Falkirk,65-74 years,Asian,"Rate per 1,000 Social Care Clients (adjusted)",4.4,5
2020/21,Falkirk,65-74 years,Caribbean or Black,"Rate per 1,000 Social Care Clients",0,0
2020/21,Falkirk,65-74 years,Caribbean or Black,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Falkirk,65-74 years,White,"Rate per 1,000 Social Care Clients",857.1,1080
2020/21,Falkirk,65-74 years,White,"Rate per 1,000 Social Care Clients (adjusted)",855.9,980
2020/21,Falkirk,65-74 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients",0,0
2020/21,Falkirk,65-74 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Falkirk,65-74 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients",134.9,170
2020/21,Falkirk,65-74 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients (adjusted)",139.7,160
2020/21,Falkirk,65-74 years,Any Mixed or Multiple Ethnic Groups,"Rate per 1,000 Social Care Clients",0,0
2020/21,Falkirk,65-74 years,Any Mixed or Multiple Ethnic Groups,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Falkirk,75-84 years,African,"Rate per 1,000 Social Care Clients",0,0
2020/21,Falkirk,75-84 years,African,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Falkirk,75-84 years,Asian,"Rate per 1,000 Social Care Clients",2,5
2020/21,Falkirk,75-84 years,Asian,"Rate per 1,000 Social Care Clients (adjusted)",2.3,5
2020/21,Falkirk,75-84 years,Caribbean or Black,"Rate per 1,000 Social Care Clients",0,0
2020/21,Falkirk,75-84 years,Caribbean or Black,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Falkirk,75-84 years,White,"Rate per 1,000 Social Care Clients",869.7,2135
2020/21,Falkirk,75-84 years,White,"Rate per 1,000 Social Care Clients (adjusted)",866.5,1915
2020/21,Falkirk,75-84 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients",0,0
2020/21,Falkirk,75-84 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Falkirk,75-84 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients",126.3,310
2020/21,Falkirk,75-84 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients (adjusted)",131.2,290
2020/21,Falkirk,75-84 years,Any Mixed or Multiple Ethnic Groups,"Rate per 1,000 Social Care Clients",0,0
2020/21,Falkirk,75-84 years,Any Mixed or Multiple Ethnic Groups,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Falkirk,85+ years,African,"Rate per 1,000 Social Care Clients",0,0
2020/21,Falkirk,85+ years,African,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Falkirk,85+ years,Asian,"Rate per 1,000 Social Care Clients",2.1,5
2020/21,Falkirk,85+ years,Asian,"Rate per 1,000 Social Care Clients (adjusted)",2.5,5
2020/21,Falkirk,85+ years,Caribbean or Black,"Rate per 1,000 Social Care Clients",0,0
2020/21,Falkirk,85+ years,Caribbean or Black,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Falkirk,85+ years,White,"Rate per 1,000 Social Care Clients",911.9,2175
2020/21,Falkirk,85+ years,White,"Rate per 1,000 Social Care Clients (adjusted)",908.9,1845
2020/21,Falkirk,85+ years,Other Ethnic Group,"Rate per 1,000 Social Care Clients",0,0
2020/21,Falkirk,85+ years,Other Ethnic Group,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Falkirk,85+ years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients",86,205
2020/21,Falkirk,85+ years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients (adjusted)",88.7,180
2020/21,Falkirk,85+ years,Any Mixed or Multiple Ethnic Groups,"Rate per 1,000 Social Care Clients",0,0
2020/21,Falkirk,85+ years,Any Mixed or Multiple Ethnic Groups,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Falkirk,Unknown,African,"Rate per 1,000 Social Care Clients",0,0
2020/21,Falkirk,Unknown,African,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Falkirk,Unknown,Asian,"Rate per 1,000 Social Care Clients",0,0
2020/21,Falkirk,Unknown,Asian,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Falkirk,Unknown,Caribbean or Black,"Rate per 1,000 Social Care Clients",0,0
2020/21,Falkirk,Unknown,Caribbean or Black,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Falkirk,Unknown,White,"Rate per 1,000 Social Care Clients",0,0
2020/21,Falkirk,Unknown,White,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Falkirk,Unknown,Other Ethnic Group,"Rate per 1,000 Social Care Clients",0,0
2020/21,Falkirk,Unknown,Other Ethnic Group,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Falkirk,Unknown,Not Provided / Not Known,"Rate per 1,000 Social Care Clients",0,0
2020/21,Falkirk,Unknown,Not Provided / Not Known,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,Falkirk,Unknown,Any Mixed or Multiple Ethnic Groups,"Rate per 1,000 Social Care Clients",0,0
2020/21,Falkirk,Unknown,Any Mixed or Multiple Ethnic Groups,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2021/22,Falkirk,All Ages,African,"Rate per 1,000 Social Care Clients",0,0
2021/22,Falkirk,All Ages,African,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2021/22,Falkirk,All Ages,Asian,"Rate per 1,000 Social Care Clients",4.5,35
2021/22,Falkirk,All Ages,Asian,"Rate per 1,000 Social Care Clients (adjusted)",4.2,30
2021/22,Falkirk,All Ages,Caribbean or Black,"Rate per 1,000 Social Care Clients",0,0
2021/22,Falkirk,All Ages,Caribbean or Black,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2021/22,Falkirk,All Ages,White,"Rate per 1,000 Social Care Clients",858.9,6695
2021/22,Falkirk,All Ages,White,"Rate per 1,000 Social Care Clients (adjusted)",855.8,6170
2021/22,Falkirk,All Ages,Other Ethnic Group,"Rate per 1,000 Social Care Clients",1.3,10
2021/22,Falkirk,All Ages,Other Ethnic Group,"Rate per 1,000 Social Care Clients (adjusted)",1.4,10
2021/22,Falkirk,All Ages,Not Provided / Not Known,"Rate per 1,000 Social Care Clients",134.7,1050
2021/22,Falkirk,All Ages,Not Provided / Not Known,"Rate per 1,000 Social Care Clients (adjusted)",136.6,985
2021/22,Falkirk,All Ages,Any Mixed or Multiple Ethnic Groups,"Rate per 1,000 Social Care Clients",1.3,10
2021/22,Falkirk,All Ages,Any Mixed or Multiple Ethnic Groups,"Rate per 1,000 Social Care Clients (adjusted)",1.4,10
2021/22,Falkirk,0-17 years,African,"Rate per 1,000 Social Care Clients",0,0
2021/22,Falkirk,0-17 years,African,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2021/22,Falkirk,0-17 years,Asian,"Rate per 1,000 Social Care Clients",90.9,5
2021/22,Falkirk,0-17 years,Asian,"Rate per 1,000 Social Care Clients (adjusted)",90.9,5
2021/22,Falkirk,0-17 years,Caribbean or Black,"Rate per 1,000 Social Care Clients",0,0
2021/22,Falkirk,0-17 years,Caribbean or Black,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2021/22,Falkirk,0-17 years,White,"Rate per 1,000 Social Care Clients",636.4,35
2021/22,Falkirk,0-17 years,White,"Rate per 1,000 Social Care Clients (adjusted)",636.4,35
2021/22,Falkirk,0-17 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients",0,0
2021/22,Falkirk,0-17 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2021/22,Falkirk,0-17 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients",272.7,15
2021/22,Falkirk,0-17 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients (adjusted)",272.7,15
2021/22,Falkirk,0-17 years,Any Mixed or Multiple Ethnic Groups,"Rate per 1,000 Social Care Clients",0,0
2021/22,Falkirk,0-17 years,Any Mixed or Multiple Ethnic Groups,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2021/22,Falkirk,18-64 years,African,"Rate per 1,000 Social Care Clients",0,0
2021/22,Falkirk,18-64 years,African,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2021/22,Falkirk,18-64 years,Asian,"Rate per 1,000 Social Care Clients",8,15
2021/22,Falkirk,18-64 years,Asian,"Rate per 1,000 Social Care Clients (adjusted)",8.2,15
2021/22,Falkirk,18-64 years,Caribbean or Black,"Rate per 1,000 Social Care Clients",0,0
2021/22,Falkirk,18-64 years,Caribbean or Black,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2021/22,Falkirk,18-64 years,White,"Rate per 1,000 Social Care Clients",869.7,1635
2021/22,Falkirk,18-64 years,White,"Rate per 1,000 Social Care Clients (adjusted)",868.5,1585
2021/22,Falkirk,18-64 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients",2.7,5
2021/22,Falkirk,18-64 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients (adjusted)",2.7,5
2021/22,Falkirk,18-64 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients",114.4,215
2021/22,Falkirk,18-64 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients (adjusted)",115.1,210
2021/22,Falkirk,18-64 years,Any Mixed or Multiple Ethnic Groups,"Rate per 1,000 Social Care Clients",2.7,5
2021/22,Falkirk,18-64 years,Any Mixed or Multiple Ethnic Groups,"Rate per 1,000 Social Care Clients (adjusted)",2.7,5
2021/22,Falkirk,65-74 years,African,"Rate per 1,000 Social Care Clients",0,0
2021/22,Falkirk,65-74 years,African,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2021/22,Falkirk,65-74 years,Asian,"Rate per 1,000 Social Care Clients",4,5
2021/22,Falkirk,65-74 years,Asian,"Rate per 1,000 Social Care Clients (adjusted)",4.3,5
2021/22,Falkirk,65-74 years,Caribbean or Black,"Rate per 1,000 Social Care Clients",0,0
2021/22,Falkirk,65-74 years,Caribbean or Black,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2021/22,Falkirk,65-74 years,White,"Rate per 1,000 Social Care Clients",825.9,1020
2021/22,Falkirk,65-74 years,White,"Rate per 1,000 Social Care Clients (adjusted)",822.5,950
2021/22,Falkirk,65-74 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients",0,0
2021/22,Falkirk,65-74 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2021/22,Falkirk,65-74 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients",170,210
2021/22,Falkirk,65-74 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients (adjusted)",177.5,205
2021/22,Falkirk,65-74 years,Any Mixed or Multiple Ethnic Groups,"Rate per 1,000 Social Care Clients",0,0
2021/22,Falkirk,65-74 years,Any Mixed or Multiple Ethnic Groups,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2021/22,Falkirk,75-84 years,African,"Rate per 1,000 Social Care Clients",0,0
2021/22,Falkirk,75-84 years,African,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2021/22,Falkirk,75-84 years,Asian,"Rate per 1,000 Social Care Clients",2.1,5
2021/22,Falkirk,75-84 years,Asian,"Rate per 1,000 Social Care Clients (adjusted)",2.3,5
2021/22,Falkirk,75-84 years,Caribbean or Black,"Rate per 1,000 Social Care Clients",0,0
2021/22,Falkirk,75-84 years,Caribbean or Black,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2021/22,Falkirk,75-84 years,White,"Rate per 1,000 Social Care Clients",836.5,1970
2021/22,Falkirk,75-84 years,White,"Rate per 1,000 Social Care Clients (adjusted)",833.7,1805
2021/22,Falkirk,75-84 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients",0,0
2021/22,Falkirk,75-84 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2021/22,Falkirk,75-84 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients",159.2,375
2021/22,Falkirk,75-84 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients (adjusted)",161.7,350
2021/22,Falkirk,75-84 years,Any Mixed or Multiple Ethnic Groups,"Rate per 1,000 Social Care Clients",0,0
2021/22,Falkirk,75-84 years,Any Mixed or Multiple Ethnic Groups,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2021/22,Falkirk,85+ years,African,"Rate per 1,000 Social Care Clients",0,0
2021/22,Falkirk,85+ years,African,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2021/22,Falkirk,85+ years,Asian,"Rate per 1,000 Social Care Clients",2.2,5
2021/22,Falkirk,85+ years,Asian,"Rate per 1,000 Social Care Clients (adjusted)",2.5,5
2021/22,Falkirk,85+ years,Caribbean or Black,"Rate per 1,000 Social Care Clients",0,0
2021/22,Falkirk,85+ years,Caribbean or Black,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2021/22,Falkirk,85+ years,White,"Rate per 1,000 Social Care Clients",894.5,2035
2021/22,Falkirk,85+ years,White,"Rate per 1,000 Social Care Clients (adjusted)",895.3,1795
2021/22,Falkirk,85+ years,Other Ethnic Group,"Rate per 1,000 Social Care Clients",0,0
2021/22,Falkirk,85+ years,Other Ethnic Group,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2021/22,Falkirk,85+ years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients",101.1,230
2021/22,Falkirk,85+ years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients (adjusted)",102.2,205
2021/22,Falkirk,85+ years,Any Mixed or Multiple Ethnic Groups,"Rate per 1,000 Social Care Clients",0,0
2021/22,Falkirk,85+ years,Any Mixed or Multiple Ethnic Groups,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2021/22,Falkirk,Unknown,African,"Rate per 1,000 Social Care Clients",0,0
2021/22,Falkirk,Unknown,African,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2021/22,Falkirk,Unknown,Asian,"Rate per 1,000 Social Care Clients",0,0
2021/22,Falkirk,Unknown,Asian,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2021/22,Falkirk,Unknown,Caribbean or Black,"Rate per 1,000 Social Care Clients",0,0
2021/22,Falkirk,Unknown,Caribbean or Black,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2021/22,Falkirk,Unknown,White,"Rate per 1,000 Social Care Clients",0,0
2021/22,Falkirk,Unknown,White,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2021/22,Falkirk,Unknown,Other Ethnic Group,"Rate per 1,000 Social Care Clients",0,0
2021/22,Falkirk,Unknown,Other Ethnic Group,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2021/22,Falkirk,Unknown,Not Provided / Not Known,"Rate per 1,000 Social Care Clients",0,0
2021/22,Falkirk,Unknown,Not Provided / Not Known,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2021/22,Falkirk,Unknown,Any Mixed or Multiple Ethnic Groups,"Rate per 1,000 Social Care Clients",0,0
2021/22,Falkirk,Unknown,Any Mixed or Multiple Ethnic Groups,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Fife,All Ages,African,"Rate per 1,000 Social Care Clients",0,0
2017/18,Fife,All Ages,African,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Fife,All Ages,Asian,"Rate per 1,000 Social Care Clients",2.6,40
2017/18,Fife,All Ages,Asian,"Rate per 1,000 Social Care Clients (adjusted)",2.6,40
2017/18,Fife,All Ages,Caribbean or Black,"Rate per 1,000 Social Care Clients",0.3,5
2017/18,Fife,All Ages,Caribbean or Black,"Rate per 1,000 Social Care Clients (adjusted)",0.3,5
2017/18,Fife,All Ages,White,"Rate per 1,000 Social Care Clients",933.9,14620
2017/18,Fife,All Ages,White,"Rate per 1,000 Social Care Clients (adjusted)",933.9,14620
2017/18,Fife,All Ages,Other Ethnic Group,"Rate per 1,000 Social Care Clients",3.2,50
2017/18,Fife,All Ages,Other Ethnic Group,"Rate per 1,000 Social Care Clients (adjusted)",3.2,50
2017/18,Fife,All Ages,Not Provided / Not Known,"Rate per 1,000 Social Care Clients",59.7,935
2017/18,Fife,All Ages,Not Provided / Not Known,"Rate per 1,000 Social Care Clients (adjusted)",59.7,935
2017/18,Fife,All Ages,Any Mixed or Multiple Ethnic Groups,"Rate per 1,000 Social Care Clients",0.3,5
2017/18,Fife,All Ages,Any Mixed or Multiple Ethnic Groups,"Rate per 1,000 Social Care Clients (adjusted)",0.3,5
2017/18,Fife,0-17 years,African,"Rate per 1,000 Social Care Clients",0,0
2017/18,Fife,0-17 years,African,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Fife,0-17 years,Asian,"Rate per 1,000 Social Care Clients",0,0
2017/18,Fife,0-17 years,Asian,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Fife,0-17 years,Caribbean or Black,"Rate per 1,000 Social Care Clients",0,0
2017/18,Fife,0-17 years,Caribbean or Black,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Fife,0-17 years,White,"Rate per 1,000 Social Care Clients",769.2,120
2017/18,Fife,0-17 years,White,"Rate per 1,000 Social Care Clients (adjusted)",769.2,120
2017/18,Fife,0-17 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients",32.1,5
2017/18,Fife,0-17 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients (adjusted)",32.1,5
2017/18,Fife,0-17 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients",192.3,30
2017/18,Fife,0-17 years,Not Provided / Not Known,"Rate per 1,000 Social Care Clients (adjusted)",192.3,30
2017/18,Fife,0-17 years,Any Mixed or Multiple Ethnic Groups,"Rate per 1,000 Social Care Clients",0,0
2017/18,Fife,0-17 years,Any Mixed or Multiple Ethnic Groups,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Fife,18-64 years,African,"Rate per 1,000 Social Care Clients",0,0
2017/18,Fife,18-64 years,African,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Fife,18-64 years,Asian,"Rate per 1,000 Social Care Clients",5.3,15
2017/18,Fife,18-64 years,Asian,"Rate per 1,000 Social Care Clients (adjusted)",5.3,15
2017/18,Fife,18-64 years,Caribbean or Black,"Rate per 1,000 Social Care Clients",0,0
2017/18,Fife,18-64 years,Caribbean or Black,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,Fife,18-64 years,White,"Rate per 1,000 Social Care Clients",929.4,2620
2017/18,Fife,18-64 years,White,"Rate per 1,000 Social Care Clients (adjusted)",929.4,2620
2017/18,Fife,18-64 years,Other Ethnic Group,"Rate per 1,000 Social Care Clients",7.1,20
