financial_year,sending_location,age_group,client_group,measure,rate,nclient
2017/18,East Lothian,18-64 years,Elderly / Frail,"Rate per 1,000 Social Care Clients",25.7,25
2017/18,East Lothian,18-64 years,Elderly / Frail,"Rate per 1,000 Social Care Clients (adjusted)",28,25
2017/18,East Lothian,18-64 years,Learning Disability,"Rate per 1,000 Social Care Clients",360.1,350
2017/18,East Lothian,18-64 years,Learning Disability,"Rate per 1,000 Social Care Clients (adjusted)",363.5,325
2017/18,East Lothian,18-64 years,Mental Health,"Rate per 1,000 Social Care Clients",180,175
2017/18,East Lothian,18-64 years,Mental Health,"Rate per 1,000 Social Care Clients (adjusted)",151,135
2017/18,East Lothian,18-64 years,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients",272.6,265
2017/18,East Lothian,18-64 years,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients (adjusted)",279.6,250
2017/18,East Lothian,18-64 years,Other,"Rate per 1,000 Social Care Clients",66.9,65
2017/18,East Lothian,18-64 years,Other,"Rate per 1,000 Social Care Clients (adjusted)",72.7,65
2017/18,East Lothian,18-64 years,Not Recorded,"Rate per 1,000 Social Care Clients",97.7,95
2017/18,East Lothian,18-64 years,Not Recorded,"Rate per 1,000 Social Care Clients (adjusted)",106.3,95
2017/18,East Lothian,65-74 years,Dementia,"Rate per 1,000 Social Care Clients",0,0
2017/18,East Lothian,65-74 years,Dementia,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,East Lothian,65-74 years,Elderly / Frail,"Rate per 1,000 Social Care Clients",886.8,470
2017/18,East Lothian,65-74 years,Elderly / Frail,"Rate per 1,000 Social Care Clients (adjusted)",895.1,435
2017/18,East Lothian,65-74 years,Learning Disability,"Rate per 1,000 Social Care Clients",47.2,25
2017/18,East Lothian,65-74 years,Learning Disability,"Rate per 1,000 Social Care Clients (adjusted)",41.2,20
2017/18,East Lothian,65-74 years,Mental Health,"Rate per 1,000 Social Care Clients",37.7,20
2017/18,East Lothian,65-74 years,Mental Health,"Rate per 1,000 Social Care Clients (adjusted)",30.9,15
2017/18,East Lothian,65-74 years,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients",28.3,15
2017/18,East Lothian,65-74 years,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients (adjusted)",30.9,15
2017/18,East Lothian,65-74 years,Other,"Rate per 1,000 Social Care Clients",0,0
2017/18,East Lothian,65-74 years,Other,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,East Lothian,65-74 years,Not Recorded,"Rate per 1,000 Social Care Clients",0,0
2017/18,East Lothian,65-74 years,Not Recorded,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,East Lothian,75-84 years,Dementia,"Rate per 1,000 Social Care Clients",0,0
2017/18,East Lothian,75-84 years,Dementia,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,East Lothian,75-84 years,Elderly / Frail,"Rate per 1,000 Social Care Clients",996.2,1060
2017/18,East Lothian,75-84 years,Elderly / Frail,"Rate per 1,000 Social Care Clients (adjusted)",996.8,945
2017/18,East Lothian,75-84 years,Learning Disability,"Rate per 1,000 Social Care Clients",0,0
2017/18,East Lothian,75-84 years,Learning Disability,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,East Lothian,75-84 years,Mental Health,"Rate per 1,000 Social Care Clients",0,0
2017/18,East Lothian,75-84 years,Mental Health,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,East Lothian,75-84 years,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients",0,0
2017/18,East Lothian,75-84 years,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,East Lothian,75-84 years,Other,"Rate per 1,000 Social Care Clients",0,0
2017/18,East Lothian,75-84 years,Other,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,East Lothian,75-84 years,Not Recorded,"Rate per 1,000 Social Care Clients",0,0
2017/18,East Lothian,75-84 years,Not Recorded,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,East Lothian,85+ years,Dementia,"Rate per 1,000 Social Care Clients",0,0
2017/18,East Lothian,85+ years,Dementia,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,East Lothian,85+ years,Elderly / Frail,"Rate per 1,000 Social Care Clients",999.1,1175
2017/18,East Lothian,85+ years,Elderly / Frail,"Rate per 1,000 Social Care Clients (adjusted)",1000,975
2017/18,East Lothian,85+ years,Learning Disability,"Rate per 1,000 Social Care Clients",0,0
2017/18,East Lothian,85+ years,Learning Disability,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,East Lothian,85+ years,Mental Health,"Rate per 1,000 Social Care Clients",0,0
2017/18,East Lothian,85+ years,Mental Health,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,East Lothian,85+ years,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients",0,0
2017/18,East Lothian,85+ years,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,East Lothian,85+ years,Other,"Rate per 1,000 Social Care Clients",0,0
2017/18,East Lothian,85+ years,Other,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,East Lothian,85+ years,Not Recorded,"Rate per 1,000 Social Care Clients",0,0
2017/18,East Lothian,85+ years,Not Recorded,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,East Lothian,Unknown,Dementia,"Rate per 1,000 Social Care Clients",0,0
2017/18,East Lothian,Unknown,Dementia,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,East Lothian,Unknown,Elderly / Frail,"Rate per 1,000 Social Care Clients",0,0
2017/18,East Lothian,Unknown,Elderly / Frail,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,East Lothian,Unknown,Learning Disability,"Rate per 1,000 Social Care Clients",0,0
2017/18,East Lothian,Unknown,Learning Disability,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,East Lothian,Unknown,Mental Health,"Rate per 1,000 Social Care Clients",0,0
2017/18,East Lothian,Unknown,Mental Health,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,East Lothian,Unknown,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients",0,0
2017/18,East Lothian,Unknown,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,East Lothian,Unknown,Other,"Rate per 1,000 Social Care Clients",0,0
2017/18,East Lothian,Unknown,Other,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,East Lothian,Unknown,Not Recorded,"Rate per 1,000 Social Care Clients",0,0
2017/18,East Lothian,Unknown,Not Recorded,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,East Lothian,All Ages,Dementia,"Rate per 1,000 Social Care Clients",0,0
2018/19,East Lothian,All Ages,Dementia,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,East Lothian,All Ages,Elderly / Frail,"Rate per 1,000 Social Care Clients",757.4,2620
2018/19,East Lothian,All Ages,Elderly / Frail,"Rate per 1,000 Social Care Clients (adjusted)",734.1,2015
2018/19,East Lothian,All Ages,Learning Disability,"Rate per 1,000 Social Care Clients",107,370
2018/19,East Lothian,All Ages,Learning Disability,"Rate per 1,000 Social Care Clients (adjusted)",123.9,340
2018/19,East Lothian,All Ages,Mental Health,"Rate per 1,000 Social Care Clients",56.4,195
2018/19,East Lothian,All Ages,Mental Health,"Rate per 1,000 Social Care Clients (adjusted)",51,140
2018/19,East Lothian,All Ages,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients",79.5,275
2018/19,East Lothian,All Ages,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients (adjusted)",91.1,250
2018/19,East Lothian,All Ages,Other,"Rate per 1,000 Social Care Clients",0,0
2018/19,East Lothian,All Ages,Other,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,East Lothian,All Ages,Not Recorded,"Rate per 1,000 Social Care Clients",0,0
2018/19,East Lothian,All Ages,Not Recorded,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,East Lothian,0-17 years,Dementia,"Rate per 1,000 Social Care Clients",0,0
2018/19,East Lothian,0-17 years,Dementia,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,East Lothian,0-17 years,Elderly / Frail,"Rate per 1,000 Social Care Clients",0,0
2018/19,East Lothian,0-17 years,Elderly / Frail,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,East Lothian,0-17 years,Learning Disability,"Rate per 1,000 Social Care Clients",454.5,5
2018/19,East Lothian,0-17 years,Learning Disability,"Rate per 1,000 Social Care Clients (adjusted)",454.5,5
2018/19,East Lothian,0-17 years,Mental Health,"Rate per 1,000 Social Care Clients",454.5,5
2018/19,East Lothian,0-17 years,Mental Health,"Rate per 1,000 Social Care Clients (adjusted)",454.5,5
2018/19,East Lothian,0-17 years,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients",0,0
2018/19,East Lothian,0-17 years,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,East Lothian,0-17 years,Other,"Rate per 1,000 Social Care Clients",0,0
2018/19,East Lothian,0-17 years,Other,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,East Lothian,0-17 years,Not Recorded,"Rate per 1,000 Social Care Clients",0,0
2018/19,East Lothian,0-17 years,Not Recorded,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,East Lothian,18-64 years,Dementia,"Rate per 1,000 Social Care Clients",0,0
2018/19,East Lothian,18-64 years,Dementia,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,East Lothian,18-64 years,Elderly / Frail,"Rate per 1,000 Social Care Clients",6.4,5
2018/19,East Lothian,18-64 years,Elderly / Frail,"Rate per 1,000 Social Care Clients (adjusted)",7.3,5
2018/19,East Lothian,18-64 years,Learning Disability,"Rate per 1,000 Social Care Clients",427.3,335
2018/19,East Lothian,18-64 years,Learning Disability,"Rate per 1,000 Social Care Clients (adjusted)",453.2,310
2018/19,East Lothian,18-64 years,Mental Health,"Rate per 1,000 Social Care Clients",229.6,180
2018/19,East Lothian,18-64 years,Mental Health,"Rate per 1,000 Social Care Clients (adjusted)",190.1,130
2018/19,East Lothian,18-64 years,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients",325.3,255
2018/19,East Lothian,18-64 years,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients (adjusted)",343.6,235
2018/19,East Lothian,18-64 years,Other,"Rate per 1,000 Social Care Clients",0,0
2018/19,East Lothian,18-64 years,Other,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,East Lothian,18-64 years,Not Recorded,"Rate per 1,000 Social Care Clients",0,0
2018/19,East Lothian,18-64 years,Not Recorded,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,East Lothian,65-74 years,Dementia,"Rate per 1,000 Social Care Clients",0,0
2018/19,East Lothian,65-74 years,Dementia,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,East Lothian,65-74 years,Elderly / Frail,"Rate per 1,000 Social Care Clients",900.9,400
2018/19,East Lothian,65-74 years,Elderly / Frail,"Rate per 1,000 Social Care Clients (adjusted)",893.3,335
2018/19,East Lothian,65-74 years,Learning Disability,"Rate per 1,000 Social Care Clients",56.3,25
2018/19,East Lothian,65-74 years,Learning Disability,"Rate per 1,000 Social Care Clients (adjusted)",53.3,20
2018/19,East Lothian,65-74 years,Mental Health,"Rate per 1,000 Social Care Clients",22.5,10
2018/19,East Lothian,65-74 years,Mental Health,"Rate per 1,000 Social Care Clients (adjusted)",13.3,5
2018/19,East Lothian,65-74 years,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients",33.8,15
2018/19,East Lothian,65-74 years,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients (adjusted)",26.7,10
2018/19,East Lothian,65-74 years,Other,"Rate per 1,000 Social Care Clients",0,0
2018/19,East Lothian,65-74 years,Other,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,East Lothian,65-74 years,Not Recorded,"Rate per 1,000 Social Care Clients",0,0
2018/19,East Lothian,65-74 years,Not Recorded,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,East Lothian,75-84 years,Dementia,"Rate per 1,000 Social Care Clients",0,0
2018/19,East Lothian,75-84 years,Dementia,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,East Lothian,75-84 years,Elderly / Frail,"Rate per 1,000 Social Care Clients",995,995
2018/19,East Lothian,75-84 years,Elderly / Frail,"Rate per 1,000 Social Care Clients (adjusted)",993.8,795
2018/19,East Lothian,75-84 years,Learning Disability,"Rate per 1,000 Social Care Clients",0,0
2018/19,East Lothian,75-84 years,Learning Disability,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,East Lothian,75-84 years,Mental Health,"Rate per 1,000 Social Care Clients",0,0
2018/19,East Lothian,75-84 years,Mental Health,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,East Lothian,75-84 years,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients",0,0
2018/19,East Lothian,75-84 years,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,East Lothian,75-84 years,Other,"Rate per 1,000 Social Care Clients",0,0
2018/19,East Lothian,75-84 years,Other,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,East Lothian,75-84 years,Not Recorded,"Rate per 1,000 Social Care Clients",0,0
2018/19,East Lothian,75-84 years,Not Recorded,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,East Lothian,85+ years,Dementia,"Rate per 1,000 Social Care Clients",0,0
2018/19,East Lothian,85+ years,Dementia,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,East Lothian,85+ years,Elderly / Frail,"Rate per 1,000 Social Care Clients",1000,1220
2018/19,East Lothian,85+ years,Elderly / Frail,"Rate per 1,000 Social Care Clients (adjusted)",1000,875
2018/19,East Lothian,85+ years,Learning Disability,"Rate per 1,000 Social Care Clients",0,0
2018/19,East Lothian,85+ years,Learning Disability,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,East Lothian,85+ years,Mental Health,"Rate per 1,000 Social Care Clients",0,0
2018/19,East Lothian,85+ years,Mental Health,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,East Lothian,85+ years,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients",0,0
2018/19,East Lothian,85+ years,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,East Lothian,85+ years,Other,"Rate per 1,000 Social Care Clients",0,0
2018/19,East Lothian,85+ years,Other,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,East Lothian,85+ years,Not Recorded,"Rate per 1,000 Social Care Clients",0,0
2018/19,East Lothian,85+ years,Not Recorded,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,East Lothian,Unknown,Dementia,"Rate per 1,000 Social Care Clients",0,0
2018/19,East Lothian,Unknown,Dementia,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,East Lothian,Unknown,Elderly / Frail,"Rate per 1,000 Social Care Clients",0,0
2018/19,East Lothian,Unknown,Elderly / Frail,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,East Lothian,Unknown,Learning Disability,"Rate per 1,000 Social Care Clients",0,0
2018/19,East Lothian,Unknown,Learning Disability,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,East Lothian,Unknown,Mental Health,"Rate per 1,000 Social Care Clients",0,0
2018/19,East Lothian,Unknown,Mental Health,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,East Lothian,Unknown,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients",0,0
2018/19,East Lothian,Unknown,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,East Lothian,Unknown,Other,"Rate per 1,000 Social Care Clients",0,0
2018/19,East Lothian,Unknown,Other,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,East Lothian,Unknown,Not Recorded,"Rate per 1,000 Social Care Clients",0,0
2018/19,East Lothian,Unknown,Not Recorded,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,East Lothian,All Ages,Dementia,"Rate per 1,000 Social Care Clients",0,0
2019/20,East Lothian,All Ages,Dementia,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,East Lothian,All Ages,Elderly / Frail,"Rate per 1,000 Social Care Clients",761.9,2700
2019/20,East Lothian,All Ages,Elderly / Frail,"Rate per 1,000 Social Care Clients (adjusted)",745.7,2070
2019/20,East Lothian,All Ages,Learning Disability,"Rate per 1,000 Social Care Clients",103,365
2019/20,East Lothian,All Ages,Learning Disability,"Rate per 1,000 Social Care Clients (adjusted)",118.9,330
2019/20,East Lothian,All Ages,Mental Health,"Rate per 1,000 Social Care Clients",69.1,245
2019/20,East Lothian,All Ages,Mental Health,"Rate per 1,000 Social Care Clients (adjusted)",57.6,160
2019/20,East Lothian,All Ages,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients",66.3,235
2019/20,East Lothian,All Ages,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients (adjusted)",77.4,215
2019/20,East Lothian,All Ages,Other,"Rate per 1,000 Social Care Clients",0,0
2019/20,East Lothian,All Ages,Other,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,East Lothian,All Ages,Not Recorded,"Rate per 1,000 Social Care Clients",0,0
2019/20,East Lothian,All Ages,Not Recorded,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,East Lothian,0-17 years,Dementia,"Rate per 1,000 Social Care Clients",0,0
2019/20,East Lothian,0-17 years,Dementia,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,East Lothian,0-17 years,Elderly / Frail,"Rate per 1,000 Social Care Clients",0,0
2019/20,East Lothian,0-17 years,Elderly / Frail,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,East Lothian,0-17 years,Learning Disability,"Rate per 1,000 Social Care Clients",555.6,5
2019/20,East Lothian,0-17 years,Learning Disability,"Rate per 1,000 Social Care Clients (adjusted)",625,5
2019/20,East Lothian,0-17 years,Mental Health,"Rate per 1,000 Social Care Clients",0,0
2019/20,East Lothian,0-17 years,Mental Health,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,East Lothian,0-17 years,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients",0,0
