financial_year,sending_location,age_group,service_group,nclient
2017/18,Inverclyde,18-64 years,Community Alarms / Telecare,510
2017/18,Inverclyde,65-74 years,Community Alarms / Telecare,560
2017/18,Inverclyde,75-84 years,Community Alarms / Telecare,1225
2017/18,Inverclyde,85+ years,Community Alarms / Telecare,1075
2017/18,Inverclyde,Unknown,Community Alarms / Telecare,0
2017/18,Inverclyde,All Ages,Day Care,115
2017/18,Inverclyde,0-17 years,Day Care,0
2017/18,Inverclyde,18-64 years,Day Care,20
2017/18,Inverclyde,65-74 years,Day Care,20
2017/18,Inverclyde,75-84 years,Day Care,50
2017/18,Inverclyde,85+ years,Day Care,25
2017/18,Inverclyde,Unknown,Day Care,0
2017/18,Inverclyde,All Ages,Housing Support,555
2017/18,Inverclyde,0-17 years,Housing Support,0
2017/18,Inverclyde,18-64 years,Housing Support,305
2017/18,Inverclyde,65-74 years,Housing Support,90
2017/18,Inverclyde,75-84 years,Housing Support,70
2017/18,Inverclyde,85+ years,Housing Support,90
2017/18,Inverclyde,Unknown,Housing Support,0
2017/18,Inverclyde,All Ages,Meals,35
2017/18,Inverclyde,0-17 years,Meals,0
2017/18,Inverclyde,18-64 years,Meals,0
2017/18,Inverclyde,65-74 years,Meals,5
2017/18,Inverclyde,75-84 years,Meals,5
2017/18,Inverclyde,85+ years,Meals,25
2017/18,Inverclyde,Unknown,Meals,0
2017/18,Inverclyde,All Ages,Social Worker,1785
2017/18,Inverclyde,0-17 years,Social Worker,35
2017/18,Inverclyde,18-64 years,Social Worker,360
2017/18,Inverclyde,65-74 years,Social Worker,280
2017/18,Inverclyde,75-84 years,Social Worker,540
2017/18,Inverclyde,85+ years,Social Worker,565
2017/18,Inverclyde,Unknown,Social Worker,0
2018/19,Inverclyde,All Ages,Care Home,1050
2018/19,Inverclyde,0-17 years,Care Home,0
2018/19,Inverclyde,18-64 years,Care Home,140
2018/19,Inverclyde,65-74 years,Care Home,125
2018/19,Inverclyde,75-84 years,Care Home,305
2018/19,Inverclyde,85+ years,Care Home,480
2018/19,Inverclyde,Unknown,Care Home,0
2018/19,Inverclyde,All Ages,Care at Home,2020
2018/19,Inverclyde,0-17 years,Care at Home,0
2018/19,Inverclyde,18-64 years,Care at Home,215
2018/19,Inverclyde,65-74 years,Care at Home,365
2018/19,Inverclyde,75-84 years,Care at Home,745
2018/19,Inverclyde,85+ years,Care at Home,690
2018/19,Inverclyde,Unknown,Care at Home,0
2018/19,Inverclyde,All Ages,Community Alarms / Telecare,3115
2018/19,Inverclyde,0-17 years,Community Alarms / Telecare,0
2018/19,Inverclyde,18-64 years,Community Alarms / Telecare,490
2018/19,Inverclyde,65-74 years,Community Alarms / Telecare,530
2018/19,Inverclyde,75-84 years,Community Alarms / Telecare,1100
2018/19,Inverclyde,85+ years,Community Alarms / Telecare,990
2018/19,Inverclyde,Unknown,Community Alarms / Telecare,5
2018/19,Inverclyde,All Ages,Day Care,135
2018/19,Inverclyde,0-17 years,Day Care,0
2018/19,Inverclyde,18-64 years,Day Care,45
2018/19,Inverclyde,65-74 years,Day Care,15
2018/19,Inverclyde,75-84 years,Day Care,40
2018/19,Inverclyde,85+ years,Day Care,30
2018/19,Inverclyde,Unknown,Day Care,0
2018/19,Inverclyde,All Ages,Housing Support,565
2018/19,Inverclyde,0-17 years,Housing Support,0
2018/19,Inverclyde,18-64 years,Housing Support,345
2018/19,Inverclyde,65-74 years,Housing Support,70
2018/19,Inverclyde,75-84 years,Housing Support,65
2018/19,Inverclyde,85+ years,Housing Support,80
2018/19,Inverclyde,Unknown,Housing Support,0
2018/19,Inverclyde,All Ages,Meals,0
2018/19,Inverclyde,0-17 years,Meals,0
2018/19,Inverclyde,18-64 years,Meals,0
2018/19,Inverclyde,65-74 years,Meals,0
2018/19,Inverclyde,75-84 years,Meals,0
2018/19,Inverclyde,85+ years,Meals,0
2018/19,Inverclyde,Unknown,Meals,0
2018/19,Inverclyde,All Ages,Social Worker,2355
2018/19,Inverclyde,0-17 years,Social Worker,60
2018/19,Inverclyde,18-64 years,Social Worker,610
2018/19,Inverclyde,65-74 years,Social Worker,420
2018/19,Inverclyde,75-84 years,Social Worker,650
2018/19,Inverclyde,85+ years,Social Worker,615
2018/19,Inverclyde,Unknown,Social Worker,0
2019/20,Inverclyde,All Ages,Care Home,1005
2019/20,Inverclyde,0-17 years,Care Home,0
2019/20,Inverclyde,18-64 years,Care Home,105
2019/20,Inverclyde,65-74 years,Care Home,105
2019/20,Inverclyde,75-84 years,Care Home,315
2019/20,Inverclyde,85+ years,Care Home,475
2019/20,Inverclyde,Unknown,Care Home,0
2019/20,Inverclyde,All Ages,Care at Home,2030
2019/20,Inverclyde,0-17 years,Care at Home,0
2019/20,Inverclyde,18-64 years,Care at Home,225
2019/20,Inverclyde,65-74 years,Care at Home,360
2019/20,Inverclyde,75-84 years,Care at Home,750
2019/20,Inverclyde,85+ years,Care at Home,695
2019/20,Inverclyde,Unknown,Care at Home,0
2019/20,Inverclyde,All Ages,Community Alarms / Telecare,2645
2019/20,Inverclyde,0-17 years,Community Alarms / Telecare,0
2019/20,Inverclyde,18-64 years,Community Alarms / Telecare,380
2019/20,Inverclyde,65-74 years,Community Alarms / Telecare,420
2019/20,Inverclyde,75-84 years,Community Alarms / Telecare,950
2019/20,Inverclyde,85+ years,Community Alarms / Telecare,890
2019/20,Inverclyde,Unknown,Community Alarms / Telecare,0
2019/20,Inverclyde,All Ages,Day Care,195
2019/20,Inverclyde,0-17 years,Day Care,0
2019/20,Inverclyde,18-64 years,Day Care,70
2019/20,Inverclyde,65-74 years,Day Care,35
2019/20,Inverclyde,75-84 years,Day Care,45
2019/20,Inverclyde,85+ years,Day Care,45
2019/20,Inverclyde,Unknown,Day Care,0
2019/20,Inverclyde,All Ages,Housing Support,625
2019/20,Inverclyde,0-17 years,Housing Support,30
2019/20,Inverclyde,18-64 years,Housing Support,340
2019/20,Inverclyde,65-74 years,Housing Support,90
2019/20,Inverclyde,75-84 years,Housing Support,80
2019/20,Inverclyde,85+ years,Housing Support,85
2019/20,Inverclyde,Unknown,Housing Support,0
2019/20,Inverclyde,All Ages,Social Worker,2355
2019/20,Inverclyde,0-17 years,Social Worker,20
2019/20,Inverclyde,18-64 years,Social Worker,415
2019/20,Inverclyde,65-74 years,Social Worker,325
2019/20,Inverclyde,75-84 years,Social Worker,720
2019/20,Inverclyde,85+ years,Social Worker,875
2019/20,Inverclyde,Unknown,Social Worker,0
2020/21,Inverclyde,All Ages,Care Home,910
2020/21,Inverclyde,0-17 years,Care Home,0
2020/21,Inverclyde,18-64 years,Care Home,90
2020/21,Inverclyde,65-74 years,Care Home,105
2020/21,Inverclyde,75-84 years,Care Home,295
2020/21,Inverclyde,85+ years,Care Home,425
2020/21,Inverclyde,Unknown,Care Home,0
2020/21,Inverclyde,All Ages,Care at Home,1875
2020/21,Inverclyde,0-17 years,Care at Home,0
2020/21,Inverclyde,18-64 years,Care at Home,195
2020/21,Inverclyde,65-74 years,Care at Home,345
2020/21,Inverclyde,75-84 years,Care at Home,685
2020/21,Inverclyde,85+ years,Care at Home,650
2020/21,Inverclyde,Unknown,Care at Home,0
2020/21,Inverclyde,All Ages,Community Alarms / Telecare,2565
2020/21,Inverclyde,0-17 years,Community Alarms / Telecare,0
2020/21,Inverclyde,18-64 years,Community Alarms / Telecare,345
2020/21,Inverclyde,65-74 years,Community Alarms / Telecare,405
2020/21,Inverclyde,75-84 years,Community Alarms / Telecare,925
2020/21,Inverclyde,85+ years,Community Alarms / Telecare,885
2020/21,Inverclyde,Unknown,Community Alarms / Telecare,0
2020/21,Inverclyde,All Ages,Day Care,230
2020/21,Inverclyde,0-17 years,Day Care,0
2020/21,Inverclyde,18-64 years,Day Care,90
2020/21,Inverclyde,65-74 years,Day Care,40
2020/21,Inverclyde,75-84 years,Day Care,50
2020/21,Inverclyde,85+ years,Day Care,55
2020/21,Inverclyde,Unknown,Day Care,0
2020/21,Inverclyde,All Ages,Social Worker,2910
2020/21,Inverclyde,0-17 years,Social Worker,0
2020/21,Inverclyde,18-64 years,Social Worker,595
2020/21,Inverclyde,65-74 years,Social Worker,490
2020/21,Inverclyde,75-84 years,Social Worker,905
2020/21,Inverclyde,85+ years,Social Worker,920
2020/21,Inverclyde,Unknown,Social Worker,0
2021/22,Inverclyde,All Ages,Care Home,910
2021/22,Inverclyde,0-17 years,Care Home,0
2021/22,Inverclyde,18-64 years,Care Home,100
2021/22,Inverclyde,65-74 years,Care Home,115
2021/22,Inverclyde,75-84 years,Care Home,300
2021/22,Inverclyde,85+ years,Care Home,395
2021/22,Inverclyde,Unknown,Care Home,0
2021/22,Inverclyde,All Ages,Care at Home,1965
2021/22,Inverclyde,0-17 years,Care at Home,0
2021/22,Inverclyde,18-64 years,Care at Home,220
2021/22,Inverclyde,65-74 years,Care at Home,355
2021/22,Inverclyde,75-84 years,Care at Home,715
2021/22,Inverclyde,85+ years,Care at Home,675
2021/22,Inverclyde,Unknown,Care at Home,0
2021/22,Inverclyde,All Ages,Community Alarms / Telecare,2470
2021/22,Inverclyde,0-17 years,Community Alarms / Telecare,0
2021/22,Inverclyde,18-64 years,Community Alarms / Telecare,325
2021/22,Inverclyde,65-74 years,Community Alarms / Telecare,375
2021/22,Inverclyde,75-84 years,Community Alarms / Telecare,880
2021/22,Inverclyde,85+ years,Community Alarms / Telecare,890
2021/22,Inverclyde,Unknown,Community Alarms / Telecare,0
2021/22,Inverclyde,All Ages,Day Care,180
2021/22,Inverclyde,0-17 years,Day Care,0
2021/22,Inverclyde,18-64 years,Day Care,60
2021/22,Inverclyde,65-74 years,Day Care,25
2021/22,Inverclyde,75-84 years,Day Care,50
2021/22,Inverclyde,85+ years,Day Care,40
2021/22,Inverclyde,Unknown,Day Care,0
2021/22,Inverclyde,All Ages,Social Worker,2520
2021/22,Inverclyde,0-17 years,Social Worker,50
2021/22,Inverclyde,18-64 years,Social Worker,530
2021/22,Inverclyde,65-74 years,Social Worker,415
2021/22,Inverclyde,75-84 years,Social Worker,770
2021/22,Inverclyde,85+ years,Social Worker,755
2021/22,Inverclyde,Unknown,Social Worker,0
2017/18,Midlothian,All Ages,Care Home,615
2017/18,Midlothian,0-17 years,Care Home,20
2017/18,Midlothian,18-64 years,Care Home,50
2017/18,Midlothian,65-74 years,Care Home,70
2017/18,Midlothian,75-84 years,Care Home,200
2017/18,Midlothian,85+ years,Care Home,275
2017/18,Midlothian,Unknown,Care Home,0
2017/18,Midlothian,All Ages,Care at Home,1115
2017/18,Midlothian,0-17 years,Care at Home,10
2017/18,Midlothian,18-64 years,Care at Home,280
2017/18,Midlothian,65-74 years,Care at Home,175
2017/18,Midlothian,75-84 years,Care at Home,340
2017/18,Midlothian,85+ years,Care at Home,310
2017/18,Midlothian,Unknown,Care at Home,0
2017/18,Midlothian,All Ages,Community Alarms / Telecare,2225
2017/18,Midlothian,0-17 years,Community Alarms / Telecare,20
2017/18,Midlothian,18-64 years,Community Alarms / Telecare,325
2017/18,Midlothian,65-74 years,Community Alarms / Telecare,370
2017/18,Midlothian,75-84 years,Community Alarms / Telecare,800
2017/18,Midlothian,85+ years,Community Alarms / Telecare,715
2017/18,Midlothian,Unknown,Community Alarms / Telecare,0
2017/18,Midlothian,All Ages,Day Care,10
2017/18,Midlothian,0-17 years,Day Care,10
2017/18,Midlothian,18-64 years,Day Care,0
2017/18,Midlothian,65-74 years,Day Care,0
2017/18,Midlothian,75-84 years,Day Care,0
2017/18,Midlothian,85+ years,Day Care,0
2017/18,Midlothian,Unknown,Day Care,0
2017/18,Midlothian,All Ages,Housing Support,380
2017/18,Midlothian,0-17 years,Housing Support,5
2017/18,Midlothian,18-64 years,Housing Support,195
2017/18,Midlothian,65-74 years,Housing Support,95
2017/18,Midlothian,75-84 years,Housing Support,60
2017/18,Midlothian,85+ years,Housing Support,25
2017/18,Midlothian,Unknown,Housing Support,0
2017/18,Midlothian,All Ages,Meals,70
2017/18,Midlothian,0-17 years,Meals,0
2017/18,Midlothian,18-64 years,Meals,10
2017/18,Midlothian,65-74 years,Meals,15
2017/18,Midlothian,75-84 years,Meals,15
2017/18,Midlothian,85+ years,Meals,30
2017/18,Midlothian,Unknown,Meals,0
2017/18,Midlothian,All Ages,Social Worker,640
2017/18,Midlothian,0-17 years,Social Worker,160
2017/18,Midlothian,18-64 years,Social Worker,250
2017/18,Midlothian,65-74 years,Social Worker,60
2017/18,Midlothian,75-84 years,Social Worker,85
2017/18,Midlothian,85+ years,Social Worker,80
2017/18,Midlothian,Unknown,Social Worker,0
2018/19,Midlothian,All Ages,Care Home,765
2018/19,Midlothian,0-17 years,Care Home,0
2018/19,Midlothian,18-64 years,Care Home,55
2018/19,Midlothian,65-74 years,Care Home,90
2018/19,Midlothian,75-84 years,Care Home,245
2018/19,Midlothian,85+ years,Care Home,375
2018/19,Midlothian,Unknown,Care Home,0
2018/19,Midlothian,All Ages,Care at Home,1390
2018/19,Midlothian,0-17 years,Care at Home,5
2018/19,Midlothian,18-64 years,Care at Home,315
2018/19,Midlothian,65-74 years,Care at Home,235
2018/19,Midlothian,75-84 years,Care at Home,420
2018/19,Midlothian,85+ years,Care at Home,420
2018/19,Midlothian,Unknown,Care at Home,0
2018/19,Midlothian,All Ages,Community Alarms / Telecare,2280
2018/19,Midlothian,0-17 years,Community Alarms / Telecare,25
2018/19,Midlothian,18-64 years,Community Alarms / Telecare,325
2018/19,Midlothian,65-74 years,Community Alarms / Telecare,370
2018/19,Midlothian,75-84 years,Community Alarms / Telecare,835
2018/19,Midlothian,85+ years,Community Alarms / Telecare,725
2018/19,Midlothian,Unknown,Community Alarms / Telecare,0
2018/19,Midlothian,All Ages,Day Care,280
2018/19,Midlothian,0-17 years,Day Care,115
2018/19,Midlothian,18-64 years,Day Care,90
2018/19,Midlothian,65-74 years,Day Care,15
2018/19,Midlothian,75-84 years,Day Care,25
2018/19,Midlothian,85+ years,Day Care,35
2018/19,Midlothian,Unknown,Day Care,0
2018/19,Midlothian,All Ages,Housing Support,120
2018/19,Midlothian,0-17 years,Housing Support,0
2018/19,Midlothian,18-64 years,Housing Support,90
2018/19,Midlothian,65-74 years,Housing Support,20
2018/19,Midlothian,75-84 years,Housing Support,10
2018/19,Midlothian,85+ years,Housing Support,5
2018/19,Midlothian,Unknown,Housing Support,0
2018/19,Midlothian,All Ages,Meals,50
2018/19,Midlothian,0-17 years,Meals,0
2018/19,Midlothian,18-64 years,Meals,10
2018/19,Midlothian,65-74 years,Meals,15
2018/19,Midlothian,75-84 years,Meals,10
2018/19,Midlothian,85+ years,Meals,20
2018/19,Midlothian,Unknown,Meals,0
2018/19,Midlothian,All Ages,Social Worker,2805
2018/19,Midlothian,0-17 years,Social Worker,295
2018/19,Midlothian,18-64 years,Social Worker,670
2018/19,Midlothian,65-74 years,Social Worker,375
2018/19,Midlothian,75-84 years,Social Worker,700
2018/19,Midlothian,85+ years,Social Worker,760
2018/19,Midlothian,Unknown,Social Worker,0
2019/20,Midlothian,All Ages,Care Home,690
2019/20,Midlothian,0-17 years,Care Home,0
2019/20,Midlothian,18-64 years,Care Home,50
2019/20,Midlothian,65-74 years,Care Home,70
2019/20,Midlothian,75-84 years,Care Home,225
2019/20,Midlothian,85+ years,Care Home,345
2019/20,Midlothian,Unknown,Care Home,0
2019/20,Midlothian,All Ages,Care at Home,1310
2019/20,Midlothian,0-17 years,Care at Home,5
2019/20,Midlothian,18-64 years,Care at Home,345
2019/20,Midlothian,65-74 years,Care at Home,210
2019/20,Midlothian,75-84 years,Care at Home,385
2019/20,Midlothian,85+ years,Care at Home,370
2019/20,Midlothian,Unknown,Care at Home,0
2019/20,Midlothian,All Ages,Community Alarms / Telecare,2125
2019/20,Midlothian,0-17 years,Community Alarms / Telecare,15
2019/20,Midlothian,18-64 years,Community Alarms / Telecare,280
2019/20,Midlothian,65-74 years,Community Alarms / Telecare,300
2019/20,Midlothian,75-84 years,Community Alarms / Telecare,820
2019/20,Midlothian,85+ years,Community Alarms / Telecare,705
2019/20,Midlothian,Unknown,Community Alarms / Telecare,0
2019/20,Midlothian,All Ages,Day Care,175
2019/20,Midlothian,0-17 years,Day Care,0
2019/20,Midlothian,18-64 years,Day Care,105
2019/20,Midlothian,65-74 years,Day Care,20
2019/20,Midlothian,75-84 years,Day Care,15
2019/20,Midlothian,85+ years,Day Care,30
2019/20,Midlothian,Unknown,Day Care,0
2019/20,Midlothian,All Ages,Housing Support,325
2019/20,Midlothian,0-17 years,Housing Support,0
2019/20,Midlothian,18-64 years,Housing Support,205
2019/20,Midlothian,65-74 years,Housing Support,70
2019/20,Midlothian,75-84 years,Housing Support,35
2019/20,Midlothian,85+ years,Housing Support,15
2019/20,Midlothian,Unknown,Housing Support,0
2019/20,Midlothian,All Ages,Meals,55
2019/20,Midlothian,0-17 years,Meals,0
2019/20,Midlothian,18-64 years,Meals,10
2019/20,Midlothian,65-74 years,Meals,10
2019/20,Midlothian,75-84 years,Meals,15
2019/20,Midlothian,85+ years,Meals,20
2019/20,Midlothian,Unknown,Meals,0
2019/20,Midlothian,All Ages,Social Worker,365
2019/20,Midlothian,0-17 years,Social Worker,20
2019/20,Midlothian,18-64 years,Social Worker,125
2019/20,Midlothian,65-74 years,Social Worker,55
2019/20,Midlothian,75-84 years,Social Worker,100
2019/20,Midlothian,85+ years,Social Worker,65
2019/20,Midlothian,Unknown,Social Worker,0
2020/21,Midlothian,All Ages,Care Home,665
2020/21,Midlothian,0-17 years,Care Home,0
2020/21,Midlothian,18-64 years,Care Home,45
2020/21,Midlothian,65-74 years,Care Home,70
2020/21,Midlothian,75-84 years,Care Home,215
2020/21,Midlothian,85+ years,Care Home,335
2020/21,Midlothian,Unknown,Care Home,0
2020/21,Midlothian,All Ages,Care at Home,1370
2020/21,Midlothian,0-17 years,Care at Home,0
2020/21,Midlothian,18-64 years,Care at Home,340
2020/21,Midlothian,65-74 years,Care at Home,230
2020/21,Midlothian,75-84 years,Care at Home,400
2020/21,Midlothian,85+ years,Care at Home,395
2020/21,Midlothian,Unknown,Care at Home,5
2020/21,Midlothian,All Ages,Community Alarms / Telecare,2060
2020/21,Midlothian,0-17 years,Community Alarms / Telecare,5
2020/21,Midlothian,18-64 years,Community Alarms / Telecare,250
2020/21,Midlothian,65-74 years,Community Alarms / Telecare,315
2020/21,Midlothian,75-84 years,Community Alarms / Telecare,775
2020/21,Midlothian,85+ years,Community Alarms / Telecare,710
2020/21,Midlothian,Unknown,Community Alarms / Telecare,0
2020/21,Midlothian,All Ages,Day Care,420
2020/21,Midlothian,0-17 years,Day Care,10
2020/21,Midlothian,18-64 years,Day Care,310
2020/21,Midlothian,65-74 years,Day Care,40
2020/21,Midlothian,75-84 years,Day Care,25
2020/21,Midlothian,85+ years,Day Care,35
2020/21,Midlothian,Unknown,Day Care,0
2020/21,Midlothian,All Ages,Meals,45
2020/21,Midlothian,0-17 years,Meals,0
2020/21,Midlothian,18-64 years,Meals,10
2020/21,Midlothian,65-74 years,Meals,10
2020/21,Midlothian,75-84 years,Meals,10
2020/21,Midlothian,85+ years,Meals,15
2020/21,Midlothian,Unknown,Meals,0
2020/21,Midlothian,All Ages,Social Worker,1610
2020/21,Midlothian,0-17 years,Social Worker,95
2020/21,Midlothian,18-64 years,Social Worker,580
2020/21,Midlothian,65-74 years,Social Worker,215
2020/21,Midlothian,75-84 years,Social Worker,335
2020/21,Midlothian,85+ years,Social Worker,385
2020/21,Midlothian,Unknown,Social Worker,0
2021/22,Midlothian,All Ages,Care Home,605
2021/22,Midlothian,0-17 years,Care Home,0
2021/22,Midlothian,18-64 years,Care Home,40
2021/22,Midlothian,65-74 years,Care Home,75
2021/22,Midlothian,75-84 years,Care Home,200
2021/22,Midlothian,85+ years,Care Home,290
2021/22,Midlothian,Unknown,Care Home,0
2021/22,Midlothian,All Ages,Care at Home,1315
2021/22,Midlothian,0-17 years,Care at Home,0
2021/22,Midlothian,18-64 years,Care at Home,325
2021/22,Midlothian,65-74 years,Care at Home,220
2021/22,Midlothian,75-84 years,Care at Home,390
2021/22,Midlothian,85+ years,Care at Home,375
2021/22,Midlothian,Unknown,Care at Home,0
2021/22,Midlothian,All Ages,Community Alarms / Telecare,2335
2021/22,Midlothian,0-17 years,Community Alarms / Telecare,5
2021/22,Midlothian,18-64 years,Community Alarms / Telecare,290
2021/22,Midlothian,65-74 years,Community Alarms / Telecare,350
2021/22,Midlothian,75-84 years,Community Alarms / Telecare,825
2021/22,Midlothian,85+ years,Community Alarms / Telecare,865
2021/22,Midlothian,Unknown,Community Alarms / Telecare,0
2021/22,Midlothian,All Ages,Day Care,290
