financial_year,sending_location,age_group,client_group,measure,denominator,nclient,rate
2017/18,Moray,All Ages,Elderly / Frail,"Rate per 1,000 Social Care Clients",3324,1820,547.5
2017/18,Moray,All Ages,Elderly / Frail,"Rate per 1,000 Social Care Clients (adjusted)",3324,1820,547.5
2017/18,Moray,All Ages,Learning Disability,"Rate per 1,000 Social Care Clients",3324,290,87.2
2017/18,Moray,All Ages,Learning Disability,"Rate per 1,000 Social Care Clients (adjusted)",3324,290,87.2
2017/18,Moray,All Ages,Mental Health,"Rate per 1,000 Social Care Clients",3324,175,52.6
2017/18,Moray,All Ages,Mental Health,"Rate per 1,000 Social Care Clients (adjusted)",3324,175,52.6
2017/18,Moray,All Ages,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients",3324,800,240.7
2017/18,Moray,All Ages,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients (adjusted)",3324,800,240.7
2017/18,Moray,All Ages,Other,"Rate per 1,000 Social Care Clients",3324,115,34.6
2017/18,Moray,All Ages,Other,"Rate per 1,000 Social Care Clients (adjusted)",3324,115,34.6
2017/18,Moray,All Ages,Not Recorded,"Rate per 1,000 Social Care Clients",3324,635,191
2017/18,Moray,All Ages,Not Recorded,"Rate per 1,000 Social Care Clients (adjusted)",3324,635,191
2017/18,Moray,0-17 years,Dementia,"Rate per 1,000 Social Care Clients",31,0,0
2017/18,Moray,0-17 years,Dementia,"Rate per 1,000 Social Care Clients (adjusted)",31,0,0
2017/18,Moray,0-17 years,Elderly / Frail,"Rate per 1,000 Social Care Clients",31,0,0
2017/18,Moray,0-17 years,Elderly / Frail,"Rate per 1,000 Social Care Clients (adjusted)",31,0,0
2017/18,Moray,0-17 years,Learning Disability,"Rate per 1,000 Social Care Clients",31,5,161.3
2017/18,Moray,0-17 years,Learning Disability,"Rate per 1,000 Social Care Clients (adjusted)",31,5,161.3
2017/18,Moray,0-17 years,Mental Health,"Rate per 1,000 Social Care Clients",31,0,0
2017/18,Moray,0-17 years,Mental Health,"Rate per 1,000 Social Care Clients (adjusted)",31,0,0
2017/18,Moray,0-17 years,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients",31,5,161.3
2017/18,Moray,0-17 years,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients (adjusted)",31,5,161.3
2017/18,Moray,0-17 years,Other,"Rate per 1,000 Social Care Clients",31,15,483.9
2017/18,Moray,0-17 years,Other,"Rate per 1,000 Social Care Clients (adjusted)",31,15,483.9
2017/18,Moray,0-17 years,Not Recorded,"Rate per 1,000 Social Care Clients",31,10,322.6
2017/18,Moray,0-17 years,Not Recorded,"Rate per 1,000 Social Care Clients (adjusted)",31,10,322.6
2017/18,Moray,18-64 years,Dementia,"Rate per 1,000 Social Care Clients",630,5,7.9
2017/18,Moray,18-64 years,Dementia,"Rate per 1,000 Social Care Clients (adjusted)",630,5,7.9
2017/18,Moray,18-64 years,Elderly / Frail,"Rate per 1,000 Social Care Clients",630,15,23.8
2017/18,Moray,18-64 years,Elderly / Frail,"Rate per 1,000 Social Care Clients (adjusted)",630,15,23.8
2017/18,Moray,18-64 years,Learning Disability,"Rate per 1,000 Social Care Clients",630,240,381
2017/18,Moray,18-64 years,Learning Disability,"Rate per 1,000 Social Care Clients (adjusted)",630,240,381
2017/18,Moray,18-64 years,Mental Health,"Rate per 1,000 Social Care Clients",630,85,134.9
2017/18,Moray,18-64 years,Mental Health,"Rate per 1,000 Social Care Clients (adjusted)",630,85,134.9
2017/18,Moray,18-64 years,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients",630,210,333.3
2017/18,Moray,18-64 years,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients (adjusted)",630,210,333.3
2017/18,Moray,18-64 years,Other,"Rate per 1,000 Social Care Clients",630,55,87.3
2017/18,Moray,18-64 years,Other,"Rate per 1,000 Social Care Clients (adjusted)",630,55,87.3
2017/18,Moray,18-64 years,Not Recorded,"Rate per 1,000 Social Care Clients",630,105,166.7
2017/18,Moray,18-64 years,Not Recorded,"Rate per 1,000 Social Care Clients (adjusted)",630,105,166.7
2017/18,Moray,65-74 years,Dementia,"Rate per 1,000 Social Care Clients",452,35,77.4
2017/18,Moray,65-74 years,Dementia,"Rate per 1,000 Social Care Clients (adjusted)",452,35,77.4
2017/18,Moray,65-74 years,Elderly / Frail,"Rate per 1,000 Social Care Clients",452,225,497.8
2017/18,Moray,65-74 years,Elderly / Frail,"Rate per 1,000 Social Care Clients (adjusted)",452,225,497.8
2017/18,Moray,65-74 years,Learning Disability,"Rate per 1,000 Social Care Clients",452,30,66.4
2017/18,Moray,65-74 years,Learning Disability,"Rate per 1,000 Social Care Clients (adjusted)",452,30,66.4
2017/18,Moray,65-74 years,Mental Health,"Rate per 1,000 Social Care Clients",452,40,88.5
2017/18,Moray,65-74 years,Mental Health,"Rate per 1,000 Social Care Clients (adjusted)",452,40,88.5
2017/18,Moray,65-74 years,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients",452,150,331.9
2017/18,Moray,65-74 years,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients (adjusted)",452,150,331.9
2017/18,Moray,65-74 years,Other,"Rate per 1,000 Social Care Clients",452,20,44.2
2017/18,Moray,65-74 years,Other,"Rate per 1,000 Social Care Clients (adjusted)",452,20,44.2
2017/18,Moray,65-74 years,Not Recorded,"Rate per 1,000 Social Care Clients",452,80,177
2017/18,Moray,65-74 years,Not Recorded,"Rate per 1,000 Social Care Clients (adjusted)",452,80,177
2017/18,Moray,75-84 years,Dementia,"Rate per 1,000 Social Care Clients",990,110,111.1
2017/18,Moray,75-84 years,Dementia,"Rate per 1,000 Social Care Clients (adjusted)",990,110,111.1
2017/18,Moray,75-84 years,Elderly / Frail,"Rate per 1,000 Social Care Clients",990,695,702
2017/18,Moray,75-84 years,Elderly / Frail,"Rate per 1,000 Social Care Clients (adjusted)",990,695,702
2017/18,Moray,75-84 years,Learning Disability,"Rate per 1,000 Social Care Clients",990,10,10.1
2017/18,Moray,75-84 years,Learning Disability,"Rate per 1,000 Social Care Clients (adjusted)",990,10,10.1
2017/18,Moray,75-84 years,Mental Health,"Rate per 1,000 Social Care Clients",990,30,30.3
2017/18,Moray,75-84 years,Mental Health,"Rate per 1,000 Social Care Clients (adjusted)",990,30,30.3
2017/18,Moray,75-84 years,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients",990,220,222.2
2017/18,Moray,75-84 years,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients (adjusted)",990,220,222.2
2017/18,Moray,75-84 years,Other,"Rate per 1,000 Social Care Clients",990,20,20.2
2017/18,Moray,75-84 years,Other,"Rate per 1,000 Social Care Clients (adjusted)",990,20,20.2
2017/18,Moray,75-84 years,Not Recorded,"Rate per 1,000 Social Care Clients",990,185,186.9
2017/18,Moray,75-84 years,Not Recorded,"Rate per 1,000 Social Care Clients (adjusted)",990,185,186.9
2017/18,Moray,85+ years,Dementia,"Rate per 1,000 Social Care Clients",1221,115,94.2
2017/18,Moray,85+ years,Dementia,"Rate per 1,000 Social Care Clients (adjusted)",1221,115,94.2
2017/18,Moray,85+ years,Elderly / Frail,"Rate per 1,000 Social Care Clients",1221,885,724.8
2017/18,Moray,85+ years,Elderly / Frail,"Rate per 1,000 Social Care Clients (adjusted)",1221,885,724.8
2017/18,Moray,85+ years,Learning Disability,"Rate per 1,000 Social Care Clients",1221,0,0
2017/18,Moray,85+ years,Learning Disability,"Rate per 1,000 Social Care Clients (adjusted)",1221,0,0
2017/18,Moray,85+ years,Mental Health,"Rate per 1,000 Social Care Clients",1221,20,16.4
2017/18,Moray,85+ years,Mental Health,"Rate per 1,000 Social Care Clients (adjusted)",1221,20,16.4
2017/18,Moray,85+ years,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients",1221,215,176.1
2017/18,Moray,85+ years,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients (adjusted)",1221,215,176.1
2017/18,Moray,85+ years,Other,"Rate per 1,000 Social Care Clients",1221,5,4.1
2017/18,Moray,85+ years,Other,"Rate per 1,000 Social Care Clients (adjusted)",1221,5,4.1
2017/18,Moray,85+ years,Not Recorded,"Rate per 1,000 Social Care Clients",1221,255,208.8
2017/18,Moray,85+ years,Not Recorded,"Rate per 1,000 Social Care Clients (adjusted)",1221,255,208.8
2017/18,Moray,Unknown,Dementia,"Rate per 1,000 Social Care Clients",NA,0,0
2017/18,Moray,Unknown,Dementia,"Rate per 1,000 Social Care Clients (adjusted)",NA,0,0
2017/18,Moray,Unknown,Elderly / Frail,"Rate per 1,000 Social Care Clients",NA,0,0
2017/18,Moray,Unknown,Elderly / Frail,"Rate per 1,000 Social Care Clients (adjusted)",NA,0,0
2017/18,Moray,Unknown,Learning Disability,"Rate per 1,000 Social Care Clients",NA,0,0
2017/18,Moray,Unknown,Learning Disability,"Rate per 1,000 Social Care Clients (adjusted)",NA,0,0
2017/18,Moray,Unknown,Mental Health,"Rate per 1,000 Social Care Clients",NA,0,0
2017/18,Moray,Unknown,Mental Health,"Rate per 1,000 Social Care Clients (adjusted)",NA,0,0
2017/18,Moray,Unknown,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients",NA,0,0
2017/18,Moray,Unknown,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients (adjusted)",NA,0,0
2017/18,Moray,Unknown,Other,"Rate per 1,000 Social Care Clients",NA,0,0
2017/18,Moray,Unknown,Other,"Rate per 1,000 Social Care Clients (adjusted)",NA,0,0
2017/18,Moray,Unknown,Not Recorded,"Rate per 1,000 Social Care Clients",NA,0,0
2017/18,Moray,Unknown,Not Recorded,"Rate per 1,000 Social Care Clients (adjusted)",NA,0,0
2018/19,Moray,All Ages,Dementia,"Rate per 1,000 Social Care Clients",3583,365,101.9
2018/19,Moray,All Ages,Dementia,"Rate per 1,000 Social Care Clients (adjusted)",3580,365,102
2018/19,Moray,All Ages,Elderly / Frail,"Rate per 1,000 Social Care Clients",3583,2475,690.8
2018/19,Moray,All Ages,Elderly / Frail,"Rate per 1,000 Social Care Clients (adjusted)",3580,2475,691.3
2018/19,Moray,All Ages,Learning Disability,"Rate per 1,000 Social Care Clients",3583,330,92.1
2018/19,Moray,All Ages,Learning Disability,"Rate per 1,000 Social Care Clients (adjusted)",3580,330,92.2
2018/19,Moray,All Ages,Mental Health,"Rate per 1,000 Social Care Clients",3583,230,64.2
2018/19,Moray,All Ages,Mental Health,"Rate per 1,000 Social Care Clients (adjusted)",3580,230,64.2
2018/19,Moray,All Ages,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients",3583,1070,298.6
2018/19,Moray,All Ages,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients (adjusted)",3580,1070,298.9
2018/19,Moray,All Ages,Other,"Rate per 1,000 Social Care Clients",3583,140,39.1
2018/19,Moray,All Ages,Other,"Rate per 1,000 Social Care Clients (adjusted)",3580,140,39.1
2018/19,Moray,All Ages,Not Recorded,"Rate per 1,000 Social Care Clients",3583,90,25.1
2018/19,Moray,All Ages,Not Recorded,"Rate per 1,000 Social Care Clients (adjusted)",3580,90,25.1
2018/19,Moray,0-17 years,Dementia,"Rate per 1,000 Social Care Clients",34,0,0
2018/19,Moray,0-17 years,Dementia,"Rate per 1,000 Social Care Clients (adjusted)",34,0,0
2018/19,Moray,0-17 years,Elderly / Frail,"Rate per 1,000 Social Care Clients",34,0,0
2018/19,Moray,0-17 years,Elderly / Frail,"Rate per 1,000 Social Care Clients (adjusted)",34,0,0
2018/19,Moray,0-17 years,Learning Disability,"Rate per 1,000 Social Care Clients",34,5,147.1
2018/19,Moray,0-17 years,Learning Disability,"Rate per 1,000 Social Care Clients (adjusted)",34,5,147.1
2018/19,Moray,0-17 years,Mental Health,"Rate per 1,000 Social Care Clients",34,0,0
2018/19,Moray,0-17 years,Mental Health,"Rate per 1,000 Social Care Clients (adjusted)",34,0,0
2018/19,Moray,0-17 years,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients",34,5,147.1
2018/19,Moray,0-17 years,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients (adjusted)",34,5,147.1
2018/19,Moray,0-17 years,Other,"Rate per 1,000 Social Care Clients",34,20,588.2
2018/19,Moray,0-17 years,Other,"Rate per 1,000 Social Care Clients (adjusted)",34,20,588.2
2018/19,Moray,0-17 years,Not Recorded,"Rate per 1,000 Social Care Clients",34,10,294.1
2018/19,Moray,0-17 years,Not Recorded,"Rate per 1,000 Social Care Clients (adjusted)",34,10,294.1
2018/19,Moray,18-64 years,Dementia,"Rate per 1,000 Social Care Clients",623,15,24.1
2018/19,Moray,18-64 years,Dementia,"Rate per 1,000 Social Care Clients (adjusted)",623,15,24.1
2018/19,Moray,18-64 years,Elderly / Frail,"Rate per 1,000 Social Care Clients",623,70,112.4
2018/19,Moray,18-64 years,Elderly / Frail,"Rate per 1,000 Social Care Clients (adjusted)",623,70,112.4
2018/19,Moray,18-64 years,Learning Disability,"Rate per 1,000 Social Care Clients",623,240,385.2
2018/19,Moray,18-64 years,Learning Disability,"Rate per 1,000 Social Care Clients (adjusted)",623,240,385.2
2018/19,Moray,18-64 years,Mental Health,"Rate per 1,000 Social Care Clients",623,110,176.6
2018/19,Moray,18-64 years,Mental Health,"Rate per 1,000 Social Care Clients (adjusted)",623,110,176.6
2018/19,Moray,18-64 years,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients",623,240,385.2
2018/19,Moray,18-64 years,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients (adjusted)",623,240,385.2
2018/19,Moray,18-64 years,Other,"Rate per 1,000 Social Care Clients",623,60,96.3
2018/19,Moray,18-64 years,Other,"Rate per 1,000 Social Care Clients (adjusted)",623,60,96.3
2018/19,Moray,18-64 years,Not Recorded,"Rate per 1,000 Social Care Clients",623,15,24.1
2018/19,Moray,18-64 years,Not Recorded,"Rate per 1,000 Social Care Clients (adjusted)",623,15,24.1
2018/19,Moray,65-74 years,Dementia,"Rate per 1,000 Social Care Clients",455,45,98.9
2018/19,Moray,65-74 years,Dementia,"Rate per 1,000 Social Care Clients (adjusted)",454,45,99.1
2018/19,Moray,65-74 years,Elderly / Frail,"Rate per 1,000 Social Care Clients",455,255,560.4
2018/19,Moray,65-74 years,Elderly / Frail,"Rate per 1,000 Social Care Clients (adjusted)",454,255,561.7
2018/19,Moray,65-74 years,Learning Disability,"Rate per 1,000 Social Care Clients",455,45,98.9
2018/19,Moray,65-74 years,Learning Disability,"Rate per 1,000 Social Care Clients (adjusted)",454,45,99.1
2018/19,Moray,65-74 years,Mental Health,"Rate per 1,000 Social Care Clients",455,40,87.9
2018/19,Moray,65-74 years,Mental Health,"Rate per 1,000 Social Care Clients (adjusted)",454,40,88.1
2018/19,Moray,65-74 years,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients",455,180,395.6
2018/19,Moray,65-74 years,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients (adjusted)",454,180,396.5
2018/19,Moray,65-74 years,Other,"Rate per 1,000 Social Care Clients",455,20,44
2018/19,Moray,65-74 years,Other,"Rate per 1,000 Social Care Clients (adjusted)",454,20,44.1
2018/19,Moray,65-74 years,Not Recorded,"Rate per 1,000 Social Care Clients",455,15,33
2018/19,Moray,65-74 years,Not Recorded,"Rate per 1,000 Social Care Clients (adjusted)",454,10,22
2018/19,Moray,75-84 years,Dementia,"Rate per 1,000 Social Care Clients",1064,130,122.2
2018/19,Moray,75-84 years,Dementia,"Rate per 1,000 Social Care Clients (adjusted)",1063,130,122.3
2018/19,Moray,75-84 years,Elderly / Frail,"Rate per 1,000 Social Care Clients",1064,905,850.6
2018/19,Moray,75-84 years,Elderly / Frail,"Rate per 1,000 Social Care Clients (adjusted)",1063,905,851.4
2018/19,Moray,75-84 years,Learning Disability,"Rate per 1,000 Social Care Clients",1064,20,18.8
2018/19,Moray,75-84 years,Learning Disability,"Rate per 1,000 Social Care Clients (adjusted)",1063,20,18.8
2018/19,Moray,75-84 years,Mental Health,"Rate per 1,000 Social Care Clients",1064,45,42.3
2018/19,Moray,75-84 years,Mental Health,"Rate per 1,000 Social Care Clients (adjusted)",1063,45,42.3
2018/19,Moray,75-84 years,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients",1064,295,277.3
2018/19,Moray,75-84 years,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients (adjusted)",1063,295,277.5
2018/19,Moray,75-84 years,Other,"Rate per 1,000 Social Care Clients",1064,25,23.5
2018/19,Moray,75-84 years,Other,"Rate per 1,000 Social Care Clients (adjusted)",1063,25,23.5
2018/19,Moray,75-84 years,Not Recorded,"Rate per 1,000 Social Care Clients",1064,20,18.8
2018/19,Moray,75-84 years,Not Recorded,"Rate per 1,000 Social Care Clients (adjusted)",1063,15,14.1
2018/19,Moray,85+ years,Dementia,"Rate per 1,000 Social Care Clients",1407,175,124.4
2018/19,Moray,85+ years,Dementia,"Rate per 1,000 Social Care Clients (adjusted)",1406,175,124.5
2018/19,Moray,85+ years,Elderly / Frail,"Rate per 1,000 Social Care Clients",1407,1240,881.3
2018/19,Moray,85+ years,Elderly / Frail,"Rate per 1,000 Social Care Clients (adjusted)",1406,1240,881.9
2018/19,Moray,85+ years,Learning Disability,"Rate per 1,000 Social Care Clients",1407,20,14.2
2018/19,Moray,85+ years,Learning Disability,"Rate per 1,000 Social Care Clients (adjusted)",1406,20,14.2
2018/19,Moray,85+ years,Mental Health,"Rate per 1,000 Social Care Clients",1407,30,21.3
2018/19,Moray,85+ years,Mental Health,"Rate per 1,000 Social Care Clients (adjusted)",1406,30,21.3
2018/19,Moray,85+ years,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients",1407,355,252.3
2018/19,Moray,85+ years,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients (adjusted)",1406,355,252.5
2018/19,Moray,85+ years,Other,"Rate per 1,000 Social Care Clients",1407,20,14.2
2018/19,Moray,85+ years,Other,"Rate per 1,000 Social Care Clients (adjusted)",1406,20,14.2
2018/19,Moray,85+ years,Not Recorded,"Rate per 1,000 Social Care Clients",1407,35,24.9
2018/19,Moray,85+ years,Not Recorded,"Rate per 1,000 Social Care Clients (adjusted)",1406,35,24.9
2018/19,Moray,Unknown,Dementia,"Rate per 1,000 Social Care Clients",NA,0,0
2018/19,Moray,Unknown,Dementia,"Rate per 1,000 Social Care Clients (adjusted)",NA,0,0
2018/19,Moray,Unknown,Elderly / Frail,"Rate per 1,000 Social Care Clients",NA,0,0
2018/19,Moray,Unknown,Elderly / Frail,"Rate per 1,000 Social Care Clients (adjusted)",NA,0,0
2018/19,Moray,Unknown,Learning Disability,"Rate per 1,000 Social Care Clients",NA,0,0
2018/19,Moray,Unknown,Learning Disability,"Rate per 1,000 Social Care Clients (adjusted)",NA,0,0
2018/19,Moray,Unknown,Mental Health,"Rate per 1,000 Social Care Clients",NA,0,0
2018/19,Moray,Unknown,Mental Health,"Rate per 1,000 Social Care Clients (adjusted)",NA,0,0
2018/19,Moray,Unknown,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients",NA,0,0
2018/19,Moray,Unknown,Physical and Sensory Disability,"Rate per 1,000 Social Care Clients (adjusted)",NA,0,0
2018/19,Moray,Unknown,Other,"Rate per 1,000 Social Care Clients",NA,0,0
2018/19,Moray,Unknown,Other,"Rate per 1,000 Social Care Clients (adjusted)",NA,0,0
2018/19,Moray,Unknown,Not Recorded,"Rate per 1,000 Social Care Clients",NA,0,0
2018/19,Moray,Unknown,Not Recorded,"Rate per 1,000 Social Care Clients (adjusted)",NA,0,0
2019/20,Moray,All Ages,Dementia,"Rate per 1,000 Social Care Clients",3562,330,92.6
2019/20,Moray,All Ages,Dementia,"Rate per 1,000 Social Care Clients (adjusted)",3562,330,92.6
2019/20,Moray,All Ages,Elderly / Frail,"Rate per 1,000 Social Care Clients",3562,1950,547.4
2019/20,Moray,All Ages,Elderly / Frail,"Rate per 1,000 Social Care Clients (adjusted)",3562,1950,547.4
