financial_year,sending_location,age_group,living_alone,measure,nclient,percentage
2019/20,Fife,75-84 years,Living Alone,Percentage of Social Care Clients (adjusted),2315,47
2019/20,Fife,75-84 years,Not Living Alone,Percentage of Social Care Clients,2610,53
2019/20,Fife,75-84 years,Not Living Alone,Percentage of Social Care Clients (adjusted),2610,53
2019/20,Fife,85+ years,Living Alone,Percentage of Social Care Clients,3125,57.1
2019/20,Fife,85+ years,Living Alone,Percentage of Social Care Clients (adjusted),3125,57.1
2019/20,Fife,85+ years,Not Living Alone,Percentage of Social Care Clients,2345,42.9
2019/20,Fife,85+ years,Not Living Alone,Percentage of Social Care Clients (adjusted),2345,42.9
2019/20,Glasgow City,All Ages,Living Alone,Percentage of Social Care Clients,8880,40.3
2019/20,Glasgow City,All Ages,Living Alone,Percentage of Social Care Clients (adjusted),8805,40.6
2019/20,Glasgow City,All Ages,Not Living Alone,Percentage of Social Care Clients,13155,59.7
2019/20,Glasgow City,All Ages,Not Living Alone,Percentage of Social Care Clients (adjusted),12895,59.4
2019/20,Glasgow City,0-17 years,Not Living Alone,Percentage of Social Care Clients,320,100
2019/20,Glasgow City,0-17 years,Not Living Alone,Percentage of Social Care Clients (adjusted),320,100
2019/20,Glasgow City,18-64 years,Living Alone,Percentage of Social Care Clients,1755,34.6
2019/20,Glasgow City,18-64 years,Living Alone,Percentage of Social Care Clients (adjusted),1750,34.9
2019/20,Glasgow City,18-64 years,Not Living Alone,Percentage of Social Care Clients,3310,65.4
2019/20,Glasgow City,18-64 years,Not Living Alone,Percentage of Social Care Clients (adjusted),3270,65.1
2019/20,Glasgow City,65-74 years,Living Alone,Percentage of Social Care Clients,1430,40.2
2019/20,Glasgow City,65-74 years,Living Alone,Percentage of Social Care Clients (adjusted),1420,40.5
2019/20,Glasgow City,65-74 years,Not Living Alone,Percentage of Social Care Clients,2130,59.8
2019/20,Glasgow City,65-74 years,Not Living Alone,Percentage of Social Care Clients (adjusted),2090,59.5
2019/20,Glasgow City,75-84 years,Living Alone,Percentage of Social Care Clients,2660,40.3
2019/20,Glasgow City,75-84 years,Living Alone,Percentage of Social Care Clients (adjusted),2630,40.5
2019/20,Glasgow City,75-84 years,Not Living Alone,Percentage of Social Care Clients,3945,59.7
2019/20,Glasgow City,75-84 years,Not Living Alone,Percentage of Social Care Clients (adjusted),3870,59.5
2019/20,Glasgow City,85+ years,Living Alone,Percentage of Social Care Clients,3040,46.8
2019/20,Glasgow City,85+ years,Living Alone,Percentage of Social Care Clients (adjusted),3000,47.3
2019/20,Glasgow City,85+ years,Not Living Alone,Percentage of Social Care Clients,3450,53.2
2019/20,Glasgow City,85+ years,Not Living Alone,Percentage of Social Care Clients (adjusted),3345,52.7
2019/20,Highland,All Ages,Living Alone,Percentage of Social Care Clients,2550,31
2019/20,Highland,All Ages,Living Alone,Percentage of Social Care Clients (adjusted),2550,31
2019/20,Highland,All Ages,Not Living Alone,Percentage of Social Care Clients,1890,23
2019/20,Highland,All Ages,Not Living Alone,Percentage of Social Care Clients (adjusted),1890,23
2019/20,Highland,All Ages,Unknown,Percentage of Social Care Clients,3775,46
2019/20,Highland,All Ages,Unknown,Percentage of Social Care Clients (adjusted),3775,46
2019/20,Highland,0-17 years,Living Alone,Percentage of Social Care Clients,5,8.3
2019/20,Highland,0-17 years,Living Alone,Percentage of Social Care Clients (adjusted),5,8.3
2019/20,Highland,0-17 years,Not Living Alone,Percentage of Social Care Clients,5,8.3
2019/20,Highland,0-17 years,Not Living Alone,Percentage of Social Care Clients (adjusted),5,8.3
2019/20,Highland,0-17 years,Unknown,Percentage of Social Care Clients,50,83.3
2019/20,Highland,0-17 years,Unknown,Percentage of Social Care Clients (adjusted),50,83.3
2019/20,Highland,18-64 years,Living Alone,Percentage of Social Care Clients,295,18.9
2019/20,Highland,18-64 years,Living Alone,Percentage of Social Care Clients (adjusted),295,18.9
2019/20,Highland,18-64 years,Not Living Alone,Percentage of Social Care Clients,300,19.2
2019/20,Highland,18-64 years,Not Living Alone,Percentage of Social Care Clients (adjusted),300,19.2
2019/20,Highland,18-64 years,Unknown,Percentage of Social Care Clients,965,61.9
2019/20,Highland,18-64 years,Unknown,Percentage of Social Care Clients (adjusted),965,61.9
2019/20,Highland,65-74 years,Living Alone,Percentage of Social Care Clients,315,32.8
2019/20,Highland,65-74 years,Living Alone,Percentage of Social Care Clients (adjusted),315,32.8
2019/20,Highland,65-74 years,Not Living Alone,Percentage of Social Care Clients,245,25.5
2019/20,Highland,65-74 years,Not Living Alone,Percentage of Social Care Clients (adjusted),245,25.5
2019/20,Highland,65-74 years,Unknown,Percentage of Social Care Clients,400,41.7
2019/20,Highland,65-74 years,Unknown,Percentage of Social Care Clients (adjusted),400,41.7
2019/20,Highland,75-84 years,Living Alone,Percentage of Social Care Clients,750,31.9
2019/20,Highland,75-84 years,Living Alone,Percentage of Social Care Clients (adjusted),750,31.9
2019/20,Highland,75-84 years,Not Living Alone,Percentage of Social Care Clients,575,24.5
2019/20,Highland,75-84 years,Not Living Alone,Percentage of Social Care Clients (adjusted),575,24.5
2019/20,Highland,75-84 years,Unknown,Percentage of Social Care Clients,1025,43.6
2019/20,Highland,75-84 years,Unknown,Percentage of Social Care Clients (adjusted),1025,43.6
2019/20,Highland,85+ years,Living Alone,Percentage of Social Care Clients,1185,36.1
2019/20,Highland,85+ years,Living Alone,Percentage of Social Care Clients (adjusted),1185,36.1
2019/20,Highland,85+ years,Not Living Alone,Percentage of Social Care Clients,765,23.3
2019/20,Highland,85+ years,Not Living Alone,Percentage of Social Care Clients (adjusted),765,23.3
2019/20,Highland,85+ years,Unknown,Percentage of Social Care Clients,1335,40.6
2019/20,Highland,85+ years,Unknown,Percentage of Social Care Clients (adjusted),1335,40.6
2019/20,Inverclyde,All Ages,Living Alone,Percentage of Social Care Clients,1085,22.9
2019/20,Inverclyde,All Ages,Living Alone,Percentage of Social Care Clients (adjusted),1000,24.7
2019/20,Inverclyde,All Ages,Not Living Alone,Percentage of Social Care Clients,455,9.6
2019/20,Inverclyde,All Ages,Not Living Alone,Percentage of Social Care Clients (adjusted),400,9.9
2019/20,Inverclyde,All Ages,Unknown,Percentage of Social Care Clients,3205,67.5
2019/20,Inverclyde,All Ages,Unknown,Percentage of Social Care Clients (adjusted),2655,65.5
2019/20,Inverclyde,0-17 years,Not Living Alone,Percentage of Social Care Clients,20,40
2019/20,Inverclyde,0-17 years,Not Living Alone,Percentage of Social Care Clients (adjusted),15,33.3
2019/20,Inverclyde,0-17 years,Unknown,Percentage of Social Care Clients,30,60
2019/20,Inverclyde,0-17 years,Unknown,Percentage of Social Care Clients (adjusted),30,66.7
2019/20,Inverclyde,18-64 years,Living Alone,Percentage of Social Care Clients,110,12.1
2019/20,Inverclyde,18-64 years,Living Alone,Percentage of Social Care Clients (adjusted),105,12.8
2019/20,Inverclyde,18-64 years,Not Living Alone,Percentage of Social Care Clients,90,9.9
2019/20,Inverclyde,18-64 years,Not Living Alone,Percentage of Social Care Clients (adjusted),90,11
2019/20,Inverclyde,18-64 years,Unknown,Percentage of Social Care Clients,710,78
2019/20,Inverclyde,18-64 years,Unknown,Percentage of Social Care Clients (adjusted),625,76.2
2019/20,Inverclyde,65-74 years,Living Alone,Percentage of Social Care Clients,155,21.5
2019/20,Inverclyde,65-74 years,Living Alone,Percentage of Social Care Clients (adjusted),145,23.6
2019/20,Inverclyde,65-74 years,Not Living Alone,Percentage of Social Care Clients,80,11.1
2019/20,Inverclyde,65-74 years,Not Living Alone,Percentage of Social Care Clients (adjusted),75,12.2
2019/20,Inverclyde,65-74 years,Unknown,Percentage of Social Care Clients,485,67.4
2019/20,Inverclyde,65-74 years,Unknown,Percentage of Social Care Clients (adjusted),395,64.2
2019/20,Inverclyde,75-84 years,Living Alone,Percentage of Social Care Clients,350,22.7
2019/20,Inverclyde,75-84 years,Living Alone,Percentage of Social Care Clients (adjusted),330,25.3
2019/20,Inverclyde,75-84 years,Not Living Alone,Percentage of Social Care Clients,120,7.8
2019/20,Inverclyde,75-84 years,Not Living Alone,Percentage of Social Care Clients (adjusted),100,7.7
2019/20,Inverclyde,75-84 years,Unknown,Percentage of Social Care Clients,1070,69.5
2019/20,Inverclyde,75-84 years,Unknown,Percentage of Social Care Clients (adjusted),875,67
2019/20,Inverclyde,85+ years,Living Alone,Percentage of Social Care Clients,470,30.9
2019/20,Inverclyde,85+ years,Living Alone,Percentage of Social Care Clients (adjusted),420,33.2
2019/20,Inverclyde,85+ years,Not Living Alone,Percentage of Social Care Clients,140,9.2
2019/20,Inverclyde,85+ years,Not Living Alone,Percentage of Social Care Clients (adjusted),115,9.1
2019/20,Inverclyde,85+ years,Unknown,Percentage of Social Care Clients,910,59.9
2019/20,Inverclyde,85+ years,Unknown,Percentage of Social Care Clients (adjusted),730,57.7
2019/20,Midlothian,All Ages,Not Living Alone,Percentage of Social Care Clients,660,19.7
2019/20,Midlothian,All Ages,Not Living Alone,Percentage of Social Care Clients (adjusted),520,16.4
2019/20,Midlothian,All Ages,Unknown,Percentage of Social Care Clients,2690,80.3
2019/20,Midlothian,All Ages,Unknown,Percentage of Social Care Clients (adjusted),2645,83.6
2019/20,Midlothian,0-17 years,Unknown,Percentage of Social Care Clients,50,100
2019/20,Midlothian,0-17 years,Unknown,Percentage of Social Care Clients (adjusted),50,100
2019/20,Midlothian,18-64 years,Not Living Alone,Percentage of Social Care Clients,85,13.6
2019/20,Midlothian,18-64 years,Not Living Alone,Percentage of Social Care Clients (adjusted),80,13
2019/20,Midlothian,18-64 years,Unknown,Percentage of Social Care Clients,540,86.4
2019/20,Midlothian,18-64 years,Unknown,Percentage of Social Care Clients (adjusted),535,87
2019/20,Midlothian,65-74 years,Not Living Alone,Percentage of Social Care Clients,75,15.6
2019/20,Midlothian,65-74 years,Not Living Alone,Percentage of Social Care Clients (adjusted),65,14
2019/20,Midlothian,65-74 years,Unknown,Percentage of Social Care Clients,405,84.4
2019/20,Midlothian,65-74 years,Unknown,Percentage of Social Care Clients (adjusted),400,86
2019/20,Midlothian,75-84 years,Not Living Alone,Percentage of Social Care Clients,215,19.2
2019/20,Midlothian,75-84 years,Not Living Alone,Percentage of Social Care Clients (adjusted),175,16.5
2019/20,Midlothian,75-84 years,Unknown,Percentage of Social Care Clients,905,80.8
2019/20,Midlothian,75-84 years,Unknown,Percentage of Social Care Clients (adjusted),885,83.5
2019/20,Midlothian,85+ years,Not Living Alone,Percentage of Social Care Clients,280,26.2
2019/20,Midlothian,85+ years,Not Living Alone,Percentage of Social Care Clients (adjusted),195,20.1
2019/20,Midlothian,85+ years,Unknown,Percentage of Social Care Clients,790,73.8
2019/20,Midlothian,85+ years,Unknown,Percentage of Social Care Clients (adjusted),775,79.9
2019/20,Moray,All Ages,Living Alone,Percentage of Social Care Clients,990,27.7
2019/20,Moray,All Ages,Living Alone,Percentage of Social Care Clients (adjusted),990,27.7
2019/20,Moray,All Ages,Not Living Alone,Percentage of Social Care Clients,10,0.3
2019/20,Moray,All Ages,Not Living Alone,Percentage of Social Care Clients (adjusted),10,0.3
2019/20,Moray,All Ages,Unknown,Percentage of Social Care Clients,2580,72.1
2019/20,Moray,All Ages,Unknown,Percentage of Social Care Clients (adjusted),2580,72.1
2019/20,Moray,0-17 years,Unknown,Percentage of Social Care Clients,35,100
2019/20,Moray,0-17 years,Unknown,Percentage of Social Care Clients (adjusted),35,100
2019/20,Moray,18-64 years,Living Alone,Percentage of Social Care Clients,130,18.3
2019/20,Moray,18-64 years,Living Alone,Percentage of Social Care Clients (adjusted),130,18.3
2019/20,Moray,18-64 years,Unknown,Percentage of Social Care Clients,580,81.7
2019/20,Moray,18-64 years,Unknown,Percentage of Social Care Clients (adjusted),580,81.7
2019/20,Moray,65-74 years,Living Alone,Percentage of Social Care Clients,110,24.4
2019/20,Moray,65-74 years,Living Alone,Percentage of Social Care Clients (adjusted),110,24.4
2019/20,Moray,65-74 years,Unknown,Percentage of Social Care Clients,340,75.6
2019/20,Moray,65-74 years,Unknown,Percentage of Social Care Clients (adjusted),340,75.6
2019/20,Moray,75-84 years,Living Alone,Percentage of Social Care Clients,310,30
2019/20,Moray,75-84 years,Living Alone,Percentage of Social Care Clients (adjusted),310,30
2019/20,Moray,75-84 years,Unknown,Percentage of Social Care Clients,725,70
2019/20,Moray,75-84 years,Unknown,Percentage of Social Care Clients (adjusted),725,70
2019/20,Moray,85+ years,Living Alone,Percentage of Social Care Clients,435,32.5
2019/20,Moray,85+ years,Living Alone,Percentage of Social Care Clients (adjusted),435,32.5
2019/20,Moray,85+ years,Not Living Alone,Percentage of Social Care Clients,5,0.4
2019/20,Moray,85+ years,Not Living Alone,Percentage of Social Care Clients (adjusted),5,0.4
2019/20,Moray,85+ years,Unknown,Percentage of Social Care Clients,900,67.2
2019/20,Moray,85+ years,Unknown,Percentage of Social Care Clients (adjusted),900,67.2
2019/20,North Ayrshire,All Ages,Living Alone,Percentage of Social Care Clients,2680,37.2
2019/20,North Ayrshire,All Ages,Living Alone,Percentage of Social Care Clients (adjusted),2680,37.2
2019/20,North Ayrshire,All Ages,Not Living Alone,Percentage of Social Care Clients,3000,41.6
2019/20,North Ayrshire,All Ages,Not Living Alone,Percentage of Social Care Clients (adjusted),3000,41.6
2019/20,North Ayrshire,All Ages,Unknown,Percentage of Social Care Clients,1530,21.2
2019/20,North Ayrshire,All Ages,Unknown,Percentage of Social Care Clients (adjusted),1530,21.2
2019/20,North Ayrshire,0-17 years,Not Living Alone,Percentage of Social Care Clients,25,26.3
2019/20,North Ayrshire,0-17 years,Not Living Alone,Percentage of Social Care Clients (adjusted),25,26.3
2019/20,North Ayrshire,0-17 years,Unknown,Percentage of Social Care Clients,70,73.7
2019/20,North Ayrshire,0-17 years,Unknown,Percentage of Social Care Clients (adjusted),70,73.7
2019/20,North Ayrshire,18-64 years,Living Alone,Percentage of Social Care Clients,385,33.6
2019/20,North Ayrshire,18-64 years,Living Alone,Percentage of Social Care Clients (adjusted),385,33.6
2019/20,North Ayrshire,18-64 years,Not Living Alone,Percentage of Social Care Clients,570,49.8
2019/20,North Ayrshire,18-64 years,Not Living Alone,Percentage of Social Care Clients (adjusted),570,49.8
2019/20,North Ayrshire,18-64 years,Unknown,Percentage of Social Care Clients,190,16.6
2019/20,North Ayrshire,18-64 years,Unknown,Percentage of Social Care Clients (adjusted),190,16.6
2019/20,North Ayrshire,65-74 years,Living Alone,Percentage of Social Care Clients,410,36.1
2019/20,North Ayrshire,65-74 years,Living Alone,Percentage of Social Care Clients (adjusted),410,36.1
2019/20,North Ayrshire,65-74 years,Not Living Alone,Percentage of Social Care Clients,515,45.4
2019/20,North Ayrshire,65-74 years,Not Living Alone,Percentage of Social Care Clients (adjusted),515,45.4
2019/20,North Ayrshire,65-74 years,Unknown,Percentage of Social Care Clients,210,18.5
2019/20,North Ayrshire,65-74 years,Unknown,Percentage of Social Care Clients (adjusted),210,18.5
2019/20,North Ayrshire,75-84 years,Living Alone,Percentage of Social Care Clients,925,37.4
2019/20,North Ayrshire,75-84 years,Living Alone,Percentage of Social Care Clients (adjusted),925,37.4
2019/20,North Ayrshire,75-84 years,Not Living Alone,Percentage of Social Care Clients,1075,43.4
2019/20,North Ayrshire,75-84 years,Not Living Alone,Percentage of Social Care Clients (adjusted),1075,43.4
2019/20,North Ayrshire,75-84 years,Unknown,Percentage of Social Care Clients,475,19.2
2019/20,North Ayrshire,75-84 years,Unknown,Percentage of Social Care Clients (adjusted),475,19.2
2019/20,North Ayrshire,85+ years,Living Alone,Percentage of Social Care Clients,960,40.9
2019/20,North Ayrshire,85+ years,Living Alone,Percentage of Social Care Clients (adjusted),960,40.8
2019/20,North Ayrshire,85+ years,Not Living Alone,Percentage of Social Care Clients,810,34.5
2019/20,North Ayrshire,85+ years,Not Living Alone,Percentage of Social Care Clients (adjusted),810,34.4
2019/20,North Ayrshire,85+ years,Unknown,Percentage of Social Care Clients,580,24.7
2019/20,North Ayrshire,85+ years,Unknown,Percentage of Social Care Clients (adjusted),585,24.8
2019/20,North Ayrshire,Unknown,Unknown,Percentage of Social Care Clients,5,100
2019/20,North Lanarkshire,All Ages,Living Alone,Percentage of Social Care Clients,1410,9.2
