financial_year,sending_location,age_group,sex,measure,nclient,rate
2018/19,North Ayrshire,65-74 years,Male,"Rate per 1,000 Social Care Clients",480,66
2018/19,North Ayrshire,65-74 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",480,66
2018/19,North Ayrshire,65-74 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",5,0.7
2018/19,North Ayrshire,65-74 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",5,0.7
2018/19,North Ayrshire,75-84 years,Female,"Rate per 1,000 Social Care Clients",1605,220.6
2018/19,North Ayrshire,75-84 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",1605,220.6
2018/19,North Ayrshire,75-84 years,Male,"Rate per 1,000 Social Care Clients",875,120.3
2018/19,North Ayrshire,75-84 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",875,120.3
2018/19,North Ayrshire,75-84 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",5,0.7
2018/19,North Ayrshire,75-84 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",5,0.7
2018/19,North Ayrshire,85+ years,Female,"Rate per 1,000 Social Care Clients",1590,218.6
2018/19,North Ayrshire,85+ years,Female,"Rate per 1,000 Social Care Clients (adjusted)",1595,219.2
2018/19,North Ayrshire,85+ years,Male,"Rate per 1,000 Social Care Clients",640,88
2018/19,North Ayrshire,85+ years,Male,"Rate per 1,000 Social Care Clients (adjusted)",645,88.7
2018/19,North Ayrshire,85+ years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",5,0.7
2018/19,North Ayrshire,85+ years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",5,0.7
2018/19,North Ayrshire,Unknown,Female,"Rate per 1,000 Social Care Clients",10,1.4
2018/19,North Ayrshire,Unknown,Female,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,North Ayrshire,Unknown,Male,"Rate per 1,000 Social Care Clients",5,0.7
2018/19,North Ayrshire,Unknown,Male,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,North Ayrshire,Unknown,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",0,0
2018/19,North Ayrshire,Unknown,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,North Ayrshire,All Ages,Female,"Rate per 1,000 Social Care Clients",4530,628.4
2019/20,North Ayrshire,All Ages,Female,"Rate per 1,000 Social Care Clients (adjusted)",4530,628.4
2019/20,North Ayrshire,All Ages,Male,"Rate per 1,000 Social Care Clients",2665,369.7
2019/20,North Ayrshire,All Ages,Male,"Rate per 1,000 Social Care Clients (adjusted)",2665,369.7
2019/20,North Ayrshire,All Ages,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",15,2.1
2019/20,North Ayrshire,All Ages,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",15,2.1
2019/20,North Ayrshire,0-17 years,Female,"Rate per 1,000 Social Care Clients",30,4.2
2019/20,North Ayrshire,0-17 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",30,4.2
2019/20,North Ayrshire,0-17 years,Male,"Rate per 1,000 Social Care Clients",60,8.3
2019/20,North Ayrshire,0-17 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",60,8.3
2019/20,North Ayrshire,0-17 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",0,0
2019/20,North Ayrshire,0-17 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,North Ayrshire,18-64 years,Female,"Rate per 1,000 Social Care Clients",600,83.2
2019/20,North Ayrshire,18-64 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",600,83.2
2019/20,North Ayrshire,18-64 years,Male,"Rate per 1,000 Social Care Clients",545,75.6
2019/20,North Ayrshire,18-64 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",545,75.6
2019/20,North Ayrshire,18-64 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",0,0
2019/20,North Ayrshire,18-64 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,North Ayrshire,65-74 years,Female,"Rate per 1,000 Social Care Clients",645,89.5
2019/20,North Ayrshire,65-74 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",645,89.5
2019/20,North Ayrshire,65-74 years,Male,"Rate per 1,000 Social Care Clients",485,67.3
2019/20,North Ayrshire,65-74 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",485,67.3
2019/20,North Ayrshire,65-74 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",0,0
2019/20,North Ayrshire,65-74 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,North Ayrshire,75-84 years,Female,"Rate per 1,000 Social Care Clients",1570,217.8
2019/20,North Ayrshire,75-84 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",1570,217.8
2019/20,North Ayrshire,75-84 years,Male,"Rate per 1,000 Social Care Clients",905,125.5
2019/20,North Ayrshire,75-84 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",905,125.5
2019/20,North Ayrshire,75-84 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",5,0.7
2019/20,North Ayrshire,75-84 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",5,0.7
2019/20,North Ayrshire,85+ years,Female,"Rate per 1,000 Social Care Clients",1680,233
2019/20,North Ayrshire,85+ years,Female,"Rate per 1,000 Social Care Clients (adjusted)",1680,233
2019/20,North Ayrshire,85+ years,Male,"Rate per 1,000 Social Care Clients",665,92.2
2019/20,North Ayrshire,85+ years,Male,"Rate per 1,000 Social Care Clients (adjusted)",665,92.2
2019/20,North Ayrshire,85+ years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",5,0.7
2019/20,North Ayrshire,85+ years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",5,0.7
2019/20,North Ayrshire,Unknown,Female,"Rate per 1,000 Social Care Clients",0,0
2019/20,North Ayrshire,Unknown,Female,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,North Ayrshire,Unknown,Male,"Rate per 1,000 Social Care Clients",0,0
2019/20,North Ayrshire,Unknown,Male,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,North Ayrshire,Unknown,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",0,0
2019/20,North Ayrshire,Unknown,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,North Ayrshire,All Ages,Female,"Rate per 1,000 Social Care Clients",4705,626.5
2020/21,North Ayrshire,All Ages,Female,"Rate per 1,000 Social Care Clients (adjusted)",4420,630.4
2020/21,North Ayrshire,All Ages,Male,"Rate per 1,000 Social Care Clients",2805,373.5
2020/21,North Ayrshire,All Ages,Male,"Rate per 1,000 Social Care Clients (adjusted)",2590,369.4
2020/21,North Ayrshire,All Ages,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",0,0
2020/21,North Ayrshire,All Ages,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,North Ayrshire,0-17 years,Female,"Rate per 1,000 Social Care Clients",40,5.3
2020/21,North Ayrshire,0-17 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",35,5
2020/21,North Ayrshire,0-17 years,Male,"Rate per 1,000 Social Care Clients",85,11.3
2020/21,North Ayrshire,0-17 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",85,12.1
2020/21,North Ayrshire,0-17 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",0,0
2020/21,North Ayrshire,0-17 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,North Ayrshire,18-64 years,Female,"Rate per 1,000 Social Care Clients",695,92.5
2020/21,North Ayrshire,18-64 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",665,94.9
2020/21,North Ayrshire,18-64 years,Male,"Rate per 1,000 Social Care Clients",655,87.2
2020/21,North Ayrshire,18-64 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",625,89.1
2020/21,North Ayrshire,18-64 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",0,0
2020/21,North Ayrshire,18-64 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,North Ayrshire,65-74 years,Female,"Rate per 1,000 Social Care Clients",695,92.5
2020/21,North Ayrshire,65-74 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",650,92.7
2020/21,North Ayrshire,65-74 years,Male,"Rate per 1,000 Social Care Clients",520,69.2
2020/21,North Ayrshire,65-74 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",465,66.3
2020/21,North Ayrshire,65-74 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",0,0
2020/21,North Ayrshire,65-74 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,North Ayrshire,75-84 years,Female,"Rate per 1,000 Social Care Clients",1625,216.4
2020/21,North Ayrshire,75-84 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",1540,219.7
2020/21,North Ayrshire,75-84 years,Male,"Rate per 1,000 Social Care Clients",890,118.5
2020/21,North Ayrshire,75-84 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",815,116.2
2020/21,North Ayrshire,75-84 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",0,0
2020/21,North Ayrshire,75-84 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,North Ayrshire,85+ years,Female,"Rate per 1,000 Social Care Clients",1645,219
2020/21,North Ayrshire,85+ years,Female,"Rate per 1,000 Social Care Clients (adjusted)",1535,218.9
2020/21,North Ayrshire,85+ years,Male,"Rate per 1,000 Social Care Clients",650,86.6
2020/21,North Ayrshire,85+ years,Male,"Rate per 1,000 Social Care Clients (adjusted)",605,86.3
2020/21,North Ayrshire,85+ years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",0,0
2020/21,North Ayrshire,85+ years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,North Ayrshire,Unknown,Female,"Rate per 1,000 Social Care Clients",5,0.7
2020/21,North Ayrshire,Unknown,Female,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,North Ayrshire,Unknown,Male,"Rate per 1,000 Social Care Clients",0,0
2020/21,North Ayrshire,Unknown,Male,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2020/21,North Ayrshire,Unknown,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",0,0
2020/21,North Ayrshire,Unknown,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,North Lanarkshire,All Ages,Female,"Rate per 1,000 Social Care Clients",8710,627.6
2017/18,North Lanarkshire,All Ages,Female,"Rate per 1,000 Social Care Clients (adjusted)",8710,627.6
2017/18,North Lanarkshire,All Ages,Male,"Rate per 1,000 Social Care Clients",5170,372.5
2017/18,North Lanarkshire,All Ages,Male,"Rate per 1,000 Social Care Clients (adjusted)",5170,372.5
2017/18,North Lanarkshire,All Ages,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",0,0
2017/18,North Lanarkshire,All Ages,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,North Lanarkshire,0-17 years,Female,"Rate per 1,000 Social Care Clients",55,4
2017/18,North Lanarkshire,0-17 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",55,4
2017/18,North Lanarkshire,0-17 years,Male,"Rate per 1,000 Social Care Clients",115,8.3
2017/18,North Lanarkshire,0-17 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",115,8.3
2017/18,North Lanarkshire,0-17 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",0,0
2017/18,North Lanarkshire,0-17 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,North Lanarkshire,18-64 years,Female,"Rate per 1,000 Social Care Clients",1330,95.8
2017/18,North Lanarkshire,18-64 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",1330,95.8
2017/18,North Lanarkshire,18-64 years,Male,"Rate per 1,000 Social Care Clients",1260,90.8
2017/18,North Lanarkshire,18-64 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",1260,90.8
2017/18,North Lanarkshire,18-64 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",0,0
2017/18,North Lanarkshire,18-64 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,North Lanarkshire,65-74 years,Female,"Rate per 1,000 Social Care Clients",1445,104.1
2017/18,North Lanarkshire,65-74 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",1445,104.1
2017/18,North Lanarkshire,65-74 years,Male,"Rate per 1,000 Social Care Clients",1040,74.9
2017/18,North Lanarkshire,65-74 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",1040,74.9
2017/18,North Lanarkshire,65-74 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",0,0
2017/18,North Lanarkshire,65-74 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,North Lanarkshire,75-84 years,Female,"Rate per 1,000 Social Care Clients",3260,234.9
2017/18,North Lanarkshire,75-84 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",3260,234.9
2017/18,North Lanarkshire,75-84 years,Male,"Rate per 1,000 Social Care Clients",1645,118.5
2017/18,North Lanarkshire,75-84 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",1645,118.5
2017/18,North Lanarkshire,75-84 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",0,0
2017/18,North Lanarkshire,75-84 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,North Lanarkshire,85+ years,Female,"Rate per 1,000 Social Care Clients",2620,188.8
2017/18,North Lanarkshire,85+ years,Female,"Rate per 1,000 Social Care Clients (adjusted)",2620,188.8
2017/18,North Lanarkshire,85+ years,Male,"Rate per 1,000 Social Care Clients",1105,79.6
2017/18,North Lanarkshire,85+ years,Male,"Rate per 1,000 Social Care Clients (adjusted)",1105,79.6
2017/18,North Lanarkshire,85+ years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",0,0
2017/18,North Lanarkshire,85+ years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,North Lanarkshire,Unknown,Female,"Rate per 1,000 Social Care Clients",0,0
2017/18,North Lanarkshire,Unknown,Female,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,North Lanarkshire,Unknown,Male,"Rate per 1,000 Social Care Clients",0,0
2017/18,North Lanarkshire,Unknown,Male,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2017/18,North Lanarkshire,Unknown,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",0,0
2017/18,North Lanarkshire,Unknown,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,North Lanarkshire,All Ages,Female,"Rate per 1,000 Social Care Clients",9320,633.5
2018/19,North Lanarkshire,All Ages,Female,"Rate per 1,000 Social Care Clients (adjusted)",9315,633.2
2018/19,North Lanarkshire,All Ages,Male,"Rate per 1,000 Social Care Clients",5395,366.7
2018/19,North Lanarkshire,All Ages,Male,"Rate per 1,000 Social Care Clients (adjusted)",5395,366.7
2018/19,North Lanarkshire,All Ages,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",0,0
2018/19,North Lanarkshire,All Ages,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,North Lanarkshire,0-17 years,Female,"Rate per 1,000 Social Care Clients",60,4.1
2018/19,North Lanarkshire,0-17 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",60,4.1
2018/19,North Lanarkshire,0-17 years,Male,"Rate per 1,000 Social Care Clients",125,8.5
2018/19,North Lanarkshire,0-17 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",125,8.5
2018/19,North Lanarkshire,0-17 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",0,0
2018/19,North Lanarkshire,0-17 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,North Lanarkshire,18-64 years,Female,"Rate per 1,000 Social Care Clients",1445,98.2
2018/19,North Lanarkshire,18-64 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",1445,98.2
2018/19,North Lanarkshire,18-64 years,Male,"Rate per 1,000 Social Care Clients",1350,91.8
2018/19,North Lanarkshire,18-64 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",1350,91.8
2018/19,North Lanarkshire,18-64 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",0,0
2018/19,North Lanarkshire,18-64 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,North Lanarkshire,65-74 years,Female,"Rate per 1,000 Social Care Clients",1510,102.6
2018/19,North Lanarkshire,65-74 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",1510,102.6
2018/19,North Lanarkshire,65-74 years,Male,"Rate per 1,000 Social Care Clients",1045,71
2018/19,North Lanarkshire,65-74 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",1045,71
2018/19,North Lanarkshire,65-74 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",0,0
2018/19,North Lanarkshire,65-74 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,North Lanarkshire,75-84 years,Female,"Rate per 1,000 Social Care Clients",3385,230.1
2018/19,North Lanarkshire,75-84 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",3385,230.1
2018/19,North Lanarkshire,75-84 years,Male,"Rate per 1,000 Social Care Clients",1750,118.9
2018/19,North Lanarkshire,75-84 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",1750,119
2018/19,North Lanarkshire,75-84 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",0,0
2018/19,North Lanarkshire,75-84 years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,North Lanarkshire,85+ years,Female,"Rate per 1,000 Social Care Clients",2920,198.5
2018/19,North Lanarkshire,85+ years,Female,"Rate per 1,000 Social Care Clients (adjusted)",2920,198.5
2018/19,North Lanarkshire,85+ years,Male,"Rate per 1,000 Social Care Clients",1125,76.5
2018/19,North Lanarkshire,85+ years,Male,"Rate per 1,000 Social Care Clients (adjusted)",1120,76.1
2018/19,North Lanarkshire,85+ years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",0,0
2018/19,North Lanarkshire,85+ years,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,North Lanarkshire,Unknown,Female,"Rate per 1,000 Social Care Clients",0,0
2018/19,North Lanarkshire,Unknown,Female,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,North Lanarkshire,Unknown,Male,"Rate per 1,000 Social Care Clients",0,0
2018/19,North Lanarkshire,Unknown,Male,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2018/19,North Lanarkshire,Unknown,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",0,0
2018/19,North Lanarkshire,Unknown,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,North Lanarkshire,All Ages,Female,"Rate per 1,000 Social Care Clients",9615,630.2
2019/20,North Lanarkshire,All Ages,Female,"Rate per 1,000 Social Care Clients (adjusted)",9615,630.2
2019/20,North Lanarkshire,All Ages,Male,"Rate per 1,000 Social Care Clients",5635,369.4
2019/20,North Lanarkshire,All Ages,Male,"Rate per 1,000 Social Care Clients (adjusted)",5635,369.4
2019/20,North Lanarkshire,All Ages,Unknown/Not Specified,"Rate per 1,000 Social Care Clients",0,0
2019/20,North Lanarkshire,All Ages,Unknown/Not Specified,"Rate per 1,000 Social Care Clients (adjusted)",0,0
2019/20,North Lanarkshire,0-17 years,Female,"Rate per 1,000 Social Care Clients",50,3.3
2019/20,North Lanarkshire,0-17 years,Female,"Rate per 1,000 Social Care Clients (adjusted)",50,3.3
2019/20,North Lanarkshire,0-17 years,Male,"Rate per 1,000 Social Care Clients",115,7.5
2019/20,North Lanarkshire,0-17 years,Male,"Rate per 1,000 Social Care Clients (adjusted)",115,7.5
